txn_id,nextReviewTime_quarter,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
52313,2,919.04,1,919.04,NaN,919.04,919.04,919.04,NaN,0.0,NaN,NaN,919.04,0.0,NaN,NaN
52675,3,243.4,1,243.4,NaN,243.4,243.4,243.4,NaN,0.0,NaN,NaN,243.4,0.0,NaN,NaN
53020,1,258.0,1,258.0,NaN,258.0,258.0,258.0,NaN,0.0,NaN,NaN,258.0,0.0,NaN,NaN
53647,2,410.18,1,410.18,NaN,410.18,410.18,410.18,NaN,0.0,NaN,NaN,410.18,0.0,NaN,NaN
54051,3,102.0,1,102.0,NaN,102.0,102.0,102.0,NaN,0.0,NaN,NaN,102.0,0.0,NaN,NaN
54568,2,1341.96,1,1341.96,NaN,1341.96,1341.96,1341.96,NaN,0.0,NaN,NaN,1341.96,0.0,NaN,NaN
54771,2,393.49,1,393.49,NaN,393.49,393.49,393.49,NaN,0.0,NaN,NaN,393.49,0.0,NaN,NaN
55188,1,230.81,1,230.81,NaN,230.81,230.81,230.81,NaN,0.0,NaN,NaN,230.81,0.0,NaN,NaN
55442,1,37.5,1,37.5,NaN,37.5,37.5,37.5,NaN,0.0,NaN,NaN,37.5,0.0,NaN,NaN
55496,1,250.0,1,250.0,NaN,250.0,250.0,250.0,NaN,0.0,NaN,NaN,250.0,0.0,NaN,NaN
55750,3,108.15,1,108.15,NaN,108.15,108.15,108.15,NaN,0.0,NaN,NaN,108.15,0.0,NaN,NaN
55998,3,363.65,1,363.65,NaN,363.65,363.65,363.65,NaN,0.0,NaN,NaN,363.65,0.0,NaN,NaN
56179,2,240.0,1,240.0,NaN,240.0,240.0,240.0,NaN,0.0,NaN,NaN,240.0,0.0,NaN,NaN
56252,1,154.99,1,154.99,NaN,154.99,154.99,154.99,NaN,0.0,NaN,NaN,154.99,0.0,NaN,NaN
56527,2,288.47,1,288.47,NaN,288.47,288.47,288.47,NaN,0.0,NaN,NaN,288.47,0.0,NaN,NaN
56967,1,223.95,1,223.95,NaN,223.95,223.95,223.95,NaN,0.0,NaN,NaN,223.95,0.0,NaN,NaN
57077,3,987.42,1,987.42,NaN,987.42,987.42,987.42,NaN,0.0,NaN,NaN,987.42,0.0,NaN,NaN
57275,3,317.56,1,317.56,NaN,317.56,317.56,317.56,NaN,0.0,NaN,NaN,317.56,0.0,NaN,NaN
57463,1,372.12,1,372.12,NaN,372.12,372.12,372.12,NaN,0.0,NaN,NaN,372.12,0.0,NaN,NaN
57879,2,201.39,1,201.39,NaN,201.39,201.39,201.39,NaN,0.0,NaN,NaN,201.39,0.0,NaN,NaN
57944,1,59.4,1,59.4,NaN,59.4,59.4,59.4,NaN,0.0,NaN,NaN,59.4,0.0,NaN,NaN
58042,1,418.18,1,418.18,NaN,418.18,418.18,418.18,NaN,0.0,NaN,NaN,418.18,0.0,NaN,NaN
58095,2,310.4,1,310.4,NaN,310.4,310.4,310.4,NaN,0.0,NaN,NaN,310.4,0.0,NaN,NaN
58673,3,296.2,1,296.2,NaN,296.2,296.2,296.2,NaN,0.0,NaN,NaN,296.2,0.0,NaN,NaN
59247,1,768.83,1,768.83,NaN,768.83,768.83,768.83,NaN,0.0,NaN,NaN,768.83,0.0,NaN,NaN
59281,3,373.27,1,373.27,NaN,373.27,373.27,373.27,NaN,0.0,NaN,NaN,373.27,0.0,NaN,NaN
59305,1,337.67,1,337.67,NaN,337.67,337.67,337.67,NaN,0.0,NaN,NaN,337.67,0.0,NaN,NaN
59439,1,310.26,1,310.26,NaN,310.26,310.26,310.26,NaN,0.0,NaN,NaN,310.26,0.0,NaN,NaN
59518,1,263.41,1,263.41,NaN,263.41,263.41,263.41,NaN,0.0,NaN,NaN,263.41,0.0,NaN,NaN
59985,1,345.05,1,345.05,NaN,345.05,345.05,345.05,NaN,0.0,NaN,NaN,345.05,0.0,NaN,NaN
60338,3,74.7,1,74.7,NaN,74.7,74.7,74.7,NaN,0.0,NaN,NaN,74.7,0.0,NaN,NaN
60408,3,397.2,1,397.2,NaN,397.2,397.2,397.2,NaN,0.0,NaN,NaN,397.2,0.0,NaN,NaN
60444,3,139.35,1,139.35,NaN,139.35,139.35,139.35,NaN,0.0,NaN,NaN,139.35,0.0,NaN,NaN
60824,1,453.2,1,453.2,NaN,453.2,453.2,453.2,NaN,0.0,NaN,NaN,453.2,0.0,NaN,NaN
60899,3,108.87,1,108.87,NaN,108.87,108.87,108.87,NaN,0.0,NaN,NaN,108.87,0.0,NaN,NaN
61012,1,250.04,1,250.04,NaN,250.04,250.04,250.04,NaN,0.0,NaN,NaN,250.04,0.0,NaN,NaN
61014,2,476.29,1,476.29,NaN,476.29,476.29,476.29,NaN,0.0,NaN,NaN,476.29,0.0,NaN,NaN
61117,3,296.88,1,296.88,NaN,296.88,296.88,296.88,NaN,0.0,NaN,NaN,296.88,0.0,NaN,NaN
61120,1,378.24,1,378.24,NaN,378.24,378.24,378.24,NaN,0.0,NaN,NaN,378.24,0.0,NaN,NaN
61608,3,360.18,1,360.18,NaN,360.18,360.18,360.18,NaN,0.0,NaN,NaN,360.18,0.0,NaN,NaN
61669,1,791.33,1,791.33,NaN,791.33,791.33,791.33,NaN,0.0,NaN,NaN,791.33,0.0,NaN,NaN
61675,3,314.55,1,314.55,NaN,314.55,314.55,314.55,NaN,0.0,NaN,NaN,314.55,0.0,NaN,NaN
61746,2,21.6,1,21.6,NaN,21.6,21.6,21.6,NaN,0.0,NaN,NaN,21.6,0.0,NaN,NaN
61875,2,288.0,1,288.0,NaN,288.0,288.0,288.0,NaN,0.0,NaN,NaN,288.0,0.0,NaN,NaN
61968,3,463.2,1,463.2,NaN,463.2,463.2,463.2,NaN,0.0,NaN,NaN,463.2,0.0,NaN,NaN
62072,3,612.08,1,612.08,NaN,612.08,612.08,612.08,NaN,0.0,NaN,NaN,612.08,0.0,NaN,NaN
62679,1,87.7,1,87.7,NaN,87.7,87.7,87.7,NaN,0.0,NaN,NaN,87.7,0.0,NaN,NaN
62721,2,7.5,1,7.5,NaN,7.5,7.5,7.5,NaN,0.0,NaN,NaN,7.5,0.0,NaN,NaN
63517,2,12.85,1,12.85,NaN,12.85,12.85,12.85,NaN,0.0,NaN,NaN,12.85,0.0,NaN,NaN
63814,2,192.23,1,192.23,NaN,192.23,192.23,192.23,NaN,0.0,NaN,NaN,192.23,0.0,NaN,NaN
63903,2,836.05,1,836.05,NaN,836.05,836.05,836.05,NaN,0.0,NaN,NaN,836.05,0.0,NaN,NaN
63928,3,312.75,1,312.75,NaN,312.75,312.75,312.75,NaN,0.0,NaN,NaN,312.75,0.0,NaN,NaN
63998,1,302.81,1,302.81,NaN,302.81,302.81,302.81,NaN,0.0,NaN,NaN,302.81,0.0,NaN,NaN
64138,3,958.12,1,958.12,NaN,958.12,958.12,958.12,NaN,0.0,NaN,NaN,958.12,0.0,NaN,NaN
64144,2,181.3,1,181.3,NaN,181.3,181.3,181.3,NaN,0.0,NaN,NaN,181.3,0.0,NaN,NaN
64829,3,315.05,1,315.05,NaN,315.05,315.05,315.05,NaN,0.0,NaN,NaN,315.05,0.0,NaN,NaN
65163,3,620.58,1,620.58,NaN,620.58,620.58,620.58,NaN,0.0,NaN,NaN,620.58,0.0,NaN,NaN
65298,1,624.12,1,624.12,NaN,624.12,624.12,624.12,NaN,0.0,NaN,NaN,624.12,0.0,NaN,NaN
66341,1,617.03,1,617.03,NaN,617.03,617.03,617.03,NaN,0.0,NaN,NaN,617.03,0.0,NaN,NaN
66403,2,306.33,1,306.33,NaN,306.33,306.33,306.33,NaN,0.0,NaN,NaN,306.33,0.0,NaN,NaN
66554,1,632.44,1,632.44,NaN,632.44,632.44,632.44,NaN,0.0,NaN,NaN,632.44,0.0,NaN,NaN
66908,3,104.95,1,104.95,NaN,104.95,104.95,104.95,NaN,0.0,NaN,NaN,104.95,0.0,NaN,NaN
66990,1,111.23,1,111.23,NaN,111.23,111.23,111.23,NaN,0.0,NaN,NaN,111.23,0.0,NaN,NaN
67156,1,757.6,1,757.6,NaN,757.6,757.6,757.6,NaN,0.0,NaN,NaN,757.6,0.0,NaN,NaN
67229,1,660.01,1,660.01,NaN,660.01,660.01,660.01,NaN,0.0,NaN,NaN,660.01,0.0,NaN,NaN
67245,1,185.85,1,185.85,NaN,185.85,185.85,185.85,NaN,0.0,NaN,NaN,185.85,0.0,NaN,NaN
67346,2,2204.36,1,2204.36,NaN,2204.36,2204.36,2204.36,NaN,0.0,NaN,NaN,2204.36,0.0,NaN,NaN
67455,3,107.4,1,107.4,NaN,107.4,107.4,107.4,NaN,0.0,NaN,NaN,107.4,0.0,NaN,NaN
67680,1,242.91,1,242.91,NaN,242.91,242.91,242.91,NaN,0.0,NaN,NaN,242.91,0.0,NaN,NaN
67901,2,421.7,1,421.7,NaN,421.7,421.7,421.7,NaN,0.0,NaN,NaN,421.7,0.0,NaN,NaN
67957,2,746.57,1,746.57,NaN,746.57,746.57,746.57,NaN,0.0,NaN,NaN,746.57,0.0,NaN,NaN
68449,1,141.15,1,141.15,NaN,141.15,141.15,141.15,NaN,0.0,NaN,NaN,141.15,0.0,NaN,NaN
68855,2,4008.62,1,4008.62,NaN,4008.62,4008.62,4008.62,NaN,0.0,NaN,NaN,4008.62,0.0,NaN,NaN
69194,2,390.0,1,390.0,NaN,390.0,390.0,390.0,NaN,0.0,NaN,NaN,390.0,0.0,NaN,NaN
69327,2,175.2,1,175.2,NaN,175.2,175.2,175.2,NaN,0.0,NaN,NaN,175.2,0.0,NaN,NaN
70127,3,680.24,1,680.24,NaN,680.24,680.24,680.24,NaN,0.0,NaN,NaN,680.24,0.0,NaN,NaN
70263,3,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
70505,1,480.0,1,480.0,NaN,480.0,480.0,480.0,NaN,0.0,NaN,NaN,480.0,0.0,NaN,NaN
70507,1,765.9,1,765.9,NaN,765.9,765.9,765.9,NaN,0.0,NaN,NaN,765.9,0.0,NaN,NaN
70770,2,243.1,1,243.1,NaN,243.1,243.1,243.1,NaN,0.0,NaN,NaN,243.1,0.0,NaN,NaN
70851,3,957.24,1,957.24,NaN,957.24,957.24,957.24,NaN,0.0,NaN,NaN,957.24,0.0,NaN,NaN
71027,3,762.58,1,762.58,NaN,762.58,762.58,762.58,NaN,0.0,NaN,NaN,762.58,0.0,NaN,NaN
71088,1,224.64,1,224.64,NaN,224.64,224.64,224.64,NaN,0.0,NaN,NaN,224.64,0.0,NaN,NaN
71101,3,138.4,1,138.4,NaN,138.4,138.4,138.4,NaN,0.0,NaN,NaN,138.4,0.0,NaN,NaN
71629,3,549.7,1,549.7,NaN,549.7,549.7,549.7,NaN,0.0,NaN,NaN,549.7,0.0,NaN,NaN
71793,2,416.9,1,416.9,NaN,416.9,416.9,416.9,NaN,0.0,NaN,NaN,416.9,0.0,NaN,NaN
71900,2,324.0,1,324.0,NaN,324.0,324.0,324.0,NaN,0.0,NaN,NaN,324.0,0.0,NaN,NaN
72217,2,395.05,1,395.05,NaN,395.05,395.05,395.05,NaN,0.0,NaN,NaN,395.05,0.0,NaN,NaN
72382,1,302.2,1,302.2,NaN,302.2,302.2,302.2,NaN,0.0,NaN,NaN,302.2,0.0,NaN,NaN
72414,2,1304.04,1,1304.04,NaN,1304.04,1304.04,1304.04,NaN,0.0,NaN,NaN,1304.04,0.0,NaN,NaN
72607,3,351.47,1,351.47,NaN,351.47,351.47,351.47,NaN,0.0,NaN,NaN,351.47,0.0,NaN,NaN
72780,1,12.29,1,12.29,NaN,12.29,12.29,12.29,NaN,0.0,NaN,NaN,12.29,0.0,NaN,NaN
72961,2,22104.8,1,22104.8,NaN,22104.8,22104.8,22104.8,NaN,0.0,NaN,NaN,22104.8,0.0,NaN,NaN
73382,2,357.45,1,357.45,NaN,357.45,357.45,357.45,NaN,0.0,NaN,NaN,357.45,0.0,NaN,NaN
73459,3,1824.79,1,1824.79,NaN,1824.79,1824.79,1824.79,NaN,0.0,NaN,NaN,1824.79,0.0,NaN,NaN
73590,1,191.56,1,191.56,NaN,191.56,191.56,191.56,NaN,0.0,NaN,NaN,191.56,0.0,NaN,NaN
73757,1,329.94,1,329.94,NaN,329.94,329.94,329.94,NaN,0.0,NaN,NaN,329.94,0.0,NaN,NaN
74055,2,424.8,1,424.8,NaN,424.8,424.8,424.8,NaN,0.0,NaN,NaN,424.8,0.0,NaN,NaN
74276,1,234.73,1,234.73,NaN,234.73,234.73,234.73,NaN,0.0,NaN,NaN,234.73,0.0,NaN,NaN
74511,1,1094.71,1,1094.71,NaN,1094.71,1094.71,1094.71,NaN,0.0,NaN,NaN,1094.71,0.0,NaN,NaN
74731,2,302.91,1,302.91,NaN,302.91,302.91,302.91,NaN,0.0,NaN,NaN,302.91,0.0,NaN,NaN
74803,1,561.73,1,561.73,NaN,561.73,561.73,561.73,NaN,0.0,NaN,NaN,561.73,0.0,NaN,NaN
74886,2,281.75,1,281.75,NaN,281.75,281.75,281.75,NaN,0.0,NaN,NaN,281.75,0.0,NaN,NaN
75123,3,528.6,1,528.6,NaN,528.6,528.6,528.6,NaN,0.0,NaN,NaN,528.6,0.0,NaN,NaN
75459,3,1579.51,1,1579.51,NaN,1579.51,1579.51,1579.51,NaN,0.0,NaN,NaN,1579.51,0.0,NaN,NaN
75989,2,47.04,1,47.04,NaN,47.04,47.04,47.04,NaN,0.0,NaN,NaN,47.04,0.0,NaN,NaN
76000,2,999.26,1,999.26,NaN,999.26,999.26,999.26,NaN,0.0,NaN,NaN,999.26,0.0,NaN,NaN
76462,2,552.4,1,552.4,NaN,552.4,552.4,552.4,NaN,0.0,NaN,NaN,552.4,0.0,NaN,NaN
76834,1,391.86,1,391.86,NaN,391.86,391.86,391.86,NaN,0.0,NaN,NaN,391.86,0.0,NaN,NaN
76836,1,300.28,1,300.28,NaN,300.28,300.28,300.28,NaN,0.0,NaN,NaN,300.28,0.0,NaN,NaN
76866,3,54.51,1,54.51,NaN,54.51,54.51,54.51,NaN,0.0,NaN,NaN,54.51,0.0,NaN,NaN
76883,2,370.27,1,370.27,NaN,370.27,370.27,370.27,NaN,0.0,NaN,NaN,370.27,0.0,NaN,NaN
77123,3,480.8,1,480.8,NaN,480.8,480.8,480.8,NaN,0.0,NaN,NaN,480.8,0.0,NaN,NaN
77146,1,292.25,1,292.25,NaN,292.25,292.25,292.25,NaN,0.0,NaN,NaN,292.25,0.0,NaN,NaN
77653,3,454.2,1,454.2,NaN,454.2,454.2,454.2,NaN,0.0,NaN,NaN,454.2,0.0,NaN,NaN
78209,1,175.89,1,175.89,NaN,175.89,175.89,175.89,NaN,0.0,NaN,NaN,175.89,0.0,NaN,NaN
78236,2,278.52,1,278.52,NaN,278.52,278.52,278.52,NaN,0.0,NaN,NaN,278.52,0.0,NaN,NaN
79090,2,424.57,1,424.57,NaN,424.57,424.57,424.57,NaN,0.0,NaN,NaN,424.57,0.0,NaN,NaN
79238,3,2640.0,1,2640.0,NaN,2640.0,2640.0,2640.0,NaN,0.0,NaN,NaN,2640.0,0.0,NaN,NaN
79280,2,168.12,1,168.12,NaN,168.12,168.12,168.12,NaN,0.0,NaN,NaN,168.12,0.0,NaN,NaN
79286,2,188.04,1,188.04,NaN,188.04,188.04,188.04,NaN,0.0,NaN,NaN,188.04,0.0,NaN,NaN
79542,3,486.65,1,486.65,NaN,486.65,486.65,486.65,NaN,0.0,NaN,NaN,486.65,0.0,NaN,NaN
79582,1,379.58,1,379.58,NaN,379.58,379.58,379.58,NaN,0.0,NaN,NaN,379.58,0.0,NaN,NaN
79649,1,15.8,1,15.8,NaN,15.8,15.8,15.8,NaN,0.0,NaN,NaN,15.8,0.0,NaN,NaN
79786,3,342.95,1,342.95,NaN,342.95,342.95,342.95,NaN,0.0,NaN,NaN,342.95,0.0,NaN,NaN
79788,3,101.18,1,101.18,NaN,101.18,101.18,101.18,NaN,0.0,NaN,NaN,101.18,0.0,NaN,NaN
79809,3,175.31,1,175.31,NaN,175.31,175.31,175.31,NaN,0.0,NaN,NaN,175.31,0.0,NaN,NaN
80041,2,134.16,1,134.16,NaN,134.16,134.16,134.16,NaN,0.0,NaN,NaN,134.16,0.0,NaN,NaN
80048,3,271.95,1,271.95,NaN,271.95,271.95,271.95,NaN,0.0,NaN,NaN,271.95,0.0,NaN,NaN
80523,3,743.43,1,743.43,NaN,743.43,743.43,743.43,NaN,0.0,NaN,NaN,743.43,0.0,NaN,NaN
80559,1,7.8,1,7.8,NaN,7.8,7.8,7.8,NaN,0.0,NaN,NaN,7.8,0.0,NaN,NaN
80565,3,442.14,1,442.14,NaN,442.14,442.14,442.14,NaN,0.0,NaN,NaN,442.14,0.0,NaN,NaN
80598,1,780.2,1,780.2,NaN,780.2,780.2,780.2,NaN,0.0,NaN,NaN,780.2,0.0,NaN,NaN
80917,3,446.94,1,446.94,NaN,446.94,446.94,446.94,NaN,0.0,NaN,NaN,446.94,0.0,NaN,NaN
81017,3,107.6,1,107.6,NaN,107.6,107.6,107.6,NaN,0.0,NaN,NaN,107.6,0.0,NaN,NaN
81136,3,343.14,1,343.14,NaN,343.14,343.14,343.14,NaN,0.0,NaN,NaN,343.14,0.0,NaN,NaN
81263,2,359.04,1,359.04,NaN,359.04,359.04,359.04,NaN,0.0,NaN,NaN,359.04,0.0,NaN,NaN
81506,2,808.91,1,808.91,NaN,808.91,808.91,808.91,NaN,0.0,NaN,NaN,808.91,0.0,NaN,NaN
81524,1,150.55,1,150.55,NaN,150.55,150.55,150.55,NaN,0.0,NaN,NaN,150.55,0.0,NaN,NaN
81693,3,109.01,1,109.01,NaN,109.01,109.01,109.01,NaN,0.0,NaN,NaN,109.01,0.0,NaN,NaN
82045,1,320.6,1,320.6,NaN,320.6,320.6,320.6,NaN,0.0,NaN,NaN,320.6,0.0,NaN,NaN
82071,1,2016.78,1,2016.78,NaN,2016.78,2016.78,2016.78,NaN,0.0,NaN,NaN,2016.78,0.0,NaN,NaN
82190,2,190.19,1,190.19,NaN,190.19,190.19,190.19,NaN,0.0,NaN,NaN,190.19,0.0,NaN,NaN
82251,3,154.4,1,154.4,NaN,154.4,154.4,154.4,NaN,0.0,NaN,NaN,154.4,0.0,NaN,NaN
82532,2,304.9,1,304.9,NaN,304.9,304.9,304.9,NaN,0.0,NaN,NaN,304.9,0.0,NaN,NaN
83140,2,311.58,1,311.58,NaN,311.58,311.58,311.58,NaN,0.0,NaN,NaN,311.58,0.0,NaN,NaN
83216,1,13.95,1,13.95,NaN,13.95,13.95,13.95,NaN,0.0,NaN,NaN,13.95,0.0,NaN,NaN
83226,1,385.56,1,385.56,NaN,385.56,385.56,385.56,NaN,0.0,NaN,NaN,385.56,0.0,NaN,NaN
83314,1,246.16,1,246.16,NaN,246.16,246.16,246.16,NaN,0.0,NaN,NaN,246.16,0.0,NaN,NaN
83453,2,202.62,1,202.62,NaN,202.62,202.62,202.62,NaN,0.0,NaN,NaN,202.62,0.0,NaN,NaN
83507,1,775.84,1,775.84,NaN,775.84,775.84,775.84,NaN,0.0,NaN,NaN,775.84,0.0,NaN,NaN
83844,2,518.23,1,518.23,NaN,518.23,518.23,518.23,NaN,0.0,NaN,NaN,518.23,0.0,NaN,NaN
84030,1,683.2,1,683.2,NaN,683.2,683.2,683.2,NaN,0.0,NaN,NaN,683.2,0.0,NaN,NaN
84358,3,13.39,1,13.39,NaN,13.39,13.39,13.39,NaN,0.0,NaN,NaN,13.39,0.0,NaN,NaN
84597,1,35.4,1,35.4,NaN,35.4,35.4,35.4,NaN,0.0,NaN,NaN,35.4,0.0,NaN,NaN
84928,1,10.95,1,10.95,NaN,10.95,10.95,10.95,NaN,0.0,NaN,NaN,10.95,0.0,NaN,NaN
85001,3,8.4,1,8.4,NaN,8.4,8.4,8.4,NaN,0.0,NaN,NaN,8.4,0.0,NaN,NaN
85365,1,34.8,1,34.8,NaN,34.8,34.8,34.8,NaN,0.0,NaN,NaN,34.8,0.0,NaN,NaN
85411,1,35.8,1,35.8,NaN,35.8,35.8,35.8,NaN,0.0,NaN,NaN,35.8,0.0,NaN,NaN
85614,1,5.1,1,5.1,NaN,5.1,5.1,5.1,NaN,0.0,NaN,NaN,5.1,0.0,NaN,NaN
86154,1,18.85,1,18.85,NaN,18.85,18.85,18.85,NaN,0.0,NaN,NaN,18.85,0.0,NaN,NaN
86353,3,28.9,1,28.9,NaN,28.9,28.9,28.9,NaN,0.0,NaN,NaN,28.9,0.0,NaN,NaN
86752,3,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
86940,1,15.9,1,15.9,NaN,15.9,15.9,15.9,NaN,0.0,NaN,NaN,15.9,0.0,NaN,NaN
87032,3,18.4,1,18.4,NaN,18.4,18.4,18.4,NaN,0.0,NaN,NaN,18.4,0.0,NaN,NaN
87069,2,9.68,1,9.68,NaN,9.68,9.68,9.68,NaN,0.0,NaN,NaN,9.68,0.0,NaN,NaN
87349,2,32.0,1,32.0,NaN,32.0,32.0,32.0,NaN,0.0,NaN,NaN,32.0,0.0,NaN,NaN
87701,2,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
87970,2,204.0,1,204.0,NaN,204.0,204.0,204.0,NaN,0.0,NaN,NaN,204.0,0.0,NaN,NaN
88314,3,9.75,1,9.75,NaN,9.75,9.75,9.75,NaN,0.0,NaN,NaN,9.75,0.0,NaN,NaN
88456,3,49.95,1,49.95,NaN,49.95,49.95,49.95,NaN,0.0,NaN,NaN,49.95,0.0,NaN,NaN
88625,3,8.1,1,8.1,NaN,8.1,8.1,8.1,NaN,0.0,NaN,NaN,8.1,0.0,NaN,NaN
88628,1,39.89,1,39.89,NaN,39.89,39.89,39.89,NaN,0.0,NaN,NaN,39.89,0.0,NaN,NaN
88752,3,67.2,1,67.2,NaN,67.2,67.2,67.2,NaN,0.0,NaN,NaN,67.2,0.0,NaN,NaN
88896,3,11.75,1,11.75,NaN,11.75,11.75,11.75,NaN,0.0,NaN,NaN,11.75,0.0,NaN,NaN
89006,1,14.7,1,14.7,NaN,14.7,14.7,14.7,NaN,0.0,NaN,NaN,14.7,0.0,NaN,NaN
89008,2,6.6,1,6.6,NaN,6.6,6.6,6.6,NaN,0.0,NaN,NaN,6.6,0.0,NaN,NaN
89014,1,48.65,1,48.65,NaN,48.65,48.65,48.65,NaN,0.0,NaN,NaN,48.65,0.0,NaN,NaN
89016,1,14.95,1,14.95,NaN,14.95,14.95,14.95,NaN,0.0,NaN,NaN,14.95,0.0,NaN,NaN
89136,2,39.71,1,39.71,NaN,39.71,39.71,39.71,NaN,0.0,NaN,NaN,39.71,0.0,NaN,NaN
89431,3,5.64,1,5.64,NaN,5.64,5.64,5.64,NaN,0.0,NaN,NaN,5.64,0.0,NaN,NaN
89489,1,12.97,1,12.97,NaN,12.97,12.97,12.97,NaN,0.0,NaN,NaN,12.97,0.0,NaN,NaN
89502,2,4.15,1,4.15,NaN,4.15,4.15,4.15,NaN,0.0,NaN,NaN,4.15,0.0,NaN,NaN
89523,3,11.8,1,11.8,NaN,11.8,11.8,11.8,NaN,0.0,NaN,NaN,11.8,0.0,NaN,NaN
89738,1,78.16,1,78.16,NaN,78.16,78.16,78.16,NaN,0.0,NaN,NaN,78.16,0.0,NaN,NaN
89961,3,0.5,1,0.5,NaN,0.5,0.5,0.5,NaN,0.0,NaN,NaN,0.5,0.0,NaN,NaN
90411,1,35.8,1,35.8,NaN,35.8,35.8,35.8,NaN,0.0,NaN,NaN,35.8,0.0,NaN,NaN
90665,1,4.25,1,4.25,NaN,4.25,4.25,4.25,NaN,0.0,NaN,NaN,4.25,0.0,NaN,NaN
90680,2,2.55,1,2.55,NaN,2.55,2.55,2.55,NaN,0.0,NaN,NaN,2.55,0.0,NaN,NaN
90716,1,987.14,1,987.14,NaN,987.14,987.14,987.14,NaN,0.0,NaN,NaN,987.14,0.0,NaN,NaN
50002,1,22.2,1,22.2,NaN,22.2,22.2,22.2,NaN,0.0,NaN,NaN,22.2,0.0,NaN,NaN
50475,2,189.3,1,189.3,NaN,189.3,189.3,189.3,NaN,0.0,NaN,NaN,189.3,0.0,NaN,NaN
50850,3,270.52,1,270.52,NaN,270.52,270.52,270.52,NaN,0.0,NaN,NaN,270.52,0.0,NaN,NaN
51300,3,258.95,1,258.95,NaN,258.95,258.95,258.95,NaN,0.0,NaN,NaN,258.95,0.0,NaN,NaN
51841,3,140.4,1,140.4,NaN,140.4,140.4,140.4,NaN,0.0,NaN,NaN,140.4,0.0,NaN,NaN
52048,3,80.64,1,80.64,NaN,80.64,80.64,80.64,NaN,0.0,NaN,NaN,80.64,0.0,NaN,NaN
52469,3,751.0,1,751.0,NaN,751.0,751.0,751.0,NaN,0.0,NaN,NaN,751.0,0.0,NaN,NaN
52485,2,242.92,1,242.92,NaN,242.92,242.92,242.92,NaN,0.0,NaN,NaN,242.92,0.0,NaN,NaN
52620,2,510.89,1,510.89,NaN,510.89,510.89,510.89,NaN,0.0,NaN,NaN,510.89,0.0,NaN,NaN
52701,2,95.65,1,95.65,NaN,95.65,95.65,95.65,NaN,0.0,NaN,NaN,95.65,0.0,NaN,NaN
