txn_id,sourceTimestamp_weekday,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
61968,3,463.2,1,463.2,NaN,463.2,463.2,463.2,NaN,0.0,NaN,NaN,463.2,0.0,NaN,NaN
62072,3,612.08,1,612.08,NaN,612.08,612.08,612.08,NaN,0.0,NaN,NaN,612.08,0.0,NaN,NaN
62275,3,1203.32,1,1203.32,NaN,1203.32,1203.32,1203.32,NaN,0.0,NaN,NaN,1203.32,0.0,NaN,NaN
62375,3,187.42,1,187.42,NaN,187.42,187.42,187.42,NaN,0.0,NaN,NaN,187.42,0.0,NaN,NaN
62670,3,696.1,1,696.1,NaN,696.1,696.1,696.1,NaN,0.0,NaN,NaN,696.1,0.0,NaN,NaN
63512,3,411.6,1,411.6,NaN,411.6,411.6,411.6,NaN,0.0,NaN,NaN,411.6,0.0,NaN,NaN
63735,3,3623.2,1,3623.2,NaN,3623.2,3623.2,3623.2,NaN,0.0,NaN,NaN,3623.2,0.0,NaN,NaN
63803,3,51.0,1,51.0,NaN,51.0,51.0,51.0,NaN,0.0,NaN,NaN,51.0,0.0,NaN,NaN
63854,3,759.85,1,759.85,NaN,759.85,759.85,759.85,NaN,0.0,NaN,NaN,759.85,0.0,NaN,NaN
63928,3,312.75,1,312.75,NaN,312.75,312.75,312.75,NaN,0.0,NaN,NaN,312.75,0.0,NaN,NaN
64001,3,387.05,1,387.05,NaN,387.05,387.05,387.05,NaN,0.0,NaN,NaN,387.05,0.0,NaN,NaN
64018,3,298.79,1,298.79,NaN,298.79,298.79,298.79,NaN,0.0,NaN,NaN,298.79,0.0,NaN,NaN
64138,3,958.12,1,958.12,NaN,958.12,958.12,958.12,NaN,0.0,NaN,NaN,958.12,0.0,NaN,NaN
64166,3,34.0,1,34.0,NaN,34.0,34.0,34.0,NaN,0.0,NaN,NaN,34.0,0.0,NaN,NaN
64829,3,315.05,1,315.05,NaN,315.05,315.05,315.05,NaN,0.0,NaN,NaN,315.05,0.0,NaN,NaN
64840,3,254.12,1,254.12,NaN,254.12,254.12,254.12,NaN,0.0,NaN,NaN,254.12,0.0,NaN,NaN
65006,3,276.79,1,276.79,NaN,276.79,276.79,276.79,NaN,0.0,NaN,NaN,276.79,0.0,NaN,NaN
65163,3,620.58,1,620.58,NaN,620.58,620.58,620.58,NaN,0.0,NaN,NaN,620.58,0.0,NaN,NaN
65222,3,610.56,1,610.56,NaN,610.56,610.56,610.56,NaN,0.0,NaN,NaN,610.56,0.0,NaN,NaN
65238,3,233.53,1,233.53,NaN,233.53,233.53,233.53,NaN,0.0,NaN,NaN,233.53,0.0,NaN,NaN
65678,3,246.23,1,246.23,NaN,246.23,246.23,246.23,NaN,0.0,NaN,NaN,246.23,0.0,NaN,NaN
65837,3,374.4,1,374.4,NaN,374.4,374.4,374.4,NaN,0.0,NaN,NaN,374.4,0.0,NaN,NaN
66387,3,294.3,1,294.3,NaN,294.3,294.3,294.3,NaN,0.0,NaN,NaN,294.3,0.0,NaN,NaN
66471,3,49.5,1,49.5,NaN,49.5,49.5,49.5,NaN,0.0,NaN,NaN,49.5,0.0,NaN,NaN
66526,3,351.14,1,351.14,NaN,351.14,351.14,351.14,NaN,0.0,NaN,NaN,351.14,0.0,NaN,NaN
66888,3,438.0,1,438.0,NaN,438.0,438.0,438.0,NaN,0.0,NaN,NaN,438.0,0.0,NaN,NaN
66908,3,104.95,1,104.95,NaN,104.95,104.95,104.95,NaN,0.0,NaN,NaN,104.95,0.0,NaN,NaN
66935,3,103.97,1,103.97,NaN,103.97,103.97,103.97,NaN,0.0,NaN,NaN,103.97,0.0,NaN,NaN
67174,3,416.9,1,416.9,NaN,416.9,416.9,416.9,NaN,0.0,NaN,NaN,416.9,0.0,NaN,NaN
67455,3,107.4,1,107.4,NaN,107.4,107.4,107.4,NaN,0.0,NaN,NaN,107.4,0.0,NaN,NaN
68160,3,929.53,1,929.53,NaN,929.53,929.53,929.53,NaN,0.0,NaN,NaN,929.53,0.0,NaN,NaN
68443,3,305.0,1,305.0,NaN,305.0,305.0,305.0,NaN,0.0,NaN,NaN,305.0,0.0,NaN,NaN
69304,3,662.03,1,662.03,NaN,662.03,662.03,662.03,NaN,0.0,NaN,NaN,662.03,0.0,NaN,NaN
69616,3,400.6,1,400.6,NaN,400.6,400.6,400.6,NaN,0.0,NaN,NaN,400.6,0.0,NaN,NaN
70028,3,464.94,1,464.94,NaN,464.94,464.94,464.94,NaN,0.0,NaN,NaN,464.94,0.0,NaN,NaN
70127,3,680.24,1,680.24,NaN,680.24,680.24,680.24,NaN,0.0,NaN,NaN,680.24,0.0,NaN,NaN
70263,3,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
70350,3,213.5,1,213.5,NaN,213.5,213.5,213.5,NaN,0.0,NaN,NaN,213.5,0.0,NaN,NaN
70487,3,351.1,1,351.1,NaN,351.1,351.1,351.1,NaN,0.0,NaN,NaN,351.1,0.0,NaN,NaN
70599,3,457.92,1,457.92,NaN,457.92,457.92,457.92,NaN,0.0,NaN,NaN,457.92,0.0,NaN,NaN
70851,3,957.24,1,957.24,NaN,957.24,957.24,957.24,NaN,0.0,NaN,NaN,957.24,0.0,NaN,NaN
71017,3,291.24,1,291.24,NaN,291.24,291.24,291.24,NaN,0.0,NaN,NaN,291.24,0.0,NaN,NaN
71027,3,762.58,1,762.58,NaN,762.58,762.58,762.58,NaN,0.0,NaN,NaN,762.58,0.0,NaN,NaN
71101,3,138.4,1,138.4,NaN,138.4,138.4,138.4,NaN,0.0,NaN,NaN,138.4,0.0,NaN,NaN
71629,3,549.7,1,549.7,NaN,549.7,549.7,549.7,NaN,0.0,NaN,NaN,549.7,0.0,NaN,NaN
71672,3,16.5,1,16.5,NaN,16.5,16.5,16.5,NaN,0.0,NaN,NaN,16.5,0.0,NaN,NaN
72412,3,267.8,1,267.8,NaN,267.8,267.8,267.8,NaN,0.0,NaN,NaN,267.8,0.0,NaN,NaN
72607,3,351.47,1,351.47,NaN,351.47,351.47,351.47,NaN,0.0,NaN,NaN,351.47,0.0,NaN,NaN
72855,3,5350.4,1,5350.4,NaN,5350.4,5350.4,5350.4,NaN,0.0,NaN,NaN,5350.4,0.0,NaN,NaN
73459,3,1824.79,1,1824.79,NaN,1824.79,1824.79,1824.79,NaN,0.0,NaN,NaN,1824.79,0.0,NaN,NaN
73480,3,454.11,1,454.11,NaN,454.11,454.11,454.11,NaN,0.0,NaN,NaN,454.11,0.0,NaN,NaN
73568,3,329.34,1,329.34,NaN,329.34,329.34,329.34,NaN,0.0,NaN,NaN,329.34,0.0,NaN,NaN
74215,3,493.76,1,493.76,NaN,493.76,493.76,493.76,NaN,0.0,NaN,NaN,493.76,0.0,NaN,NaN
74597,3,306.88,1,306.88,NaN,306.88,306.88,306.88,NaN,0.0,NaN,NaN,306.88,0.0,NaN,NaN
74785,3,91.85,1,91.85,NaN,91.85,91.85,91.85,NaN,0.0,NaN,NaN,91.85,0.0,NaN,NaN
75123,3,528.6,1,528.6,NaN,528.6,528.6,528.6,NaN,0.0,NaN,NaN,528.6,0.0,NaN,NaN
75258,3,1397.32,1,1397.32,NaN,1397.32,1397.32,1397.32,NaN,0.0,NaN,NaN,1397.32,0.0,NaN,NaN
75459,3,1579.51,1,1579.51,NaN,1579.51,1579.51,1579.51,NaN,0.0,NaN,NaN,1579.51,0.0,NaN,NaN
76004,3,145.21,1,145.21,NaN,145.21,145.21,145.21,NaN,0.0,NaN,NaN,145.21,0.0,NaN,NaN
76152,3,231.98,1,231.98,NaN,231.98,231.98,231.98,NaN,0.0,NaN,NaN,231.98,0.0,NaN,NaN
76866,3,54.51,1,54.51,NaN,54.51,54.51,54.51,NaN,0.0,NaN,NaN,54.51,0.0,NaN,NaN
77074,3,166.92,1,166.92,NaN,166.92,166.92,166.92,NaN,0.0,NaN,NaN,166.92,0.0,NaN,NaN
77123,3,480.8,1,480.8,NaN,480.8,480.8,480.8,NaN,0.0,NaN,NaN,480.8,0.0,NaN,NaN
77653,3,454.2,1,454.2,NaN,454.2,454.2,454.2,NaN,0.0,NaN,NaN,454.2,0.0,NaN,NaN
78144,3,114.39,1,114.39,NaN,114.39,114.39,114.39,NaN,0.0,NaN,NaN,114.39,0.0,NaN,NaN
78188,3,633.44,1,633.44,NaN,633.44,633.44,633.44,NaN,0.0,NaN,NaN,633.44,0.0,NaN,NaN
78699,3,324.8,1,324.8,NaN,324.8,324.8,324.8,NaN,0.0,NaN,NaN,324.8,0.0,NaN,NaN
79238,3,2640.0,1,2640.0,NaN,2640.0,2640.0,2640.0,NaN,0.0,NaN,NaN,2640.0,0.0,NaN,NaN
79340,3,415.55,1,415.55,NaN,415.55,415.55,415.55,NaN,0.0,NaN,NaN,415.55,0.0,NaN,NaN
79433,3,1013.86,1,1013.86,NaN,1013.86,1013.86,1013.86,NaN,0.0,NaN,NaN,1013.86,0.0,NaN,NaN
79542,3,486.65,1,486.65,NaN,486.65,486.65,486.65,NaN,0.0,NaN,NaN,486.65,0.0,NaN,NaN
79683,3,191.04,1,191.04,NaN,191.04,191.04,191.04,NaN,0.0,NaN,NaN,191.04,0.0,NaN,NaN
79745,3,273.51,1,273.51,NaN,273.51,273.51,273.51,NaN,0.0,NaN,NaN,273.51,0.0,NaN,NaN
79786,3,342.95,1,342.95,NaN,342.95,342.95,342.95,NaN,0.0,NaN,NaN,342.95,0.0,NaN,NaN
79788,3,101.18,1,101.18,NaN,101.18,101.18,101.18,NaN,0.0,NaN,NaN,101.18,0.0,NaN,NaN
79809,3,175.31,1,175.31,NaN,175.31,175.31,175.31,NaN,0.0,NaN,NaN,175.31,0.0,NaN,NaN
80031,3,461.59,1,461.59,NaN,461.59,461.59,461.59,NaN,0.0,NaN,NaN,461.59,0.0,NaN,NaN
80048,3,271.95,1,271.95,NaN,271.95,271.95,271.95,NaN,0.0,NaN,NaN,271.95,0.0,NaN,NaN
80219,3,265.96,1,265.96,NaN,265.96,265.96,265.96,NaN,0.0,NaN,NaN,265.96,0.0,NaN,NaN
80285,3,610.28,1,610.28,NaN,610.28,610.28,610.28,NaN,0.0,NaN,NaN,610.28,0.0,NaN,NaN
80523,3,743.43,1,743.43,NaN,743.43,743.43,743.43,NaN,0.0,NaN,NaN,743.43,0.0,NaN,NaN
80565,3,442.14,1,442.14,NaN,442.14,442.14,442.14,NaN,0.0,NaN,NaN,442.14,0.0,NaN,NaN
80917,3,446.94,1,446.94,NaN,446.94,446.94,446.94,NaN,0.0,NaN,NaN,446.94,0.0,NaN,NaN
80930,3,102.12,1,102.12,NaN,102.12,102.12,102.12,NaN,0.0,NaN,NaN,102.12,0.0,NaN,NaN
81005,3,316.43,1,316.43,NaN,316.43,316.43,316.43,NaN,0.0,NaN,NaN,316.43,0.0,NaN,NaN
81017,3,107.6,1,107.6,NaN,107.6,107.6,107.6,NaN,0.0,NaN,NaN,107.6,0.0,NaN,NaN
81092,3,103.09,1,103.09,NaN,103.09,103.09,103.09,NaN,0.0,NaN,NaN,103.09,0.0,NaN,NaN
81136,3,343.14,1,343.14,NaN,343.14,343.14,343.14,NaN,0.0,NaN,NaN,343.14,0.0,NaN,NaN
81320,3,308.74,1,308.74,NaN,308.74,308.74,308.74,NaN,0.0,NaN,NaN,308.74,0.0,NaN,NaN
81559,3,311.66,1,311.66,NaN,311.66,311.66,311.66,NaN,0.0,NaN,NaN,311.66,0.0,NaN,NaN
81609,3,315.71,1,315.71,NaN,315.71,315.71,315.71,NaN,0.0,NaN,NaN,315.71,0.0,NaN,NaN
81693,3,109.01,1,109.01,NaN,109.01,109.01,109.01,NaN,0.0,NaN,NaN,109.01,0.0,NaN,NaN
81884,3,1463.64,1,1463.64,NaN,1463.64,1463.64,1463.64,NaN,0.0,NaN,NaN,1463.64,0.0,NaN,NaN
81912,3,271.2,1,271.2,NaN,271.2,271.2,271.2,NaN,0.0,NaN,NaN,271.2,0.0,NaN,NaN
82089,3,459.82,1,459.82,NaN,459.82,459.82,459.82,NaN,0.0,NaN,NaN,459.82,0.0,NaN,NaN
82251,3,154.4,1,154.4,NaN,154.4,154.4,154.4,NaN,0.0,NaN,NaN,154.4,0.0,NaN,NaN
82262,3,809.12,1,809.12,NaN,809.12,809.12,809.12,NaN,0.0,NaN,NaN,809.12,0.0,NaN,NaN
83201,3,264.99,1,264.99,NaN,264.99,264.99,264.99,NaN,0.0,NaN,NaN,264.99,0.0,NaN,NaN
83209,3,243.73,1,243.73,NaN,243.73,243.73,243.73,NaN,0.0,NaN,NaN,243.73,0.0,NaN,NaN
83425,3,194.98,1,194.98,NaN,194.98,194.98,194.98,NaN,0.0,NaN,NaN,194.98,0.0,NaN,NaN
83886,3,2046.0,1,2046.0,NaN,2046.0,2046.0,2046.0,NaN,0.0,NaN,NaN,2046.0,0.0,NaN,NaN
84358,3,13.39,1,13.39,NaN,13.39,13.39,13.39,NaN,0.0,NaN,NaN,13.39,0.0,NaN,NaN
84409,3,75.6,1,75.6,NaN,75.6,75.6,75.6,NaN,0.0,NaN,NaN,75.6,0.0,NaN,NaN
84465,3,88.15,1,88.15,NaN,88.15,88.15,88.15,NaN,0.0,NaN,NaN,88.15,0.0,NaN,NaN
84666,3,52.9,1,52.9,NaN,52.9,52.9,52.9,NaN,0.0,NaN,NaN,52.9,0.0,NaN,NaN
85001,3,8.4,1,8.4,NaN,8.4,8.4,8.4,NaN,0.0,NaN,NaN,8.4,0.0,NaN,NaN
85006,3,1.25,1,1.25,NaN,1.25,1.25,1.25,NaN,0.0,NaN,NaN,1.25,0.0,NaN,NaN
85065,3,31.32,1,31.32,NaN,31.32,31.32,31.32,NaN,0.0,NaN,NaN,31.32,0.0,NaN,NaN
85086,3,255.0,1,255.0,NaN,255.0,255.0,255.0,NaN,0.0,NaN,NaN,255.0,0.0,NaN,NaN
85330,3,3.67,1,3.67,NaN,3.67,3.67,3.67,NaN,0.0,NaN,NaN,3.67,0.0,NaN,NaN
85967,3,4.25,1,4.25,NaN,4.25,4.25,4.25,NaN,0.0,NaN,NaN,4.25,0.0,NaN,NaN
86077,3,12.2,1,12.2,NaN,12.2,12.2,12.2,NaN,0.0,NaN,NaN,12.2,0.0,NaN,NaN
86179,3,45.9,1,45.9,NaN,45.9,45.9,45.9,NaN,0.0,NaN,NaN,45.9,0.0,NaN,NaN
86212,3,2.95,1,2.95,NaN,2.95,2.95,2.95,NaN,0.0,NaN,NaN,2.95,0.0,NaN,NaN
86353,3,28.9,1,28.9,NaN,28.9,28.9,28.9,NaN,0.0,NaN,NaN,28.9,0.0,NaN,NaN
86650,3,23.28,1,23.28,NaN,23.28,23.28,23.28,NaN,0.0,NaN,NaN,23.28,0.0,NaN,NaN
86752,3,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
86866,3,61.95,1,61.95,NaN,61.95,61.95,61.95,NaN,0.0,NaN,NaN,61.95,0.0,NaN,NaN
86996,3,9.6,1,9.6,NaN,9.6,9.6,9.6,NaN,0.0,NaN,NaN,9.6,0.0,NaN,NaN
87032,3,18.4,1,18.4,NaN,18.4,18.4,18.4,NaN,0.0,NaN,NaN,18.4,0.0,NaN,NaN
87353,3,8.5,1,8.5,NaN,8.5,8.5,8.5,NaN,0.0,NaN,NaN,8.5,0.0,NaN,NaN
87487,3,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
87780,3,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
88212,3,10.2,1,10.2,NaN,10.2,10.2,10.2,NaN,0.0,NaN,NaN,10.2,0.0,NaN,NaN
88314,3,9.75,1,9.75,NaN,9.75,9.75,9.75,NaN,0.0,NaN,NaN,9.75,0.0,NaN,NaN
88456,3,49.95,1,49.95,NaN,49.95,49.95,49.95,NaN,0.0,NaN,NaN,49.95,0.0,NaN,NaN
88615,3,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
88625,3,8.1,1,8.1,NaN,8.1,8.1,8.1,NaN,0.0,NaN,NaN,8.1,0.0,NaN,NaN
88752,3,67.2,1,67.2,NaN,67.2,67.2,67.2,NaN,0.0,NaN,NaN,67.2,0.0,NaN,NaN
88759,3,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
88896,3,11.75,1,11.75,NaN,11.75,11.75,11.75,NaN,0.0,NaN,NaN,11.75,0.0,NaN,NaN
89431,3,5.64,1,5.64,NaN,5.64,5.64,5.64,NaN,0.0,NaN,NaN,5.64,0.0,NaN,NaN
89523,3,11.8,1,11.8,NaN,11.8,11.8,11.8,NaN,0.0,NaN,NaN,11.8,0.0,NaN,NaN
89628,3,29.64,1,29.64,NaN,29.64,29.64,29.64,NaN,0.0,NaN,NaN,29.64,0.0,NaN,NaN
89873,3,60.18,1,60.18,NaN,60.18,60.18,60.18,NaN,0.0,NaN,NaN,60.18,0.0,NaN,NaN
89961,3,0.5,1,0.5,NaN,0.5,0.5,0.5,NaN,0.0,NaN,NaN,0.5,0.0,NaN,NaN
89976,3,907.0,1,907.0,NaN,907.0,907.0,907.0,NaN,0.0,NaN,NaN,907.0,0.0,NaN,NaN
90031,3,47.4,1,47.4,NaN,47.4,47.4,47.4,NaN,0.0,NaN,NaN,47.4,0.0,NaN,NaN
90079,3,33.0,1,33.0,NaN,33.0,33.0,33.0,NaN,0.0,NaN,NaN,33.0,0.0,NaN,NaN
90203,3,39.9,1,39.9,NaN,39.9,39.9,39.9,NaN,0.0,NaN,NaN,39.9,0.0,NaN,NaN
90385,3,6.0,1,6.0,NaN,6.0,6.0,6.0,NaN,0.0,NaN,NaN,6.0,0.0,NaN,NaN
90939,3,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
91052,3,4.85,1,4.85,NaN,4.85,4.85,4.85,NaN,0.0,NaN,NaN,4.85,0.0,NaN,NaN
50069,3,471.3,1,471.3,NaN,471.3,471.3,471.3,NaN,0.0,NaN,NaN,471.3,0.0,NaN,NaN
50141,3,115.65,1,115.65,NaN,115.65,115.65,115.65,NaN,0.0,NaN,NaN,115.65,0.0,NaN,NaN
50248,3,259.65,1,259.65,NaN,259.65,259.65,259.65,NaN,0.0,NaN,NaN,259.65,0.0,NaN,NaN
50688,3,384.72,1,384.72,NaN,384.72,384.72,384.72,NaN,0.0,NaN,NaN,384.72,0.0,NaN,NaN
50704,3,85.5,1,85.5,NaN,85.5,85.5,85.5,NaN,0.0,NaN,NaN,85.5,0.0,NaN,NaN
50850,3,270.52,1,270.52,NaN,270.52,270.52,270.52,NaN,0.0,NaN,NaN,270.52,0.0,NaN,NaN
51163,3,2746.75,1,2746.75,NaN,2746.75,2746.75,2746.75,NaN,0.0,NaN,NaN,2746.75,0.0,NaN,NaN
51300,3,258.95,1,258.95,NaN,258.95,258.95,258.95,NaN,0.0,NaN,NaN,258.95,0.0,NaN,NaN
51645,3,169.47,1,169.47,NaN,169.47,169.47,169.47,NaN,0.0,NaN,NaN,169.47,0.0,NaN,NaN
51712,3,171.04,1,171.04,NaN,171.04,171.04,171.04,NaN,0.0,NaN,NaN,171.04,0.0,NaN,NaN
