txn_id,lastReviewTime_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
52313,2,919.04,1,919.04,NaN,919.04,919.04,919.04,NaN,0.0,NaN,NaN,919.04,0.0,NaN,NaN
52531,18,193.15,1,193.15,NaN,193.15,193.15,193.15,NaN,0.0,NaN,NaN,193.15,0.0,NaN,NaN
52625,26,215.41,1,215.41,NaN,215.41,215.41,215.41,NaN,0.0,NaN,NaN,215.41,0.0,NaN,NaN
52944,16,282.25,1,282.25,NaN,282.25,282.25,282.25,NaN,0.0,NaN,NaN,282.25,0.0,NaN,NaN
53401,26,254.54,1,254.54,NaN,254.54,254.54,254.54,NaN,0.0,NaN,NaN,254.54,0.0,NaN,NaN
53509,4,146.85,1,146.85,NaN,146.85,146.85,146.85,NaN,0.0,NaN,NaN,146.85,0.0,NaN,NaN
53873,28,2661.24,1,2661.24,NaN,2661.24,2661.24,2661.24,NaN,0.0,NaN,NaN,2661.24,0.0,NaN,NaN
53899,30,431.63,1,431.63,NaN,431.63,431.63,431.63,NaN,0.0,NaN,NaN,431.63,0.0,NaN,NaN
53979,10,500.1,1,500.1,NaN,500.1,500.1,500.1,NaN,0.0,NaN,NaN,500.1,0.0,NaN,NaN
54121,14,511.69,1,511.69,NaN,511.69,511.69,511.69,NaN,0.0,NaN,NaN,511.69,0.0,NaN,NaN
54188,10,182.45,1,182.45,NaN,182.45,182.45,182.45,NaN,0.0,NaN,NaN,182.45,0.0,NaN,NaN
54229,7,427.4,1,427.4,NaN,427.4,427.4,427.4,NaN,0.0,NaN,NaN,427.4,0.0,NaN,NaN
54283,24,304.74,1,304.74,NaN,304.74,304.74,304.74,NaN,0.0,NaN,NaN,304.74,0.0,NaN,NaN
54597,4,160.85,1,160.85,NaN,160.85,160.85,160.85,NaN,0.0,NaN,NaN,160.85,0.0,NaN,NaN
54742,29,693.48,1,693.48,NaN,693.48,693.48,693.48,NaN,0.0,NaN,NaN,693.48,0.0,NaN,NaN
54771,2,393.49,1,393.49,NaN,393.49,393.49,393.49,NaN,0.0,NaN,NaN,393.49,0.0,NaN,NaN
54998,21,691.36,1,691.36,NaN,691.36,691.36,691.36,NaN,0.0,NaN,NaN,691.36,0.0,NaN,NaN
55075,30,160.15,1,160.15,NaN,160.15,160.15,160.15,NaN,0.0,NaN,NaN,160.15,0.0,NaN,NaN
55548,17,175.04,1,175.04,NaN,175.04,175.04,175.04,NaN,0.0,NaN,NaN,175.04,0.0,NaN,NaN
55807,10,590.03,1,590.03,NaN,590.03,590.03,590.03,NaN,0.0,NaN,NaN,590.03,0.0,NaN,NaN
56028,11,234.0,1,234.0,NaN,234.0,234.0,234.0,NaN,0.0,NaN,NaN,234.0,0.0,NaN,NaN
56440,5,207.5,1,207.5,NaN,207.5,207.5,207.5,NaN,0.0,NaN,NaN,207.5,0.0,NaN,NaN
57000,18,541.1,1,541.1,NaN,541.1,541.1,541.1,NaN,0.0,NaN,NaN,541.1,0.0,NaN,NaN
57344,28,1829.04,1,1829.04,NaN,1829.04,1829.04,1829.04,NaN,0.0,NaN,NaN,1829.04,0.0,NaN,NaN
57725,26,409.2,1,409.2,NaN,409.2,409.2,409.2,NaN,0.0,NaN,NaN,409.2,0.0,NaN,NaN
57886,20,292.47,1,292.47,NaN,292.47,292.47,292.47,NaN,0.0,NaN,NaN,292.47,0.0,NaN,NaN
58222,30,410.53,1,410.53,NaN,410.53,410.53,410.53,NaN,0.0,NaN,NaN,410.53,0.0,NaN,NaN
58296,30,588.0,1,588.0,NaN,588.0,588.0,588.0,NaN,0.0,NaN,NaN,588.0,0.0,NaN,NaN
58762,28,201.53,1,201.53,NaN,201.53,201.53,201.53,NaN,0.0,NaN,NaN,201.53,0.0,NaN,NaN
58909,4,357.5,1,357.5,NaN,357.5,357.5,357.5,NaN,0.0,NaN,NaN,357.5,0.0,NaN,NaN
59184,21,305.95,1,305.95,NaN,305.95,305.95,305.95,NaN,0.0,NaN,NaN,305.95,0.0,NaN,NaN
59281,3,373.27,1,373.27,NaN,373.27,373.27,373.27,NaN,0.0,NaN,NaN,373.27,0.0,NaN,NaN
59527,22,659.3,1,659.3,NaN,659.3,659.3,659.3,NaN,0.0,NaN,NaN,659.3,0.0,NaN,NaN
59640,2,293.96,1,293.96,NaN,293.96,293.96,293.96,NaN,0.0,NaN,NaN,293.96,0.0,NaN,NaN
59946,3,486.1,1,486.1,NaN,486.1,486.1,486.1,NaN,0.0,NaN,NaN,486.1,0.0,NaN,NaN
60251,7,300.09,1,300.09,NaN,300.09,300.09,300.09,NaN,0.0,NaN,NaN,300.09,0.0,NaN,NaN
60337,5,74.7,1,74.7,NaN,74.7,74.7,74.7,NaN,0.0,NaN,NaN,74.7,0.0,NaN,NaN
60679,26,1642.5,1,1642.5,NaN,1642.5,1642.5,1642.5,NaN,0.0,NaN,NaN,1642.5,0.0,NaN,NaN
60700,22,89.1,1,89.1,NaN,89.1,89.1,89.1,NaN,0.0,NaN,NaN,89.1,0.0,NaN,NaN
61121,10,129.18,1,129.18,NaN,129.18,129.18,129.18,NaN,0.0,NaN,NaN,129.18,0.0,NaN,NaN
61298,29,261.36,1,261.36,NaN,261.36,261.36,261.36,NaN,0.0,NaN,NaN,261.36,0.0,NaN,NaN
62179,29,125.8,1,125.8,NaN,125.8,125.8,125.8,NaN,0.0,NaN,NaN,125.8,0.0,NaN,NaN
62567,20,799.38,1,799.38,NaN,799.38,799.38,799.38,NaN,0.0,NaN,NaN,799.38,0.0,NaN,NaN
62670,3,696.1,1,696.1,NaN,696.1,696.1,696.1,NaN,0.0,NaN,NaN,696.1,0.0,NaN,NaN
62734,30,249.3,1,249.3,NaN,249.3,249.3,249.3,NaN,0.0,NaN,NaN,249.3,0.0,NaN,NaN
63106,8,529.55,1,529.55,NaN,529.55,529.55,529.55,NaN,0.0,NaN,NaN,529.55,0.0,NaN,NaN
63390,25,137.77,1,137.77,NaN,137.77,137.77,137.77,NaN,0.0,NaN,NaN,137.77,0.0,NaN,NaN
63677,30,458.84,1,458.84,NaN,458.84,458.84,458.84,NaN,0.0,NaN,NaN,458.84,0.0,NaN,NaN
63812,23,1071.4,1,1071.4,NaN,1071.4,1071.4,1071.4,NaN,0.0,NaN,NaN,1071.4,0.0,NaN,NaN
63940,6,241.48,1,241.48,NaN,241.48,241.48,241.48,NaN,0.0,NaN,NaN,241.48,0.0,NaN,NaN
63942,8,300.14,1,300.14,NaN,300.14,300.14,300.14,NaN,0.0,NaN,NaN,300.14,0.0,NaN,NaN
64267,29,254.31,1,254.31,NaN,254.31,254.31,254.31,NaN,0.0,NaN,NaN,254.31,0.0,NaN,NaN
64414,17,388.36,1,388.36,NaN,388.36,388.36,388.36,NaN,0.0,NaN,NaN,388.36,0.0,NaN,NaN
64613,6,105.84,1,105.84,NaN,105.84,105.84,105.84,NaN,0.0,NaN,NaN,105.84,0.0,NaN,NaN
64684,5,213.8,1,213.8,NaN,213.8,213.8,213.8,NaN,0.0,NaN,NaN,213.8,0.0,NaN,NaN
64955,9,143.3,1,143.3,NaN,143.3,143.3,143.3,NaN,0.0,NaN,NaN,143.3,0.0,NaN,NaN
64988,12,139.64,1,139.64,NaN,139.64,139.64,139.64,NaN,0.0,NaN,NaN,139.64,0.0,NaN,NaN
65113,29,297.15,1,297.15,NaN,297.15,297.15,297.15,NaN,0.0,NaN,NaN,297.15,0.0,NaN,NaN
65151,10,304.08,1,304.08,NaN,304.08,304.08,304.08,NaN,0.0,NaN,NaN,304.08,0.0,NaN,NaN
65610,15,333.57,1,333.57,NaN,333.57,333.57,333.57,NaN,0.0,NaN,NaN,333.57,0.0,NaN,NaN
65751,6,21.95,1,21.95,NaN,21.95,21.95,21.95,NaN,0.0,NaN,NaN,21.95,0.0,NaN,NaN
65965,21,141.03,1,141.03,NaN,141.03,141.03,141.03,NaN,0.0,NaN,NaN,141.03,0.0,NaN,NaN
65971,4,768.0,1,768.0,NaN,768.0,768.0,768.0,NaN,0.0,NaN,NaN,768.0,0.0,NaN,NaN
66232,24,114.76,1,114.76,NaN,114.76,114.76,114.76,NaN,0.0,NaN,NaN,114.76,0.0,NaN,NaN
66295,14,360.8,1,360.8,NaN,360.8,360.8,360.8,NaN,0.0,NaN,NaN,360.8,0.0,NaN,NaN
66506,21,107.6,1,107.6,NaN,107.6,107.6,107.6,NaN,0.0,NaN,NaN,107.6,0.0,NaN,NaN
66587,21,75.0,1,75.0,NaN,75.0,75.0,75.0,NaN,0.0,NaN,NaN,75.0,0.0,NaN,NaN
66945,21,243.22,1,243.22,NaN,243.22,243.22,243.22,NaN,0.0,NaN,NaN,243.22,0.0,NaN,NaN
67015,7,47.55,1,47.55,NaN,47.55,47.55,47.55,NaN,0.0,NaN,NaN,47.55,0.0,NaN,NaN
67553,1,173.39,1,173.39,NaN,173.39,173.39,173.39,NaN,0.0,NaN,NaN,173.39,0.0,NaN,NaN
67748,6,326.4,1,326.4,NaN,326.4,326.4,326.4,NaN,0.0,NaN,NaN,326.4,0.0,NaN,NaN
67830,25,534.34,1,534.34,NaN,534.34,534.34,534.34,NaN,0.0,NaN,NaN,534.34,0.0,NaN,NaN
68344,20,135.36,1,135.36,NaN,135.36,135.36,135.36,NaN,0.0,NaN,NaN,135.36,0.0,NaN,NaN
69717,8,608.76,1,608.76,NaN,608.76,608.76,608.76,NaN,0.0,NaN,NaN,608.76,0.0,NaN,NaN
69956,28,429.12,1,429.12,NaN,429.12,429.12,429.12,NaN,0.0,NaN,NaN,429.12,0.0,NaN,NaN
70324,26,453.11,1,453.11,NaN,453.11,453.11,453.11,NaN,0.0,NaN,NaN,453.11,0.0,NaN,NaN
70378,22,679.25,1,679.25,NaN,679.25,679.25,679.25,NaN,0.0,NaN,NaN,679.25,0.0,NaN,NaN
70507,1,765.9,1,765.9,NaN,765.9,765.9,765.9,NaN,0.0,NaN,NaN,765.9,0.0,NaN,NaN
70595,27,121.37,1,121.37,NaN,121.37,121.37,121.37,NaN,0.0,NaN,NaN,121.37,0.0,NaN,NaN
70828,22,129.75,1,129.75,NaN,129.75,129.75,129.75,NaN,0.0,NaN,NaN,129.75,0.0,NaN,NaN
71101,3,138.4,1,138.4,NaN,138.4,138.4,138.4,NaN,0.0,NaN,NaN,138.4,0.0,NaN,NaN
71327,30,65.1,1,65.1,NaN,65.1,65.1,65.1,NaN,0.0,NaN,NaN,65.1,0.0,NaN,NaN
71385,15,125.46,1,125.46,NaN,125.46,125.46,125.46,NaN,0.0,NaN,NaN,125.46,0.0,NaN,NaN
71507,17,122.22,1,122.22,NaN,122.22,122.22,122.22,NaN,0.0,NaN,NaN,122.22,0.0,NaN,NaN
71560,25,301.32,1,301.32,NaN,301.32,301.32,301.32,NaN,0.0,NaN,NaN,301.32,0.0,NaN,NaN
71665,30,503.08,1,503.08,NaN,503.08,503.08,503.08,NaN,0.0,NaN,NaN,503.08,0.0,NaN,NaN
72006,21,98.1,1,98.1,NaN,98.1,98.1,98.1,NaN,0.0,NaN,NaN,98.1,0.0,NaN,NaN
72085,11,1783.24,1,1783.24,NaN,1783.24,1783.24,1783.24,NaN,0.0,NaN,NaN,1783.24,0.0,NaN,NaN
72168,26,114.84,1,114.84,NaN,114.84,114.84,114.84,NaN,0.0,NaN,NaN,114.84,0.0,NaN,NaN
72453,4,466.09,1,466.09,NaN,466.09,466.09,466.09,NaN,0.0,NaN,NaN,466.09,0.0,NaN,NaN
72511,20,351.65,1,351.65,NaN,351.65,351.65,351.65,NaN,0.0,NaN,NaN,351.65,0.0,NaN,NaN
72741,13,361.43,1,361.43,NaN,361.43,361.43,361.43,NaN,0.0,NaN,NaN,361.43,0.0,NaN,NaN
72805,29,954.51,1,954.51,NaN,954.51,954.51,954.51,NaN,0.0,NaN,NaN,954.51,0.0,NaN,NaN
72870,21,1043.1,1,1043.1,NaN,1043.1,1043.1,1043.1,NaN,0.0,NaN,NaN,1043.1,0.0,NaN,NaN
72924,15,10.0,1,10.0,NaN,10.0,10.0,10.0,NaN,0.0,NaN,NaN,10.0,0.0,NaN,NaN
73097,29,381.22,1,381.22,NaN,381.22,381.22,381.22,NaN,0.0,NaN,NaN,381.22,0.0,NaN,NaN
73249,23,165.14,1,165.14,NaN,165.14,165.14,165.14,NaN,0.0,NaN,NaN,165.14,0.0,NaN,NaN
73522,13,202.64,1,202.64,NaN,202.64,202.64,202.64,NaN,0.0,NaN,NaN,202.64,0.0,NaN,NaN
74277,10,234.73,1,234.73,NaN,234.73,234.73,234.73,NaN,0.0,NaN,NaN,234.73,0.0,NaN,NaN
74499,4,14.85,1,14.85,NaN,14.85,14.85,14.85,NaN,0.0,NaN,NaN,14.85,0.0,NaN,NaN
74583,24,117.94,1,117.94,NaN,117.94,117.94,117.94,NaN,0.0,NaN,NaN,117.94,0.0,NaN,NaN
74765,14,745.37,1,745.37,NaN,745.37,745.37,745.37,NaN,0.0,NaN,NaN,745.37,0.0,NaN,NaN
74935,20,167.46,1,167.46,NaN,167.46,167.46,167.46,NaN,0.0,NaN,NaN,167.46,0.0,NaN,NaN
75348,20,676.32,1,676.32,NaN,676.32,676.32,676.32,NaN,0.0,NaN,NaN,676.32,0.0,NaN,NaN
75355,21,688.97,1,688.97,NaN,688.97,688.97,688.97,NaN,0.0,NaN,NaN,688.97,0.0,NaN,NaN
75472,21,530.35,1,530.35,NaN,530.35,530.35,530.35,NaN,0.0,NaN,NaN,530.35,0.0,NaN,NaN
75685,24,110.03,1,110.03,NaN,110.03,110.03,110.03,NaN,0.0,NaN,NaN,110.03,0.0,NaN,NaN
75744,19,310.44,1,310.44,NaN,310.44,310.44,310.44,NaN,0.0,NaN,NaN,310.44,0.0,NaN,NaN
75874,6,709.63,1,709.63,NaN,709.63,709.63,709.63,NaN,0.0,NaN,NaN,709.63,0.0,NaN,NaN
75903,20,313.48,1,313.48,NaN,313.48,313.48,313.48,NaN,0.0,NaN,NaN,313.48,0.0,NaN,NaN
75916,23,1135.89,1,1135.89,NaN,1135.89,1135.89,1135.89,NaN,0.0,NaN,NaN,1135.89,0.0,NaN,NaN
75920,18,15.6,1,15.6,NaN,15.6,15.6,15.6,NaN,0.0,NaN,NaN,15.6,0.0,NaN,NaN
76134,20,339.02,1,339.02,NaN,339.02,339.02,339.02,NaN,0.0,NaN,NaN,339.02,0.0,NaN,NaN
76459,8,241.29,1,241.29,NaN,241.29,241.29,241.29,NaN,0.0,NaN,NaN,241.29,0.0,NaN,NaN
76601,12,4311.48,1,4311.48,NaN,4311.48,4311.48,4311.48,NaN,0.0,NaN,NaN,4311.48,0.0,NaN,NaN
77068,22,760.74,1,760.74,NaN,760.74,760.74,760.74,NaN,0.0,NaN,NaN,760.74,0.0,NaN,NaN
77123,3,480.8,1,480.8,NaN,480.8,480.8,480.8,NaN,0.0,NaN,NaN,480.8,0.0,NaN,NaN
77309,12,129.61,1,129.61,NaN,129.61,129.61,129.61,NaN,0.0,NaN,NaN,129.61,0.0,NaN,NaN
77325,9,228.22,1,228.22,NaN,228.22,228.22,228.22,NaN,0.0,NaN,NaN,228.22,0.0,NaN,NaN
77424,11,114.65,1,114.65,NaN,114.65,114.65,114.65,NaN,0.0,NaN,NaN,114.65,0.0,NaN,NaN
77431,10,389.96,1,389.96,NaN,389.96,389.96,389.96,NaN,0.0,NaN,NaN,389.96,0.0,NaN,NaN
77572,14,3304.03,1,3304.03,NaN,3304.03,3304.03,3304.03,NaN,0.0,NaN,NaN,3304.03,0.0,NaN,NaN
77879,11,838.42,1,838.42,NaN,838.42,838.42,838.42,NaN,0.0,NaN,NaN,838.42,0.0,NaN,NaN
78055,5,569.82,1,569.82,NaN,569.82,569.82,569.82,NaN,0.0,NaN,NaN,569.82,0.0,NaN,NaN
78503,27,134.02,1,134.02,NaN,134.02,134.02,134.02,NaN,0.0,NaN,NaN,134.02,0.0,NaN,NaN
79021,20,287.35,1,287.35,NaN,287.35,287.35,287.35,NaN,0.0,NaN,NaN,287.35,0.0,NaN,NaN
79538,15,269.77,1,269.77,NaN,269.77,269.77,269.77,NaN,0.0,NaN,NaN,269.77,0.0,NaN,NaN
79616,25,289.19,1,289.19,NaN,289.19,289.19,289.19,NaN,0.0,NaN,NaN,289.19,0.0,NaN,NaN
79669,24,413.12,1,413.12,NaN,413.12,413.12,413.12,NaN,0.0,NaN,NaN,413.12,0.0,NaN,NaN
79925,13,139.56,1,139.56,NaN,139.56,139.56,139.56,NaN,0.0,NaN,NaN,139.56,0.0,NaN,NaN
80067,4,458.91,1,458.91,NaN,458.91,458.91,458.91,NaN,0.0,NaN,NaN,458.91,0.0,NaN,NaN
80257,30,46.62,1,46.62,NaN,46.62,46.62,46.62,NaN,0.0,NaN,NaN,46.62,0.0,NaN,NaN
80426,8,305.22,1,305.22,NaN,305.22,305.22,305.22,NaN,0.0,NaN,NaN,305.22,0.0,NaN,NaN
80693,28,243.96,1,243.96,NaN,243.96,243.96,243.96,NaN,0.0,NaN,NaN,243.96,0.0,NaN,NaN
81110,6,307.56,1,307.56,NaN,307.56,307.56,307.56,NaN,0.0,NaN,NaN,307.56,0.0,NaN,NaN
81344,22,145.65,1,145.65,NaN,145.65,145.65,145.65,NaN,0.0,NaN,NaN,145.65,0.0,NaN,NaN
81445,16,309.36,1,309.36,NaN,309.36,309.36,309.36,NaN,0.0,NaN,NaN,309.36,0.0,NaN,NaN
81559,3,311.66,1,311.66,NaN,311.66,311.66,311.66,NaN,0.0,NaN,NaN,311.66,0.0,NaN,NaN
81728,8,446.28,1,446.28,NaN,446.28,446.28,446.28,NaN,0.0,NaN,NaN,446.28,0.0,NaN,NaN
81816,12,122.64,1,122.64,NaN,122.64,122.64,122.64,NaN,0.0,NaN,NaN,122.64,0.0,NaN,NaN
81884,3,1463.64,1,1463.64,NaN,1463.64,1463.64,1463.64,NaN,0.0,NaN,NaN,1463.64,0.0,NaN,NaN
81951,9,392.76,1,392.76,NaN,392.76,392.76,392.76,NaN,0.0,NaN,NaN,392.76,0.0,NaN,NaN
82112,7,365.33,1,365.33,NaN,365.33,365.33,365.33,NaN,0.0,NaN,NaN,365.33,0.0,NaN,NaN
82363,10,58.4,1,58.4,NaN,58.4,58.4,58.4,NaN,0.0,NaN,NaN,58.4,0.0,NaN,NaN
82483,15,160.35,1,160.35,NaN,160.35,160.35,160.35,NaN,0.0,NaN,NaN,160.35,0.0,NaN,NaN
82683,20,288.36,1,288.36,NaN,288.36,288.36,288.36,NaN,0.0,NaN,NaN,288.36,0.0,NaN,NaN
83196,22,202.85,1,202.85,NaN,202.85,202.85,202.85,NaN,0.0,NaN,NaN,202.85,0.0,NaN,NaN
83314,1,246.16,1,246.16,NaN,246.16,246.16,246.16,NaN,0.0,NaN,NaN,246.16,0.0,NaN,NaN
83625,18,319.08,1,319.08,NaN,319.08,319.08,319.08,NaN,0.0,NaN,NaN,319.08,0.0,NaN,NaN
83747,22,167.63,1,167.63,NaN,167.63,167.63,167.63,NaN,0.0,NaN,NaN,167.63,0.0,NaN,NaN
83991,30,893.6,1,893.6,NaN,893.6,893.6,893.6,NaN,0.0,NaN,NaN,893.6,0.0,NaN,NaN
84077,27,111.05,1,111.05,NaN,111.05,111.05,111.05,NaN,0.0,NaN,NaN,111.05,0.0,NaN,NaN
84251,7,485.0,1,485.0,NaN,485.0,485.0,485.0,NaN,0.0,NaN,NaN,485.0,0.0,NaN,NaN
84977,4,40.8,1,40.8,NaN,40.8,40.8,40.8,NaN,0.0,NaN,NaN,40.8,0.0,NaN,NaN
85135,22,38.5,1,38.5,NaN,38.5,38.5,38.5,NaN,0.0,NaN,NaN,38.5,0.0,NaN,NaN
85176,15,3.3,1,3.3,NaN,3.3,3.3,3.3,NaN,0.0,NaN,NaN,3.3,0.0,NaN,NaN
85200,28,130.0,1,130.0,NaN,130.0,130.0,130.0,NaN,0.0,NaN,NaN,130.0,0.0,NaN,NaN
85252,26,31.8,1,31.8,NaN,31.8,31.8,31.8,NaN,0.0,NaN,NaN,31.8,0.0,NaN,NaN
85399,30,32.7,1,32.7,NaN,32.7,32.7,32.7,NaN,0.0,NaN,NaN,32.7,0.0,NaN,NaN
85572,20,18.0,1,18.0,NaN,18.0,18.0,18.0,NaN,0.0,NaN,NaN,18.0,0.0,NaN,NaN
85633,20,4.05,1,4.05,NaN,4.05,4.05,4.05,NaN,0.0,NaN,NaN,4.05,0.0,NaN,NaN
85655,18,1.65,1,1.65,NaN,1.65,1.65,1.65,NaN,0.0,NaN,NaN,1.65,0.0,NaN,NaN
85780,11,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
85794,18,76.65,1,76.65,NaN,76.65,76.65,76.65,NaN,0.0,NaN,NaN,76.65,0.0,NaN,NaN
85822,28,6.3,1,6.3,NaN,6.3,6.3,6.3,NaN,0.0,NaN,NaN,6.3,0.0,NaN,NaN
85967,8,4.25,1,4.25,NaN,4.25,4.25,4.25,NaN,0.0,NaN,NaN,4.25,0.0,NaN,NaN
86249,22,1170.0,1,1170.0,NaN,1170.0,1170.0,1170.0,NaN,0.0,NaN,NaN,1170.0,0.0,NaN,NaN
86264,17,11.9,1,11.9,NaN,11.9,11.9,11.9,NaN,0.0,NaN,NaN,11.9,0.0,NaN,NaN
86353,3,28.9,1,28.9,NaN,28.9,28.9,28.9,NaN,0.0,NaN,NaN,28.9,0.0,NaN,NaN
86753,31,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
86794,19,2.6,1,2.6,NaN,2.6,2.6,2.6,NaN,0.0,NaN,NaN,2.6,0.0,NaN,NaN
86875,2,929.9,1,929.9,NaN,929.9,929.9,929.9,NaN,0.0,NaN,NaN,929.9,0.0,NaN,NaN
87202,17,5.0,1,5.0,NaN,5.0,5.0,5.0,NaN,0.0,NaN,NaN,5.0,0.0,NaN,NaN
87269,4,5.75,1,5.75,NaN,5.75,5.75,5.75,NaN,0.0,NaN,NaN,5.75,0.0,NaN,NaN
87478,26,62.7,1,62.7,NaN,62.7,62.7,62.7,NaN,0.0,NaN,NaN,62.7,0.0,NaN,NaN
87707,31,99.5,1,99.5,NaN,99.5,99.5,99.5,NaN,0.0,NaN,NaN,99.5,0.0,NaN,NaN
88011,21,2.1,1,2.1,NaN,2.1,2.1,2.1,NaN,0.0,NaN,NaN,2.1,0.0,NaN,NaN
88321,15,7.47,1,7.47,NaN,7.47,7.47,7.47,NaN,0.0,NaN,NaN,7.47,0.0,NaN,NaN
88341,30,17.0,1,17.0,NaN,17.0,17.0,17.0,NaN,0.0,NaN,NaN,17.0,0.0,NaN,NaN
88670,17,36.82,1,36.82,NaN,36.82,36.82,36.82,NaN,0.0,NaN,NaN,36.82,0.0,NaN,NaN
88734,27,3491.02,1,3491.02,NaN,3491.02,3491.02,3491.02,NaN,0.0,NaN,NaN,3491.02,0.0,NaN,NaN
88752,3,67.2,1,67.2,NaN,67.2,67.2,67.2,NaN,0.0,NaN,NaN,67.2,0.0,NaN,NaN
88775,27,3969.93,1,3969.93,NaN,3969.93,3969.93,3969.93,NaN,0.0,NaN,NaN,3969.93,0.0,NaN,NaN
88907,24,12.75,1,12.75,NaN,12.75,12.75,12.75,NaN,0.0,NaN,NaN,12.75,0.0,NaN,NaN
89940,9,23.27,1,23.27,NaN,23.27,23.27,23.27,NaN,0.0,NaN,NaN,23.27,0.0,NaN,NaN
90249,10,18.55,1,18.55,NaN,18.55,18.55,18.55,NaN,0.0,NaN,NaN,18.55,0.0,NaN,NaN
90265,1,8.85,1,8.85,NaN,8.85,8.85,8.85,NaN,0.0,NaN,NaN,8.85,0.0,NaN,NaN
90272,12,5.95,1,5.95,NaN,5.95,5.95,5.95,NaN,0.0,NaN,NaN,5.95,0.0,NaN,NaN
91000,20,76.5,1,76.5,NaN,76.5,76.5,76.5,NaN,0.0,NaN,NaN,76.5,0.0,NaN,NaN
50680,20,251.25,1,251.25,NaN,251.25,251.25,251.25,NaN,0.0,NaN,NaN,251.25,0.0,NaN,NaN
50850,3,270.52,1,270.52,NaN,270.52,270.52,270.52,NaN,0.0,NaN,NaN,270.52,0.0,NaN,NaN
50881,4,427.74,1,427.74,NaN,427.74,427.74,427.74,NaN,0.0,NaN,NaN,427.74,0.0,NaN,NaN
51355,22,181.0,1,181.0,NaN,181.0,181.0,181.0,NaN,0.0,NaN,NaN,181.0,0.0,NaN,NaN
51363,11,249.65,1,249.65,NaN,249.65,249.65,249.65,NaN,0.0,NaN,NaN,249.65,0.0,NaN,NaN
51449,16,93.45,1,93.45,NaN,93.45,93.45,93.45,NaN,0.0,NaN,NaN,93.45,0.0,NaN,NaN
51575,15,3762.66,1,3762.66,NaN,3762.66,3762.66,3762.66,NaN,0.0,NaN,NaN,3762.66,0.0,NaN,NaN
51675,14,418.92,1,418.92,NaN,418.92,418.92,418.92,NaN,0.0,NaN,NaN,418.92,0.0,NaN,NaN
52320,26,183.74,1,183.74,NaN,183.74,183.74,183.74,NaN,0.0,NaN,NaN,183.74,0.0,NaN,NaN
