txn_id,sourceTimestamp_quarter,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
55064,4,1.0,1,1.0,NaN,1.0,1.0,1.0,NaN,0.0,NaN,NaN,1.0,0.0,NaN,NaN
55159,4,340.65,1,340.65,NaN,340.65,340.65,340.65,NaN,0.0,NaN,NaN,340.65,0.0,NaN,NaN
55299,4,920.33,1,920.33,NaN,920.33,920.33,920.33,NaN,0.0,NaN,NaN,920.33,0.0,NaN,NaN
55540,4,278.1,1,278.1,NaN,278.1,278.1,278.1,NaN,0.0,NaN,NaN,278.1,0.0,NaN,NaN
55724,4,306.0,1,306.0,NaN,306.0,306.0,306.0,NaN,0.0,NaN,NaN,306.0,0.0,NaN,NaN
55891,4,322.24,1,322.24,NaN,322.24,322.24,322.24,NaN,0.0,NaN,NaN,322.24,0.0,NaN,NaN
56068,4,287.58,1,287.58,NaN,287.58,287.58,287.58,NaN,0.0,NaN,NaN,287.58,0.0,NaN,NaN
56102,4,678.15,1,678.15,NaN,678.15,678.15,678.15,NaN,0.0,NaN,NaN,678.15,0.0,NaN,NaN
56181,4,222.29,1,222.29,NaN,222.29,222.29,222.29,NaN,0.0,NaN,NaN,222.29,0.0,NaN,NaN
56248,4,200.72,1,200.72,NaN,200.72,200.72,200.72,NaN,0.0,NaN,NaN,200.72,0.0,NaN,NaN
56250,4,176.5,1,176.5,NaN,176.5,176.5,176.5,NaN,0.0,NaN,NaN,176.5,0.0,NaN,NaN
56330,4,317.15,1,317.15,NaN,317.15,317.15,317.15,NaN,0.0,NaN,NaN,317.15,0.0,NaN,NaN
56334,4,138.15,1,138.15,NaN,138.15,138.15,138.15,NaN,0.0,NaN,NaN,138.15,0.0,NaN,NaN
56803,4,278.13,1,278.13,NaN,278.13,278.13,278.13,NaN,0.0,NaN,NaN,278.13,0.0,NaN,NaN
57323,4,215.49,1,215.49,NaN,215.49,215.49,215.49,NaN,0.0,NaN,NaN,215.49,0.0,NaN,NaN
57567,4,377.64,1,377.64,NaN,377.64,377.64,377.64,NaN,0.0,NaN,NaN,377.64,0.0,NaN,NaN
58176,4,207.21,1,207.21,NaN,207.21,207.21,207.21,NaN,0.0,NaN,NaN,207.21,0.0,NaN,NaN
58513,4,2161.32,1,2161.32,NaN,2161.32,2161.32,2161.32,NaN,0.0,NaN,NaN,2161.32,0.0,NaN,NaN
58747,4,386.22,1,386.22,NaN,386.22,386.22,386.22,NaN,0.0,NaN,NaN,386.22,0.0,NaN,NaN
58749,4,645.91,1,645.91,NaN,645.91,645.91,645.91,NaN,0.0,NaN,NaN,645.91,0.0,NaN,NaN
58909,4,357.5,1,357.5,NaN,357.5,357.5,357.5,NaN,0.0,NaN,NaN,357.5,0.0,NaN,NaN
58962,4,124.15,1,124.15,NaN,124.15,124.15,124.15,NaN,0.0,NaN,NaN,124.15,0.0,NaN,NaN
59039,4,306.89,1,306.89,NaN,306.89,306.89,306.89,NaN,0.0,NaN,NaN,306.89,0.0,NaN,NaN
59503,4,331.58,1,331.58,NaN,331.58,331.58,331.58,NaN,0.0,NaN,NaN,331.58,0.0,NaN,NaN
59931,4,224.14,1,224.14,NaN,224.14,224.14,224.14,NaN,0.0,NaN,NaN,224.14,0.0,NaN,NaN
60079,4,225.72,1,225.72,NaN,225.72,225.72,225.72,NaN,0.0,NaN,NaN,225.72,0.0,NaN,NaN
60419,4,121.11,1,121.11,NaN,121.11,121.11,121.11,NaN,0.0,NaN,NaN,121.11,0.0,NaN,NaN
61254,4,522.6,1,522.6,NaN,522.6,522.6,522.6,NaN,0.0,NaN,NaN,522.6,0.0,NaN,NaN
61562,4,118.49,1,118.49,NaN,118.49,118.49,118.49,NaN,0.0,NaN,NaN,118.49,0.0,NaN,NaN
61634,4,456.55,1,456.55,NaN,456.55,456.55,456.55,NaN,0.0,NaN,NaN,456.55,0.0,NaN,NaN
62077,4,344.15,1,344.15,NaN,344.15,344.15,344.15,NaN,0.0,NaN,NaN,344.15,0.0,NaN,NaN
62094,4,720.0,1,720.0,NaN,720.0,720.0,720.0,NaN,0.0,NaN,NaN,720.0,0.0,NaN,NaN
62143,4,384.0,1,384.0,NaN,384.0,384.0,384.0,NaN,0.0,NaN,NaN,384.0,0.0,NaN,NaN
62205,4,136.9,1,136.9,NaN,136.9,136.9,136.9,NaN,0.0,NaN,NaN,136.9,0.0,NaN,NaN
62505,4,157.9,1,157.9,NaN,157.9,157.9,157.9,NaN,0.0,NaN,NaN,157.9,0.0,NaN,NaN
62562,4,732.4,1,732.4,NaN,732.4,732.4,732.4,NaN,0.0,NaN,NaN,732.4,0.0,NaN,NaN
62724,4,296.86,1,296.86,NaN,296.86,296.86,296.86,NaN,0.0,NaN,NaN,296.86,0.0,NaN,NaN
62736,4,100.8,1,100.8,NaN,100.8,100.8,100.8,NaN,0.0,NaN,NaN,100.8,0.0,NaN,NaN
62856,4,600.07,1,600.07,NaN,600.07,600.07,600.07,NaN,0.0,NaN,NaN,600.07,0.0,NaN,NaN
62885,4,770.5,1,770.5,NaN,770.5,770.5,770.5,NaN,0.0,NaN,NaN,770.5,0.0,NaN,NaN
62967,4,492.26,1,492.26,NaN,492.26,492.26,492.26,NaN,0.0,NaN,NaN,492.26,0.0,NaN,NaN
62970,4,20.8,1,20.8,NaN,20.8,20.8,20.8,NaN,0.0,NaN,NaN,20.8,0.0,NaN,NaN
63050,4,2026.63,1,2026.63,NaN,2026.63,2026.63,2026.63,NaN,0.0,NaN,NaN,2026.63,0.0,NaN,NaN
63062,4,320.48,1,320.48,NaN,320.48,320.48,320.48,NaN,0.0,NaN,NaN,320.48,0.0,NaN,NaN
63254,4,157.25,1,157.25,NaN,157.25,157.25,157.25,NaN,0.0,NaN,NaN,157.25,0.0,NaN,NaN
63546,4,178.08,1,178.08,NaN,178.08,178.08,178.08,NaN,0.0,NaN,NaN,178.08,0.0,NaN,NaN
63706,4,120.59,1,120.59,NaN,120.59,120.59,120.59,NaN,0.0,NaN,NaN,120.59,0.0,NaN,NaN
63753,4,421.73,1,421.73,NaN,421.73,421.73,421.73,NaN,0.0,NaN,NaN,421.73,0.0,NaN,NaN
63760,4,340.25,1,340.25,NaN,340.25,340.25,340.25,NaN,0.0,NaN,NaN,340.25,0.0,NaN,NaN
64464,4,333.0,1,333.0,NaN,333.0,333.0,333.0,NaN,0.0,NaN,NaN,333.0,0.0,NaN,NaN
64756,4,491.71,1,491.71,NaN,491.71,491.71,491.71,NaN,0.0,NaN,NaN,491.71,0.0,NaN,NaN
64757,4,1101.86,1,1101.86,NaN,1101.86,1101.86,1101.86,NaN,0.0,NaN,NaN,1101.86,0.0,NaN,NaN
64793,4,53.15,1,53.15,NaN,53.15,53.15,53.15,NaN,0.0,NaN,NaN,53.15,0.0,NaN,NaN
64796,4,187.14,1,187.14,NaN,187.14,187.14,187.14,NaN,0.0,NaN,NaN,187.14,0.0,NaN,NaN
64952,4,420.94,1,420.94,NaN,420.94,420.94,420.94,NaN,0.0,NaN,NaN,420.94,0.0,NaN,NaN
65221,4,1025.34,1,1025.34,NaN,1025.34,1025.34,1025.34,NaN,0.0,NaN,NaN,1025.34,0.0,NaN,NaN
65396,4,361.98,1,361.98,NaN,361.98,361.98,361.98,NaN,0.0,NaN,NaN,361.98,0.0,NaN,NaN
65435,4,679.62,1,679.62,NaN,679.62,679.62,679.62,NaN,0.0,NaN,NaN,679.62,0.0,NaN,NaN
65588,4,600.03,1,600.03,NaN,600.03,600.03,600.03,NaN,0.0,NaN,NaN,600.03,0.0,NaN,NaN
65604,4,406.33,1,406.33,NaN,406.33,406.33,406.33,NaN,0.0,NaN,NaN,406.33,0.0,NaN,NaN
65921,4,411.33,1,411.33,NaN,411.33,411.33,411.33,NaN,0.0,NaN,NaN,411.33,0.0,NaN,NaN
65971,4,768.0,1,768.0,NaN,768.0,768.0,768.0,NaN,0.0,NaN,NaN,768.0,0.0,NaN,NaN
66368,4,405.38,1,405.38,NaN,405.38,405.38,405.38,NaN,0.0,NaN,NaN,405.38,0.0,NaN,NaN
66635,4,647.92,1,647.92,NaN,647.92,647.92,647.92,NaN,0.0,NaN,NaN,647.92,0.0,NaN,NaN
66643,4,127.53,1,127.53,NaN,127.53,127.53,127.53,NaN,0.0,NaN,NaN,127.53,0.0,NaN,NaN
66834,4,443.2,1,443.2,NaN,443.2,443.2,443.2,NaN,0.0,NaN,NaN,443.2,0.0,NaN,NaN
66881,4,218.27,1,218.27,NaN,218.27,218.27,218.27,NaN,0.0,NaN,NaN,218.27,0.0,NaN,NaN
67050,4,114.95,1,114.95,NaN,114.95,114.95,114.95,NaN,0.0,NaN,NaN,114.95,0.0,NaN,NaN
67197,4,178.82,1,178.82,NaN,178.82,178.82,178.82,NaN,0.0,NaN,NaN,178.82,0.0,NaN,NaN
67512,4,783.9,1,783.9,NaN,783.9,783.9,783.9,NaN,0.0,NaN,NaN,783.9,0.0,NaN,NaN
67536,4,148.16,1,148.16,NaN,148.16,148.16,148.16,NaN,0.0,NaN,NaN,148.16,0.0,NaN,NaN
67565,4,675.7,1,675.7,NaN,675.7,675.7,675.7,NaN,0.0,NaN,NaN,675.7,0.0,NaN,NaN
67608,4,217.6,1,217.6,NaN,217.6,217.6,217.6,NaN,0.0,NaN,NaN,217.6,0.0,NaN,NaN
67749,4,310.45,1,310.45,NaN,310.45,310.45,310.45,NaN,0.0,NaN,NaN,310.45,0.0,NaN,NaN
67838,4,348.29,1,348.29,NaN,348.29,348.29,348.29,NaN,0.0,NaN,NaN,348.29,0.0,NaN,NaN
67931,4,56.3,1,56.3,NaN,56.3,56.3,56.3,NaN,0.0,NaN,NaN,56.3,0.0,NaN,NaN
67949,4,310.34,1,310.34,NaN,310.34,310.34,310.34,NaN,0.0,NaN,NaN,310.34,0.0,NaN,NaN
68118,4,11.22,1,11.22,NaN,11.22,11.22,11.22,NaN,0.0,NaN,NaN,11.22,0.0,NaN,NaN
68135,4,501.14,1,501.14,NaN,501.14,501.14,501.14,NaN,0.0,NaN,NaN,501.14,0.0,NaN,NaN
68874,4,69.6,1,69.6,NaN,69.6,69.6,69.6,NaN,0.0,NaN,NaN,69.6,0.0,NaN,NaN
68885,4,1595.48,1,1595.48,NaN,1595.48,1595.48,1595.48,NaN,0.0,NaN,NaN,1595.48,0.0,NaN,NaN
69046,4,579.0,1,579.0,NaN,579.0,579.0,579.0,NaN,0.0,NaN,NaN,579.0,0.0,NaN,NaN
69152,4,622.5,1,622.5,NaN,622.5,622.5,622.5,NaN,0.0,NaN,NaN,622.5,0.0,NaN,NaN
69336,4,24.88,1,24.88,NaN,24.88,24.88,24.88,NaN,0.0,NaN,NaN,24.88,0.0,NaN,NaN
69346,4,80.0,1,80.0,NaN,80.0,80.0,80.0,NaN,0.0,NaN,NaN,80.0,0.0,NaN,NaN
70465,4,50.0,1,50.0,NaN,50.0,50.0,50.0,NaN,0.0,NaN,NaN,50.0,0.0,NaN,NaN
70853,4,333.44,1,333.44,NaN,333.44,333.44,333.44,NaN,0.0,NaN,NaN,333.44,0.0,NaN,NaN
70960,4,292.52,1,292.52,NaN,292.52,292.52,292.52,NaN,0.0,NaN,NaN,292.52,0.0,NaN,NaN
70988,4,259.93,1,259.93,NaN,259.93,259.93,259.93,NaN,0.0,NaN,NaN,259.93,0.0,NaN,NaN
71323,4,461.77,1,461.77,NaN,461.77,461.77,461.77,NaN,0.0,NaN,NaN,461.77,0.0,NaN,NaN
71362,4,386.32,1,386.32,NaN,386.32,386.32,386.32,NaN,0.0,NaN,NaN,386.32,0.0,NaN,NaN
71616,4,189.6,1,189.6,NaN,189.6,189.6,189.6,NaN,0.0,NaN,NaN,189.6,0.0,NaN,NaN
71706,4,189.6,1,189.6,NaN,189.6,189.6,189.6,NaN,0.0,NaN,NaN,189.6,0.0,NaN,NaN
71754,4,637.29,1,637.29,NaN,637.29,637.29,637.29,NaN,0.0,NaN,NaN,637.29,0.0,NaN,NaN
72012,4,34.65,1,34.65,NaN,34.65,34.65,34.65,NaN,0.0,NaN,NaN,34.65,0.0,NaN,NaN
72019,4,1732.93,1,1732.93,NaN,1732.93,1732.93,1732.93,NaN,0.0,NaN,NaN,1732.93,0.0,NaN,NaN
72453,4,466.09,1,466.09,NaN,466.09,466.09,466.09,NaN,0.0,NaN,NaN,466.09,0.0,NaN,NaN
72742,4,361.43,1,361.43,NaN,361.43,361.43,361.43,NaN,0.0,NaN,NaN,361.43,0.0,NaN,NaN
73136,4,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
73347,4,458.2,1,458.2,NaN,458.2,458.2,458.2,NaN,0.0,NaN,NaN,458.2,0.0,NaN,NaN
73377,4,122.75,1,122.75,NaN,122.75,122.75,122.75,NaN,0.0,NaN,NaN,122.75,0.0,NaN,NaN
73495,4,283.86,1,283.86,NaN,283.86,283.86,283.86,NaN,0.0,NaN,NaN,283.86,0.0,NaN,NaN
73533,4,108.06,1,108.06,NaN,108.06,108.06,108.06,NaN,0.0,NaN,NaN,108.06,0.0,NaN,NaN
73575,4,172.69,1,172.69,NaN,172.69,172.69,172.69,NaN,0.0,NaN,NaN,172.69,0.0,NaN,NaN
74083,4,355.89,1,355.89,NaN,355.89,355.89,355.89,NaN,0.0,NaN,NaN,355.89,0.0,NaN,NaN
74151,4,477.14,1,477.14,NaN,477.14,477.14,477.14,NaN,0.0,NaN,NaN,477.14,0.0,NaN,NaN
74327,4,634.03,1,634.03,NaN,634.03,634.03,634.03,NaN,0.0,NaN,NaN,634.03,0.0,NaN,NaN
74499,4,14.85,1,14.85,NaN,14.85,14.85,14.85,NaN,0.0,NaN,NaN,14.85,0.0,NaN,NaN
74857,4,223.22,1,223.22,NaN,223.22,223.22,223.22,NaN,0.0,NaN,NaN,223.22,0.0,NaN,NaN
75015,4,326.81,1,326.81,NaN,326.81,326.81,326.81,NaN,0.0,NaN,NaN,326.81,0.0,NaN,NaN
75307,4,898.14,1,898.14,NaN,898.14,898.14,898.14,NaN,0.0,NaN,NaN,898.14,0.0,NaN,NaN
75801,4,411.78,1,411.78,NaN,411.78,411.78,411.78,NaN,0.0,NaN,NaN,411.78,0.0,NaN,NaN
76396,4,532.74,1,532.74,NaN,532.74,532.74,532.74,NaN,0.0,NaN,NaN,532.74,0.0,NaN,NaN
76405,4,111.09,1,111.09,NaN,111.09,111.09,111.09,NaN,0.0,NaN,NaN,111.09,0.0,NaN,NaN
76647,4,251.8,1,251.8,NaN,251.8,251.8,251.8,NaN,0.0,NaN,NaN,251.8,0.0,NaN,NaN
76648,4,251.8,1,251.8,NaN,251.8,251.8,251.8,NaN,0.0,NaN,NaN,251.8,0.0,NaN,NaN
76915,4,1434.0,1,1434.0,NaN,1434.0,1434.0,1434.0,NaN,0.0,NaN,NaN,1434.0,0.0,NaN,NaN
77110,4,3640.0,1,3640.0,NaN,3640.0,3640.0,3640.0,NaN,0.0,NaN,NaN,3640.0,0.0,NaN,NaN
77158,4,1603.06,1,1603.06,NaN,1603.06,1603.06,1603.06,NaN,0.0,NaN,NaN,1603.06,0.0,NaN,NaN
77215,4,522.91,1,522.91,NaN,522.91,522.91,522.91,NaN,0.0,NaN,NaN,522.91,0.0,NaN,NaN
77403,4,236.09,1,236.09,NaN,236.09,236.09,236.09,NaN,0.0,NaN,NaN,236.09,0.0,NaN,NaN
77774,4,213.4,1,213.4,NaN,213.4,213.4,213.4,NaN,0.0,NaN,NaN,213.4,0.0,NaN,NaN
77812,4,243.94,1,243.94,NaN,243.94,243.94,243.94,NaN,0.0,NaN,NaN,243.94,0.0,NaN,NaN
77814,4,1389.05,1,1389.05,NaN,1389.05,1389.05,1389.05,NaN,0.0,NaN,NaN,1389.05,0.0,NaN,NaN
78426,4,4557.6,1,4557.6,NaN,4557.6,4557.6,4557.6,NaN,0.0,NaN,NaN,4557.6,0.0,NaN,NaN
78461,4,713.76,1,713.76,NaN,713.76,713.76,713.76,NaN,0.0,NaN,NaN,713.76,0.0,NaN,NaN
78693,4,237.57,1,237.57,NaN,237.57,237.57,237.57,NaN,0.0,NaN,NaN,237.57,0.0,NaN,NaN
78931,4,564.43,1,564.43,NaN,564.43,564.43,564.43,NaN,0.0,NaN,NaN,564.43,0.0,NaN,NaN
79213,4,8.9,1,8.9,NaN,8.9,8.9,8.9,NaN,0.0,NaN,NaN,8.9,0.0,NaN,NaN
79365,4,266.92,1,266.92,NaN,266.92,266.92,266.92,NaN,0.0,NaN,NaN,266.92,0.0,NaN,NaN
79368,4,128.88,1,128.88,NaN,128.88,128.88,128.88,NaN,0.0,NaN,NaN,128.88,0.0,NaN,NaN
79844,4,586.83,1,586.83,NaN,586.83,586.83,586.83,NaN,0.0,NaN,NaN,586.83,0.0,NaN,NaN
79850,4,308.34,1,308.34,NaN,308.34,308.34,308.34,NaN,0.0,NaN,NaN,308.34,0.0,NaN,NaN
80061,4,8.2,1,8.2,NaN,8.2,8.2,8.2,NaN,0.0,NaN,NaN,8.2,0.0,NaN,NaN
80067,4,458.91,1,458.91,NaN,458.91,458.91,458.91,NaN,0.0,NaN,NaN,458.91,0.0,NaN,NaN
80088,4,405.07,1,405.07,NaN,405.07,405.07,405.07,NaN,0.0,NaN,NaN,405.07,0.0,NaN,NaN
80314,4,148.07,1,148.07,NaN,148.07,148.07,148.07,NaN,0.0,NaN,NaN,148.07,0.0,NaN,NaN
80566,4,1551.3,1,1551.3,NaN,1551.3,1551.3,1551.3,NaN,0.0,NaN,NaN,1551.3,0.0,NaN,NaN
80653,4,298.78,1,298.78,NaN,298.78,298.78,298.78,NaN,0.0,NaN,NaN,298.78,0.0,NaN,NaN
80862,4,278.4,1,278.4,NaN,278.4,278.4,278.4,NaN,0.0,NaN,NaN,278.4,0.0,NaN,NaN
81196,4,180.34,1,180.34,NaN,180.34,180.34,180.34,NaN,0.0,NaN,NaN,180.34,0.0,NaN,NaN
82054,4,208.04,1,208.04,NaN,208.04,208.04,208.04,NaN,0.0,NaN,NaN,208.04,0.0,NaN,NaN
82105,4,156.09,1,156.09,NaN,156.09,156.09,156.09,NaN,0.0,NaN,NaN,156.09,0.0,NaN,NaN
82386,4,321.19,1,321.19,NaN,321.19,321.19,321.19,NaN,0.0,NaN,NaN,321.19,0.0,NaN,NaN
82454,4,1144.75,1,1144.75,NaN,1144.75,1144.75,1144.75,NaN,0.0,NaN,NaN,1144.75,0.0,NaN,NaN
82474,4,107.9,1,107.9,NaN,107.9,107.9,107.9,NaN,0.0,NaN,NaN,107.9,0.0,NaN,NaN
82697,4,350.97,1,350.97,NaN,350.97,350.97,350.97,NaN,0.0,NaN,NaN,350.97,0.0,NaN,NaN
83101,4,429.06,1,429.06,NaN,429.06,429.06,429.06,NaN,0.0,NaN,NaN,429.06,0.0,NaN,NaN
83373,4,113.32,1,113.32,NaN,113.32,113.32,113.32,NaN,0.0,NaN,NaN,113.32,0.0,NaN,NaN
84005,4,482.28,1,482.28,NaN,482.28,482.28,482.28,NaN,0.0,NaN,NaN,482.28,0.0,NaN,NaN
84330,4,7.5,1,7.5,NaN,7.5,7.5,7.5,NaN,0.0,NaN,NaN,7.5,0.0,NaN,NaN
84738,4,29.7,1,29.7,NaN,29.7,29.7,29.7,NaN,0.0,NaN,NaN,29.7,0.0,NaN,NaN
84977,4,40.8,1,40.8,NaN,40.8,40.8,40.8,NaN,0.0,NaN,NaN,40.8,0.0,NaN,NaN
85155,4,19.9,1,19.9,NaN,19.9,19.9,19.9,NaN,0.0,NaN,NaN,19.9,0.0,NaN,NaN
85297,4,390.0,1,390.0,NaN,390.0,390.0,390.0,NaN,0.0,NaN,NaN,390.0,0.0,NaN,NaN
85565,4,53.5,1,53.5,NaN,53.5,53.5,53.5,NaN,0.0,NaN,NaN,53.5,0.0,NaN,NaN
85606,4,10.2,1,10.2,NaN,10.2,10.2,10.2,NaN,0.0,NaN,NaN,10.2,0.0,NaN,NaN
85877,4,12.6,1,12.6,NaN,12.6,12.6,12.6,NaN,0.0,NaN,NaN,12.6,0.0,NaN,NaN
86135,4,98.55,1,98.55,NaN,98.55,98.55,98.55,NaN,0.0,NaN,NaN,98.55,0.0,NaN,NaN
86197,4,10.95,1,10.95,NaN,10.95,10.95,10.95,NaN,0.0,NaN,NaN,10.95,0.0,NaN,NaN
86604,4,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
86607,4,49.35,1,49.35,NaN,49.35,49.35,49.35,NaN,0.0,NaN,NaN,49.35,0.0,NaN,NaN
86689,4,3.3,1,3.3,NaN,3.3,3.3,3.3,NaN,0.0,NaN,NaN,3.3,0.0,NaN,NaN
86862,4,179.54,1,179.54,NaN,179.54,179.54,179.54,NaN,0.0,NaN,NaN,179.54,0.0,NaN,NaN
87035,4,17.85,1,17.85,NaN,17.85,17.85,17.85,NaN,0.0,NaN,NaN,17.85,0.0,NaN,NaN
87107,4,8.7,1,8.7,NaN,8.7,8.7,8.7,NaN,0.0,NaN,NaN,8.7,0.0,NaN,NaN
87269,4,5.75,1,5.75,NaN,5.75,5.75,5.75,NaN,0.0,NaN,NaN,5.75,0.0,NaN,NaN
87362,4,29.81,1,29.81,NaN,29.81,29.81,29.81,NaN,0.0,NaN,NaN,29.81,0.0,NaN,NaN
88118,4,3.4,1,3.4,NaN,3.4,3.4,3.4,NaN,0.0,NaN,NaN,3.4,0.0,NaN,NaN
88244,4,12.6,1,12.6,NaN,12.6,12.6,12.6,NaN,0.0,NaN,NaN,12.6,0.0,NaN,NaN
88829,4,14.85,1,14.85,NaN,14.85,14.85,14.85,NaN,0.0,NaN,NaN,14.85,0.0,NaN,NaN
89119,4,2.9,1,2.9,NaN,2.9,2.9,2.9,NaN,0.0,NaN,NaN,2.9,0.0,NaN,NaN
89187,4,18.62,1,18.62,NaN,18.62,18.62,18.62,NaN,0.0,NaN,NaN,18.62,0.0,NaN,NaN
89308,4,29.4,1,29.4,NaN,29.4,29.4,29.4,NaN,0.0,NaN,NaN,29.4,0.0,NaN,NaN
89774,4,2.5,1,2.5,NaN,2.5,2.5,2.5,NaN,0.0,NaN,NaN,2.5,0.0,NaN,NaN
89961,4,0.5,1,0.5,NaN,0.5,0.5,0.5,NaN,0.0,NaN,NaN,0.5,0.0,NaN,NaN
90054,4,10.2,1,10.2,NaN,10.2,10.2,10.2,NaN,0.0,NaN,NaN,10.2,0.0,NaN,NaN
90191,4,18.24,1,18.24,NaN,18.24,18.24,18.24,NaN,0.0,NaN,NaN,18.24,0.0,NaN,NaN
90400,4,12.48,1,12.48,NaN,12.48,12.48,12.48,NaN,0.0,NaN,NaN,12.48,0.0,NaN,NaN
90576,4,80.0,1,80.0,NaN,80.0,80.0,80.0,NaN,0.0,NaN,NaN,80.0,0.0,NaN,NaN
90581,4,13.35,1,13.35,NaN,13.35,13.35,13.35,NaN,0.0,NaN,NaN,13.35,0.0,NaN,NaN
90879,4,27.35,1,27.35,NaN,27.35,27.35,27.35,NaN,0.0,NaN,NaN,27.35,0.0,NaN,NaN
50452,4,569.4,1,569.4,NaN,569.4,569.4,569.4,NaN,0.0,NaN,NaN,569.4,0.0,NaN,NaN
50881,4,427.74,1,427.74,NaN,427.74,427.74,427.74,NaN,0.0,NaN,NaN,427.74,0.0,NaN,NaN
51133,4,215.88,1,215.88,NaN,215.88,215.88,215.88,NaN,0.0,NaN,NaN,215.88,0.0,NaN,NaN
51297,4,464.61,1,464.61,NaN,464.61,464.61,464.61,NaN,0.0,NaN,NaN,464.61,0.0,NaN,NaN
51299,4,429.24,1,429.24,NaN,429.24,429.24,429.24,NaN,0.0,NaN,NaN,429.24,0.0,NaN,NaN
51312,4,308.28,1,308.28,NaN,308.28,308.28,308.28,NaN,0.0,NaN,NaN,308.28,0.0,NaN,NaN
51365,4,316.82,1,316.82,NaN,316.82,316.82,316.82,NaN,0.0,NaN,NaN,316.82,0.0,NaN,NaN
51707,4,218.1,1,218.1,NaN,218.1,218.1,218.1,NaN,0.0,NaN,NaN,218.1,0.0,NaN,NaN
51831,4,706.25,1,706.25,NaN,706.25,706.25,706.25,NaN,0.0,NaN,NaN,706.25,0.0,NaN,NaN
52498,4,842.9,1,842.9,NaN,842.9,842.9,842.9,NaN,0.0,NaN,NaN,842.9,0.0,NaN,NaN
52541,4,45.35,1,45.35,NaN,45.35,45.35,45.35,NaN,0.0,NaN,NaN,45.35,0.0,NaN,NaN
52872,4,523.05,1,523.05,NaN,523.05,523.05,523.05,NaN,0.0,NaN,NaN,523.05,0.0,NaN,NaN
53050,4,217.75,1,217.75,NaN,217.75,217.75,217.75,NaN,0.0,NaN,NaN,217.75,0.0,NaN,NaN
