txn_id,lastReviewTime_weekday,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
52944,1,282.25,1,282.25,NaN,282.25,282.25,282.25,NaN,0.0,NaN,NaN,282.25,0.0,NaN,NaN
53253,1,1289.5,1,1289.5,NaN,1289.5,1289.5,1289.5,NaN,0.0,NaN,NaN,1289.5,0.0,NaN,NaN
53291,7,195.13,1,195.13,NaN,195.13,195.13,195.13,NaN,0.0,NaN,NaN,195.13,0.0,NaN,NaN
53511,7,311.48,1,311.48,NaN,311.48,311.48,311.48,NaN,0.0,NaN,NaN,311.48,0.0,NaN,NaN
53647,2,410.18,1,410.18,NaN,410.18,410.18,410.18,NaN,0.0,NaN,NaN,410.18,0.0,NaN,NaN
53735,6,19.5,1,19.5,NaN,19.5,19.5,19.5,NaN,0.0,NaN,NaN,19.5,0.0,NaN,NaN
53740,5,125.13,1,125.13,NaN,125.13,125.13,125.13,NaN,0.0,NaN,NaN,125.13,0.0,NaN,NaN
54724,3,71.9,1,71.9,NaN,71.9,71.9,71.9,NaN,0.0,NaN,NaN,71.9,0.0,NaN,NaN
54840,6,108.07,1,108.07,NaN,108.07,108.07,108.07,NaN,0.0,NaN,NaN,108.07,0.0,NaN,NaN
55245,2,298.05,1,298.05,NaN,298.05,298.05,298.05,NaN,0.0,NaN,NaN,298.05,0.0,NaN,NaN
55299,4,920.33,1,920.33,NaN,920.33,920.33,920.33,NaN,0.0,NaN,NaN,920.33,0.0,NaN,NaN
55801,3,440.83,1,440.83,NaN,440.83,440.83,440.83,NaN,0.0,NaN,NaN,440.83,0.0,NaN,NaN
55998,3,363.65,1,363.65,NaN,363.65,363.65,363.65,NaN,0.0,NaN,NaN,363.65,0.0,NaN,NaN
56121,2,386.9,1,386.9,NaN,386.9,386.9,386.9,NaN,0.0,NaN,NaN,386.9,0.0,NaN,NaN
56151,3,321.23,1,321.23,NaN,321.23,321.23,321.23,NaN,0.0,NaN,NaN,321.23,0.0,NaN,NaN
56179,2,240.0,1,240.0,NaN,240.0,240.0,240.0,NaN,0.0,NaN,NaN,240.0,0.0,NaN,NaN
56803,4,278.13,1,278.13,NaN,278.13,278.13,278.13,NaN,0.0,NaN,NaN,278.13,0.0,NaN,NaN
57040,6,209.94,1,209.94,NaN,209.94,209.94,209.94,NaN,0.0,NaN,NaN,209.94,0.0,NaN,NaN
57133,1,127.2,1,127.2,NaN,127.2,127.2,127.2,NaN,0.0,NaN,NaN,127.2,0.0,NaN,NaN
57331,6,610.88,1,610.88,NaN,610.88,610.88,610.88,NaN,0.0,NaN,NaN,610.88,0.0,NaN,NaN
57483,7,217.43,1,217.43,NaN,217.43,217.43,217.43,NaN,0.0,NaN,NaN,217.43,0.0,NaN,NaN
57571,5,752.43,1,752.43,NaN,752.43,752.43,752.43,NaN,0.0,NaN,NaN,752.43,0.0,NaN,NaN
57742,1,259.35,1,259.35,NaN,259.35,259.35,259.35,NaN,0.0,NaN,NaN,259.35,0.0,NaN,NaN
57750,6,585.0,1,585.0,NaN,585.0,585.0,585.0,NaN,0.0,NaN,NaN,585.0,0.0,NaN,NaN
58126,7,380.98,1,380.98,NaN,380.98,380.98,380.98,NaN,0.0,NaN,NaN,380.98,0.0,NaN,NaN
58320,2,215.07,1,215.07,NaN,215.07,215.07,215.07,NaN,0.0,NaN,NaN,215.07,0.0,NaN,NaN
58460,7,539.3,1,539.3,NaN,539.3,539.3,539.3,NaN,0.0,NaN,NaN,539.3,0.0,NaN,NaN
58469,6,118.55,1,118.55,NaN,118.55,118.55,118.55,NaN,0.0,NaN,NaN,118.55,0.0,NaN,NaN
58500,1,152.64,1,152.64,NaN,152.64,152.64,152.64,NaN,0.0,NaN,NaN,152.64,0.0,NaN,NaN
58673,3,296.2,1,296.2,NaN,296.2,296.2,296.2,NaN,0.0,NaN,NaN,296.2,0.0,NaN,NaN
59336,6,306.18,1,306.18,NaN,306.18,306.18,306.18,NaN,0.0,NaN,NaN,306.18,0.0,NaN,NaN
59364,1,423.4,1,423.4,NaN,423.4,423.4,423.4,NaN,0.0,NaN,NaN,423.4,0.0,NaN,NaN
59873,6,925.88,1,925.88,NaN,925.88,925.88,925.88,NaN,0.0,NaN,NaN,925.88,0.0,NaN,NaN
60258,2,314.51,1,314.51,NaN,314.51,314.51,314.51,NaN,0.0,NaN,NaN,314.51,0.0,NaN,NaN
60376,5,329.24,1,329.24,NaN,329.24,329.24,329.24,NaN,0.0,NaN,NaN,329.24,0.0,NaN,NaN
60737,7,450.45,1,450.45,NaN,450.45,450.45,450.45,NaN,0.0,NaN,NaN,450.45,0.0,NaN,NaN
61052,2,411.54,1,411.54,NaN,411.54,411.54,411.54,NaN,0.0,NaN,NaN,411.54,0.0,NaN,NaN
61117,3,296.88,1,296.88,NaN,296.88,296.88,296.88,NaN,0.0,NaN,NaN,296.88,0.0,NaN,NaN
61126,7,51.0,1,51.0,NaN,51.0,51.0,51.0,NaN,0.0,NaN,NaN,51.0,0.0,NaN,NaN
61692,5,62.4,1,62.4,NaN,62.4,62.4,62.4,NaN,0.0,NaN,NaN,62.4,0.0,NaN,NaN
61723,1,298.88,1,298.88,NaN,298.88,298.88,298.88,NaN,0.0,NaN,NaN,298.88,0.0,NaN,NaN
62194,7,209.18,1,209.18,NaN,209.18,209.18,209.18,NaN,0.0,NaN,NaN,209.18,0.0,NaN,NaN
62220,1,25.75,1,25.75,NaN,25.75,25.75,25.75,NaN,0.0,NaN,NaN,25.75,0.0,NaN,NaN
62275,3,1203.32,1,1203.32,NaN,1203.32,1203.32,1203.32,NaN,0.0,NaN,NaN,1203.32,0.0,NaN,NaN
62352,6,77.5,1,77.5,NaN,77.5,77.5,77.5,NaN,0.0,NaN,NaN,77.5,0.0,NaN,NaN
62370,5,306.85,1,306.85,NaN,306.85,306.85,306.85,NaN,0.0,NaN,NaN,306.85,0.0,NaN,NaN
62401,6,254.88,1,254.88,NaN,254.88,254.88,254.88,NaN,0.0,NaN,NaN,254.88,0.0,NaN,NaN
62579,7,464.32,1,464.32,NaN,464.32,464.32,464.32,NaN,0.0,NaN,NaN,464.32,0.0,NaN,NaN
62587,7,454.34,1,454.34,NaN,454.34,454.34,454.34,NaN,0.0,NaN,NaN,454.34,0.0,NaN,NaN
62968,1,240.08,1,240.08,NaN,240.08,240.08,240.08,NaN,0.0,NaN,NaN,240.08,0.0,NaN,NaN
62970,4,20.8,1,20.8,NaN,20.8,20.8,20.8,NaN,0.0,NaN,NaN,20.8,0.0,NaN,NaN
63065,7,34.0,1,34.0,NaN,34.0,34.0,34.0,NaN,0.0,NaN,NaN,34.0,0.0,NaN,NaN
63340,1,374.82,1,374.82,NaN,374.82,374.82,374.82,NaN,0.0,NaN,NaN,374.82,0.0,NaN,NaN
63347,2,314.7,1,314.7,NaN,314.7,314.7,314.7,NaN,0.0,NaN,NaN,314.7,0.0,NaN,NaN
63439,2,67.88,1,67.88,NaN,67.88,67.88,67.88,NaN,0.0,NaN,NaN,67.88,0.0,NaN,NaN
63497,5,670.61,1,670.61,NaN,670.61,670.61,670.61,NaN,0.0,NaN,NaN,670.61,0.0,NaN,NaN
63677,6,458.84,1,458.84,NaN,458.84,458.84,458.84,NaN,0.0,NaN,NaN,458.84,0.0,NaN,NaN
63712,7,549.43,1,549.43,NaN,549.43,549.43,549.43,NaN,0.0,NaN,NaN,549.43,0.0,NaN,NaN
63738,6,588.36,1,588.36,NaN,588.36,588.36,588.36,NaN,0.0,NaN,NaN,588.36,0.0,NaN,NaN
63890,6,17.0,1,17.0,NaN,17.0,17.0,17.0,NaN,0.0,NaN,NaN,17.0,0.0,NaN,NaN
64166,3,34.0,1,34.0,NaN,34.0,34.0,34.0,NaN,0.0,NaN,NaN,34.0,0.0,NaN,NaN
64464,4,333.0,1,333.0,NaN,333.0,333.0,333.0,NaN,0.0,NaN,NaN,333.0,0.0,NaN,NaN
64523,6,203.98,1,203.98,NaN,203.98,203.98,203.98,NaN,0.0,NaN,NaN,203.98,0.0,NaN,NaN
64654,5,299.67,1,299.67,NaN,299.67,299.67,299.67,NaN,0.0,NaN,NaN,299.67,0.0,NaN,NaN
64700,7,301.42,1,301.42,NaN,301.42,301.42,301.42,NaN,0.0,NaN,NaN,301.42,0.0,NaN,NaN
64823,1,311.4,1,311.4,NaN,311.4,311.4,311.4,NaN,0.0,NaN,NaN,311.4,0.0,NaN,NaN
65006,3,276.79,1,276.79,NaN,276.79,276.79,276.79,NaN,0.0,NaN,NaN,276.79,0.0,NaN,NaN
65604,4,406.33,1,406.33,NaN,406.33,406.33,406.33,NaN,0.0,NaN,NaN,406.33,0.0,NaN,NaN
65837,3,374.4,1,374.4,NaN,374.4,374.4,374.4,NaN,0.0,NaN,NaN,374.4,0.0,NaN,NaN
66188,2,1.65,1,1.65,NaN,1.65,1.65,1.65,NaN,0.0,NaN,NaN,1.65,0.0,NaN,NaN
66383,2,406.66,1,406.66,NaN,406.66,406.66,406.66,NaN,0.0,NaN,NaN,406.66,0.0,NaN,NaN
66402,6,145.8,1,145.8,NaN,145.8,145.8,145.8,NaN,0.0,NaN,NaN,145.8,0.0,NaN,NaN
66403,2,306.33,1,306.33,NaN,306.33,306.33,306.33,NaN,0.0,NaN,NaN,306.33,0.0,NaN,NaN
66793,5,97.5,1,97.5,NaN,97.5,97.5,97.5,NaN,0.0,NaN,NaN,97.5,0.0,NaN,NaN
66834,4,443.2,1,443.2,NaN,443.2,443.2,443.2,NaN,0.0,NaN,NaN,443.2,0.0,NaN,NaN
67050,4,114.95,1,114.95,NaN,114.95,114.95,114.95,NaN,0.0,NaN,NaN,114.95,0.0,NaN,NaN
67229,1,660.01,1,660.01,NaN,660.01,660.01,660.01,NaN,0.0,NaN,NaN,660.01,0.0,NaN,NaN
67245,1,185.85,1,185.85,NaN,185.85,185.85,185.85,NaN,0.0,NaN,NaN,185.85,0.0,NaN,NaN
67328,2,139.95,1,139.95,NaN,139.95,139.95,139.95,NaN,0.0,NaN,NaN,139.95,0.0,NaN,NaN
68116,1,133.76,1,133.76,NaN,133.76,133.76,133.76,NaN,0.0,NaN,NaN,133.76,0.0,NaN,NaN
68567,6,14.85,1,14.85,NaN,14.85,14.85,14.85,NaN,0.0,NaN,NaN,14.85,0.0,NaN,NaN
68998,6,14.04,1,14.04,NaN,14.04,14.04,14.04,NaN,0.0,NaN,NaN,14.04,0.0,NaN,NaN
69078,6,299.52,1,299.52,NaN,299.52,299.52,299.52,NaN,0.0,NaN,NaN,299.52,0.0,NaN,NaN
69192,1,155.8,1,155.8,NaN,155.8,155.8,155.8,NaN,0.0,NaN,NaN,155.8,0.0,NaN,NaN
69218,7,17.85,1,17.85,NaN,17.85,17.85,17.85,NaN,0.0,NaN,NaN,17.85,0.0,NaN,NaN
69250,2,811.01,1,811.01,NaN,811.01,811.01,811.01,NaN,0.0,NaN,NaN,811.01,0.0,NaN,NaN
69420,1,368.5,1,368.5,NaN,368.5,368.5,368.5,NaN,0.0,NaN,NaN,368.5,0.0,NaN,NaN
70028,3,464.94,1,464.94,NaN,464.94,464.94,464.94,NaN,0.0,NaN,NaN,464.94,0.0,NaN,NaN
70670,6,454.58,1,454.58,NaN,454.58,454.58,454.58,NaN,0.0,NaN,NaN,454.58,0.0,NaN,NaN
70770,2,243.1,1,243.1,NaN,243.1,243.1,243.1,NaN,0.0,NaN,NaN,243.1,0.0,NaN,NaN
70960,4,292.52,1,292.52,NaN,292.52,292.52,292.52,NaN,0.0,NaN,NaN,292.52,0.0,NaN,NaN
71017,3,291.24,1,291.24,NaN,291.24,291.24,291.24,NaN,0.0,NaN,NaN,291.24,0.0,NaN,NaN
71088,2,224.64,1,224.64,NaN,224.64,224.64,224.64,NaN,0.0,NaN,NaN,224.64,0.0,NaN,NaN
71549,6,177.6,1,177.6,NaN,177.6,177.6,177.6,NaN,0.0,NaN,NaN,177.6,0.0,NaN,NaN
71689,7,477.93,1,477.93,NaN,477.93,477.93,477.93,NaN,0.0,NaN,NaN,477.93,0.0,NaN,NaN
72012,4,34.65,1,34.65,NaN,34.65,34.65,34.65,NaN,0.0,NaN,NaN,34.65,0.0,NaN,NaN
72742,4,361.43,1,361.43,NaN,361.43,361.43,361.43,NaN,0.0,NaN,NaN,361.43,0.0,NaN,NaN
73136,4,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
73347,4,458.2,1,458.2,NaN,458.2,458.2,458.2,NaN,0.0,NaN,NaN,458.2,0.0,NaN,NaN
73415,1,259.17,1,259.17,NaN,259.17,259.17,259.17,NaN,0.0,NaN,NaN,259.17,0.0,NaN,NaN
73459,3,1824.79,1,1824.79,NaN,1824.79,1824.79,1824.79,NaN,0.0,NaN,NaN,1824.79,0.0,NaN,NaN
73478,7,118.9,1,118.9,NaN,118.9,118.9,118.9,NaN,0.0,NaN,NaN,118.9,0.0,NaN,NaN
73533,4,108.06,1,108.06,NaN,108.06,108.06,108.06,NaN,0.0,NaN,NaN,108.06,0.0,NaN,NaN
73568,3,329.34,1,329.34,NaN,329.34,329.34,329.34,NaN,0.0,NaN,NaN,329.34,0.0,NaN,NaN
73575,4,172.69,1,172.69,NaN,172.69,172.69,172.69,NaN,0.0,NaN,NaN,172.69,0.0,NaN,NaN
73617,2,339.02,1,339.02,NaN,339.02,339.02,339.02,NaN,0.0,NaN,NaN,339.02,0.0,NaN,NaN
73856,7,1001.4,1,1001.4,NaN,1001.4,1001.4,1001.4,NaN,0.0,NaN,NaN,1001.4,0.0,NaN,NaN
73919,7,20.16,1,20.16,NaN,20.16,20.16,20.16,NaN,0.0,NaN,NaN,20.16,0.0,NaN,NaN
74743,6,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
74996,5,320.4,1,320.4,NaN,320.4,320.4,320.4,NaN,0.0,NaN,NaN,320.4,0.0,NaN,NaN
75661,7,168.55,1,168.55,NaN,168.55,168.55,168.55,NaN,0.0,NaN,NaN,168.55,0.0,NaN,NaN
76021,5,3528.34,1,3528.34,NaN,3528.34,3528.34,3528.34,NaN,0.0,NaN,NaN,3528.34,0.0,NaN,NaN
76085,1,303.43,1,303.43,NaN,303.43,303.43,303.43,NaN,0.0,NaN,NaN,303.43,0.0,NaN,NaN
76154,7,964.22,1,964.22,NaN,964.22,964.22,964.22,NaN,0.0,NaN,NaN,964.22,0.0,NaN,NaN
76386,1,308.74,1,308.74,NaN,308.74,308.74,308.74,NaN,0.0,NaN,NaN,308.74,0.0,NaN,NaN
76396,4,532.74,1,532.74,NaN,532.74,532.74,532.74,NaN,0.0,NaN,NaN,532.74,0.0,NaN,NaN
76405,4,111.09,1,111.09,NaN,111.09,111.09,111.09,NaN,0.0,NaN,NaN,111.09,0.0,NaN,NaN
76471,7,304.72,1,304.72,NaN,304.72,304.72,304.72,NaN,0.0,NaN,NaN,304.72,0.0,NaN,NaN
76678,2,526.3,1,526.3,NaN,526.3,526.3,526.3,NaN,0.0,NaN,NaN,526.3,0.0,NaN,NaN
76834,1,391.86,1,391.86,NaN,391.86,391.86,391.86,NaN,0.0,NaN,NaN,391.86,0.0,NaN,NaN
77078,7,189.4,1,189.4,NaN,189.4,189.4,189.4,NaN,0.0,NaN,NaN,189.4,0.0,NaN,NaN
77422,5,709.79,1,709.79,NaN,709.79,709.79,709.79,NaN,0.0,NaN,NaN,709.79,0.0,NaN,NaN
77505,6,142.44,1,142.44,NaN,142.44,142.44,142.44,NaN,0.0,NaN,NaN,142.44,0.0,NaN,NaN
77554,7,417.36,1,417.36,NaN,417.36,417.36,417.36,NaN,0.0,NaN,NaN,417.36,0.0,NaN,NaN
77566,2,675.53,1,675.53,NaN,675.53,675.53,675.53,NaN,0.0,NaN,NaN,675.53,0.0,NaN,NaN
77783,6,55.2,1,55.2,NaN,55.2,55.2,55.2,NaN,0.0,NaN,NaN,55.2,0.0,NaN,NaN
77812,4,243.94,1,243.94,NaN,243.94,243.94,243.94,NaN,0.0,NaN,NaN,243.94,0.0,NaN,NaN
77843,5,273.95,1,273.95,NaN,273.95,273.95,273.95,NaN,0.0,NaN,NaN,273.95,0.0,NaN,NaN
77967,6,325.91,1,325.91,NaN,325.91,325.91,325.91,NaN,0.0,NaN,NaN,325.91,0.0,NaN,NaN
78041,7,357.21,1,357.21,NaN,357.21,357.21,357.21,NaN,0.0,NaN,NaN,357.21,0.0,NaN,NaN
78126,6,263.54,1,263.54,NaN,263.54,263.54,263.54,NaN,0.0,NaN,NaN,263.54,0.0,NaN,NaN
78144,3,114.39,1,114.39,NaN,114.39,114.39,114.39,NaN,0.0,NaN,NaN,114.39,0.0,NaN,NaN
78147,6,19.92,1,19.92,NaN,19.92,19.92,19.92,NaN,0.0,NaN,NaN,19.92,0.0,NaN,NaN
78756,1,550.55,1,550.55,NaN,550.55,550.55,550.55,NaN,0.0,NaN,NaN,550.55,0.0,NaN,NaN
78770,5,531.14,1,531.14,NaN,531.14,531.14,531.14,NaN,0.0,NaN,NaN,531.14,0.0,NaN,NaN
78829,1,215.09,1,215.09,NaN,215.09,215.09,215.09,NaN,0.0,NaN,NaN,215.09,0.0,NaN,NaN
78851,1,187.48,1,187.48,NaN,187.48,187.48,187.48,NaN,0.0,NaN,NaN,187.48,0.0,NaN,NaN
78884,6,151.04,1,151.04,NaN,151.04,151.04,151.04,NaN,0.0,NaN,NaN,151.04,0.0,NaN,NaN
79365,4,266.92,1,266.92,NaN,266.92,266.92,266.92,NaN,0.0,NaN,NaN,266.92,0.0,NaN,NaN
79557,1,175.53,1,175.53,NaN,175.53,175.53,175.53,NaN,0.0,NaN,NaN,175.53,0.0,NaN,NaN
79964,5,313.13,1,313.13,NaN,313.13,313.13,313.13,NaN,0.0,NaN,NaN,313.13,0.0,NaN,NaN
80096,6,383.48,1,383.48,NaN,383.48,383.48,383.48,NaN,0.0,NaN,NaN,383.48,0.0,NaN,NaN
80707,7,282.25,1,282.25,NaN,282.25,282.25,282.25,NaN,0.0,NaN,NaN,282.25,0.0,NaN,NaN
80833,7,1040.39,1,1040.39,NaN,1040.39,1040.39,1040.39,NaN,0.0,NaN,NaN,1040.39,0.0,NaN,NaN
80862,4,278.4,1,278.4,NaN,278.4,278.4,278.4,NaN,0.0,NaN,NaN,278.4,0.0,NaN,NaN
80917,3,446.94,1,446.94,NaN,446.94,446.94,446.94,NaN,0.0,NaN,NaN,446.94,0.0,NaN,NaN
81005,3,316.43,1,316.43,NaN,316.43,316.43,316.43,NaN,0.0,NaN,NaN,316.43,0.0,NaN,NaN
81196,4,180.34,1,180.34,NaN,180.34,180.34,180.34,NaN,0.0,NaN,NaN,180.34,0.0,NaN,NaN
81473,2,416.17,1,416.17,NaN,416.17,416.17,416.17,NaN,0.0,NaN,NaN,416.17,0.0,NaN,NaN
81486,7,164.23,1,164.23,NaN,164.23,164.23,164.23,NaN,0.0,NaN,NaN,164.23,0.0,NaN,NaN
81506,2,808.91,1,808.91,NaN,808.91,808.91,808.91,NaN,0.0,NaN,NaN,808.91,0.0,NaN,NaN
81537,5,83.96,1,83.96,NaN,83.96,83.96,83.96,NaN,0.0,NaN,NaN,83.96,0.0,NaN,NaN
81627,7,83.4,1,83.4,NaN,83.4,83.4,83.4,NaN,0.0,NaN,NaN,83.4,0.0,NaN,NaN
81912,3,271.2,1,271.2,NaN,271.2,271.2,271.2,NaN,0.0,NaN,NaN,271.2,0.0,NaN,NaN
82030,7,37.8,1,37.8,NaN,37.8,37.8,37.8,NaN,0.0,NaN,NaN,37.8,0.0,NaN,NaN
82187,6,209.5,1,209.5,NaN,209.5,209.5,209.5,NaN,0.0,NaN,NaN,209.5,0.0,NaN,NaN
82308,1,163.02,1,163.02,NaN,163.02,163.02,163.02,NaN,0.0,NaN,NaN,163.02,0.0,NaN,NaN
82454,4,1144.75,1,1144.75,NaN,1144.75,1144.75,1144.75,NaN,0.0,NaN,NaN,1144.75,0.0,NaN,NaN
82534,5,229.8,1,229.8,NaN,229.8,229.8,229.8,NaN,0.0,NaN,NaN,229.8,0.0,NaN,NaN
82695,1,1239.38,1,1239.38,NaN,1239.38,1239.38,1239.38,NaN,0.0,NaN,NaN,1239.38,0.0,NaN,NaN
83023,6,339.02,1,339.02,NaN,339.02,339.02,339.02,NaN,0.0,NaN,NaN,339.02,0.0,NaN,NaN
83451,1,60.4,1,60.4,NaN,60.4,60.4,60.4,NaN,0.0,NaN,NaN,60.4,0.0,NaN,NaN
84358,3,13.39,1,13.39,NaN,13.39,13.39,13.39,NaN,0.0,NaN,NaN,13.39,0.0,NaN,NaN
84395,1,4.25,1,4.25,NaN,4.25,4.25,4.25,NaN,0.0,NaN,NaN,4.25,0.0,NaN,NaN
84409,3,75.6,1,75.6,NaN,75.6,75.6,75.6,NaN,0.0,NaN,NaN,75.6,0.0,NaN,NaN
84465,3,88.15,1,88.15,NaN,88.15,88.15,88.15,NaN,0.0,NaN,NaN,88.15,0.0,NaN,NaN
84696,5,2.95,1,2.95,NaN,2.95,2.95,2.95,NaN,0.0,NaN,NaN,2.95,0.0,NaN,NaN
84738,4,29.7,1,29.7,NaN,29.7,29.7,29.7,NaN,0.0,NaN,NaN,29.7,0.0,NaN,NaN
84883,7,232.67,1,232.67,NaN,232.67,232.67,232.67,NaN,0.0,NaN,NaN,232.67,0.0,NaN,NaN
85002,6,43.3,1,43.3,NaN,43.3,43.3,43.3,NaN,0.0,NaN,NaN,43.3,0.0,NaN,NaN
85021,5,5.95,1,5.95,NaN,5.95,5.95,5.95,NaN,0.0,NaN,NaN,5.95,0.0,NaN,NaN
85155,4,19.9,1,19.9,NaN,19.9,19.9,19.9,NaN,0.0,NaN,NaN,19.9,0.0,NaN,NaN
85183,7,12.75,1,12.75,NaN,12.75,12.75,12.75,NaN,0.0,NaN,NaN,12.75,0.0,NaN,NaN
85297,4,390.0,1,390.0,NaN,390.0,390.0,390.0,NaN,0.0,NaN,NaN,390.0,0.0,NaN,NaN
85494,6,45.2,1,45.2,NaN,45.2,45.2,45.2,NaN,0.0,NaN,NaN,45.2,0.0,NaN,NaN
85877,4,12.6,1,12.6,NaN,12.6,12.6,12.6,NaN,0.0,NaN,NaN,12.6,0.0,NaN,NaN
85987,6,705.6,1,705.6,NaN,705.6,705.6,705.6,NaN,0.0,NaN,NaN,705.6,0.0,NaN,NaN
86135,4,98.55,1,98.55,NaN,98.55,98.55,98.55,NaN,0.0,NaN,NaN,98.55,0.0,NaN,NaN
86179,3,45.9,1,45.9,NaN,45.9,45.9,45.9,NaN,0.0,NaN,NaN,45.9,0.0,NaN,NaN
86593,2,14.7,1,14.7,NaN,14.7,14.7,14.7,NaN,0.0,NaN,NaN,14.7,0.0,NaN,NaN
86862,4,179.54,1,179.54,NaN,179.54,179.54,179.54,NaN,0.0,NaN,NaN,179.54,0.0,NaN,NaN
86885,7,557.72,1,557.72,NaN,557.72,557.72,557.72,NaN,0.0,NaN,NaN,557.72,0.0,NaN,NaN
86940,1,15.9,1,15.9,NaN,15.9,15.9,15.9,NaN,0.0,NaN,NaN,15.9,0.0,NaN,NaN
86995,6,9.6,1,9.6,NaN,9.6,9.6,9.6,NaN,0.0,NaN,NaN,9.6,0.0,NaN,NaN
87035,4,17.85,1,17.85,NaN,17.85,17.85,17.85,NaN,0.0,NaN,NaN,17.85,0.0,NaN,NaN
87045,6,35.4,1,35.4,NaN,35.4,35.4,35.4,NaN,0.0,NaN,NaN,35.4,0.0,NaN,NaN
87107,4,8.7,1,8.7,NaN,8.7,8.7,8.7,NaN,0.0,NaN,NaN,8.7,0.0,NaN,NaN
87349,2,32.0,1,32.0,NaN,32.0,32.0,32.0,NaN,0.0,NaN,NaN,32.0,0.0,NaN,NaN
87353,3,8.5,1,8.5,NaN,8.5,8.5,8.5,NaN,0.0,NaN,NaN,8.5,0.0,NaN,NaN
87686,1,25.05,1,25.05,NaN,25.05,25.05,25.05,NaN,0.0,NaN,NaN,25.05,0.0,NaN,NaN
88212,3,10.2,1,10.2,NaN,10.2,10.2,10.2,NaN,0.0,NaN,NaN,10.2,0.0,NaN,NaN
88237,6,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
88251,1,184.08,1,184.08,NaN,184.08,184.08,184.08,NaN,0.0,NaN,NaN,184.08,0.0,NaN,NaN
88625,2,8.1,1,8.1,NaN,8.1,8.1,8.1,NaN,0.0,NaN,NaN,8.1,0.0,NaN,NaN
88628,1,39.89,1,39.89,NaN,39.89,39.89,39.89,NaN,0.0,NaN,NaN,39.89,0.0,NaN,NaN
