txn_id,nextReviewTime_weekday,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
65770,2,460.75,1,460.75,NaN,460.75,460.75,460.75,NaN,0.0,NaN,NaN,460.75,0.0,NaN,NaN
66387,3,294.3,1,294.3,NaN,294.3,294.3,294.3,NaN,0.0,NaN,NaN,294.3,0.0,NaN,NaN
66678,6,704.01,1,704.01,NaN,704.01,704.01,704.01,NaN,0.0,NaN,NaN,704.01,0.0,NaN,NaN
66888,3,438.0,1,438.0,NaN,438.0,438.0,438.0,NaN,0.0,NaN,NaN,438.0,0.0,NaN,NaN
67229,1,660.01,1,660.01,NaN,660.01,660.01,660.01,NaN,0.0,NaN,NaN,660.01,0.0,NaN,NaN
67324,5,521.49,1,521.49,NaN,521.49,521.49,521.49,NaN,0.0,NaN,NaN,521.49,0.0,NaN,NaN
67512,4,783.9,1,783.9,NaN,783.9,783.9,783.9,NaN,0.0,NaN,NaN,783.9,0.0,NaN,NaN
67698,7,653.9,1,653.9,NaN,653.9,653.9,653.9,NaN,0.0,NaN,NaN,653.9,0.0,NaN,NaN
67832,1,59.7,1,59.7,NaN,59.7,59.7,59.7,NaN,0.0,NaN,NaN,59.7,0.0,NaN,NaN
67996,7,175.05,1,175.05,NaN,175.05,175.05,175.05,NaN,0.0,NaN,NaN,175.05,0.0,NaN,NaN
68118,4,11.22,1,11.22,NaN,11.22,11.22,11.22,NaN,0.0,NaN,NaN,11.22,0.0,NaN,NaN
68135,4,501.14,1,501.14,NaN,501.14,501.14,501.14,NaN,0.0,NaN,NaN,501.14,0.0,NaN,NaN
68648,5,185.56,1,185.56,NaN,185.56,185.56,185.56,NaN,0.0,NaN,NaN,185.56,0.0,NaN,NaN
68758,5,304.56,1,304.56,NaN,304.56,304.56,304.56,NaN,0.0,NaN,NaN,304.56,0.0,NaN,NaN
68855,2,4008.62,1,4008.62,NaN,4008.62,4008.62,4008.62,NaN,0.0,NaN,NaN,4008.62,0.0,NaN,NaN
69194,2,390.0,1,390.0,NaN,390.0,390.0,390.0,NaN,0.0,NaN,NaN,390.0,0.0,NaN,NaN
69336,4,24.88,1,24.88,NaN,24.88,24.88,24.88,NaN,0.0,NaN,NaN,24.88,0.0,NaN,NaN
69341,6,159.92,1,159.92,NaN,159.92,159.92,159.92,NaN,0.0,NaN,NaN,159.92,0.0,NaN,NaN
69520,6,350.58,1,350.58,NaN,350.58,350.58,350.58,NaN,0.0,NaN,NaN,350.58,0.0,NaN,NaN
70064,5,21880.44,1,21880.44,NaN,21880.44,21880.44,21880.44,NaN,0.0,NaN,NaN,21880.44,0.0,NaN,NaN
70257,1,166.57,1,166.57,NaN,166.57,166.57,166.57,NaN,0.0,NaN,NaN,166.57,0.0,NaN,NaN
70391,1,307.66,1,307.66,NaN,307.66,307.66,307.66,NaN,0.0,NaN,NaN,307.66,0.0,NaN,NaN
70770,2,243.1,1,243.1,NaN,243.1,243.1,243.1,NaN,0.0,NaN,NaN,243.1,0.0,NaN,NaN
71097,2,102.48,1,102.48,NaN,102.48,102.48,102.48,NaN,0.0,NaN,NaN,102.48,0.0,NaN,NaN
71979,6,165.0,1,165.0,NaN,165.0,165.0,165.0,NaN,0.0,NaN,NaN,165.0,0.0,NaN,NaN
72780,1,12.29,1,12.29,NaN,12.29,12.29,12.29,NaN,0.0,NaN,NaN,12.29,0.0,NaN,NaN
73003,2,272.24,1,272.24,NaN,272.24,272.24,272.24,NaN,0.0,NaN,NaN,272.24,0.0,NaN,NaN
73188,5,317.76,1,317.76,NaN,317.76,317.76,317.76,NaN,0.0,NaN,NaN,317.76,0.0,NaN,NaN
73995,5,530.77,1,530.77,NaN,530.77,530.77,530.77,NaN,0.0,NaN,NaN,530.77,0.0,NaN,NaN
74276,1,234.73,1,234.73,NaN,234.73,234.73,234.73,NaN,0.0,NaN,NaN,234.73,0.0,NaN,NaN
74428,5,565.49,1,565.49,NaN,565.49,565.49,565.49,NaN,0.0,NaN,NaN,565.49,0.0,NaN,NaN
74743,6,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
75007,2,33.0,1,33.0,NaN,33.0,33.0,33.0,NaN,0.0,NaN,NaN,33.0,0.0,NaN,NaN
75031,6,341.21,1,341.21,NaN,341.21,341.21,341.21,NaN,0.0,NaN,NaN,341.21,0.0,NaN,NaN
75258,3,1397.32,1,1397.32,NaN,1397.32,1397.32,1397.32,NaN,0.0,NaN,NaN,1397.32,0.0,NaN,NaN
75307,4,898.14,1,898.14,NaN,898.14,898.14,898.14,NaN,0.0,NaN,NaN,898.14,0.0,NaN,NaN
75585,5,163.15,1,163.15,NaN,163.15,163.15,163.15,NaN,0.0,NaN,NaN,163.15,0.0,NaN,NaN
75661,7,168.55,1,168.55,NaN,168.55,168.55,168.55,NaN,0.0,NaN,NaN,168.55,0.0,NaN,NaN
76021,5,3528.34,1,3528.34,NaN,3528.34,3528.34,3528.34,NaN,0.0,NaN,NaN,3528.34,0.0,NaN,NaN
76085,1,303.43,1,303.43,NaN,303.43,303.43,303.43,NaN,0.0,NaN,NaN,303.43,0.0,NaN,NaN
76092,5,2327.0,1,2327.0,NaN,2327.0,2327.0,2327.0,NaN,0.0,NaN,NaN,2327.0,0.0,NaN,NaN
76639,2,178.32,1,178.32,NaN,178.32,178.32,178.32,NaN,0.0,NaN,NaN,178.32,0.0,NaN,NaN
76648,4,251.8,1,251.8,NaN,251.8,251.8,251.8,NaN,0.0,NaN,NaN,251.8,0.0,NaN,NaN
76866,3,54.51,1,54.51,NaN,54.51,54.51,54.51,NaN,0.0,NaN,NaN,54.51,0.0,NaN,NaN
76997,7,504.67,1,504.67,NaN,504.67,504.67,504.67,NaN,0.0,NaN,NaN,504.67,0.0,NaN,NaN
77070,7,60.44,1,60.44,NaN,60.44,60.44,60.44,NaN,0.0,NaN,NaN,60.44,0.0,NaN,NaN
77643,2,244.8,1,244.8,NaN,244.8,244.8,244.8,NaN,0.0,NaN,NaN,244.8,0.0,NaN,NaN
77774,4,213.4,1,213.4,NaN,213.4,213.4,213.4,NaN,0.0,NaN,NaN,213.4,0.0,NaN,NaN
78041,7,357.21,1,357.21,NaN,357.21,357.21,357.21,NaN,0.0,NaN,NaN,357.21,0.0,NaN,NaN
78973,2,171.84,1,171.84,NaN,171.84,171.84,171.84,NaN,0.0,NaN,NaN,171.84,0.0,NaN,NaN
78984,5,246.21,1,246.21,NaN,246.21,246.21,246.21,NaN,0.0,NaN,NaN,246.21,0.0,NaN,NaN
79068,1,1833.69,1,1833.69,NaN,1833.69,1833.69,1833.69,NaN,0.0,NaN,NaN,1833.69,0.0,NaN,NaN
79384,5,185.04,1,185.04,NaN,185.04,185.04,185.04,NaN,0.0,NaN,NaN,185.04,0.0,NaN,NaN
79532,1,65.28,1,65.28,NaN,65.28,65.28,65.28,NaN,0.0,NaN,NaN,65.28,0.0,NaN,NaN
79786,3,342.95,1,342.95,NaN,342.95,342.95,342.95,NaN,0.0,NaN,NaN,342.95,0.0,NaN,NaN
80314,4,148.07,1,148.07,NaN,148.07,148.07,148.07,NaN,0.0,NaN,NaN,148.07,0.0,NaN,NaN
80565,3,442.14,1,442.14,NaN,442.14,442.14,442.14,NaN,0.0,NaN,NaN,442.14,0.0,NaN,NaN
80607,7,331.55,1,331.55,NaN,331.55,331.55,331.55,NaN,0.0,NaN,NaN,331.55,0.0,NaN,NaN
80833,7,1040.39,1,1040.39,NaN,1040.39,1040.39,1040.39,NaN,0.0,NaN,NaN,1040.39,0.0,NaN,NaN
80920,5,355.98,1,355.98,NaN,355.98,355.98,355.98,NaN,0.0,NaN,NaN,355.98,0.0,NaN,NaN
81110,6,307.56,1,307.56,NaN,307.56,307.56,307.56,NaN,0.0,NaN,NaN,307.56,0.0,NaN,NaN
81196,4,180.34,1,180.34,NaN,180.34,180.34,180.34,NaN,0.0,NaN,NaN,180.34,0.0,NaN,NaN
81263,2,359.04,1,359.04,NaN,359.04,359.04,359.04,NaN,0.0,NaN,NaN,359.04,0.0,NaN,NaN
81365,5,1136.96,1,1136.96,NaN,1136.96,1136.96,1136.96,NaN,0.0,NaN,NaN,1136.96,0.0,NaN,NaN
81457,7,647.94,1,647.94,NaN,647.94,647.94,647.94,NaN,0.0,NaN,NaN,647.94,0.0,NaN,NaN
81473,2,416.17,1,416.17,NaN,416.17,416.17,416.17,NaN,0.0,NaN,NaN,416.17,0.0,NaN,NaN
81884,7,1463.64,1,1463.64,NaN,1463.64,1463.64,1463.64,NaN,0.0,NaN,NaN,1463.64,0.0,NaN,NaN
81912,3,271.2,1,271.2,NaN,271.2,271.2,271.2,NaN,0.0,NaN,NaN,271.2,0.0,NaN,NaN
82030,7,37.8,1,37.8,NaN,37.8,37.8,37.8,NaN,0.0,NaN,NaN,37.8,0.0,NaN,NaN
82532,2,304.9,1,304.9,NaN,304.9,304.9,304.9,NaN,0.0,NaN,NaN,304.9,0.0,NaN,NaN
82772,5,320.04,1,320.04,NaN,320.04,320.04,320.04,NaN,0.0,NaN,NaN,320.04,0.0,NaN,NaN
82780,6,249.6,1,249.6,NaN,249.6,249.6,249.6,NaN,0.0,NaN,NaN,249.6,0.0,NaN,NaN
83453,2,202.62,1,202.62,NaN,202.62,202.62,202.62,NaN,0.0,NaN,NaN,202.62,0.0,NaN,NaN
83535,7,5.48,1,5.48,NaN,5.48,5.48,5.48,NaN,0.0,NaN,NaN,5.48,0.0,NaN,NaN
83822,5,694.77,1,694.77,NaN,694.77,694.77,694.77,NaN,0.0,NaN,NaN,694.77,0.0,NaN,NaN
84251,7,485.0,1,485.0,NaN,485.0,485.0,485.0,NaN,0.0,NaN,NaN,485.0,0.0,NaN,NaN
84474,1,14.25,1,14.25,NaN,14.25,14.25,14.25,NaN,0.0,NaN,NaN,14.25,0.0,NaN,NaN
85088,7,11.25,1,11.25,NaN,11.25,11.25,11.25,NaN,0.0,NaN,NaN,11.25,0.0,NaN,NaN
85297,4,390.0,1,390.0,NaN,390.0,390.0,390.0,NaN,0.0,NaN,NaN,390.0,0.0,NaN,NaN
85360,6,69.5,1,69.5,NaN,69.5,69.5,69.5,NaN,0.0,NaN,NaN,69.5,0.0,NaN,NaN
85380,2,14.4,1,14.4,NaN,14.4,14.4,14.4,NaN,0.0,NaN,NaN,14.4,0.0,NaN,NaN
85761,5,19.5,1,19.5,NaN,19.5,19.5,19.5,NaN,0.0,NaN,NaN,19.5,0.0,NaN,NaN
85766,7,4.25,1,4.25,NaN,4.25,4.25,4.25,NaN,0.0,NaN,NaN,4.25,0.0,NaN,NaN
86070,7,6.3,1,6.3,NaN,6.3,6.3,6.3,NaN,0.0,NaN,NaN,6.3,0.0,NaN,NaN
86135,4,98.55,1,98.55,NaN,98.55,98.55,98.55,NaN,0.0,NaN,NaN,98.55,0.0,NaN,NaN
86179,3,45.9,1,45.9,NaN,45.9,45.9,45.9,NaN,0.0,NaN,NaN,45.9,0.0,NaN,NaN
86604,4,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
86752,3,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
86875,2,929.9,1,929.9,NaN,929.9,929.9,929.9,NaN,0.0,NaN,NaN,929.9,0.0,NaN,NaN
86885,7,557.72,1,557.72,NaN,557.72,557.72,557.72,NaN,0.0,NaN,NaN,557.72,0.0,NaN,NaN
87362,4,29.81,1,29.81,NaN,29.81,29.81,29.81,NaN,0.0,NaN,NaN,29.81,0.0,NaN,NaN
87854,7,34.38,1,34.38,NaN,34.38,34.38,34.38,NaN,0.0,NaN,NaN,34.38,0.0,NaN,NaN
88048,7,125.0,1,125.0,NaN,125.0,125.0,125.0,NaN,0.0,NaN,NaN,125.0,0.0,NaN,NaN
88251,1,184.08,1,184.08,NaN,184.08,184.08,184.08,NaN,0.0,NaN,NaN,184.08,0.0,NaN,NaN
88438,2,396.96,1,396.96,NaN,396.96,396.96,396.96,NaN,0.0,NaN,NaN,396.96,0.0,NaN,NaN
88615,3,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
88625,2,8.1,1,8.1,NaN,8.1,8.1,8.1,NaN,0.0,NaN,NaN,8.1,0.0,NaN,NaN
88820,6,30.6,1,30.6,NaN,30.6,30.6,30.6,NaN,0.0,NaN,NaN,30.6,0.0,NaN,NaN
89008,2,6.6,1,6.6,NaN,6.6,6.6,6.6,NaN,0.0,NaN,NaN,6.6,0.0,NaN,NaN
89014,1,48.65,1,48.65,NaN,48.65,48.65,48.65,NaN,0.0,NaN,NaN,48.65,0.0,NaN,NaN
89225,6,36.1,1,36.1,NaN,36.1,36.1,36.1,NaN,0.0,NaN,NaN,36.1,0.0,NaN,NaN
89449,2,45.74,1,45.74,NaN,45.74,45.74,45.74,NaN,0.0,NaN,NaN,45.74,0.0,NaN,NaN
89502,6,4.15,1,4.15,NaN,4.15,4.15,4.15,NaN,0.0,NaN,NaN,4.15,0.0,NaN,NaN
89565,7,35.81,1,35.81,NaN,35.81,35.81,35.81,NaN,0.0,NaN,NaN,35.81,0.0,NaN,NaN
89724,5,3.18,1,3.18,NaN,3.18,3.18,3.18,NaN,0.0,NaN,NaN,3.18,0.0,NaN,NaN
89738,1,78.16,1,78.16,NaN,78.16,78.16,78.16,NaN,0.0,NaN,NaN,78.16,0.0,NaN,NaN
89865,5,38.45,1,38.45,NaN,38.45,38.45,38.45,NaN,0.0,NaN,NaN,38.45,0.0,NaN,NaN
90203,3,39.9,1,39.9,NaN,39.9,39.9,39.9,NaN,0.0,NaN,NaN,39.9,0.0,NaN,NaN
90220,5,17.95,1,17.95,NaN,17.95,17.95,17.95,NaN,0.0,NaN,NaN,17.95,0.0,NaN,NaN
90530,7,6.4,1,6.4,NaN,6.4,6.4,6.4,NaN,0.0,NaN,NaN,6.4,0.0,NaN,NaN
90581,4,13.35,1,13.35,NaN,13.35,13.35,13.35,NaN,0.0,NaN,NaN,13.35,0.0,NaN,NaN
90716,1,987.14,1,987.14,NaN,987.14,987.14,987.14,NaN,0.0,NaN,NaN,987.14,0.0,NaN,NaN
50248,3,259.65,1,259.65,NaN,259.65,259.65,259.65,NaN,0.0,NaN,NaN,259.65,0.0,NaN,NaN
50583,2,135.0,1,135.0,NaN,135.0,135.0,135.0,NaN,0.0,NaN,NaN,135.0,0.0,NaN,NaN
50911,6,166.0,1,166.0,NaN,166.0,166.0,166.0,NaN,0.0,NaN,NaN,166.0,0.0,NaN,NaN
51297,4,464.61,1,464.61,NaN,464.61,464.61,464.61,NaN,0.0,NaN,NaN,464.61,0.0,NaN,NaN
51312,4,308.28,1,308.28,NaN,308.28,308.28,308.28,NaN,0.0,NaN,NaN,308.28,0.0,NaN,NaN
51365,4,316.82,1,316.82,NaN,316.82,316.82,316.82,NaN,0.0,NaN,NaN,316.82,0.0,NaN,NaN
51645,3,169.47,1,169.47,NaN,169.47,169.47,169.47,NaN,0.0,NaN,NaN,169.47,0.0,NaN,NaN
51707,4,218.1,1,218.1,NaN,218.1,218.1,218.1,NaN,0.0,NaN,NaN,218.1,0.0,NaN,NaN
51712,3,171.04,1,171.04,NaN,171.04,171.04,171.04,NaN,0.0,NaN,NaN,171.04,0.0,NaN,NaN
51831,4,706.25,1,706.25,NaN,706.25,706.25,706.25,NaN,0.0,NaN,NaN,706.25,0.0,NaN,NaN
52303,1,1484.25,1,1484.25,NaN,1484.25,1484.25,1484.25,NaN,0.0,NaN,NaN,1484.25,0.0,NaN,NaN
52472,7,144.5,1,144.5,NaN,144.5,144.5,144.5,NaN,0.0,NaN,NaN,144.5,0.0,NaN,NaN
52498,4,842.9,1,842.9,NaN,842.9,842.9,842.9,NaN,0.0,NaN,NaN,842.9,0.0,NaN,NaN
52570,3,610.8,1,610.8,NaN,610.8,610.8,610.8,NaN,0.0,NaN,NaN,610.8,0.0,NaN,NaN
52574,7,344.88,1,344.88,NaN,344.88,344.88,344.88,NaN,0.0,NaN,NaN,344.88,0.0,NaN,NaN
52605,3,307.3,1,307.3,NaN,307.3,307.3,307.3,NaN,0.0,NaN,NaN,307.3,0.0,NaN,NaN
