txn_id,txn_timestamp_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
61117,3,296.88,1,296.88,NaN,296.88,296.88,296.88,NaN,0.0,NaN,NaN,296.88,0.0,NaN,NaN
61254,4,522.6,1,522.6,NaN,522.6,522.6,522.6,NaN,0.0,NaN,NaN,522.6,0.0,NaN,NaN
61546,7,227.62,1,227.62,NaN,227.62,227.62,227.62,NaN,0.0,NaN,NaN,227.62,0.0,NaN,NaN
61780,9,72.0,1,72.0,NaN,72.0,72.0,72.0,NaN,0.0,NaN,NaN,72.0,0.0,NaN,NaN
62011,10,62.12,1,62.12,NaN,62.12,62.12,62.12,NaN,0.0,NaN,NaN,62.12,0.0,NaN,NaN
62273,14,345.42,1,345.42,NaN,345.42,345.42,345.42,NaN,0.0,NaN,NaN,345.42,0.0,NaN,NaN
62369,15,306.85,1,306.85,NaN,306.85,306.85,306.85,NaN,0.0,NaN,NaN,306.85,0.0,NaN,NaN
62610,16,178.35,1,178.35,NaN,178.35,178.35,178.35,NaN,0.0,NaN,NaN,178.35,0.0,NaN,NaN
62625,17,60.0,1,60.0,NaN,60.0,60.0,60.0,NaN,0.0,NaN,NaN,60.0,0.0,NaN,NaN
62676,17,24.96,1,24.96,NaN,24.96,24.96,24.96,NaN,0.0,NaN,NaN,24.96,0.0,NaN,NaN
62717,17,848.78,1,848.78,NaN,848.78,848.78,848.78,NaN,0.0,NaN,NaN,848.78,0.0,NaN,NaN
62884,18,770.5,1,770.5,NaN,770.5,770.5,770.5,NaN,0.0,NaN,NaN,770.5,0.0,NaN,NaN
63031,21,725.02,1,725.02,NaN,725.02,725.02,725.02,NaN,0.0,NaN,NaN,725.02,0.0,NaN,NaN
63073,21,486.7,1,486.7,NaN,486.7,486.7,486.7,NaN,0.0,NaN,NaN,486.7,0.0,NaN,NaN
63107,21,529.55,1,529.55,NaN,529.55,529.55,529.55,NaN,0.0,NaN,NaN,529.55,0.0,NaN,NaN
63441,24,210.8,1,210.8,NaN,210.8,210.8,210.8,NaN,0.0,NaN,NaN,210.8,0.0,NaN,NaN
63847,31,7.5,1,7.5,NaN,7.5,7.5,7.5,NaN,0.0,NaN,NaN,7.5,0.0,NaN,NaN
64001,3,387.05,1,387.05,NaN,387.05,387.05,387.05,NaN,0.0,NaN,NaN,387.05,0.0,NaN,NaN
64018,3,298.79,1,298.79,NaN,298.79,298.79,298.79,NaN,0.0,NaN,NaN,298.79,0.0,NaN,NaN
64744,10,304.31,1,304.31,NaN,304.31,304.31,304.31,NaN,0.0,NaN,NaN,304.31,0.0,NaN,NaN
64811,11,480.98,1,480.98,NaN,480.98,480.98,480.98,NaN,0.0,NaN,NaN,480.98,0.0,NaN,NaN
65104,14,141.3,1,141.3,NaN,141.3,141.3,141.3,NaN,0.0,NaN,NaN,141.3,0.0,NaN,NaN
65173,14,164.22,1,164.22,NaN,164.22,164.22,164.22,NaN,0.0,NaN,NaN,164.22,0.0,NaN,NaN
65435,18,679.62,1,679.62,NaN,679.62,679.62,679.62,NaN,0.0,NaN,NaN,679.62,0.0,NaN,NaN
66136,27,110.92,1,110.92,NaN,110.92,110.92,110.92,NaN,0.0,NaN,NaN,110.92,0.0,NaN,NaN
66140,27,258.12,1,258.12,NaN,258.12,258.12,258.12,NaN,0.0,NaN,NaN,258.12,0.0,NaN,NaN
66526,3,351.14,1,351.14,NaN,351.14,351.14,351.14,NaN,0.0,NaN,NaN,351.14,0.0,NaN,NaN
66635,4,647.92,1,647.92,NaN,647.92,647.92,647.92,NaN,0.0,NaN,NaN,647.92,0.0,NaN,NaN
66643,4,127.53,1,127.53,NaN,127.53,127.53,127.53,NaN,0.0,NaN,NaN,127.53,0.0,NaN,NaN
66791,5,1837.92,1,1837.92,NaN,1837.92,1837.92,1837.92,NaN,0.0,NaN,NaN,1837.92,0.0,NaN,NaN
66793,5,97.5,1,97.5,NaN,97.5,97.5,97.5,NaN,0.0,NaN,NaN,97.5,0.0,NaN,NaN
67054,9,351.7,1,351.7,NaN,351.7,351.7,351.7,NaN,0.0,NaN,NaN,351.7,0.0,NaN,NaN
67067,9,373.4,1,373.4,NaN,373.4,373.4,373.4,NaN,0.0,NaN,NaN,373.4,0.0,NaN,NaN
67544,15,91.73,1,91.73,NaN,91.73,91.73,91.73,NaN,0.0,NaN,NaN,91.73,0.0,NaN,NaN
67785,18,153.34,1,153.34,NaN,153.34,153.34,153.34,NaN,0.0,NaN,NaN,153.34,0.0,NaN,NaN
68086,22,452.42,1,452.42,NaN,452.42,452.42,452.42,NaN,0.0,NaN,NaN,452.42,0.0,NaN,NaN
68132,22,99.96,1,99.96,NaN,99.96,99.96,99.96,NaN,0.0,NaN,NaN,99.96,0.0,NaN,NaN
68155,22,148.96,1,148.96,NaN,148.96,148.96,148.96,NaN,0.0,NaN,NaN,148.96,0.0,NaN,NaN
68327,24,218.44,1,218.44,NaN,218.44,218.44,218.44,NaN,0.0,NaN,NaN,218.44,0.0,NaN,NaN
69284,5,262.45,1,262.45,NaN,262.45,262.45,262.45,NaN,0.0,NaN,NaN,262.45,0.0,NaN,NaN
69341,6,159.92,1,159.92,NaN,159.92,159.92,159.92,NaN,0.0,NaN,NaN,159.92,0.0,NaN,NaN
69528,8,282.97,1,282.97,NaN,282.97,282.97,282.97,NaN,0.0,NaN,NaN,282.97,0.0,NaN,NaN
69711,10,96.86,1,96.86,NaN,96.86,96.86,96.86,NaN,0.0,NaN,NaN,96.86,0.0,NaN,NaN
69807,13,256.08,1,256.08,NaN,256.08,256.08,256.08,NaN,0.0,NaN,NaN,256.08,0.0,NaN,NaN
69837,13,1161.07,1,1161.07,NaN,1161.07,1161.07,1161.07,NaN,0.0,NaN,NaN,1161.07,0.0,NaN,NaN
69926,14,369.33,1,369.33,NaN,369.33,369.33,369.33,NaN,0.0,NaN,NaN,369.33,0.0,NaN,NaN
69957,14,429.12,1,429.12,NaN,429.12,429.12,429.12,NaN,0.0,NaN,NaN,429.12,0.0,NaN,NaN
71187,30,387.49,1,387.49,NaN,387.49,387.49,387.49,NaN,0.0,NaN,NaN,387.49,0.0,NaN,NaN
71246,30,149.35,1,149.35,NaN,149.35,149.35,149.35,NaN,0.0,NaN,NaN,149.35,0.0,NaN,NaN
72005,8,111.78,1,111.78,NaN,111.78,111.78,111.78,NaN,0.0,NaN,NaN,111.78,0.0,NaN,NaN
72421,13,543.24,1,543.24,NaN,543.24,543.24,543.24,NaN,0.0,NaN,NaN,543.24,0.0,NaN,NaN
72827,18,1062.1,1,1062.1,NaN,1062.1,1062.1,1062.1,NaN,0.0,NaN,NaN,1062.1,0.0,NaN,NaN
73002,19,384.14,1,384.14,NaN,384.14,384.14,384.14,NaN,0.0,NaN,NaN,384.14,0.0,NaN,NaN
73026,19,238.22,1,238.22,NaN,238.22,238.22,238.22,NaN,0.0,NaN,NaN,238.22,0.0,NaN,NaN
73487,22,363.65,1,363.65,NaN,363.65,363.65,363.65,NaN,0.0,NaN,NaN,363.65,0.0,NaN,NaN
73522,24,202.64,1,202.64,NaN,202.64,202.64,202.64,NaN,0.0,NaN,NaN,202.64,0.0,NaN,NaN
73711,25,487.74,1,487.74,NaN,487.74,487.74,487.74,NaN,0.0,NaN,NaN,487.74,0.0,NaN,NaN
73789,26,248.17,1,248.17,NaN,248.17,248.17,248.17,NaN,0.0,NaN,NaN,248.17,0.0,NaN,NaN
73812,26,369.54,1,369.54,NaN,369.54,369.54,369.54,NaN,0.0,NaN,NaN,369.54,0.0,NaN,NaN
74275,29,38.08,1,38.08,NaN,38.08,38.08,38.08,NaN,0.0,NaN,NaN,38.08,0.0,NaN,NaN
74334,29,441.93,1,441.93,NaN,441.93,441.93,441.93,NaN,0.0,NaN,NaN,441.93,0.0,NaN,NaN
74511,1,1094.71,1,1094.71,NaN,1094.71,1094.71,1094.71,NaN,0.0,NaN,NaN,1094.71,0.0,NaN,NaN
74536,1,170.2,1,170.2,NaN,170.2,170.2,170.2,NaN,0.0,NaN,NaN,170.2,0.0,NaN,NaN
74785,3,91.85,1,91.85,NaN,91.85,91.85,91.85,NaN,0.0,NaN,NaN,91.85,0.0,NaN,NaN
74857,4,223.22,1,223.22,NaN,223.22,223.22,223.22,NaN,0.0,NaN,NaN,223.22,0.0,NaN,NaN
75015,4,326.81,1,326.81,NaN,326.81,326.81,326.81,NaN,0.0,NaN,NaN,326.81,0.0,NaN,NaN
75218,5,136.82,1,136.82,NaN,136.82,136.82,136.82,NaN,0.0,NaN,NaN,136.82,0.0,NaN,NaN
75350,8,181.38,1,181.38,NaN,181.38,181.38,181.38,NaN,0.0,NaN,NaN,181.38,0.0,NaN,NaN
75468,8,3380.86,1,3380.86,NaN,3380.86,3380.86,3380.86,NaN,0.0,NaN,NaN,3380.86,0.0,NaN,NaN
75485,9,650.6,1,650.6,NaN,650.6,650.6,650.6,NaN,0.0,NaN,NaN,650.6,0.0,NaN,NaN
75680,10,879.01,1,879.01,NaN,879.01,879.01,879.01,NaN,0.0,NaN,NaN,879.01,0.0,NaN,NaN
76053,14,360.41,1,360.41,NaN,360.41,360.41,360.41,NaN,0.0,NaN,NaN,360.41,0.0,NaN,NaN
76580,18,294.72,1,294.72,NaN,294.72,294.72,294.72,NaN,0.0,NaN,NaN,294.72,0.0,NaN,NaN
76688,18,200.83,1,200.83,NaN,200.83,200.83,200.83,NaN,0.0,NaN,NaN,200.83,0.0,NaN,NaN
76940,22,321.5,1,321.5,NaN,321.5,321.5,321.5,NaN,0.0,NaN,NaN,321.5,0.0,NaN,NaN
76947,22,402.75,1,402.75,NaN,402.75,402.75,402.75,NaN,0.0,NaN,NaN,402.75,0.0,NaN,NaN
77011,22,698.39,1,698.39,NaN,698.39,698.39,698.39,NaN,0.0,NaN,NaN,698.39,0.0,NaN,NaN
77049,23,305.06,1,305.06,NaN,305.06,305.06,305.06,NaN,0.0,NaN,NaN,305.06,0.0,NaN,NaN
77179,24,8.67,1,8.67,NaN,8.67,8.67,8.67,NaN,0.0,NaN,NaN,8.67,0.0,NaN,NaN
77210,24,226.83,1,226.83,NaN,226.83,226.83,226.83,NaN,0.0,NaN,NaN,226.83,0.0,NaN,NaN
78100,31,981.95,1,981.95,NaN,981.95,981.95,981.95,NaN,0.0,NaN,NaN,981.95,0.0,NaN,NaN
78365,1,684.12,1,684.12,NaN,684.12,684.12,684.12,NaN,0.0,NaN,NaN,684.12,0.0,NaN,NaN
78693,4,237.57,1,237.57,NaN,237.57,237.57,237.57,NaN,0.0,NaN,NaN,237.57,0.0,NaN,NaN
78770,5,531.14,1,531.14,NaN,531.14,531.14,531.14,NaN,0.0,NaN,NaN,531.14,0.0,NaN,NaN
79163,7,339.72,1,339.72,NaN,339.72,339.72,339.72,NaN,0.0,NaN,NaN,339.72,0.0,NaN,NaN
79472,8,266.76,1,266.76,NaN,266.76,266.76,266.76,NaN,0.0,NaN,NaN,266.76,0.0,NaN,NaN
79516,8,973.72,1,973.72,NaN,973.72,973.72,973.72,NaN,0.0,NaN,NaN,973.72,0.0,NaN,NaN
79622,9,904.6,1,904.6,NaN,904.6,904.6,904.6,NaN,0.0,NaN,NaN,904.6,0.0,NaN,NaN
79997,12,161.64,1,161.64,NaN,161.64,161.64,161.64,NaN,0.0,NaN,NaN,161.64,0.0,NaN,NaN
80059,12,91.66,1,91.66,NaN,91.66,91.66,91.66,NaN,0.0,NaN,NaN,91.66,0.0,NaN,NaN
80171,13,133.7,1,133.7,NaN,133.7,133.7,133.7,NaN,0.0,NaN,NaN,133.7,0.0,NaN,NaN
80249,13,215.84,1,215.84,NaN,215.84,215.84,215.84,NaN,0.0,NaN,NaN,215.84,0.0,NaN,NaN
80304,14,121.32,1,121.32,NaN,121.32,121.32,121.32,NaN,0.0,NaN,NaN,121.32,0.0,NaN,NaN
80473,14,495.78,1,495.78,NaN,495.78,495.78,495.78,NaN,0.0,NaN,NaN,495.78,0.0,NaN,NaN
80486,14,285.3,1,285.3,NaN,285.3,285.3,285.3,NaN,0.0,NaN,NaN,285.3,0.0,NaN,NaN
80660,15,612.39,1,612.39,NaN,612.39,612.39,612.39,NaN,0.0,NaN,NaN,612.39,0.0,NaN,NaN
80855,16,129.14,1,129.14,NaN,129.14,129.14,129.14,NaN,0.0,NaN,NaN,129.14,0.0,NaN,NaN
80915,16,297.65,1,297.65,NaN,297.65,297.65,297.65,NaN,0.0,NaN,NaN,297.65,0.0,NaN,NaN
80988,18,155.71,1,155.71,NaN,155.71,155.71,155.71,NaN,0.0,NaN,NaN,155.71,0.0,NaN,NaN
81002,18,333.36,1,333.36,NaN,333.36,333.36,333.36,NaN,0.0,NaN,NaN,333.36,0.0,NaN,NaN
81003,18,575.76,1,575.76,NaN,575.76,575.76,575.76,NaN,0.0,NaN,NaN,575.76,0.0,NaN,NaN
81152,19,95.4,1,95.4,NaN,95.4,95.4,95.4,NaN,0.0,NaN,NaN,95.4,0.0,NaN,NaN
81327,20,256.45,1,256.45,NaN,256.45,256.45,256.45,NaN,0.0,NaN,NaN,256.45,0.0,NaN,NaN
82579,27,528.48,1,528.48,NaN,528.48,528.48,528.48,NaN,0.0,NaN,NaN,528.48,0.0,NaN,NaN
82591,27,108.74,1,108.74,NaN,108.74,108.74,108.74,NaN,0.0,NaN,NaN,108.74,0.0,NaN,NaN
82608,27,179.7,1,179.7,NaN,179.7,179.7,179.7,NaN,0.0,NaN,NaN,179.7,0.0,NaN,NaN
83140,2,311.58,1,311.58,NaN,311.58,311.58,311.58,NaN,0.0,NaN,NaN,311.58,0.0,NaN,NaN
83373,4,113.32,1,113.32,NaN,113.32,113.32,113.32,NaN,0.0,NaN,NaN,113.32,0.0,NaN,NaN
83949,7,438.5,1,438.5,NaN,438.5,438.5,438.5,NaN,0.0,NaN,NaN,438.5,0.0,NaN,NaN
84377,6,34.0,1,34.0,NaN,34.0,34.0,34.0,NaN,0.0,NaN,NaN,34.0,0.0,NaN,NaN
84565,14,7.24,1,7.24,NaN,7.24,7.24,7.24,NaN,0.0,NaN,NaN,7.24,0.0,NaN,NaN
84696,16,2.95,1,2.95,NaN,2.95,2.95,2.95,NaN,0.0,NaN,NaN,2.95,0.0,NaN,NaN
84773,20,1.95,1,1.95,NaN,1.95,1.95,1.95,NaN,0.0,NaN,NaN,1.95,0.0,NaN,NaN
84883,5,232.67,1,232.67,NaN,232.67,232.67,232.67,NaN,0.0,NaN,NaN,232.67,0.0,NaN,NaN
84997,11,62.99,1,62.99,NaN,62.99,62.99,62.99,NaN,0.0,NaN,NaN,62.99,0.0,NaN,NaN
85147,21,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
85408,11,581.4,1,581.4,NaN,581.4,581.4,581.4,NaN,0.0,NaN,NaN,581.4,0.0,NaN,NaN
85411,11,35.8,1,35.8,NaN,35.8,35.8,35.8,NaN,0.0,NaN,NaN,35.8,0.0,NaN,NaN
85553,15,4.25,1,4.25,NaN,4.25,4.25,4.25,NaN,0.0,NaN,NaN,4.25,0.0,NaN,NaN
85729,31,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
85834,5,2.95,1,2.95,NaN,2.95,2.95,2.95,NaN,0.0,NaN,NaN,2.95,0.0,NaN,NaN
85977,13,91.8,1,91.8,NaN,91.8,91.8,91.8,NaN,0.0,NaN,NaN,91.8,0.0,NaN,NaN
86062,19,6.95,1,6.95,NaN,6.95,6.95,6.95,NaN,0.0,NaN,NaN,6.95,0.0,NaN,NaN
86457,12,7.5,1,7.5,NaN,7.5,7.5,7.5,NaN,0.0,NaN,NaN,7.5,0.0,NaN,NaN
86631,25,7.95,1,7.95,NaN,7.95,7.95,7.95,NaN,0.0,NaN,NaN,7.95,0.0,NaN,NaN
86752,3,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
87005,17,174.35,1,174.35,NaN,174.35,174.35,174.35,NaN,0.0,NaN,NaN,174.35,0.0,NaN,NaN
87105,22,44.0,1,44.0,NaN,44.0,44.0,44.0,NaN,0.0,NaN,NaN,44.0,0.0,NaN,NaN
87453,11,21.95,1,21.95,NaN,21.95,21.95,21.95,NaN,0.0,NaN,NaN,21.95,0.0,NaN,NaN
87506,13,129.9,1,129.9,NaN,129.9,129.9,129.9,NaN,0.0,NaN,NaN,129.9,0.0,NaN,NaN
87550,14,2.15,1,2.15,NaN,2.15,2.15,2.15,NaN,0.0,NaN,NaN,2.15,0.0,NaN,NaN
87931,8,16.95,1,16.95,NaN,16.95,16.95,16.95,NaN,0.0,NaN,NaN,16.95,0.0,NaN,NaN
87953,9,7.5,1,7.5,NaN,7.5,7.5,7.5,NaN,0.0,NaN,NaN,7.5,0.0,NaN,NaN
88450,8,7.5,1,7.5,NaN,7.5,7.5,7.5,NaN,0.0,NaN,NaN,7.5,0.0,NaN,NaN
88829,4,14.85,1,14.85,NaN,14.85,14.85,14.85,NaN,0.0,NaN,NaN,14.85,0.0,NaN,NaN
88913,8,15.96,1,15.96,NaN,15.96,15.96,15.96,NaN,0.0,NaN,NaN,15.96,0.0,NaN,NaN
88941,11,24.05,1,24.05,NaN,24.05,24.05,24.05,NaN,0.0,NaN,NaN,24.05,0.0,NaN,NaN
88967,12,3.9,1,3.9,NaN,3.9,3.9,3.9,NaN,0.0,NaN,NaN,3.9,0.0,NaN,NaN
89212,22,67.25,1,67.25,NaN,67.25,67.25,67.25,NaN,0.0,NaN,NaN,67.25,0.0,NaN,NaN
89274,26,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
89431,3,5.64,1,5.64,NaN,5.64,5.64,5.64,NaN,0.0,NaN,NaN,5.64,0.0,NaN,NaN
90245,7,55.44,1,55.44,NaN,55.44,55.44,55.44,NaN,0.0,NaN,NaN,55.44,0.0,NaN,NaN
90290,8,40.46,1,40.46,NaN,40.46,40.46,40.46,NaN,0.0,NaN,NaN,40.46,0.0,NaN,NaN
90386,12,9.15,1,9.15,NaN,9.15,9.15,9.15,NaN,0.0,NaN,NaN,9.15,0.0,NaN,NaN
90396,12,8.2,1,8.2,NaN,8.2,8.2,8.2,NaN,0.0,NaN,NaN,8.2,0.0,NaN,NaN
90397,12,3.4,1,3.4,NaN,3.4,3.4,3.4,NaN,0.0,NaN,NaN,3.4,0.0,NaN,NaN
90492,16,39.0,1,39.0,NaN,39.0,39.0,39.0,NaN,0.0,NaN,NaN,39.0,0.0,NaN,NaN
90738,27,25.26,1,25.26,NaN,25.26,25.26,25.26,NaN,0.0,NaN,NaN,25.26,0.0,NaN,NaN
90820,1,19.63,1,19.63,NaN,19.63,19.63,19.63,NaN,0.0,NaN,NaN,19.63,0.0,NaN,NaN
90827,1,57.3,1,57.3,NaN,57.3,57.3,57.3,NaN,0.0,NaN,NaN,57.3,0.0,NaN,NaN
90959,6,32.05,1,32.05,NaN,32.05,32.05,32.05,NaN,0.0,NaN,NaN,32.05,0.0,NaN,NaN
91003,6,1.65,1,1.65,NaN,1.65,1.65,1.65,NaN,0.0,NaN,NaN,1.65,0.0,NaN,NaN
50002,1,22.2,1,22.2,NaN,22.2,22.2,22.2,NaN,0.0,NaN,NaN,22.2,0.0,NaN,NaN
50102,1,2474.74,1,2474.74,NaN,2474.74,2474.74,2474.74,NaN,0.0,NaN,NaN,2474.74,0.0,NaN,NaN
50262,2,780.12,1,780.12,NaN,780.12,780.12,780.12,NaN,0.0,NaN,NaN,780.12,0.0,NaN,NaN
50286,2,193.78,1,193.78,NaN,193.78,193.78,193.78,NaN,0.0,NaN,NaN,193.78,0.0,NaN,NaN
50475,2,189.3,1,189.3,NaN,189.3,189.3,189.3,NaN,0.0,NaN,NaN,189.3,0.0,NaN,NaN
