txn_id,txn_timestamp_quarter,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
56168,2,134.72,1,134.72,NaN,134.72,134.72,134.72,NaN,0.0,NaN,NaN,134.72,0.0,NaN,NaN
56179,2,240.0,1,240.0,NaN,240.0,240.0,240.0,NaN,0.0,NaN,NaN,240.0,0.0,NaN,NaN
56185,2,626.65,1,626.65,NaN,626.65,626.65,626.65,NaN,0.0,NaN,NaN,626.65,0.0,NaN,NaN
56527,2,288.47,1,288.47,NaN,288.47,288.47,288.47,NaN,0.0,NaN,NaN,288.47,0.0,NaN,NaN
56792,2,237.36,1,237.36,NaN,237.36,237.36,237.36,NaN,0.0,NaN,NaN,237.36,0.0,NaN,NaN
56799,2,3678.03,1,3678.03,NaN,3678.03,3678.03,3678.03,NaN,0.0,NaN,NaN,3678.03,0.0,NaN,NaN
57879,2,201.39,1,201.39,NaN,201.39,201.39,201.39,NaN,0.0,NaN,NaN,201.39,0.0,NaN,NaN
58095,2,310.4,1,310.4,NaN,310.4,310.4,310.4,NaN,0.0,NaN,NaN,310.4,0.0,NaN,NaN
58320,2,215.07,1,215.07,NaN,215.07,215.07,215.07,NaN,0.0,NaN,NaN,215.07,0.0,NaN,NaN
58371,2,116.4,1,116.4,NaN,116.4,116.4,116.4,NaN,0.0,NaN,NaN,116.4,0.0,NaN,NaN
58890,3,599.84,1,599.84,NaN,599.84,599.84,599.84,NaN,0.0,NaN,NaN,599.84,0.0,NaN,NaN
59281,3,373.27,1,373.27,NaN,373.27,373.27,373.27,NaN,0.0,NaN,NaN,373.27,0.0,NaN,NaN
59342,3,194.75,1,194.75,NaN,194.75,194.75,194.75,NaN,0.0,NaN,NaN,194.75,0.0,NaN,NaN
59402,3,280.66,1,280.66,NaN,280.66,280.66,280.66,NaN,0.0,NaN,NaN,280.66,0.0,NaN,NaN
59946,3,486.1,1,486.1,NaN,486.1,486.1,486.1,NaN,0.0,NaN,NaN,486.1,0.0,NaN,NaN
60338,3,74.7,1,74.7,NaN,74.7,74.7,74.7,NaN,0.0,NaN,NaN,74.7,0.0,NaN,NaN
60408,3,397.2,1,397.2,NaN,397.2,397.2,397.2,NaN,0.0,NaN,NaN,397.2,0.0,NaN,NaN
60444,3,139.35,1,139.35,NaN,139.35,139.35,139.35,NaN,0.0,NaN,NaN,139.35,0.0,NaN,NaN
60523,3,314.92,1,314.92,NaN,314.92,314.92,314.92,NaN,0.0,NaN,NaN,314.92,0.0,NaN,NaN
60666,3,122.4,1,122.4,NaN,122.4,122.4,122.4,NaN,0.0,NaN,NaN,122.4,0.0,NaN,NaN
60899,3,108.87,1,108.87,NaN,108.87,108.87,108.87,NaN,0.0,NaN,NaN,108.87,0.0,NaN,NaN
61117,3,296.88,1,296.88,NaN,296.88,296.88,296.88,NaN,0.0,NaN,NaN,296.88,0.0,NaN,NaN
61275,3,356.4,1,356.4,NaN,356.4,356.4,356.4,NaN,0.0,NaN,NaN,356.4,0.0,NaN,NaN
61608,3,360.18,1,360.18,NaN,360.18,360.18,360.18,NaN,0.0,NaN,NaN,360.18,0.0,NaN,NaN
61609,3,360.18,1,360.18,NaN,360.18,360.18,360.18,NaN,0.0,NaN,NaN,360.18,0.0,NaN,NaN
61675,3,314.55,1,314.55,NaN,314.55,314.55,314.55,NaN,0.0,NaN,NaN,314.55,0.0,NaN,NaN
61862,3,156.02,1,156.02,NaN,156.02,156.02,156.02,NaN,0.0,NaN,NaN,156.02,0.0,NaN,NaN
61968,3,463.2,1,463.2,NaN,463.2,463.2,463.2,NaN,0.0,NaN,NaN,463.2,0.0,NaN,NaN
62072,3,612.08,1,612.08,NaN,612.08,612.08,612.08,NaN,0.0,NaN,NaN,612.08,0.0,NaN,NaN
62275,3,1203.32,1,1203.32,NaN,1203.32,1203.32,1203.32,NaN,0.0,NaN,NaN,1203.32,0.0,NaN,NaN
62375,3,187.42,1,187.42,NaN,187.42,187.42,187.42,NaN,0.0,NaN,NaN,187.42,0.0,NaN,NaN
62670,3,696.1,1,696.1,NaN,696.1,696.1,696.1,NaN,0.0,NaN,NaN,696.1,0.0,NaN,NaN
63512,3,411.6,1,411.6,NaN,411.6,411.6,411.6,NaN,0.0,NaN,NaN,411.6,0.0,NaN,NaN
63735,3,3623.2,1,3623.2,NaN,3623.2,3623.2,3623.2,NaN,0.0,NaN,NaN,3623.2,0.0,NaN,NaN
63803,3,51.0,1,51.0,NaN,51.0,51.0,51.0,NaN,0.0,NaN,NaN,51.0,0.0,NaN,NaN
63854,3,759.85,1,759.85,NaN,759.85,759.85,759.85,NaN,0.0,NaN,NaN,759.85,0.0,NaN,NaN
63928,3,312.75,1,312.75,NaN,312.75,312.75,312.75,NaN,0.0,NaN,NaN,312.75,0.0,NaN,NaN
64001,3,387.05,1,387.05,NaN,387.05,387.05,387.05,NaN,0.0,NaN,NaN,387.05,0.0,NaN,NaN
64018,3,298.79,1,298.79,NaN,298.79,298.79,298.79,NaN,0.0,NaN,NaN,298.79,0.0,NaN,NaN
64138,3,958.12,1,958.12,NaN,958.12,958.12,958.12,NaN,0.0,NaN,NaN,958.12,0.0,NaN,NaN
64166,3,34.0,1,34.0,NaN,34.0,34.0,34.0,NaN,0.0,NaN,NaN,34.0,0.0,NaN,NaN
64829,3,315.05,1,315.05,NaN,315.05,315.05,315.05,NaN,0.0,NaN,NaN,315.05,0.0,NaN,NaN
64840,3,254.12,1,254.12,NaN,254.12,254.12,254.12,NaN,0.0,NaN,NaN,254.12,0.0,NaN,NaN
65006,3,276.79,1,276.79,NaN,276.79,276.79,276.79,NaN,0.0,NaN,NaN,276.79,0.0,NaN,NaN
65163,3,620.58,1,620.58,NaN,620.58,620.58,620.58,NaN,0.0,NaN,NaN,620.58,0.0,NaN,NaN
65222,3,610.56,1,610.56,NaN,610.56,610.56,610.56,NaN,0.0,NaN,NaN,610.56,0.0,NaN,NaN
65238,3,233.53,1,233.53,NaN,233.53,233.53,233.53,NaN,0.0,NaN,NaN,233.53,0.0,NaN,NaN
65678,3,246.23,1,246.23,NaN,246.23,246.23,246.23,NaN,0.0,NaN,NaN,246.23,0.0,NaN,NaN
65837,3,374.4,1,374.4,NaN,374.4,374.4,374.4,NaN,0.0,NaN,NaN,374.4,0.0,NaN,NaN
66635,4,647.92,1,647.92,NaN,647.92,647.92,647.92,NaN,0.0,NaN,NaN,647.92,0.0,NaN,NaN
66643,4,127.53,1,127.53,NaN,127.53,127.53,127.53,NaN,0.0,NaN,NaN,127.53,0.0,NaN,NaN
66834,4,443.2,1,443.2,NaN,443.2,443.2,443.2,NaN,0.0,NaN,NaN,443.2,0.0,NaN,NaN
66881,4,218.27,1,218.27,NaN,218.27,218.27,218.27,NaN,0.0,NaN,NaN,218.27,0.0,NaN,NaN
67050,4,114.95,1,114.95,NaN,114.95,114.95,114.95,NaN,0.0,NaN,NaN,114.95,0.0,NaN,NaN
67197,4,178.82,1,178.82,NaN,178.82,178.82,178.82,NaN,0.0,NaN,NaN,178.82,0.0,NaN,NaN
67512,4,783.9,1,783.9,NaN,783.9,783.9,783.9,NaN,0.0,NaN,NaN,783.9,0.0,NaN,NaN
67536,4,148.16,1,148.16,NaN,148.16,148.16,148.16,NaN,0.0,NaN,NaN,148.16,0.0,NaN,NaN
67565,4,675.7,1,675.7,NaN,675.7,675.7,675.7,NaN,0.0,NaN,NaN,675.7,0.0,NaN,NaN
67608,4,217.6,1,217.6,NaN,217.6,217.6,217.6,NaN,0.0,NaN,NaN,217.6,0.0,NaN,NaN
67749,4,310.45,1,310.45,NaN,310.45,310.45,310.45,NaN,0.0,NaN,NaN,310.45,0.0,NaN,NaN
67838,4,348.29,1,348.29,NaN,348.29,348.29,348.29,NaN,0.0,NaN,NaN,348.29,0.0,NaN,NaN
67931,4,56.3,1,56.3,NaN,56.3,56.3,56.3,NaN,0.0,NaN,NaN,56.3,0.0,NaN,NaN
67949,4,310.34,1,310.34,NaN,310.34,310.34,310.34,NaN,0.0,NaN,NaN,310.34,0.0,NaN,NaN
68118,4,11.22,1,11.22,NaN,11.22,11.22,11.22,NaN,0.0,NaN,NaN,11.22,0.0,NaN,NaN
68135,4,501.14,1,501.14,NaN,501.14,501.14,501.14,NaN,0.0,NaN,NaN,501.14,0.0,NaN,NaN
68874,4,69.6,1,69.6,NaN,69.6,69.6,69.6,NaN,0.0,NaN,NaN,69.6,0.0,NaN,NaN
68885,4,1595.48,1,1595.48,NaN,1595.48,1595.48,1595.48,NaN,0.0,NaN,NaN,1595.48,0.0,NaN,NaN
69046,4,579.0,1,579.0,NaN,579.0,579.0,579.0,NaN,0.0,NaN,NaN,579.0,0.0,NaN,NaN
69152,4,622.5,1,622.5,NaN,622.5,622.5,622.5,NaN,0.0,NaN,NaN,622.5,0.0,NaN,NaN
69336,4,24.88,1,24.88,NaN,24.88,24.88,24.88,NaN,0.0,NaN,NaN,24.88,0.0,NaN,NaN
69346,4,80.0,1,80.0,NaN,80.0,80.0,80.0,NaN,0.0,NaN,NaN,80.0,0.0,NaN,NaN
70465,4,50.0,1,50.0,NaN,50.0,50.0,50.0,NaN,0.0,NaN,NaN,50.0,0.0,NaN,NaN
70853,4,333.44,1,333.44,NaN,333.44,333.44,333.44,NaN,0.0,NaN,NaN,333.44,0.0,NaN,NaN
70960,4,292.52,1,292.52,NaN,292.52,292.52,292.52,NaN,0.0,NaN,NaN,292.52,0.0,NaN,NaN
70988,4,259.93,1,259.93,NaN,259.93,259.93,259.93,NaN,0.0,NaN,NaN,259.93,0.0,NaN,NaN
71323,4,461.77,1,461.77,NaN,461.77,461.77,461.77,NaN,0.0,NaN,NaN,461.77,0.0,NaN,NaN
71362,4,386.32,1,386.32,NaN,386.32,386.32,386.32,NaN,0.0,NaN,NaN,386.32,0.0,NaN,NaN
71616,4,189.6,1,189.6,NaN,189.6,189.6,189.6,NaN,0.0,NaN,NaN,189.6,0.0,NaN,NaN
71706,4,189.6,1,189.6,NaN,189.6,189.6,189.6,NaN,0.0,NaN,NaN,189.6,0.0,NaN,NaN
71754,4,637.29,1,637.29,NaN,637.29,637.29,637.29,NaN,0.0,NaN,NaN,637.29,0.0,NaN,NaN
72012,4,34.65,1,34.65,NaN,34.65,34.65,34.65,NaN,0.0,NaN,NaN,34.65,0.0,NaN,NaN
72019,4,1732.93,1,1732.93,NaN,1732.93,1732.93,1732.93,NaN,0.0,NaN,NaN,1732.93,0.0,NaN,NaN
72453,4,466.09,1,466.09,NaN,466.09,466.09,466.09,NaN,0.0,NaN,NaN,466.09,0.0,NaN,NaN
72742,4,361.43,1,361.43,NaN,361.43,361.43,361.43,NaN,0.0,NaN,NaN,361.43,0.0,NaN,NaN
73136,4,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
73347,4,458.2,1,458.2,NaN,458.2,458.2,458.2,NaN,0.0,NaN,NaN,458.2,0.0,NaN,NaN
73377,4,122.75,1,122.75,NaN,122.75,122.75,122.75,NaN,0.0,NaN,NaN,122.75,0.0,NaN,NaN
73495,4,283.86,1,283.86,NaN,283.86,283.86,283.86,NaN,0.0,NaN,NaN,283.86,0.0,NaN,NaN
73533,4,108.06,1,108.06,NaN,108.06,108.06,108.06,NaN,0.0,NaN,NaN,108.06,0.0,NaN,NaN
73575,4,172.69,1,172.69,NaN,172.69,172.69,172.69,NaN,0.0,NaN,NaN,172.69,0.0,NaN,NaN
74083,4,355.89,1,355.89,NaN,355.89,355.89,355.89,NaN,0.0,NaN,NaN,355.89,0.0,NaN,NaN
74151,4,477.14,1,477.14,NaN,477.14,477.14,477.14,NaN,0.0,NaN,NaN,477.14,0.0,NaN,NaN
74327,4,634.03,1,634.03,NaN,634.03,634.03,634.03,NaN,0.0,NaN,NaN,634.03,0.0,NaN,NaN
74511,1,1094.71,1,1094.71,NaN,1094.71,1094.71,1094.71,NaN,0.0,NaN,NaN,1094.71,0.0,NaN,NaN
74536,1,170.2,1,170.2,NaN,170.2,170.2,170.2,NaN,0.0,NaN,NaN,170.2,0.0,NaN,NaN
74803,1,561.73,1,561.73,NaN,561.73,561.73,561.73,NaN,0.0,NaN,NaN,561.73,0.0,NaN,NaN
74899,1,610.91,1,610.91,NaN,610.91,610.91,610.91,NaN,0.0,NaN,NaN,610.91,0.0,NaN,NaN
74991,1,303.5,1,303.5,NaN,303.5,303.5,303.5,NaN,0.0,NaN,NaN,303.5,0.0,NaN,NaN
75280,1,241.74,1,241.74,NaN,241.74,241.74,241.74,NaN,0.0,NaN,NaN,241.74,0.0,NaN,NaN
75748,1,294.22,1,294.22,NaN,294.22,294.22,294.22,NaN,0.0,NaN,NaN,294.22,0.0,NaN,NaN
76085,1,303.43,1,303.43,NaN,303.43,303.43,303.43,NaN,0.0,NaN,NaN,303.43,0.0,NaN,NaN
76162,1,351.13,1,351.13,NaN,351.13,351.13,351.13,NaN,0.0,NaN,NaN,351.13,0.0,NaN,NaN
76386,1,308.74,1,308.74,NaN,308.74,308.74,308.74,NaN,0.0,NaN,NaN,308.74,0.0,NaN,NaN
76834,1,391.86,1,391.86,NaN,391.86,391.86,391.86,NaN,0.0,NaN,NaN,391.86,0.0,NaN,NaN
76836,1,300.28,1,300.28,NaN,300.28,300.28,300.28,NaN,0.0,NaN,NaN,300.28,0.0,NaN,NaN
76908,1,72.0,1,72.0,NaN,72.0,72.0,72.0,NaN,0.0,NaN,NaN,72.0,0.0,NaN,NaN
77146,1,292.25,1,292.25,NaN,292.25,292.25,292.25,NaN,0.0,NaN,NaN,292.25,0.0,NaN,NaN
77321,1,644.24,1,644.24,NaN,644.24,644.24,644.24,NaN,0.0,NaN,NaN,644.24,0.0,NaN,NaN
77420,1,991.56,1,991.56,NaN,991.56,991.56,991.56,NaN,0.0,NaN,NaN,991.56,0.0,NaN,NaN
77499,1,460.27,1,460.27,NaN,460.27,460.27,460.27,NaN,0.0,NaN,NaN,460.27,0.0,NaN,NaN
78056,1,569.82,1,569.82,NaN,569.82,569.82,569.82,NaN,0.0,NaN,NaN,569.82,0.0,NaN,NaN
78209,1,175.89,1,175.89,NaN,175.89,175.89,175.89,NaN,0.0,NaN,NaN,175.89,0.0,NaN,NaN
78365,1,684.12,1,684.12,NaN,684.12,684.12,684.12,NaN,0.0,NaN,NaN,684.12,0.0,NaN,NaN
78510,1,627.0,1,627.0,NaN,627.0,627.0,627.0,NaN,0.0,NaN,NaN,627.0,0.0,NaN,NaN
78756,1,550.55,1,550.55,NaN,550.55,550.55,550.55,NaN,0.0,NaN,NaN,550.55,0.0,NaN,NaN
78829,1,215.09,1,215.09,NaN,215.09,215.09,215.09,NaN,0.0,NaN,NaN,215.09,0.0,NaN,NaN
78851,1,187.48,1,187.48,NaN,187.48,187.48,187.48,NaN,0.0,NaN,NaN,187.48,0.0,NaN,NaN
79068,1,1833.69,1,1833.69,NaN,1833.69,1833.69,1833.69,NaN,0.0,NaN,NaN,1833.69,0.0,NaN,NaN
79432,1,171.53,1,171.53,NaN,171.53,171.53,171.53,NaN,0.0,NaN,NaN,171.53,0.0,NaN,NaN
79532,1,65.28,1,65.28,NaN,65.28,65.28,65.28,NaN,0.0,NaN,NaN,65.28,0.0,NaN,NaN
79557,1,175.53,1,175.53,NaN,175.53,175.53,175.53,NaN,0.0,NaN,NaN,175.53,0.0,NaN,NaN
79582,1,379.58,1,379.58,NaN,379.58,379.58,379.58,NaN,0.0,NaN,NaN,379.58,0.0,NaN,NaN
79649,1,15.8,1,15.8,NaN,15.8,15.8,15.8,NaN,0.0,NaN,NaN,15.8,0.0,NaN,NaN
79948,1,262.68,1,262.68,NaN,262.68,262.68,262.68,NaN,0.0,NaN,NaN,262.68,0.0,NaN,NaN
80155,1,440.0,1,440.0,NaN,440.0,440.0,440.0,NaN,0.0,NaN,NaN,440.0,0.0,NaN,NaN
80524,1,743.43,1,743.43,NaN,743.43,743.43,743.43,NaN,0.0,NaN,NaN,743.43,0.0,NaN,NaN
80526,1,759.48,1,759.48,NaN,759.48,759.48,759.48,NaN,0.0,NaN,NaN,759.48,0.0,NaN,NaN
80559,1,7.8,1,7.8,NaN,7.8,7.8,7.8,NaN,0.0,NaN,NaN,7.8,0.0,NaN,NaN
80598,1,780.2,1,780.2,NaN,780.2,780.2,780.2,NaN,0.0,NaN,NaN,780.2,0.0,NaN,NaN
81352,1,289.52,1,289.52,NaN,289.52,289.52,289.52,NaN,0.0,NaN,NaN,289.52,0.0,NaN,NaN
81524,1,150.55,1,150.55,NaN,150.55,150.55,150.55,NaN,0.0,NaN,NaN,150.55,0.0,NaN,NaN
81566,1,194.41,1,194.41,NaN,194.41,194.41,194.41,NaN,0.0,NaN,NaN,194.41,0.0,NaN,NaN
81658,1,530.16,1,530.16,NaN,530.16,530.16,530.16,NaN,0.0,NaN,NaN,530.16,0.0,NaN,NaN
81805,1,129.5,1,129.5,NaN,129.5,129.5,129.5,NaN,0.0,NaN,NaN,129.5,0.0,NaN,NaN
81902,1,150.76,1,150.76,NaN,150.76,150.76,150.76,NaN,0.0,NaN,NaN,150.76,0.0,NaN,NaN
82045,1,320.6,1,320.6,NaN,320.6,320.6,320.6,NaN,0.0,NaN,NaN,320.6,0.0,NaN,NaN
82071,1,2016.78,1,2016.78,NaN,2016.78,2016.78,2016.78,NaN,0.0,NaN,NaN,2016.78,0.0,NaN,NaN
82248,1,688.62,1,688.62,NaN,688.62,688.62,688.62,NaN,0.0,NaN,NaN,688.62,0.0,NaN,NaN
82308,1,163.02,1,163.02,NaN,163.02,163.02,163.02,NaN,0.0,NaN,NaN,163.02,0.0,NaN,NaN
82695,1,1239.38,1,1239.38,NaN,1239.38,1239.38,1239.38,NaN,0.0,NaN,NaN,1239.38,0.0,NaN,NaN
83206,1,113.79,1,113.79,NaN,113.79,113.79,113.79,NaN,0.0,NaN,NaN,113.79,0.0,NaN,NaN
83216,1,13.95,1,13.95,NaN,13.95,13.95,13.95,NaN,0.0,NaN,NaN,13.95,0.0,NaN,NaN
83226,1,385.56,1,385.56,NaN,385.56,385.56,385.56,NaN,0.0,NaN,NaN,385.56,0.0,NaN,NaN
83314,1,246.16,1,246.16,NaN,246.16,246.16,246.16,NaN,0.0,NaN,NaN,246.16,0.0,NaN,NaN
83451,1,60.4,1,60.4,NaN,60.4,60.4,60.4,NaN,0.0,NaN,NaN,60.4,0.0,NaN,NaN
83507,1,775.84,1,775.84,NaN,775.84,775.84,775.84,NaN,0.0,NaN,NaN,775.84,0.0,NaN,NaN
83647,1,678.2,1,678.2,NaN,678.2,678.2,678.2,NaN,0.0,NaN,NaN,678.2,0.0,NaN,NaN
83737,1,339.48,1,339.48,NaN,339.48,339.48,339.48,NaN,0.0,NaN,NaN,339.48,0.0,NaN,NaN
84030,1,683.2,1,683.2,NaN,683.2,683.2,683.2,NaN,0.0,NaN,NaN,683.2,0.0,NaN,NaN
84395,1,4.25,1,4.25,NaN,4.25,4.25,4.25,NaN,0.0,NaN,NaN,4.25,0.0,NaN,NaN
84474,1,14.25,1,14.25,NaN,14.25,14.25,14.25,NaN,0.0,NaN,NaN,14.25,0.0,NaN,NaN
84483,1,17.9,1,17.9,NaN,17.9,17.9,17.9,NaN,0.0,NaN,NaN,17.9,0.0,NaN,NaN
84597,1,35.4,1,35.4,NaN,35.4,35.4,35.4,NaN,0.0,NaN,NaN,35.4,0.0,NaN,NaN
84977,2,40.8,1,40.8,NaN,40.8,40.8,40.8,NaN,0.0,NaN,NaN,40.8,0.0,NaN,NaN
85202,2,12.02,1,12.02,NaN,12.02,12.02,12.02,NaN,0.0,NaN,NaN,12.02,0.0,NaN,NaN
85380,2,14.4,1,14.4,NaN,14.4,14.4,14.4,NaN,0.0,NaN,NaN,14.4,0.0,NaN,NaN
85486,2,65.91,1,65.91,NaN,65.91,65.91,65.91,NaN,0.0,NaN,NaN,65.91,0.0,NaN,NaN
85600,2,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
85972,2,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
86200,2,2.93,1,2.93,NaN,2.93,2.93,2.93,NaN,0.0,NaN,NaN,2.93,0.0,NaN,NaN
86353,3,28.9,1,28.9,NaN,28.9,28.9,28.9,NaN,0.0,NaN,NaN,28.9,0.0,NaN,NaN
86650,3,23.28,1,23.28,NaN,23.28,23.28,23.28,NaN,0.0,NaN,NaN,23.28,0.0,NaN,NaN
86752,3,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
86866,3,61.95,1,61.95,NaN,61.95,61.95,61.95,NaN,0.0,NaN,NaN,61.95,0.0,NaN,NaN
86996,3,9.6,1,9.6,NaN,9.6,9.6,9.6,NaN,0.0,NaN,NaN,9.6,0.0,NaN,NaN
87032,3,18.4,1,18.4,NaN,18.4,18.4,18.4,NaN,0.0,NaN,NaN,18.4,0.0,NaN,NaN
87353,3,8.5,1,8.5,NaN,8.5,8.5,8.5,NaN,0.0,NaN,NaN,8.5,0.0,NaN,NaN
87487,3,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
87780,3,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
88118,4,3.4,1,3.4,NaN,3.4,3.4,3.4,NaN,0.0,NaN,NaN,3.4,0.0,NaN,NaN
88244,4,12.6,1,12.6,NaN,12.6,12.6,12.6,NaN,0.0,NaN,NaN,12.6,0.0,NaN,NaN
88829,4,14.85,1,14.85,NaN,14.85,14.85,14.85,NaN,0.0,NaN,NaN,14.85,0.0,NaN,NaN
89119,4,2.9,1,2.9,NaN,2.9,2.9,2.9,NaN,0.0,NaN,NaN,2.9,0.0,NaN,NaN
89187,4,18.62,1,18.62,NaN,18.62,18.62,18.62,NaN,0.0,NaN,NaN,18.62,0.0,NaN,NaN
89308,4,29.4,1,29.4,NaN,29.4,29.4,29.4,NaN,0.0,NaN,NaN,29.4,0.0,NaN,NaN
89489,1,12.97,1,12.97,NaN,12.97,12.97,12.97,NaN,0.0,NaN,NaN,12.97,0.0,NaN,NaN
89738,1,78.16,1,78.16,NaN,78.16,78.16,78.16,NaN,0.0,NaN,NaN,78.16,0.0,NaN,NaN
90265,1,8.85,1,8.85,NaN,8.85,8.85,8.85,NaN,0.0,NaN,NaN,8.85,0.0,NaN,NaN
90326,1,102.0,1,102.0,NaN,102.0,102.0,102.0,NaN,0.0,NaN,NaN,102.0,0.0,NaN,NaN
90411,1,35.8,1,35.8,NaN,35.8,35.8,35.8,NaN,0.0,NaN,NaN,35.8,0.0,NaN,NaN
90665,1,4.25,1,4.25,NaN,4.25,4.25,4.25,NaN,0.0,NaN,NaN,4.25,0.0,NaN,NaN
90716,1,987.14,1,987.14,NaN,987.14,987.14,987.14,NaN,0.0,NaN,NaN,987.14,0.0,NaN,NaN
