counterparty_acct_id,open_dt_weekday,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
6149,4,583.4675,4,376.31,-0.7590631615235393,62.04,1853.52,42.0,1.0508895869577835,745.1545601207511,860.4303717471856,860.4303717471856,2333.87,555255.31846875,740340.424625,740340.424625
1530,2,328.34,2,153.78,-2.0,502.9,502.9,153.78,0.0,174.56,246.8651194478475,246.8651194478475,656.68,30471.193600000002,60942.387200000005,60942.387200000005
5975,5,141.094,5,100.85,-0.17983963351402465,152.32,158.4,100.85,-1.215398931462483,21.025178810179,23.506864529324194,23.506864529324194,705.47,442.05814399999997,552.57268,552.57268
3231,1,494.64,1,494.64,NaN,494.64,494.64,494.64,NaN,0.0,NaN,NaN,494.64,0.0,NaN,NaN
5273,3,312.9,1,312.9,NaN,312.9,312.9,312.9,NaN,0.0,NaN,NaN,312.9,0.0,NaN,NaN
6405,6,177.3033333333333,3,234.47,-1.5000000000000007,78.0,234.47,78.0,-0.683069411653211,70.48564503184711,86.32693225948279,86.32693225948279,531.91,4968.226155555554,7452.339233333331,7452.339233333331
2045,6,74.6,1,74.6,NaN,74.6,74.6,74.6,NaN,0.0,NaN,NaN,74.6,0.0,NaN,NaN
4963,4,258.4,1,258.4,NaN,258.4,258.4,258.4,NaN,0.0,NaN,NaN,258.4,0.0,NaN,NaN
5645,3,271.365,2,310.78,-1.9999999999999998,231.95,310.78,231.95,0.0,39.41499999999999,55.741227560935535,55.741227560935535,542.73,1553.5422249999995,3107.084449999999,3107.084449999999
4728,6,761.7049999999999,2,535.38,-2.0000000000000027,988.03,988.03,535.38,6.426766629021808E-16,226.325,320.07188450409075,320.07188450409075,1523.4099999999999,51223.005625,102446.01125,102446.01125
6744,1,50.15,1,50.15,NaN,50.15,50.15,50.15,NaN,0.0,NaN,NaN,50.15,0.0,NaN,NaN
2921,4,151.92,3,246.76,-1.5000000000000007,9.25,246.76,9.25,-0.5976022476753085,102.69219931426146,125.77174444206457,125.77174444206457,455.76,10545.687800000002,15818.531700000001,15818.531700000001
5922,5,403.76500000000004,4,1120.93,-1.0470393842872716,9.95,1120.93,9.95,0.7671191413620542,443.52599216393173,512.1397019368836,512.1397019368836,1615.0600000000002,196715.305725,262287.07430000004,262287.07430000004
5014,1,262.5,3,147.0,-1.5,504.0,504.0,136.5,0.7051035409534887,170.820080786774,209.2110178742984,209.2110178742984,787.5,29179.5,43769.25,43769.25
5728,7,682.925,2,12.75,-2.0000000000000013,1353.1,1353.1,12.75,3.9604581701124743E-16,670.175,947.7705741633889,947.7705741633889,1365.85,449134.53062499996,898269.0612499999,898269.0612499999
6446,1,497.82,1,497.82,NaN,497.82,497.82,497.82,NaN,0.0,NaN,NaN,497.82,0.0,NaN,NaN
4579,4,162.23,1,162.23,NaN,162.23,162.23,162.23,NaN,0.0,NaN,NaN,162.23,0.0,NaN,NaN
5879,3,188.5825,4,300.25,-1.6190135268985804,9.95,319.25,9.95,-0.278526381402074,127.97578352465752,147.77370613542857,147.77370613542857,754.33,16377.80116875,21837.068225,21837.068225
1408,6,437.52,1,437.52,NaN,437.52,437.52,437.52,NaN,0.0,NaN,NaN,437.52,0.0,NaN,NaN
5870,6,439.455,6,306.34,0.9626249491280441,13.3,1695.54,13.3,1.650069639189419,571.6318814805556,626.1913521520399,626.1913521520399,2636.73,326763.00792500004,392115.60951000004,392115.60951000004
1326,6,328.35,1,328.35,NaN,328.35,328.35,328.35,NaN,0.0,NaN,NaN,328.35,0.0,NaN,NaN
6340,3,444.96,1,444.96,NaN,444.96,444.96,444.96,NaN,0.0,NaN,NaN,444.96,0.0,NaN,NaN
2519,6,310.05,1,310.05,NaN,310.05,310.05,310.05,NaN,0.0,NaN,NaN,310.05,0.0,NaN,NaN
5934,5,220.82,5,254.31,-0.6230915801666979,155.24,413.75,113.4,0.9101945784344727,106.80548132001466,119.41215830056836,119.41215830056836,1104.1,11407.41084,14259.26355,14259.26355
3443,1,322.55,1,322.55,NaN,322.55,322.55,322.55,NaN,0.0,NaN,NaN,322.55,0.0,NaN,NaN
1575,3,298.9,3,878.55,-1.5000000000000009,16.5,878.55,1.65,0.7064108554444588,409.91927863909984,502.0465341977773,502.0465341977773,896.6999999999999,168033.81499999997,252050.72249999997,252050.72249999997
1070,5,454.6,1,454.6,NaN,454.6,454.6,454.6,NaN,0.0,NaN,NaN,454.6,0.0,NaN,NaN
1079,3,1870.2,1,1870.2,NaN,1870.2,1870.2,1870.2,NaN,0.0,NaN,NaN,1870.2,0.0,NaN,NaN
6236,6,176.48,2,300.06,-2.000000000000001,52.9,300.06,52.9,0.0,123.58,174.7685120380671,174.7685120380671,352.96,15272.0164,30544.0328,30544.0328
4270,3,177.49,2,167.59,-2.0,187.39,187.39,167.59,0.0,9.899999999999991,14.00071426749363,14.00071426749363,354.98,98.00999999999983,196.01999999999967,196.01999999999967
6037,1,661.5450000000001,4,351.14,-0.6766909560710963,1463.64,1463.64,351.14,1.1413900241693908,463.9788791259792,535.7566615233699,535.7566615233699,2646.1800000000003,215276.400275,287035.20036666666,287035.20036666666
6343,7,743.6,3,1710.39,-1.5000000000000016,346.44,1710.39,173.97,0.6738524710795251,687.2402070600934,841.6939190109431,841.6939190109431,2230.8,472299.1022000001,708448.6533000001,708448.6533000001
4260,1,205.66,1,205.66,NaN,205.66,205.66,205.66,NaN,0.0,NaN,NaN,205.66,0.0,NaN,NaN
6097,1,140.885,2,170.39,-2.000000000000001,111.38,170.39,111.38,0.0,29.504999999999995,41.726371157818164,41.726371157818164,281.77,870.5450249999998,1741.0900499999996,1741.0900499999996
2418,7,159.17000000000002,2,305.24,-1.9999999999999978,13.1,305.24,13.1,5.976501570279328E-16,146.07,206.574175055838,206.574175055838,318.34000000000003,21336.4449,42672.8898,42672.8898
5847,3,1522.13,3,103.47,-1.5000000000000002,348.84,4114.08,103.47,0.6976415573713609,1835.5208545260389,2248.044752913073,2248.044752913073,4566.39,3369136.8074,5053705.2111,5053705.2111
2663,7,128.95,1,128.95,NaN,128.95,128.95,128.95,NaN,0.0,NaN,NaN,128.95,0.0,NaN,NaN
5193,1,443.0,1,443.0,NaN,443.0,443.0,443.0,NaN,0.0,NaN,NaN,443.0,0.0,NaN,NaN
1666,6,121.74,1,121.74,NaN,121.74,121.74,121.74,NaN,0.0,NaN,NaN,121.74,0.0,NaN,NaN
6149,7,199.21666666666667,3,301.0,-1.5000000000000013,40.4,301.0,40.4,-0.6259534199316321,113.77665499663023,139.34737469121308,139.34737469121308,597.65,12945.127222222223,19417.690833333334,19417.690833333334
1946,7,382.78999999999996,2,317.96,-1.999999999999998,447.62,447.62,317.96,-4.2725000677542173E-16,64.83000000000001,91.68346524864776,91.68346524864776,765.5799999999999,4202.928900000002,8405.857800000003,8405.857800000003
6515,5,211.01,1,211.01,NaN,211.01,211.01,211.01,NaN,0.0,NaN,NaN,211.01,0.0,NaN,NaN
5926,7,626.1233333333333,3,1067.28,-1.5000000000000047,639.16,1067.28,171.93,-0.0534360476687188,365.64132847489884,447.81734181843973,447.81734181843973,1878.37,133693.58108888887,200540.3716333333,200540.3716333333
1161,1,390.1,2,760.2,-2.0,20.0,760.2,20.0,0.0,370.1,523.4004394342825,523.4004394342825,780.2,136974.01,273948.02,273948.02
5690,6,202.64,1,202.64,NaN,202.64,202.64,202.64,NaN,0.0,NaN,NaN,202.64,0.0,NaN,NaN
4400,1,357.345,2,412.47,-2.0,302.22,412.47,302.22,0.0,55.125,77.95852262581687,77.95852262581687,714.69,3038.765625,6077.53125,6077.53125
4282,1,2.08,1,2.08,NaN,2.08,2.08,2.08,NaN,0.0,NaN,NaN,2.08,0.0,NaN,NaN
4383,2,18.525,2,35.4,-2.0,1.65,35.4,1.65,0.0,16.875,23.86485386504598,23.86485386504598,37.05,284.765625,569.53125,569.53125
6198,2,330.63,1,330.63,NaN,330.63,330.63,330.63,NaN,0.0,NaN,NaN,330.63,0.0,NaN,NaN
3904,5,303.36,1,303.36,NaN,303.36,303.36,303.36,NaN,0.0,NaN,NaN,303.36,0.0,NaN,NaN
1010,4,6207.67,1,6207.67,NaN,6207.67,6207.67,6207.67,NaN,0.0,NaN,NaN,6207.67,0.0,NaN,NaN
3019,3,329.25,1,329.25,NaN,329.25,329.25,329.25,NaN,0.0,NaN,NaN,329.25,0.0,NaN,NaN
6543,4,45.3,1,45.3,NaN,45.3,45.3,45.3,NaN,0.0,NaN,NaN,45.3,0.0,NaN,NaN
2589,6,60.8,1,60.8,NaN,60.8,60.8,60.8,NaN,0.0,NaN,NaN,60.8,0.0,NaN,NaN
1592,4,181.33499999999998,2,353.52,-2.000000000000001,9.15,353.52,9.15,0.0,172.185,243.5063622372114,243.5063622372114,362.66999999999996,29647.674225000002,59295.348450000005,59295.348450000005
6637,3,196.0,1,196.0,NaN,196.0,196.0,196.0,NaN,0.0,NaN,NaN,196.0,0.0,NaN,NaN
2732,3,738.96,1,738.96,NaN,738.96,738.96,738.96,NaN,0.0,NaN,NaN,738.96,0.0,NaN,NaN
4538,7,138.55,1,138.55,NaN,138.55,138.55,138.55,NaN,0.0,NaN,NaN,138.55,0.0,NaN,NaN
2781,1,316.7,1,316.7,NaN,316.7,316.7,316.7,NaN,0.0,NaN,NaN,316.7,0.0,NaN,NaN
4051,5,90.04,1,90.04,NaN,90.04,90.04,90.04,NaN,0.0,NaN,NaN,90.04,0.0,NaN,NaN
1350,2,400.58,1,400.58,NaN,400.58,400.58,400.58,NaN,0.0,NaN,NaN,400.58,0.0,NaN,NaN
2287,3,344.17,1,344.17,NaN,344.17,344.17,344.17,NaN,0.0,NaN,NaN,344.17,0.0,NaN,NaN
1307,4,27.15,1,27.15,NaN,27.15,27.15,27.15,NaN,0.0,NaN,NaN,27.15,0.0,NaN,NaN
1000,4,77183.6,1,77183.6,NaN,77183.6,77183.6,77183.6,NaN,0.0,NaN,NaN,77183.6,0.0,NaN,NaN
3419,5,8.925,2,7.9,-1.9999999999999987,9.95,9.95,7.9,0.0,1.0249999999999995,1.4495689014324216,1.4495689014324216,17.85,1.0506249999999988,2.1012499999999976,2.1012499999999976
5787,3,34.13,1,34.13,NaN,34.13,34.13,34.13,NaN,0.0,NaN,NaN,34.13,0.0,NaN,NaN
2597,3,139.425,2,17.55,-2.0,261.3,261.3,17.55,0.0,121.875,172.35727791422096,172.35727791422096,278.85,14853.515625,29707.03125,29707.03125
4786,1,6.75,1,6.75,NaN,6.75,6.75,6.75,NaN,0.0,NaN,NaN,6.75,0.0,NaN,NaN
2716,4,9.9,1,9.9,NaN,9.9,9.9,9.9,NaN,0.0,NaN,NaN,9.9,0.0,NaN,NaN
2651,7,39.35,1,39.35,NaN,39.35,39.35,39.35,NaN,0.0,NaN,NaN,39.35,0.0,NaN,NaN
4753,7,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
5484,4,35.4,1,35.4,NaN,35.4,35.4,35.4,NaN,0.0,NaN,NaN,35.4,0.0,NaN,NaN
6172,4,519.315,8,2474.74,2.665136144621167,33.0,2474.74,22.6,2.073432389916147,755.5455224868982,807.7121386448799,807.7121386448799,4154.52,570849.03655,652398.8989142857,652398.8989142857
2603,4,273.8,2,413.1,-2.0,134.5,413.1,134.5,0.0,139.3,196.99994923857216,196.99994923857216,547.6,19404.49,38808.98,38808.98
2830,7,257.22,1,257.22,NaN,257.22,257.22,257.22,NaN,0.0,NaN,NaN,257.22,0.0,NaN,NaN
1640,2,382.5525,4,318.85,-1.324148749967939,16.15,599.95,16.15,-0.5329548380015298,240.2160246918386,277.3775730389896,277.3775730389896,1530.21,57703.73851875001,76938.31802500002,76938.31802500002
5553,2,263.005,2,504.25,-2.000000000000001,21.76,504.25,21.76,0.0,241.245,341.17195085469734,341.17195085469734,526.01,58199.150025,116398.30005,116398.30005
6045,2,189.38666666666666,9,279.3,-1.1686570606748259,10.95,431.97,10.95,0.3637949267377803,138.9975298741352,147.4291439132711,147.4291439132711,1704.4799999999998,19320.31331111111,21735.352475,21735.352475
2382,4,492.65,1,492.65,NaN,492.65,492.65,492.65,NaN,0.0,NaN,NaN,492.65,0.0,NaN,NaN
5916,6,116.45249999999999,4,105.54,-0.9338962365573753,17.0,249.67,17.0,0.575038625662675,84.08183732977058,97.08934283260274,97.08934283260274,465.80999999999995,7069.755368750002,9426.34049166667,9426.34049166667
5416,6,131.4,1,131.4,NaN,131.4,131.4,131.4,NaN,0.0,NaN,NaN,131.4,0.0,NaN,NaN
2316,5,121.2,1,121.2,NaN,121.2,121.2,121.2,NaN,0.0,NaN,NaN,121.2,0.0,NaN,NaN
6423,4,157.02,2,203.55,-1.9999999999999998,110.49,203.55,110.49,0.0,46.53000000000001,65.80335705722013,65.80335705722013,314.04,2165.040900000001,4330.081800000002,4330.081800000002
4902,3,169.79375,8,337.7,-1.0000522361782003,0.85,390.93,0.85,0.3527914283758746,131.0009459829871,140.0459020604622,140.0459020604622,1358.35,17161.247848437502,19612.854683928574,19612.854683928574
5927,3,556.3100000000001,2,402.42,-1.9999999999999998,710.2,710.2,402.42,0.0,153.89000000000001,217.63332511359562,217.63332511359562,1112.6200000000001,23682.132100000006,47364.26420000001,47364.26420000001
5876,7,394.8825,4,181.65,-0.6730727570965125,151.02,1043.78,151.02,1.1462509377061805,375.09771476076736,433.125533179085,433.125533179085,1579.53,140698.29561874998,187597.72749166665,187597.72749166665
1600,5,317.835,2,411.75,-2.000000000000001,223.92,411.75,223.92,0.0,93.915,132.81586671026923,132.81586671026923,635.67,8820.027225000002,17640.054450000003,17640.054450000003
4937,1,493.59000000000003,2,505.98,-2.000000000000001,481.2,505.98,481.2,0.0,12.390000000000015,17.52210603780267,17.52210603780267,987.1800000000001,153.51210000000037,307.02420000000075,307.02420000000075
5648,6,410.865,2,340.77,-2.0000000000000018,480.96,480.96,340.77,3.3802515674503716E-16,70.095,99.1292996545421,99.1292996545421,821.73,4913.309025,9826.61805,9826.61805
6182,4,295.496,5,193.01,-0.9338582316583248,24.95,672.19,24.95,0.5788316423525386,223.78915055024453,250.20387662864061,250.20387662864061,1477.48,50081.583904000014,62601.97988000001,62601.97988000001
6053,6,370.67333333333335,3,304.65,-1.5000000000000004,279.05,528.32,279.05,0.6794817363290337,111.96187932605557,137.12473749595054,137.12473749595054,1112.02,12535.462422222228,18803.193633333343,18803.193633333343
5917,5,431.4525,4,53.4,-0.9359872138951864,392.76,938.85,53.4,0.5772323731406095,320.19170081179493,369.72552931194787,369.72552931194787,1725.81,102522.72526875001,136696.96702500002,136696.96702500002
5740,3,355.04999999999995,2,542.15,-1.9999999999999993,167.95,542.15,167.95,0.0,187.1,264.5993575200061,264.5993575200061,710.0999999999999,35006.409999999996,70012.81999999999,70012.81999999999
2968,3,502.7166666666667,3,759.08,-1.5,179.15,759.08,179.15,-0.3958964961106857,241.4772828974924,295.74806378627966,295.74806378627966,1508.15,58311.27815555557,87466.91723333336,87466.91723333336
6388,3,200.1,1,200.1,NaN,200.1,200.1,200.1,NaN,0.0,NaN,NaN,200.1,0.0,NaN,NaN
4783,2,345.85,1,345.85,NaN,345.85,345.85,345.85,NaN,0.0,NaN,NaN,345.85,0.0,NaN,NaN
3397,6,45.0,1,45.0,NaN,45.0,45.0,45.0,NaN,0.0,NaN,NaN,45.0,0.0,NaN,NaN
6196,3,167.47500000000002,2,6.35,-2.0,328.6,328.6,6.35,0.0,161.125,227.86516023736493,227.86516023736493,334.95000000000005,25961.265625,51922.53125,51922.53125
1677,2,99.0,1,99.0,NaN,99.0,99.0,99.0,NaN,0.0,NaN,NaN,99.0,0.0,NaN,NaN
5412,2,248.29,1,248.29,NaN,248.29,248.29,248.29,NaN,0.0,NaN,NaN,248.29,0.0,NaN,NaN
2269,1,713.755,2,904.26,-1.9999999999999998,523.25,904.26,523.25,0.0,190.505,269.4147546998865,269.4147546998865,1427.51,36292.155025,72584.31005,72584.31005
1389,7,175.30333333333337,3,190.5,-1.5000000000000002,220.07,220.07,115.34,-0.4761036274349235,44.085502026050335,53.99349250912866,53.99349250912866,525.9100000000001,1943.5314888888881,2915.2972333333323,2915.2972333333323
6074,4,243.11000000000004,5,428.05,-0.548464222090479,1.25,428.05,1.25,-0.5662637668833815,139.20341360756927,155.63414776327207,155.63414776327207,1215.5500000000002,19377.590360000006,24221.987950000006,24221.987950000006
3364,7,300.6,1,300.6,NaN,300.6,300.6,300.6,NaN,0.0,NaN,NaN,300.6,0.0,NaN,NaN
1583,7,344.805,2,320.17,-2.0,369.44,369.44,320.17,0.0,24.63499999999999,34.839151109061184,34.839151109061184,689.61,606.8832249999996,1213.7664499999992,1213.7664499999992
5691,2,410.3,4,888.2,-1.0181524085960632,0.72,888.2,0.72,0.3124823984446612,317.2899374389298,366.3748615830513,366.3748615830513,1641.2,100672.90440000001,134230.53920000003,134230.53920000003
4996,6,1063.53,2,259.2,-1.9999999999999993,1867.86,1867.86,259.2,0.0,804.3299999999999,1137.4943946235514,1137.4943946235514,2127.06,646946.7488999999,1293893.4977999998,1293893.4977999998
2212,6,280.075,2,337.67,-2.0,222.48,337.67,222.48,0.0,57.59500000000001,81.45163012487842,81.45163012487842,560.15,3317.1840250000014,6634.368050000003,6634.368050000003
5876,6,286.67999999999995,5,390.54,0.02026030273951962,361.59,390.54,4.05,-1.3456658731649858,144.54590869339748,161.60723885395728,161.60723885395728,1433.3999999999999,20893.51972,26116.89965,26116.89965
2641,4,320.58,1,320.58,NaN,320.58,320.58,320.58,NaN,0.0,NaN,NaN,320.58,0.0,NaN,NaN
1944,5,424.64,1,424.64,NaN,424.64,424.64,424.64,NaN,0.0,NaN,NaN,424.64,0.0,NaN,NaN
4224,4,413.46,1,413.46,NaN,413.46,413.46,413.46,NaN,0.0,NaN,NaN,413.46,0.0,NaN,NaN
5936,7,222.81400000000002,5,214.15,-0.06520552015707493,65.4,591.86,65.4,1.2776325648603952,190.63087091024897,213.13179298265194,213.13179298265194,1114.0700000000002,36340.128944000004,45425.16118,45425.16118
1865,4,159.2,1,159.2,NaN,159.2,159.2,159.2,NaN,0.0,NaN,NaN,159.2,0.0,NaN,NaN
6233,5,94.12249999999999,4,170.96,-1.9602390994592673,4.15,196.43,4.15,0.029836896877830577,90.02445705890149,103.95128903321337,103.95128903321337,376.48999999999995,8104.4028687499995,10805.870491666667,10805.870491666667
2662,5,162.24,1,162.24,NaN,162.24,162.24,162.24,NaN,0.0,NaN,NaN,162.24,0.0,NaN,NaN
2946,7,370.8,1,370.8,NaN,370.8,370.8,370.8,NaN,0.0,NaN,NaN,370.8,0.0,NaN,NaN
5430,3,230.16000000000003,2,334.54,-1.9999999999999993,125.78,334.54,125.78,0.0,104.38000000000001,147.6156116405037,147.6156116405037,460.32000000000005,10895.184400000002,21790.368800000004,21790.368800000004
5192,4,234.47,1,234.47,NaN,234.47,234.47,234.47,NaN,0.0,NaN,NaN,234.47,0.0,NaN,NaN
3289,6,413.37,1,413.37,NaN,413.37,413.37,413.37,NaN,0.0,NaN,NaN,413.37,0.0,NaN,NaN
5875,2,110.475,2,208.2,-2.0000000000000027,12.75,208.2,12.75,-4.989454851052724E-16,97.725,138.2040203829107,138.2040203829107,220.95,9550.175624999998,19100.351249999996,19100.351249999996
5775,1,287.2966666666667,3,32.85,-1.5000000000000042,200.0,629.04,32.85,0.47946714311764543,251.0991305352441,307.53237233392736,307.53237233392736,861.89,63050.773355555546,94576.16003333332,94576.16003333332
3410,4,665.23,4,481.7,-0.7254475378749592,464.88,1410.26,304.08,1.0646297610848319,435.6955378472449,503.0978721216512,503.0978721216512,2660.92,189830.6017,253107.46893333332,253107.46893333332
1949,5,374.6,1,374.6,NaN,374.6,374.6,374.6,NaN,0.0,NaN,NaN,374.6,0.0,NaN,NaN
5440,1,9.96,1,9.96,NaN,9.96,9.96,9.96,NaN,0.0,NaN,NaN,9.96,0.0,NaN,NaN
2616,3,219.77,1,219.77,NaN,219.77,219.77,219.77,NaN,0.0,NaN,NaN,219.77,0.0,NaN,NaN
1306,4,155.43666666666667,3,215.52,-1.4999999999999993,29.75,221.04,29.75,-0.7050627827713946,88.90246053337832,108.88283259234825,108.88283259234825,466.31,7903.647488888889,11855.471233333334,11855.471233333334
4228,7,196.73,1,196.73,NaN,196.73,196.73,196.73,NaN,0.0,NaN,NaN,196.73,0.0,NaN,NaN
5722,7,303.2325,4,374.29,-1.2341549214962015,27.0,580.08,27.0,0.003997519275307738,201.94989965025985,233.19165785179086,233.19165785179086,1212.93,40783.76196875002,54378.349291666695,54378.349291666695
5754,6,1753.96,2,3096.0,-1.9999999999999993,411.92,3096.0,411.92,0.0,1342.04,1897.9311692471886,1897.9311692471886,3507.92,1801071.3616,3602142.7232,3602142.7232
5878,5,212.86499999999998,2,114.71,-1.999999999999998,311.02,311.02,114.71,-4.924167894738492E-16,98.155,138.81213221473115,138.81213221473115,425.72999999999996,9634.404025,19268.80805,19268.80805
3060,6,158.2,2,136.7,-2.0,179.7,179.7,136.7,0.0,21.5,30.405591591021544,30.405591591021544,316.4,462.25,924.5,924.5
5948,4,378.65,4,147.42,-0.8896393073930389,189.9,828.68,147.42,0.9105239200969982,270.4273834137364,312.2626452203337,312.2626452203337,1514.6,73130.96969999999,97507.95959999999,97507.95959999999
5862,6,253.69833333333335,6,192.05,-1.1423853508979747,10.95,506.4,10.95,0.03754538128832057,163.8008605407459,179.4348525138488,179.4348525138488,1522.19,26830.72191388889,32196.866296666667,32196.866296666667
5536,5,192.03,2,200.5,-2.0,183.56,200.5,183.56,0.0,8.469999999999999,11.978388873300114,11.978388873300114,384.06,71.74089999999998,143.48179999999996,143.48179999999996
3801,1,453.69,1,453.69,NaN,453.69,453.69,453.69,NaN,0.0,NaN,NaN,453.69,0.0,NaN,NaN
5572,1,470.37,2,600.0,-2.000000000000001,340.74,600.0,340.74,0.0,129.63,183.3245040904243,183.3245040904243,940.74,16803.9369,33607.8738,33607.8738
2381,7,441.94,2,679.88,-2.0000000000000027,204.0,679.88,204.0,-5.53079734028727E-16,237.94,336.49797503105424,336.49797503105424,883.88,56615.4436,113230.8872,113230.8872
3328,2,154.65,1,154.65,NaN,154.65,154.65,154.65,NaN,0.0,NaN,NaN,154.65,0.0,NaN,NaN
6302,4,218.32333333333335,3,112.71,-1.5000000000000004,450.4,450.4,91.86,0.6985782859607604,164.32359342332907,201.25447829385894,201.25447829385894,654.97,27002.243355555558,40503.365033333335,40503.365033333335
5087,1,282.31333333333333,3,255.74,-1.4999999999999998,255.34,335.86,255.34,0.7070475950600122,37.863563253109476,46.37320490685686,46.37320490685686,846.94,1433.6494222222225,2150.4741333333336,2150.4741333333336
6721,4,156.18,2,306.86,-1.9999999999999987,5.5,306.86,5.5,0.0,150.68,213.09369957837797,213.09369957837797,312.36,22704.4624,45408.9248,45408.9248
2918,7,110.96,1,110.96,NaN,110.96,110.96,110.96,NaN,0.0,NaN,NaN,110.96,0.0,NaN,NaN
1607,3,394.28,1,394.28,NaN,394.28,394.28,394.28,NaN,0.0,NaN,NaN,394.28,0.0,NaN,NaN
4644,7,346.01,1,346.01,NaN,346.01,346.01,346.01,NaN,0.0,NaN,NaN,346.01,0.0,NaN,NaN
1759,2,249.76,1,249.76,NaN,249.76,249.76,249.76,NaN,0.0,NaN,NaN,249.76,0.0,NaN,NaN
4643,2,174.86,1,174.86,NaN,174.86,174.86,174.86,NaN,0.0,NaN,NaN,174.86,0.0,NaN,NaN
6378,5,120.98,1,120.98,NaN,120.98,120.98,120.98,NaN,0.0,NaN,NaN,120.98,0.0,NaN,NaN
6661,2,302.2,1,302.2,NaN,302.2,302.2,302.2,NaN,0.0,NaN,NaN,302.2,0.0,NaN,NaN
5712,2,94.82,2,156.79,-2.000000000000001,32.85,156.79,32.85,0.0,61.97,87.6388144602607,87.6388144602607,189.64,3840.2808999999997,7680.5617999999995,7680.5617999999995
5300,4,638.66,1,638.66,NaN,638.66,638.66,638.66,NaN,0.0,NaN,NaN,638.66,0.0,NaN,NaN
4045,3,213.5,1,213.5,NaN,213.5,213.5,213.5,NaN,0.0,NaN,NaN,213.5,0.0,NaN,NaN
4806,4,306.88,1,306.88,NaN,306.88,306.88,306.88,NaN,0.0,NaN,NaN,306.88,0.0,NaN,NaN
2186,3,369.41,1,369.41,NaN,369.41,369.41,369.41,NaN,0.0,NaN,NaN,369.41,0.0,NaN,NaN
