counterparty_acct_id,acct_stat_dt_quarter,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
2153,2,209.85,1,209.85,NaN,209.85,209.85,209.85,NaN,0.0,NaN,NaN,209.85,0.0,NaN,NaN
5768,2,388.88800000000003,5,313.45,-1.2025465552488823,312.12,675.38,110.55,0.10797118178866556,195.90043628333245,219.0233461756988,219.0233461756988,1944.44,38376.980936,47971.22617,47971.22617
5014,1,141.82666666666668,3,147.0,-1.5,141.98,147.0,136.5,-0.05359260973929013,4.287978026477696,5.2516790965683855,5.2516790965683855,425.48,18.386755555555556,27.580133333333333,27.580133333333333
6820,4,136.04,1,136.04,NaN,136.04,136.04,136.04,NaN,0.0,NaN,NaN,136.04,0.0,NaN,NaN
4579,4,162.23,1,162.23,NaN,162.23,162.23,162.23,NaN,0.0,NaN,NaN,162.23,0.0,NaN,NaN
2921,4,246.24,5,199.75,-0.1310608460219007,3.75,813.75,3.75,1.2077605625435004,295.8616913356645,330.78342688230316,330.78342688230316,1231.2,87534.1404,109417.67550000001,109417.67550000001
2597,3,247.29000000000002,5,481.4,-1.2710332150159271,15.9,481.4,15.9,0.07169587219306318,163.58115832821335,182.88929493002044,182.88929493002044,1236.45,26758.79536,33448.4942,33448.4942
4224,2,413.46,1,413.46,NaN,413.46,413.46,413.46,NaN,0.0,NaN,NaN,413.46,0.0,NaN,NaN
1111,3,316.225,2,323.0,-2.0,309.45,323.0,309.45,0.0,6.775000000000006,9.581296885077727,9.581296885077727,632.45,45.900625000000076,91.80125000000015,91.80125000000015
6018,4,308.68666666666667,6,654.6,-0.7922087068281414,9.95,654.6,9.95,0.2497747802966977,204.58235266567402,224.10873884493364,224.10873884493364,1852.1200000000001,41853.93902222222,50224.726826666665,50224.726826666665
2747,3,214.56,1,214.56,NaN,214.56,214.56,214.56,NaN,0.0,NaN,NaN,214.56,0.0,NaN,NaN
4204,4,375.18,2,280.6,-2.000000000000001,469.76,469.76,280.6,0.0,94.57999999999998,133.7563187292473,133.7563187292473,750.36,8945.376399999997,17890.752799999995,17890.752799999995
5879,3,426.582,5,259.2,-0.34427568431888744,3.25,1097.24,3.25,0.9073562614794934,364.843045398977,407.9069253150772,407.9069253150772,2132.91,133110.447776,166388.05972,166388.05972
2551,3,318.6,2,595.7,-1.9999999999999984,41.5,595.7,41.5,3.501712929418461E-16,277.1,391.8785781335847,391.8785781335847,637.2,76784.41000000002,153568.82000000004,153568.82000000004
2328,1,183.6,1,183.6,NaN,183.6,183.6,183.6,NaN,0.0,NaN,NaN,183.6,0.0,NaN,NaN
2716,4,305.805,2,302.72,-1.9999999999999991,308.89,308.89,302.72,0.0,3.0849999999999795,4.362848839920969,4.362848839920969,611.61,9.517224999999874,19.034449999999747,19.034449999999747
1575,3,181.47,5,878.55,0.24920464504619355,4.95,878.55,3.25,1.49940943969967,348.56756102655334,389.71038060333984,389.71038060333984,907.35,121499.3446,151874.18075,151874.18075
5870,3,214.3975,4,46.95,-1.9644349373166932,4.95,417.05,4.95,-0.00996862408055757,189.29831290518678,218.5828638259032,218.5828638259032,857.59,35833.851268750004,47778.46835833334,47778.46835833334
5373,1,353.6,1,353.6,NaN,353.6,353.6,353.6,NaN,0.0,NaN,NaN,353.6,0.0,NaN,NaN
1079,3,1870.2,1,1870.2,NaN,1870.2,1870.2,1870.2,NaN,0.0,NaN,NaN,1870.2,0.0,NaN,NaN
4273,4,198.825,2,127.88,-2.0,269.77,269.77,127.88,0.0,70.945,100.33138118255921,100.33138118255921,397.65,5033.193024999999,10066.386049999997,10066.386049999997
4260,1,205.66,1,205.66,NaN,205.66,205.66,205.66,NaN,0.0,NaN,NaN,205.66,0.0,NaN,NaN
3508,1,310.7,1,310.7,NaN,310.7,310.7,310.7,NaN,0.0,NaN,NaN,310.7,0.0,NaN,NaN
6499,1,725.895,2,305.96,-2.0,1145.83,1145.83,305.96,0.0,419.93499999999995,593.8777723151455,593.8777723151455,1451.79,176345.40422499995,352690.8084499999,352690.8084499999
4282,1,252.955,2,299.67,-1.9999999999999991,206.24,299.67,206.24,0.0,46.715,66.06498656625914,66.06498656625914,505.91,2182.2912250000004,4364.582450000001,4364.582450000001
3130,2,414.865,2,312.45,-1.9999999999999993,517.28,517.28,312.45,0.0,102.41499999999999,144.83668199044052,144.83668199044052,829.73,10488.832224999998,20977.664449999997,20977.664449999997
1549,3,65.3,2,112.9,-2.000000000000001,17.7,112.9,17.7,0.0,47.6,67.31656556895933,67.31656556895933,130.6,2265.76,4531.52,4531.52
3756,3,338.71,1,338.71,NaN,338.71,338.71,338.71,NaN,0.0,NaN,NaN,338.71,0.0,NaN,NaN
1859,3,516.24,1,516.24,NaN,516.24,516.24,516.24,NaN,0.0,NaN,NaN,516.24,0.0,NaN,NaN
1350,2,339.02,1,339.02,NaN,339.02,339.02,339.02,NaN,0.0,NaN,NaN,339.02,0.0,NaN,NaN
1161,1,401.3,1,401.3,NaN,401.3,401.3,401.3,NaN,0.0,NaN,NaN,401.3,0.0,NaN,NaN
2492,2,508.85,1,508.85,NaN,508.85,508.85,508.85,NaN,0.0,NaN,NaN,508.85,0.0,NaN,NaN
3021,1,317.8,1,317.8,NaN,317.8,317.8,317.8,NaN,0.0,NaN,NaN,317.8,0.0,NaN,NaN
5296,1,521.54,1,521.54,NaN,521.54,521.54,521.54,NaN,0.0,NaN,NaN,521.54,0.0,NaN,NaN
4708,2,98.42,1,98.42,NaN,98.42,98.42,98.42,NaN,0.0,NaN,NaN,98.42,0.0,NaN,NaN
3190,4,107.76,1,107.76,NaN,107.76,107.76,107.76,NaN,0.0,NaN,NaN,107.76,0.0,NaN,NaN
2781,1,316.7,1,316.7,NaN,316.7,316.7,316.7,NaN,0.0,NaN,NaN,316.7,0.0,NaN,NaN
1267,3,696.12,1,696.12,NaN,696.12,696.12,696.12,NaN,0.0,NaN,NaN,696.12,0.0,NaN,NaN
2395,1,78.48,1,78.48,NaN,78.48,78.48,78.48,NaN,0.0,NaN,NaN,78.48,0.0,NaN,NaN
4743,3,320.93,1,320.93,NaN,320.93,320.93,320.93,NaN,0.0,NaN,NaN,320.93,0.0,NaN,NaN
2070,2,102.0,1,102.0,NaN,102.0,102.0,102.0,NaN,0.0,NaN,NaN,102.0,0.0,NaN,NaN
5359,2,34.0,1,34.0,NaN,34.0,34.0,34.0,NaN,0.0,NaN,NaN,34.0,0.0,NaN,NaN
1554,2,143.7,1,143.7,NaN,143.7,143.7,143.7,NaN,0.0,NaN,NaN,143.7,0.0,NaN,NaN
1592,4,9.15,1,9.15,NaN,9.15,9.15,9.15,NaN,0.0,NaN,NaN,9.15,0.0,NaN,NaN
6172,4,95.91666666666667,3,215.15,-1.5,33.0,215.15,33.0,0.7038615868315182,84.35374258969718,103.31181361941786,103.31181361941786,287.75,7115.5538888888905,10673.330833333335,10673.330833333335
3410,4,320.7933333333333,3,306.4,-1.5000000000000002,55.8,600.18,55.8,0.09677376259741109,222.47512540107087,272.47526884716217,272.47526884716217,962.3799999999999,49495.18142222221,74242.77213333332,74242.77213333332
2808,1,37.2,1,37.2,NaN,37.2,37.2,37.2,NaN,0.0,NaN,NaN,37.2,0.0,NaN,NaN
6196,3,258.90999999999997,6,303.5,-1.3071071914604169,82.04,456.9,6.35,-0.45978540026766807,161.1871078384786,176.57162988430503,176.57162988430503,1553.4599999999998,25981.28373333333,31177.540479999996,31177.540479999996
1065,2,303.5,1,303.5,NaN,303.5,303.5,303.5,NaN,0.0,NaN,NaN,303.5,0.0,NaN,NaN
1306,4,231.1042857142857,7,473.39,-1.2866291727705514,409.02,473.39,16.5,0.02627891661431979,163.37720297844868,176.46754808907903,176.46754808907903,1617.73,26692.110453061217,31140.795528571423,31140.795528571423
5775,1,164.55400000000003,5,184.1,-0.706887680399856,11.5,291.86,11.5,-0.38667394803183996,91.78891122570309,102.62312254068283,102.62312254068283,822.7700000000001,8425.204224000003,10531.505280000003,10531.505280000003
2168,2,151.3,1,151.3,NaN,151.3,151.3,151.3,NaN,0.0,NaN,NaN,151.3,0.0,NaN,NaN
5927,3,331.7575,8,429.24,0.20305789728708934,9.95,585.75,9.95,-0.5090307237926249,155.80394681698536,166.5614252846593,166.5614252846593,2654.06,24274.86984375,27742.70839285714,27742.70839285714
5327,1,139.68,1,139.68,NaN,139.68,139.68,139.68,NaN,0.0,NaN,NaN,139.68,0.0,NaN,NaN
5875,2,231.715,4,428.82,-0.8425373239807823,115.95,428.82,115.95,0.8868710064574294,118.47848127402715,136.8071661134752,136.8071661134752,926.86,14037.150525000001,18716.2007,18716.2007
2699,4,346.46000000000004,4,314.1,-0.7533526398487052,312.0,426.84,312.0,1.056575449958634,47.11549426674838,54.40428659581889,54.40428659581889,1385.8400000000001,2219.869799999999,2959.8263999999986,2959.8263999999986
5412,2,142.98,2,37.67,-2.0000000000000004,248.29,248.29,37.67,0.0,105.31,148.93083025351063,148.93083025351063,285.96,11090.196100000001,22180.392200000002,22180.392200000002
5740,3,486.91428571428565,7,1489.18,0.9338855336651433,11.9,1489.18,11.9,1.400165377727813,444.1874319588568,479.7772613361726,479.7772613361726,3408.3999999999996,197302.47471020403,230186.22049523806,230186.22049523806
1033,1,143.0,1,143.0,NaN,143.0,143.0,143.0,NaN,0.0,NaN,NaN,143.0,0.0,NaN,NaN
6423,4,203.55,1,203.55,NaN,203.55,203.55,203.55,NaN,0.0,NaN,NaN,203.55,0.0,NaN,NaN
2547,4,125.605,2,66.93,-1.9999999999999993,184.28,184.28,66.93,0.0,58.675,82.97898077224134,82.97898077224134,251.21,3442.755625,6885.51125,6885.51125
6045,2,251.10166666666666,12,1.9,-0.8044213505384912,10.95,611.98,1.9,0.5540900149417496,190.8979753181148,199.3864324203965,199.3864324203965,3013.22,36442.03698055556,39754.949433333335,39754.949433333335
4902,3,295.7,9,289.3,2.832850086103745,27.9,1271.55,4.95,2.0198286196168938,363.9294639838269,386.00548778482414,386.00548778482414,2661.2999999999997,132444.65475555556,149000.2366,149000.2366
1622,1,414.0,1,414.0,NaN,414.0,414.0,414.0,NaN,0.0,NaN,NaN,414.0,0.0,NaN,NaN
1998,2,144.4,2,136.0,-2.0000000000000018,152.8,152.8,136.0,0.0,8.400000000000006,11.879393923934007,11.879393923934007,288.8,70.5600000000001,141.1200000000002,141.1200000000002
5948,4,384.1285714285715,7,25.5,-0.15173737259709918,18.55,1000.88,18.55,0.6911135732015998,307.9377777793323,332.6108148386324,332.6108148386324,2688.9000000000005,94825.67498367345,110629.95414761902,110629.95414761902
3801,1,438.0975,4,211.36,-1.4533771003812415,534.2,825.29,181.54,0.4183153366807774,262.86183028113834,303.5266969449859,303.5266969449859,1752.39,69096.34181874998,92128.45575833331,92128.45575833331
5553,2,203.72333333333336,3,232.43,-1.4999999999999987,93.44,285.3,93.44,-0.48751409018520286,80.91402611551487,99.09903850862194,99.09903850862194,611.1700000000001,6547.079622222223,9820.619433333335,9820.619433333335
6721,4,307.60999999999996,3,320.42,-1.5000000000000004,301.26,320.42,301.15,0.707028573714172,9.058149185494067,11.093921759233757,11.093921759233757,922.8299999999999,82.05006666666681,123.07510000000022,123.07510000000022
5691,2,755.7833333333333,6,177.15,1.1566681177769338,8.5,3877.56,8.5,1.7651186512097161,1400.2921656171934,1533.9432124125935,1533.9432124125935,4534.7,1960818.1490888894,2352981.778906667,2352981.778906667
3581,4,83.85,2,62.7,-1.9999999999999993,105.0,105.0,62.7,0.0,21.15,29.910616844190958,29.910616844190958,167.7,447.32249999999993,894.6449999999999,894.6449999999999
1211,4,178.5,1,178.5,NaN,178.5,178.5,178.5,NaN,0.0,NaN,NaN,178.5,0.0,NaN,NaN
2825,1,125.65,1,125.65,NaN,125.65,125.65,125.65,NaN,0.0,NaN,NaN,125.65,0.0,NaN,NaN
3058,2,101.8,1,101.8,NaN,101.8,101.8,101.8,NaN,0.0,NaN,NaN,101.8,0.0,NaN,NaN
4643,2,235.69666666666663,3,300.09,-1.5000000000000002,16.0,391.0,16.0,-0.5392129255239015,159.72085239219356,195.61729482163207,195.61729482163207,707.0899999999999,25510.750688888886,38266.12603333333,38266.12603333333
5087,1,234.5775,4,167.92,-1.3386609726836727,212.72,301.93,167.92,0.017034242458501398,49.762393619579846,57.46066270356908,57.46066270356908,938.31,2476.2958187500008,3301.7277583333344,3301.7277583333344
2603,4,165.44,3,311.11,-1.5000000000000007,1.95,311.11,1.95,-0.20796255045272735,126.84147770609844,155.34844930027464,155.34844930027464,496.32,16088.760466666668,24133.140700000004,24133.140700000004
5712,2,217.89333333333335,6,213.05,-0.24062917707406362,21.9,469.55,21.9,0.5575306468117386,135.0574885825374,147.94806611330432,147.94806611330432,1307.3600000000001,18240.52522222222,21888.630266666663,21888.630266666663
6176,3,304.648,5,914.24,-0.9304400215921982,479.8,914.24,12.75,0.8260652947670633,349.3600901877603,390.59645514264463,390.59645514264463,1523.24,122052.47261600001,152565.59077,152565.59077
3008,4,180.20999999999998,2,326.52,-1.9999999999999996,33.9,326.52,33.9,0.0,146.31,206.91358631080755,206.91358631080755,360.41999999999996,21406.6161,42813.2322,42813.2322
2616,3,205.99666666666667,3,219.77,-1.5000000000000013,278.4,278.4,119.82,-0.3062601949904137,65.46847909914781,80.18218401448873,80.18218401448873,617.99,4286.121755555555,6429.182633333332,6429.182633333332
1064,2,582.73,1,582.73,NaN,582.73,582.73,582.73,NaN,0.0,NaN,NaN,582.73,0.0,NaN,NaN
4806,4,297.03499999999997,2,287.19,-1.999999999999999,306.88,306.88,287.19,0.0,9.844999999999999,13.92293252156312,13.92293252156312,594.0699999999999,96.92402499999997,193.84804999999994,193.84804999999994
1070,4,1513.3733333333332,3,2862.06,-1.500000000000001,978.06,2862.06,700.0,0.6629113810532606,960.3978809269046,1176.2423791605765,1176.2423791605765,4540.12,922364.0896888889,1383546.1345333334,1383546.1345333334
2269,1,379.72,1,379.72,NaN,379.72,379.72,379.72,NaN,0.0,NaN,NaN,379.72,0.0,NaN,NaN
4719,2,624.9449999999999,2,772.43,-2.000000000000002,477.46,772.43,477.46,-5.806127495260083E-16,147.48499999999999,208.5752872465959,208.5752872465959,1249.8899999999999,21751.825224999997,43503.650449999994,43503.650449999994
1640,2,1198.38,1,1198.38,NaN,1198.38,1198.38,1198.38,NaN,0.0,NaN,NaN,1198.38,0.0,NaN,NaN
6302,4,232.05,1,232.05,NaN,232.05,232.05,232.05,NaN,0.0,NaN,NaN,232.05,0.0,NaN,NaN
6182,4,164.21666666666667,3,462.75,-1.4999999999999996,24.95,462.75,4.95,0.702356373933741,211.25279222349278,258.73077384287575,258.73077384287575,492.65,44627.742222222216,66941.61333333333,66941.61333333333
6690,1,341.58,1,341.58,NaN,341.58,341.58,341.58,NaN,0.0,NaN,NaN,341.58,0.0,NaN,NaN
5430,3,278.26,3,307.22,-1.499999999999999,125.78,401.78,125.78,-0.3631444018736892,114.522228410034,140.26051190552528,140.26051190552528,834.78,13115.3408,19673.0112,19673.0112
5572,1,458.84499999999997,2,144.15,-1.9999999999999993,773.54,773.54,144.15,0.0,314.695,445.0459370110012,445.0459370110012,917.6899999999999,99032.943025,198065.88605,198065.88605
5616,3,258.928,5,208.39,-0.8046560315007381,608.66,608.66,12.48,0.6136329200630831,203.8648023960978,227.92777818861833,227.92777818861833,1294.6399999999999,41560.85765599999,51951.072069999995,51951.072069999995
2968,3,630.42,1,630.42,NaN,630.42,630.42,630.42,NaN,0.0,NaN,NaN,630.42,0.0,NaN,NaN
6696,4,185.9,1,185.9,NaN,185.9,185.9,185.9,NaN,0.0,NaN,NaN,185.9,0.0,NaN,NaN
1607,3,348.99,2,394.28,-2.0000000000000004,303.7,394.28,303.7,0.0,45.28999999999999,64.04973223987747,64.04973223987747,697.98,2051.1840999999995,4102.368199999999,4102.368199999999
5440,1,737.665,2,851.09,-1.999999999999999,624.24,851.09,624.24,0.0,113.42500000000001,160.4071733121683,160.4071733121683,1475.33,12865.230625000002,25730.461250000004,25730.461250000004
6661,2,302.2,1,302.2,NaN,302.2,302.2,302.2,NaN,0.0,NaN,NaN,302.2,0.0,NaN,NaN
5163,2,301.15,1,301.15,NaN,301.15,301.15,301.15,NaN,0.0,NaN,NaN,301.15,0.0,NaN,NaN
1017,1,79.8,1,79.8,NaN,79.8,79.8,79.8,NaN,0.0,NaN,NaN,79.8,0.0,NaN,NaN
3328,2,141.04500000000002,2,138.03,-2.0,144.06,144.06,138.03,0.0,3.0150000000000006,4.263853890554882,4.263853890554882,282.09000000000003,9.090225000000004,18.180450000000008,18.180450000000008
2059,4,281.94,1,281.94,NaN,281.94,281.94,281.94,NaN,0.0,NaN,NaN,281.94,0.0,NaN,NaN
4045,3,213.5,1,213.5,NaN,213.5,213.5,213.5,NaN,0.0,NaN,NaN,213.5,0.0,NaN,NaN
3637,4,417.255,2,518.8,-2.0000000000000018,315.71,518.8,315.71,0.0,101.54499999999999,143.60631619117592,143.60631619117592,834.51,10311.387024999998,20622.774049999996,20622.774049999996
3146,2,320.4,1,320.4,NaN,320.4,320.4,320.4,NaN,0.0,NaN,NaN,320.4,0.0,NaN,NaN
2174,1,413.59,1,413.59,NaN,413.59,413.59,413.59,NaN,0.0,NaN,NaN,413.59,0.0,NaN,NaN
3678,2,508.22,1,508.22,NaN,508.22,508.22,508.22,NaN,0.0,NaN,NaN,508.22,0.0,NaN,NaN
2243,4,151.04,1,151.04,NaN,151.04,151.04,151.04,NaN,0.0,NaN,NaN,151.04,0.0,NaN,NaN
6750,2,39.95,1,39.95,NaN,39.95,39.95,39.95,NaN,0.0,NaN,NaN,39.95,0.0,NaN,NaN
2936,4,245.68,1,245.68,NaN,245.68,245.68,245.68,NaN,0.0,NaN,NaN,245.68,0.0,NaN,NaN
2588,4,424.83,1,424.83,NaN,424.83,424.83,424.83,NaN,0.0,NaN,NaN,424.83,0.0,NaN,NaN
4113,4,283.64,1,283.64,NaN,283.64,283.64,283.64,NaN,0.0,NaN,NaN,283.64,0.0,NaN,NaN
3615,4,41.99,1,41.99,NaN,41.99,41.99,41.99,NaN,0.0,NaN,NaN,41.99,0.0,NaN,NaN
6629,2,200.52,1,200.52,NaN,200.52,200.52,200.52,NaN,0.0,NaN,NaN,200.52,0.0,NaN,NaN
3946,3,168469.6,1,168469.6,NaN,168469.6,168469.6,168469.6,NaN,0.0,NaN,NaN,168469.6,0.0,NaN,NaN
3184,3,6.65,1,6.65,NaN,6.65,6.65,6.65,NaN,0.0,NaN,NaN,6.65,0.0,NaN,NaN
5201,2,40.5,2,6.75,-2.0,74.25,74.25,6.75,0.0,33.75,47.72970773009196,47.72970773009196,81.0,1139.0625,2278.125,2278.125
5345,4,8.5,1,8.5,NaN,8.5,8.5,8.5,NaN,0.0,NaN,NaN,8.5,0.0,NaN,NaN
2328,2,49.3,1,49.3,NaN,49.3,49.3,49.3,NaN,0.0,NaN,NaN,49.3,0.0,NaN,NaN
6388,3,11.76,1,11.76,NaN,11.76,11.76,11.76,NaN,0.0,NaN,NaN,11.76,0.0,NaN,NaN
6074,4,23.35,1,23.35,NaN,23.35,23.35,23.35,NaN,0.0,NaN,NaN,23.35,0.0,NaN,NaN
1444,4,411.632,15,322.4,0.649099024924173,3.3,1348.58,3.3,0.9533872461027274,360.4717276236792,373.12368652460844,373.12368652460844,6174.4800000000005,129939.86641599999,139221.28544571428,139221.28544571428
1358,2,131.8,1,131.8,NaN,131.8,131.8,131.8,NaN,0.0,NaN,NaN,131.8,0.0,NaN,NaN
4189,1,171.14,5,371.7,-1.7546291761794315,5.9,371.7,5.9,0.3208195545975623,153.62070954138963,171.75317464314887,171.75317464314887,855.6999999999999,23599.322399999997,29499.153,29499.153
3045,1,268.4440000000001,5,309.05,-0.049945276562848306,5.9,406.33,5.9,-1.199232302233371,136.5101736281952,152.62301392647177,152.62301392647177,1342.2200000000003,18635.027503999998,23293.784379999997,23293.784379999997
5194,3,203.06428571428575,7,501.69,-1.6815516664262624,6.15,502.85,6.15,0.42315551271172436,218.6786281187953,236.19991418691237,236.19991418691237,1421.4500000000003,47820.34239591837,55790.399461904766,55790.399461904766
2719,2,388.18333333333334,3,434.0,-1.5,82.8,647.75,82.8,-0.2874657908019769,232.9041302529624,285.24813905323435,285.24813905323435,1164.55,54244.33388888888,81366.50083333332,81366.50083333332
5879,2,185.955,8,203.1,0.40123758893470596,7.91,685.1,7.91,1.2335770963485586,222.19505046242594,237.53650053352703,237.53650053352703,1487.64,49370.640450000006,56423.589085714295,56423.589085714295
5688,4,94.63000000000001,7,141.05,-1.765186466595806,4.5,181.44,1.44,-0.22791030840922696,73.12234151455648,78.98115576937747,78.98115576937747,662.4100000000001,5346.87682857143,6238.022966666668,6238.022966666668
5975,3,267.88000000000005,3,557.07,-1.4999999999999993,145.72,557.07,100.85,0.6818600540238035,205.30704047028362,251.44874487656526,251.44874487656526,803.6400000000001,42150.98086666667,63226.471300000005,63226.471300000005
5674,2,272.2875,4,311.48,-1.1977271283781836,593.79,593.79,41.9,0.5151761572831475,209.1401170716656,241.49420577935194,241.49420577935194,1089.15,43739.58856874999,58319.451424999985,58319.451424999985
6152,1,274.51444444444445,9,193.09,-0.8101932813300521,97.5,702.86,97.5,0.8983317519104631,214.5964075556776,227.6138625013375,227.6138625013375,2470.63,46051.61813580248,51808.07040277778,51808.07040277778
4292,3,131.8425,4,215.16,-1.2267773259361578,4.35,215.16,4.35,-0.5725618788123354,82.32360456606598,95.059110513757,95.059110513757,527.37,6777.1758687500005,9036.234491666668,9036.234491666668
5609,1,527.7875,4,14.95,-1.7145798291790322,930.12,930.12,14.95,-0.19555857752688569,382.583555146781,441.76943710303607,441.76943710303607,2111.15,146370.17666875,195160.23555833334,195160.23555833334
