customer_id,acct_stat_dt_quarter,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
13402,1,310.615,2,308.28,-1.999999999999998,312.95,312.95,308.28,-5.581225233715945E-16,2.335000000000008,3.3021886681411883,3.3021886681411883,621.23,5.452225000000037,10.904450000000073,10.904450000000073
15708,1,308.97818181818184,11,350.68,-1.5828950524277172,9.95,663.81,7.9,0.05540508875368053,261.3608560737497,274.1175784154742,274.1175784154742,3398.76,68309.4970876033,75140.44679636364,75140.44679636364
18077,3,236.2688888888889,9,204.87,-0.8544124057497164,255.34,335.86,158.15,0.296173644167813,55.068475846883274,58.408939051408154,58.408939051408154,2126.42,3032.5370320987663,3411.6041611111123,3411.6041611111123
70406,1,303.2944444444445,9,213.3,1.1091115559842937,5.0,902.07,5.0,1.1940802299697868,249.0458628941492,264.1530277183621,264.1530277183621,2729.65,62023.841824691364,69776.82205277779,69776.82205277779
13922,2,172.25,1,172.25,NaN,172.25,172.25,172.25,NaN,0.0,NaN,NaN,172.25,0.0,NaN,NaN
16875,1,240.8433333333333,9,368.8,0.8473717878123672,12.81,957.33,4.95,1.337804008246065,298.87596420217164,317.0058315315351,317.0058315315351,2167.5899999999997,89326.84197777779,100492.69722500001,100492.69722500001
17585,4,283.2675,4,417.81,-0.954292545991771,319.55,417.81,103.72,-0.5616568472878408,113.7227889156347,131.31576558687337,131.31576558687337,1133.07,12932.872718750004,17243.830291666673,17243.830291666673
14657,3,171.634,5,416.08,-0.6063002024504689,9.95,416.08,9.95,0.7682245162222512,137.53630176793325,153.77026006351164,153.77026006351164,858.17,18916.234304,23645.29288,23645.29288
70226,2,342.928695652174,23,330.9,2.6501531683021122,12.75,1656.15,5.75,1.964914176986195,440.08136011922335,449.9720638329,449.9720638329,7887.3600000000015,193671.60352438554,202474.85823003945,202474.85823003945
13706,4,330.79,1,330.79,NaN,330.79,330.79,330.79,NaN,0.0,NaN,NaN,330.79,0.0,NaN,NaN
15676,3,709.4860000000001,5,897.8,-0.40746090004600033,91.27,2370.04,20.4,1.1032112645244048,888.0569823969631,992.8778902664718,992.8778902664718,3547.4300000000003,788645.203984,985806.50498,985806.50498
12873,3,374.0,1,374.0,NaN,374.0,374.0,374.0,NaN,0.0,NaN,NaN,374.0,0.0,NaN,NaN
14854,3,291.8457142857143,7,462.28,-1.525287916277071,9.94,535.97,9.94,-0.3428182472351572,202.8565732486973,219.11014169873127,219.11014169873127,2042.92,41150.78931020408,48009.25419523809,48009.25419523809
12994,1,209.324,5,352.6,-1.8062774119929155,36.0,352.6,36.0,-0.35503452207945896,142.7105143428472,159.55520558728256,159.55520558728256,1046.6200000000001,20366.290904,25457.86363,25457.86363
16374,4,236.51500000000001,2,156.3,-2.0,316.73,316.73,156.3,0.0,80.215,113.44114090575782,113.44114090575782,473.03000000000003,6434.446225000001,12868.892450000001,12868.892450000001
70393,2,275.4469230769231,13,1015.83,0.34236527541319894,11.9,1015.83,8.7,1.2941014219347748,332.8844657831953,346.47713708566243,346.47713708566243,3580.81,110812.06755976332,120046.40652307693,120046.40652307693
69469,3,419.75,5,229.59,-1.5033526247444995,770.23,770.23,122.86,0.2584219103907189,242.82611103421314,271.4878454922062,271.4878454922062,2098.75,58964.520200000006,73705.65025,73705.65025
13376,2,339.92,3,376.0,-1.5000000000000002,249.76,394.0,249.76,-0.6656137767551125,64.17486112178194,78.59783203116992,78.59783203116992,1019.76,4118.4128,6177.6192,6177.6192
69354,4,114.82666666666667,3,15.0,-1.4999999999999998,165.95,165.95,15.0,-0.7064836301190012,70.59502642223144,86.46089655638167,86.46089655638167,344.48,4983.657755555555,7475.486633333332,7475.486633333332
15117,3,258.90500000000003,6,312.4,-1.3419544965765358,1.65,526.3,1.65,-0.2956118628922896,193.89963028587755,212.40640279897403,212.40640279897403,1553.4300000000003,37597.066625,45116.47995,45116.47995
13062,2,346.98,1,346.98,NaN,346.98,346.98,346.98,NaN,0.0,NaN,NaN,346.98,0.0,NaN,NaN
16114,4,135.75,1,135.75,NaN,135.75,135.75,135.75,NaN,0.0,NaN,NaN,135.75,0.0,NaN,NaN
12548,1,95.2,1,95.2,NaN,95.2,95.2,95.2,NaN,0.0,NaN,NaN,95.2,0.0,NaN,NaN
13384,1,376.1225,8,583.24,-0.9070364339866606,18.75,1024.08,10.9,0.6241747792639069,343.63394523642455,367.3601398686114,367.3601398686114,3008.98,118084.28831875001,134953.47236428573,134953.47236428573
12879,1,75.55666666666666,3,140.5,-1.5000000000000009,20.65,140.5,20.65,0.29614093816520104,49.44058139715682,60.552098504786215,60.552098504786215,226.67,2444.3710888888886,3666.5566333333327,3666.5566333333327
15035,2,252.73,1,252.73,NaN,252.73,252.73,252.73,NaN,0.0,NaN,NaN,252.73,0.0,NaN,NaN
16454,1,7.316666666666667,3,5.9,-1.4999999999999998,15.05,15.05,1.0,0.3505484821294287,5.822704602578504,7.131327599636224,7.131327599636224,21.950000000000003,33.9038888888889,50.85583333333335,50.85583333333335
15473,1,194.74285714285716,7,547.2,0.46209000669949196,102.0,547.2,102.0,1.431081429060282,160.18309931488545,173.01752182118105,173.01752182118105,1363.2,25658.625306122452,29935.062857142864,29935.062857142864
15158,4,401.4,1,401.4,NaN,401.4,401.4,401.4,NaN,0.0,NaN,NaN,401.4,0.0,NaN,NaN
15428,2,93.78,1,93.78,NaN,93.78,93.78,93.78,NaN,0.0,NaN,NaN,93.78,0.0,NaN,NaN
13958,2,102.45,1,102.45,NaN,102.45,102.45,102.45,NaN,0.0,NaN,NaN,102.45,0.0,NaN,NaN
15888,1,27.04,1,27.04,NaN,27.04,27.04,27.04,NaN,0.0,NaN,NaN,27.04,0.0,NaN,NaN
69783,3,265.9992592592592,27,202.12,-0.44203966637929204,25.4,726.43,6.35,0.6979481926246961,207.71036506396797,211.66710850414884,211.66710850414884,7181.979999999998,43143.59575500685,44802.964822507114,44802.964822507114
14748,4,234.41400000000004,5,412.22,-1.5225629659606896,103.96,412.22,58.2,-0.1314235578433588,132.66066298643318,148.31913018892743,148.31913018892743,1172.0700000000002,17598.851504000002,21998.564380000003,21998.564380000003
17596,4,403.98999999999995,7,392.62,-0.9475289077904345,295.17,612.01,182.02,-0.03609181252301442,135.2891594221165,146.12899358671663,146.12899358671663,2827.93,18303.15665714286,21353.68276666667,21353.68276666667
69803,1,256.5504,25,192.7,1.4154680849604038,17.85,954.51,7.5,1.3910704159461553,252.66099218486417,257.87104531593565,257.87104531593565,6413.76,63837.57697183999,66497.47601233333,66497.47601233333
17675,2,475.9640540540539,37,617.12,-0.3463832527717212,60.18,1532.76,6.6,0.5875471566592834,395.3589225026844,400.812406636401,400.812406636401,17610.669999999995,156308.6776024836,160650.5853136637,160650.5853136637
16003,3,547.0740000000001,5,1181.0,-0.5183636110355985,415.55,1181.0,39.2,0.4863220221223564,368.30779832091525,411.7806368444247,411.7806368444247,2735.3700000000003,135650.63430399998,169563.29287999996,169563.29287999996
14985,3,148.375,2,124.51,-2.0,172.24,172.24,124.51,0.0,23.865000000000002,33.75020666603392,33.75020666603392,296.75,569.5382250000001,1139.0764500000002,1139.0764500000002
70011,4,446.2215151515151,33,1484.25,8.236425091004197,195.0,2582.78,15.0,2.7119159072958183,497.88028443696953,505.59981895962704,505.59981895962704,14725.31,247884.7776310377,255631.17693200763,255631.17693200763
14616,3,237.6,1,237.6,NaN,237.6,237.6,237.6,NaN,0.0,NaN,NaN,237.6,0.0,NaN,NaN
14438,4,131.9,1,131.9,NaN,131.9,131.9,131.9,NaN,0.0,NaN,NaN,131.9,0.0,NaN,NaN
15641,3,526.2766666666666,3,453.79,-1.5,581.82,581.82,453.79,-0.44240725851434104,53.623549760239584,65.67516755466511,65.67516755466511,1578.83,2875.485088888891,4313.227633333337,4313.227633333337
17789,3,225.9,1,225.9,NaN,225.9,225.9,225.9,NaN,0.0,NaN,NaN,225.9,0.0,NaN,NaN
17864,3,199.16666666666666,3,208.41,-1.4999999999999998,116.78,272.31,116.78,-0.2141796297237837,63.83037225508107,78.17592105842652,78.17592105842652,597.5,4074.3164222222235,6111.474633333335,6111.474633333335
16444,4,134.11399999999998,5,119.08,-0.3283558256280257,15.9,301.32,15.9,0.760563431716029,92.48228664993096,103.39833983193346,103.39833983193346,670.5699999999999,8552.973343999998,10691.216679999998,10691.216679999998
12792,4,400.54,1,400.54,NaN,400.54,400.54,400.54,NaN,0.0,NaN,NaN,400.54,0.0,NaN,NaN
13135,4,3096.0,1,3096.0,NaN,3096.0,3096.0,3096.0,NaN,0.0,NaN,NaN,3096.0,0.0,NaN,NaN
16117,4,232.21,1,232.21,NaN,232.21,232.21,232.21,NaN,0.0,NaN,NaN,232.21,0.0,NaN,NaN
69313,3,48.3,1,48.3,NaN,48.3,48.3,48.3,NaN,0.0,NaN,NaN,48.3,0.0,NaN,NaN
12420,1,600.39,1,600.39,NaN,600.39,600.39,600.39,NaN,0.0,NaN,NaN,600.39,0.0,NaN,NaN
18126,2,206.83,1,206.83,NaN,206.83,206.83,206.83,NaN,0.0,NaN,NaN,206.83,0.0,NaN,NaN
14484,4,321.92,1,321.92,NaN,321.92,321.92,321.92,NaN,0.0,NaN,NaN,321.92,0.0,NaN,NaN
13651,4,47.1,2,79.2,-2.0,15.0,79.2,15.0,0.0,32.1,45.396255352176354,45.396255352176354,94.2,1030.41,2060.82,2060.82
12603,4,739.2,1,739.2,NaN,739.2,739.2,739.2,NaN,0.0,NaN,NaN,739.2,0.0,NaN,NaN
69903,3,343.1794871794871,39,277.35,20.961334407118084,8.3,3108.64,4.05,4.33787109597725,500.97794051925723,507.52694972752926,507.52694972752926,13383.999999999998,250978.89688691645,257583.60469973003,257583.60469973003
69909,3,579.4853658536585,41,799.4,7.321708725109074,6.9,4406.61,6.9,2.801034902402351,918.6052248849022,930.0169074621643,930.0169074621643,23758.9,843835.5591858418,864931.4481654878,864931.4481654878
14667,1,355.6047826086957,23,511.56,1.4389530690364385,5.95,1069.29,4.05,1.1336779945685984,238.95966817908223,244.33021892642017,244.33021892642017,8178.910000000001,57101.723016257085,59697.25588063241,59697.25588063241
18119,1,181.12,1,181.12,NaN,181.12,181.12,181.12,NaN,0.0,NaN,NaN,181.12,0.0,NaN,NaN
69977,4,1117.6950000000002,30,289.35,24.676919238405677,17.68,22998.4,3.75,5.1467095047033045,4076.240365437045,4145.924735683223,4145.924735683223,33530.850000000006,1.6615735516818335E7,1.718869191395E7,1.718869191395E7
70262,1,278.54375,24,301.52,7.165824048898113,7.25,1535.24,6.95,2.5312914898644387,320.7606666297644,327.65953473494005,327.65953473494005,6685.049999999999,102887.40525677083,107360.77070271737,107360.77070271737
15805,4,264.97578947368413,19,370.8,1.5435251008055673,29.86,1062.43,17.7,1.5820100735833214,312.3406950130239,320.89955900589115,320.89955900589115,5034.539999999998,97556.70976121882,102976.52697017543,102976.52697017543
13426,4,308.4309090909091,11,336.98,0.7358393425200873,7.62,697.46,7.62,0.43089196582098255,169.72845861201333,178.01270917856093,178.01270917856093,3392.74,28807.74966280992,31688.524629090913,31688.524629090913
69613,1,317.3860000000001,10,111.9,-0.191372336535665,7.5,860.7,3.3,0.714132727209167,252.72838622521215,266.39910995013145,266.39910995013145,3173.8600000000006,63871.637204000006,70968.48578222223,70968.48578222223
13684,2,35.115,2,67.23,-1.9999999999999984,3.0,67.23,3.0,0.0,32.115,45.41746855561195,45.41746855561195,70.23,1031.373225,2062.74645,2062.74645
70592,3,140.325,2,96.75,-1.9999999999999998,183.9,183.9,96.75,-3.5175312498971915E-16,43.575,61.62435598040762,61.62435598040762,280.65,1898.7806250000003,3797.5612500000007,3797.5612500000007
17652,2,277.6838888888889,18,222.3,-0.4210691518715124,17.85,811.36,1.65,0.6266174666330613,238.50854159265307,245.42326456525933,245.42326456525933,4998.3099999999995,56886.32441265432,60232.57878986928,60232.57878986928
12769,3,1143.6,1,1143.6,NaN,1143.6,1143.6,1143.6,NaN,0.0,NaN,NaN,1143.6,0.0,NaN,NaN
16139,2,211.80333333333337,3,139.8,-1.4999999999999993,329.04,329.04,139.8,0.6531373232869416,83.61612776386038,102.40842364441187,102.40842364441187,635.4100000000001,6991.656822222223,10487.485233333335,10487.485233333335
