counterparty_acct_id,acct_last_updated_ts_weekday,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
5870,3,258.54,5,403.25,-1.7022560442136652,102.0,417.05,102.0,0.20079177835079248,128.45985131549858,143.62247996048532,143.62247996048532,1292.7,16501.9334,20627.416750000004,20627.416750000004
4273,4,225.89499999999998,2,182.02,-2.000000000000001,269.77,269.77,182.02,3.445869002258318E-16,43.874999999999986,62.04862004911953,62.04862004911953,451.78999999999996,1925.0156249999989,3850.0312499999977,3850.0312499999977
5975,5,303.975,4,46.85,-1.5555005026157702,420.12,557.07,46.85,-0.020383408953514016,197.62956440016762,228.20296441253052,228.20296441253052,1215.9,39057.444725,52076.59296666667,52076.59296666667
5484,4,131.375,2,250.0,-2.0,12.75,250.0,12.75,0.0,118.625,167.7610838365084,167.7610838365084,262.75,14071.890625,28143.78125,28143.78125
4110,6,232.17,2,311.7,-2.0000000000000018,152.64,311.7,152.64,0.0,79.53,112.47240461553226,112.47240461553226,464.34,6325.0209,12650.0418,12650.0418
2921,4,842.9,1,842.9,NaN,842.9,842.9,842.9,NaN,0.0,NaN,NaN,842.9,0.0,NaN,NaN
5926,7,179.41666666666666,6,417.81,-1.1208531372147579,17.55,417.81,17.55,0.6124794435765691,140.59525308092336,154.01438318113887,154.01438318113887,1076.5,19767.02518888889,23720.430226666667,23720.430226666667
2302,7,3690.111,10,16774.72,3.224607210145823,6.4,16774.72,6.4,2.0798704662163288,4674.625025636708,4927.487429411667,4927.487429411667,36901.11,2.1852119130309E7,2.428013236701E7,2.428013236701E7
5961,1,1927.2083333333333,6,7722.04,0.373044055273279,97.14,7722.04,28.45,1.402618820090122,2753.0291062659003,3015.792285940241,3015.792285940241,11563.25,7579169.259947221,9095003.111936664,9095003.111936664
3482,2,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
6236,6,15.870000000000001,2,15.15,-1.9999999999999991,16.59,16.59,15.15,0.0,0.7199999999999998,1.0182337649086282,1.0182337649086282,31.740000000000002,0.5183999999999996,1.0367999999999993,1.0367999999999993
1498,6,120.95,1,120.95,NaN,120.95,120.95,120.95,NaN,0.0,NaN,NaN,120.95,0.0,NaN,NaN
6687,6,300.0,1,300.0,NaN,300.0,300.0,300.0,NaN,0.0,NaN,NaN,300.0,0.0,NaN,NaN
5645,3,198.55999999999997,3,174.6,-1.5000000000000002,110.3,310.78,110.3,0.40644503947823796,83.58077450386939,102.36512492055093,102.36512492055093,595.68,6985.745866666664,10478.618799999997,10478.618799999997
1171,5,75.6,1,75.6,NaN,75.6,75.6,75.6,NaN,0.0,NaN,NaN,75.6,0.0,NaN,NaN
5767,4,326.17333333333335,3,314.63,-1.4999999999999998,281.04,382.85,281.04,0.3885415386773807,42.35764734837016,51.87731135412989,51.87731135412989,978.52,1794.1702888888892,2691.2554333333337,2691.2554333333337
5369,5,475.37,1,475.37,NaN,475.37,475.37,475.37,NaN,0.0,NaN,NaN,475.37,0.0,NaN,NaN
6343,7,283.3566666666666,3,456.05,-1.5,220.05,456.05,173.97,0.6340560238430162,123.55317919377426,151.321122561701,151.321122561701,850.0699999999999,15265.38808888889,22898.082133333337,22898.082133333337
1307,4,455.02,1,455.02,NaN,455.02,455.02,455.02,NaN,0.0,NaN,NaN,455.02,0.0,NaN,NaN
6445,7,223.2,1,223.2,NaN,223.2,223.2,223.2,NaN,0.0,NaN,NaN,223.2,0.0,NaN,NaN
6149,7,607.88,4,1853.52,-0.7058103748296962,279.75,1853.52,42.0,1.0968670840551964,725.1124288343152,837.2877119604706,837.2877119604706,2431.52,525788.0344499999,701050.7125999999,701050.7125999999
2395,1,223.46,2,322.24,-1.9999999999999967,124.68,322.24,124.68,4.831289577063482E-16,98.78,139.69601569121434,139.69601569121434,446.92,9757.4884,19514.9768,19514.9768
4383,2,98.8,2,187.65,-1.999999999999999,9.95,187.65,9.95,0.0,88.85000000000001,125.6528750168495,125.6528750168495,197.6,7894.322500000001,15788.645000000002,15788.645000000002
6653,6,276.66,1,276.66,NaN,276.66,276.66,276.66,NaN,0.0,NaN,NaN,276.66,0.0,NaN,NaN
4312,7,114.84,1,114.84,NaN,114.84,114.84,114.84,NaN,0.0,NaN,NaN,114.84,0.0,NaN,NaN
4174,2,572.8,1,572.8,NaN,572.8,572.8,572.8,NaN,0.0,NaN,NaN,572.8,0.0,NaN,NaN
4204,4,371.23,1,371.23,NaN,371.23,371.23,371.23,NaN,0.0,NaN,NaN,371.23,0.0,NaN,NaN
6198,2,145.8425,4,343.62,-0.8118761177717797,46.2,343.62,46.2,0.9806193355025067,117.32205427263027,135.47183923236594,135.47183923236594,583.37,13764.464418750002,18352.619225000002,18352.619225000002
1990,7,138.28,1,138.28,NaN,138.28,138.28,138.28,NaN,0.0,NaN,NaN,138.28,0.0,NaN,NaN
3416,5,211.5,1,211.5,NaN,211.5,211.5,211.5,NaN,0.0,NaN,NaN,211.5,0.0,NaN,NaN
6470,2,317.9,1,317.9,NaN,317.9,317.9,317.9,NaN,0.0,NaN,NaN,317.9,0.0,NaN,NaN
4416,5,88.92999999999999,3,130.2,-1.5000000000000022,90.89,130.2,45.7,-0.08497318664738701,34.52480943707968,42.28408329383527,42.28408329383527,266.78999999999996,1191.9624666666662,1787.9436999999994,1787.9436999999994
6149,4,36.2,1,36.2,NaN,36.2,36.2,36.2,NaN,0.0,NaN,NaN,36.2,0.0,NaN,NaN
2492,2,127.07,1,127.07,NaN,127.07,127.07,127.07,NaN,0.0,NaN,NaN,127.07,0.0,NaN,NaN
4579,4,162.23,1,162.23,NaN,162.23,162.23,162.23,NaN,0.0,NaN,NaN,162.23,0.0,NaN,NaN
6018,4,495.4066666666667,3,654.6,-1.5,302.74,654.6,302.74,-0.33273341597361644,145.58322461358276,178.30230770613525,178.30230770613525,1486.22,21194.47528888889,31791.712933333336,31791.712933333336
2716,4,385.305,2,306.5,-2.000000000000002,464.11,464.11,306.5,4.757500237474426E-16,78.805,111.44709978281176,111.44709978281176,770.61,6210.228025000001,12420.456050000003,12420.456050000003
5475,2,159.2,1,159.2,NaN,159.2,159.2,159.2,NaN,0.0,NaN,NaN,159.2,0.0,NaN,NaN
1384,1,632.9200000000001,2,814.71,-1.9999999999999996,451.13,814.71,451.13,0.0,181.79000000000002,257.08988350380497,257.08988350380497,1265.8400000000001,33047.604100000004,66095.20820000001,66095.20820000001
6464,2,231.8,1,231.8,NaN,231.8,231.8,231.8,NaN,0.0,NaN,NaN,231.8,0.0,NaN,NaN
2328,1,183.6,1,183.6,NaN,183.6,183.6,183.6,NaN,0.0,NaN,NaN,183.6,0.0,NaN,NaN
1326,6,328.35,1,328.35,NaN,328.35,328.35,328.35,NaN,0.0,NaN,NaN,328.35,0.0,NaN,NaN
6340,3,79.10000000000001,2,146.4,-2.000000000000001,11.8,146.4,11.8,0.0,67.3,95.1765727477093,95.1765727477093,158.20000000000002,4529.29,9058.58,9058.58
2509,1,360.0,1,360.0,NaN,360.0,360.0,360.0,NaN,0.0,NaN,NaN,360.0,0.0,NaN,NaN
5768,2,110.55,1,110.55,NaN,110.55,110.55,110.55,NaN,0.0,NaN,NaN,110.55,0.0,NaN,NaN
4829,3,487.57399999999996,5,302.42,-1.1224510970819699,15.84,1322.82,15.84,0.6259867786781864,501.05610366904017,560.1977541725778,560.1977541725778,2437.87,251057.21902399993,313821.52377999993,313821.52377999993
5934,5,535.2025,4,254.31,-0.6667631492840802,1374.26,1374.26,252.14,1.1545756943113534,484.43881173864463,559.3817567264178,559.3817567264178,2140.81,234680.96231874998,312907.9497583333,312907.9497583333
1070,5,2862.06,1,2862.06,NaN,2862.06,2862.06,2862.06,NaN,0.0,NaN,NaN,2862.06,0.0,NaN,NaN
1079,3,1313.635,2,1870.2,-2.0000000000000013,757.07,1870.2,757.07,0.0,556.565,787.1017713421818,787.1017713421818,2627.27,309764.59922500007,619529.1984500001,619529.1984500001
1951,3,216.95,1,216.95,NaN,216.95,216.95,216.95,NaN,0.0,NaN,NaN,216.95,0.0,NaN,NaN
4728,6,439.53999999999996,2,461.08,-2.000000000000001,418.0,461.08,418.0,-3.640181748985405E-16,21.539999999999992,30.462160133516456,30.462160133516456,879.0799999999999,463.9715999999997,927.9431999999994,927.9431999999994
2979,2,254.38,1,254.38,NaN,254.38,254.38,254.38,NaN,0.0,NaN,NaN,254.38,0.0,NaN,NaN
6515,5,124.11,1,124.11,NaN,124.11,124.11,124.11,NaN,0.0,NaN,NaN,124.11,0.0,NaN,NaN
2245,3,122.47,1,122.47,NaN,122.47,122.47,122.47,NaN,0.0,NaN,NaN,122.47,0.0,NaN,NaN
5656,2,100.4,1,100.4,NaN,100.4,100.4,100.4,NaN,0.0,NaN,NaN,100.4,0.0,NaN,NaN
2418,7,305.24,1,305.24,NaN,305.24,305.24,305.24,NaN,0.0,NaN,NaN,305.24,0.0,NaN,NaN
3443,1,111.5,1,111.5,NaN,111.5,111.5,111.5,NaN,0.0,NaN,NaN,111.5,0.0,NaN,NaN
6097,1,202.67999999999998,3,94.8,-1.4999999999999984,175.04,338.2,94.8,0.38906393478612883,101.27147410138092,124.03171852393241,124.03171852393241,608.04,10255.911466666665,15383.867199999997,15383.867199999997
5787,3,66.35,2,128.95,-2.0000000000000027,3.75,128.95,3.75,-4.745556445780204E-16,62.599999999999994,88.52976900455575,88.52976900455575,132.7,3918.7599999999993,7837.519999999999,7837.519999999999
2566,1,224.64,1,224.64,NaN,224.64,224.64,224.64,NaN,0.0,NaN,NaN,224.64,0.0,NaN,NaN
4963,4,128.9,1,128.9,NaN,128.9,128.9,128.9,NaN,0.0,NaN,NaN,128.9,0.0,NaN,NaN
5690,6,350.34000000000003,2,360.48,-1.9999999999999998,340.2,360.48,340.2,0.0,10.140000000000015,14.340125522463206,14.340125522463206,700.6800000000001,102.8196000000003,205.6392000000006,205.6392000000006
1504,1,260.055,2,303.3,-1.9999999999999998,216.81,303.3,216.81,0.0,43.245000000000005,61.1576655048245,61.1576655048245,520.11,1870.1300250000004,3740.260050000001,3740.260050000001
1946,7,317.96,1,317.96,NaN,317.96,317.96,317.96,NaN,0.0,NaN,NaN,317.96,0.0,NaN,NaN
2597,3,276.63199999999995,5,357.45,-0.35132625861199074,70.8,372.42,70.8,-1.0917917298956206,109.81273867816977,122.774374239904,122.774374239904,1383.1599999999999,12058.837576000002,15073.546970000003,15073.546970000003
1350,2,359.53999999999996,3,339.02,-1.4999999999999984,339.02,400.58,339.02,0.7071067811865471,29.019662299895906,35.54168257131335,35.54168257131335,1078.62,842.1407999999997,1263.2111999999995,1263.2111999999995
4037,3,451.44,1,451.44,NaN,451.44,451.44,451.44,NaN,0.0,NaN,NaN,451.44,0.0,NaN,NaN
5422,5,376.97,1,376.97,NaN,376.97,376.97,376.97,NaN,0.0,NaN,NaN,376.97,0.0,NaN,NaN
3366,4,223.36,1,223.36,NaN,223.36,223.36,223.36,NaN,0.0,NaN,NaN,223.36,0.0,NaN,NaN
2747,3,330.24,2,330.24,NaN,330.24,330.24,330.24,NaN,0.0,0.0,0.0,660.48,0.0,0.0,0.0
4400,1,229.41,1,229.41,NaN,229.41,229.41,229.41,NaN,0.0,NaN,NaN,229.41,0.0,NaN,NaN
5070,6,1014.55,1,1014.55,NaN,1014.55,1014.55,1014.55,NaN,0.0,NaN,NaN,1014.55,0.0,NaN,NaN
5014,1,504.0,1,504.0,NaN,504.0,504.0,504.0,NaN,0.0,NaN,NaN,504.0,0.0,NaN,NaN
5296,1,521.54,1,521.54,NaN,521.54,521.54,521.54,NaN,0.0,NaN,NaN,521.54,0.0,NaN,NaN
5870,6,99.18,1,99.18,NaN,99.18,99.18,99.18,NaN,0.0,NaN,NaN,99.18,0.0,NaN,NaN
4475,6,433.0,1,433.0,NaN,433.0,433.0,433.0,NaN,0.0,NaN,NaN,433.0,0.0,NaN,NaN
4708,2,98.42,1,98.42,NaN,98.42,98.42,98.42,NaN,0.0,NaN,NaN,98.42,0.0,NaN,NaN
1111,3,406.72,1,406.72,NaN,406.72,406.72,406.72,NaN,0.0,NaN,NaN,406.72,0.0,NaN,NaN
4050,7,129.5,1,129.5,NaN,129.5,129.5,129.5,NaN,0.0,NaN,NaN,129.5,0.0,NaN,NaN
4903,7,203.38,1,203.38,NaN,203.38,203.38,203.38,NaN,0.0,NaN,NaN,203.38,0.0,NaN,NaN
4420,1,59.66,1,59.66,NaN,59.66,59.66,59.66,NaN,0.0,NaN,NaN,59.66,0.0,NaN,NaN
5373,1,45.0,1,45.0,NaN,45.0,45.0,45.0,NaN,0.0,NaN,NaN,45.0,0.0,NaN,NaN
1000,4,77183.6,1,77183.6,NaN,77183.6,77183.6,77183.6,NaN,0.0,NaN,NaN,77183.6,0.0,NaN,NaN
4786,1,6.75,1,6.75,NaN,6.75,6.75,6.75,NaN,0.0,NaN,NaN,6.75,0.0,NaN,NaN
4753,7,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
5712,2,101.88499999999999,4,42.9,-1.9329110893896952,21.9,178.94,21.9,-0.016029802046763554,70.08525290672782,80.92747926384462,80.92747926384462,407.53999999999996,4911.942674999999,6549.256899999999,6549.256899999999
6053,6,90.45,2,161.0,-1.9999999999999987,19.9,161.0,19.9,0.0,70.55,99.77276682542185,99.77276682542185,180.9,4977.3025,9954.605,9954.605
3410,4,222.09333333333333,3,306.4,-1.5000000000000016,55.8,306.4,55.8,-0.7069003560227655,117.5909580802122,144.01892283076324,144.01892283076324,666.28,13827.633422222223,20741.450133333336,20741.450133333336
1389,7,136.29,4,294.25,-0.967421733747412,5.0,294.25,5.0,0.38141405170603904,103.13134174439894,119.08581583603203,119.08581583603203,545.16,10636.073650000002,14181.431533333336,14181.431533333336
5875,2,286.47714285714284,7,339.54,-0.7094754257695146,124.2,508.85,124.2,0.4130843873020843,120.37392203514203,130.0186959266866,130.0186959266866,2005.34,14489.881106122453,16904.861290476194,16904.861290476194
3289,6,236.985,4,295.66,-1.1953648297271353,427.57,427.57,25.8,-0.18690916049173995,146.47031072882996,169.1293466551562,169.1293466551562,947.94,21453.551925,28604.7359,28604.7359
5327,1,233.49,2,139.68,-2.0,327.3,327.3,139.68,0.0,93.81,132.66737428622005,132.66737428622005,466.98,8800.3161,17600.6322,17600.6322
5927,3,275.41,4,212.6,-1.2740005818231734,154.48,431.56,154.48,0.3965457830709379,104.53849960660428,120.71066177710513,120.71066177710513,1101.64,10928.297900000003,14571.063866666671,14571.063866666671
5878,5,235.89,2,168.0,-2.000000000000001,303.78,303.78,168.0,0.0,67.88999999999999,96.0109587495094,96.0109587495094,471.78,4609.052099999998,9218.104199999996,9218.104199999996
5917,5,300.784,5,309.05,-0.398554086885214,415.55,415.55,134.72,-0.7684555147913273,92.116437317126,102.98930784309604,102.98930784309604,1503.92,8485.438024000003,10606.797530000003,10606.797530000003
1306,4,141.9,4,183.74,-1.3593510532796818,16.5,267.04,16.5,-0.0033435614166043514,93.36040595455871,107.80331101903442,107.80331101903442,567.6,8716.165400000002,11621.553866666669,11621.553866666669
2547,4,66.93,1,66.93,NaN,66.93,66.93,66.93,NaN,0.0,NaN,NaN,66.93,0.0,NaN,NaN
5722,7,573.0,2,475.39,-1.9999999999999982,670.61,670.61,475.39,0.0,97.61000000000001,138.04138582323782,138.04138582323782,1146.0,9527.712100000002,19055.424200000005,19055.424200000005
1148,4,385.83,2,493.53,-2.0000000000000027,278.13,493.53,278.13,-3.7275461109610517E-16,107.69999999999999,152.31080066758233,152.31080066758233,771.66,11599.289999999997,23198.579999999994,23198.579999999994
6721,4,284.2625,4,313.76,-0.7235397815697189,201.72,320.42,201.72,-1.0849397721340097,48.15578697051894,55.60551314093476,55.60551314093476,1137.05,2318.9798187500014,3091.9730916666686,3091.9730916666686
6302,4,1048.5733333333333,3,409.93,-1.5000000000000009,2503.74,2503.74,232.05,0.6913688226969007,1031.5176018641444,1263.3458926332619,1263.3458926332619,3145.72,1064028.5629555555,1596042.8444333333,1596042.8444333333
2641,4,309.5,1,309.5,NaN,309.5,309.5,309.5,NaN,0.0,NaN,NaN,309.5,0.0,NaN,NaN
5948,4,1279.192,5,25.5,-0.013095198178073808,189.9,4351.0,25.5,1.2996953687280057,1579.5394083390258,1765.97874509293,1765.97874509293,6395.96,2494944.7424959997,3118680.92812,3118680.92812
2968,3,469.115,2,759.08,-1.999999999999998,179.15,759.08,179.15,6.112000387235789E-16,289.96500000000003,410.07243561351453,410.07243561351453,938.23,84079.70122500001,168159.40245000002,168159.40245000002
4690,2,321.23,1,321.23,NaN,321.23,321.23,321.23,NaN,0.0,NaN,NaN,321.23,0.0,NaN,NaN
1963,3,308.44,1,308.44,NaN,308.44,308.44,308.44,NaN,0.0,NaN,NaN,308.44,0.0,NaN,NaN
4996,6,128.22,2,181.44,-2.0000000000000004,75.0,181.44,75.0,0.0,53.22,75.26444578949612,75.26444578949612,256.44,2832.3684,5664.7368,5664.7368
6259,7,237.23999999999998,3,369.9,-1.5000000000000013,157.54,369.9,157.54,0.66482585925934,94.43785822786677,115.6622825297858,115.6622825297858,711.7199999999999,8918.509066666664,13377.763599999995,13377.763599999995
5412,2,248.29,1,248.29,NaN,248.29,248.29,248.29,NaN,0.0,NaN,NaN,248.29,0.0,NaN,NaN
5691,2,206.66333333333333,3,177.15,-1.5000000000000016,422.04,422.04,20.8,0.2623832399997969,165.129569395941,202.24159323278022,202.24159323278022,619.99,27267.77468888889,40901.662033333334,40901.662033333334
2662,5,118.93499999999999,2,227.92,-2.0000000000000018,9.95,227.92,9.95,-3.5972444301792845E-16,108.985,154.12806509523176,154.12806509523176,237.86999999999998,11877.730225,23755.46045,23755.46045
1211,4,178.5,1,178.5,NaN,178.5,178.5,178.5,NaN,0.0,NaN,NaN,178.5,0.0,NaN,NaN
2603,4,83.89,2,165.83,-1.9999999999999998,1.95,165.83,1.95,0.0,81.94000000000001,115.88065930085142,115.88065930085142,167.78,6714.163600000002,13428.327200000003,13428.327200000003
5201,2,155.74,3,386.22,-1.4999999999999998,74.25,386.22,6.75,0.6196925269323351,165.2872959425497,202.43476801182155,202.43476801182155,467.22,27319.890200000005,40979.835300000006,40979.835300000006
2212,6,328.45,2,113.62,-1.9999999999999971,543.28,543.28,113.62,-3.757295359048167E-16,214.82999999999998,303.815499604612,303.815499604612,656.9,46151.92889999999,92303.85779999998,92303.85779999998
4902,3,189.41166666666666,6,117.83,0.7423117396917722,168.48,390.93,117.83,1.5346621848779096,93.22912982122176,102.12739483932147,102.12739483932147,1136.47,8691.670647222221,10430.004776666665,10430.004776666665
2186,3,896.67,1,896.67,NaN,896.67,896.67,896.67,NaN,0.0,NaN,NaN,896.67,0.0,NaN,NaN
1600,5,423.41499999999996,2,341.58,-2.0000000000000027,505.25,505.25,341.58,4.2483753323644674E-16,81.83500000000001,115.73216687680224,115.73216687680224,846.8299999999999,6696.967225000001,13393.934450000002,13393.934450000002
4224,4,413.46,1,413.46,NaN,413.46,413.46,413.46,NaN,0.0,NaN,NaN,413.46,0.0,NaN,NaN
5775,1,369.218,5,708.6,-1.3023859154087583,284.38,708.6,135.31,0.49597528842739985,213.44878677565725,238.6429984726139,238.6429984726139,1846.0900000000001,45560.384576,56950.48072,56950.48072
1865,4,159.2,1,159.2,NaN,159.2,159.2,159.2,NaN,0.0,NaN,NaN,159.2,0.0,NaN,NaN
5572,1,192.62333333333336,3,306.72,-1.4999999999999984,261.3,306.72,9.85,-0.6434692956713414,130.56368212059925,159.90720006720565,159.90720006720565,577.8700000000001,17046.875088888886,25570.31263333333,25570.31263333333
1908,6,95.94,1,95.94,NaN,95.94,95.94,95.94,NaN,0.0,NaN,NaN,95.94,0.0,NaN,NaN
5192,4,234.47,1,234.47,NaN,234.47,234.47,234.47,NaN,0.0,NaN,NaN,234.47,0.0,NaN,NaN
5754,6,1720.44,2,3096.0,-1.999999999999995,344.88,3096.0,344.88,7.328101348034059E-16,1375.56,1945.3356078579345,1945.3356078579345,3440.88,1892165.3135999998,3784330.6271999995,3784330.6271999995
5876,6,140.03833333333333,6,74.96,-1.5034378568413937,8.3,301.2,8.3,0.4776105028625067,118.32477219031055,129.6182936805861,129.6182936805861,840.2299999999999,14000.751713888889,16800.902056666666,16800.902056666666
6045,2,178.9366666666667,3,356.04,-1.5000000000000007,35.1,356.04,35.1,0.35924832883040003,133.1180534546519,163.0356532582163,163.0356532582163,536.8100000000001,17720.416155555562,26580.624233333343,26580.624233333343
2596,1,222.07,1,222.07,NaN,222.07,222.07,222.07,NaN,0.0,NaN,NaN,222.07,0.0,NaN,NaN
6172,4,76.975,2,39.6,-2.0,114.35,114.35,39.6,0.0,37.375,52.85623189369443,52.85623189369443,153.95,1396.890625,2793.78125,2793.78125
5648,6,78.15,2,129.3,-2.000000000000002,27.0,129.3,27.0,-4.3495390400181316E-16,51.150000000000006,72.33702371538382,72.33702371538382,156.3,2616.3225000000007,5232.645000000001,5232.645000000001
1944,5,379.22,1,379.22,NaN,379.22,379.22,379.22,NaN,0.0,NaN,NaN,379.22,0.0,NaN,NaN
5087,1,233.89,1,233.89,NaN,233.89,233.89,233.89,NaN,0.0,NaN,NaN,233.89,0.0,NaN,NaN
5194,7,205.10333333333335,3,33.75,-1.4999999999999998,2.84,578.72,2.84,0.6998704283262361,264.4880806808168,323.9304203580352,323.9304203580352,615.3100000000001,69953.94482222224,104930.91723333336,104930.91723333336
5241,6,403.44,1,403.44,NaN,403.44,403.44,403.44,NaN,0.0,NaN,NaN,403.44,0.0,NaN,NaN
5936,7,226.32333333333335,3,161.89,-1.5000000000000002,3.75,513.33,3.75,0.4261335831131199,212.96585787919676,260.82884221905624,260.82884221905624,678.97,45354.45662222223,68031.68493333334,68031.68493333334
2936,4,377.74,1,377.74,NaN,377.74,377.74,377.74,NaN,0.0,NaN,NaN,377.74,0.0,NaN,NaN
2699,4,416.9,1,416.9,NaN,416.9,416.9,416.9,NaN,0.0,NaN,NaN,416.9,0.0,NaN,NaN
5862,6,139.08,3,179.17,-1.4999999999999982,44.52,193.55,44.52,-0.6828431872197752,67.12124005608557,82.20639452013451,82.20639452013451,417.24,4505.2608666666665,6757.8913,6757.8913
1640,2,899.1650000000001,2,1198.38,-2.0000000000000027,599.95,1198.38,599.95,-5.562500057033776E-16,299.21500000000003,423.1539110654657,423.1539110654657,1798.3300000000002,89529.61622500002,179059.23245000004,179059.23245000004
6327,6,268.42,2,176.68,-1.9999999999999993,360.16,360.16,176.68,0.0,91.74000000000001,129.73995221210777,129.73995221210777,536.84,8416.227600000002,16832.455200000004,16832.455200000004
3364,7,385.57,1,385.57,NaN,385.57,385.57,385.57,NaN,0.0,NaN,NaN,385.57,0.0,NaN,NaN
5616,3,550.1033333333334,3,707.09,-1.5000000000000007,608.66,707.09,334.56,-0.5059830441551841,157.6204568646539,193.04484617138405,193.04484617138405,1650.31,24844.208422222222,37266.312633333335,37266.312633333335
6690,1,341.58,1,341.58,NaN,341.58,341.58,341.58,NaN,0.0,NaN,NaN,341.58,0.0,NaN,NaN
4719,2,477.46,1,477.46,NaN,477.46,477.46,477.46,NaN,0.0,NaN,NaN,477.46,0.0,NaN,NaN
5430,3,307.93,2,307.22,-2.0,308.64,308.64,307.22,0.0,0.7099999999999795,1.0040916292848685,1.0040916292848685,615.86,0.5040999999999709,1.0081999999999418,1.0081999999999418
5440,1,851.09,1,851.09,NaN,851.09,851.09,851.09,NaN,0.0,NaN,NaN,851.09,0.0,NaN,NaN
6182,4,298.145,2,413.99,-2.000000000000003,182.3,413.99,182.3,-5.99057139484827E-16,115.845,163.8295701331112,163.8295701331112,596.29,13420.064025,26840.12805,26840.12805
5740,3,591.02,1,591.02,NaN,591.02,591.02,591.02,NaN,0.0,NaN,NaN,591.02,0.0,NaN,NaN
6388,3,247.255,2,482.75,-2.0000000000000013,11.76,482.75,11.76,0.0,235.495,333.04022287105204,333.04022287105204,494.51,55457.895025000005,110915.79005000001,110915.79005000001
2059,4,292.24,1,292.24,NaN,292.24,292.24,292.24,NaN,0.0,NaN,NaN,292.24,0.0,NaN,NaN
4275,7,163.08,1,163.08,NaN,163.08,163.08,163.08,NaN,0.0,NaN,NaN,163.08,0.0,NaN,NaN
2269,1,382.74,1,382.74,NaN,382.74,382.74,382.74,NaN,0.0,NaN,NaN,382.74,0.0,NaN,NaN
3397,3,98.3,1,98.3,NaN,98.3,98.3,98.3,NaN,0.0,NaN,NaN,98.3,0.0,NaN,NaN
6074,4,167.76,2,300.12,-2.0000000000000004,35.4,300.12,35.4,0.0,132.36,187.1853071157029,187.1853071157029,335.52,17519.169600000005,35038.33920000001,35038.33920000001
6196,3,246.865,2,491.56,-1.999999999999998,2.17,491.56,2.17,5.085279540896101E-16,244.695,346.05098764488446,346.05098764488446,493.73,59875.643025,119751.28605,119751.28605
4045,3,213.5,1,213.5,NaN,213.5,213.5,213.5,NaN,0.0,NaN,NaN,213.5,0.0,NaN,NaN
