counterparty_acct_id,txn_timestamp_quarter,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
2153,2,209.85,1,209.85,NaN,209.85,209.85,209.85,NaN,0.0,NaN,NaN,209.85,0.0,NaN,NaN
6470,2,317.9,1,317.9,NaN,317.9,317.9,317.9,NaN,0.0,NaN,NaN,317.9,0.0,NaN,NaN
5847,3,274.73,4,254.96,-0.915693822381332,624.92,624.92,63.44,0.8204295296903519,213.22482852613575,246.21082429495254,246.21082429495254,1098.92,45464.82749999999,60619.76999999999,60619.76999999999
5879,3,180.16285714285715,7,349.44,-1.8519821899300544,9.95,349.44,3.25,-0.20992481817211042,148.63887106620774,160.5483301806952,160.5483301806952,1261.14,22093.51399183673,25775.766323809523,25775.766323809523
6191,3,937.095,2,1612.83,-1.9999999999999993,261.36,1612.83,261.36,0.0,675.7349999999999,955.6336015701833,955.6336015701833,1874.19,456617.7902249999,913235.5804499998,913235.5804499998
1267,3,513.1949999999999,2,633.05,-2.0,393.34,633.05,393.34,0.0,119.85499999999999,169.5005665182273,169.5005665182273,1026.3899999999999,14365.221024999997,28730.442049999994,28730.442049999994
2597,3,348.395,2,481.4,-1.9999999999999993,215.39,481.4,215.39,0.0,133.005,188.0974748634335,188.0974748634335,696.79,17690.330025,35380.66005,35380.66005
1111,3,164.9875,4,323.0,-1.9998100784306458,8.5,323.0,8.5,1.424428678866424E-4,156.49121530855973,180.7004905684173,180.7004905684173,659.95,24489.50046875,32652.66729166667,32652.66729166667
4270,3,223.27666666666664,3,222.47,-1.5,279.77,279.77,167.59,0.026413263045589046,45.80084521296765,56.09435027998214,56.09435027998214,669.8299999999999,2097.7174222222216,3146.576133333332,3146.576133333332
2747,3,136.32,2,214.56,-1.9999999999999996,58.08,214.56,58.08,0.0,78.24000000000001,110.64806912007097,110.64806912007097,272.64,6121.4976000000015,12242.995200000003,12242.995200000003
5472,3,744.325,2,1484.4,-1.9999999999999971,4.25,1484.4,4.25,5.881835766338983E-16,740.075,1046.6241021732685,1046.6241021732685,1488.65,547711.0056250001,1095422.0112500002,1095422.0112500002
2551,3,621.73,2,647.76,-1.9999999999999998,595.7,647.76,595.7,0.0,26.029999999999973,36.81197902857163,36.81197902857163,1243.46,677.5608999999986,1355.1217999999972,1355.1217999999972
5787,3,245.7925,4,738.6,-0.7145397279934738,34.13,738.6,34.13,1.095710279951528,287.03265244349814,331.4367583089319,331.4367583089319,983.17,82387.74356875001,109850.32475833334,109850.32475833334
5870,3,472.52599999999995,5,306.34,0.048422939512256846,46.95,1695.54,3.75,1.346352974909256,624.6031302066938,698.3275290506598,698.3275290506598,2362.6299999999997,390129.07026400004,487661.33783000003,487661.33783000003
6340,3,295.68,2,444.96,-1.9999999999999982,146.4,444.96,146.4,5.599190537225747E-16,149.27999999999997,211.1138005910556,211.1138005910556,591.36,22284.518399999994,44569.03679999999,44569.03679999999
4829,3,1049.5966666666666,3,302.42,-1.4999999999999996,184.2,2662.17,184.2,0.7014206351415114,1141.2824828917492,1397.7798677307287,1397.7798677307287,3148.79,1302525.7057555558,1953788.5586333335,1953788.5586333335
1575,3,297.2333333333333,3,878.55,-1.5000000000000027,3.25,878.55,3.25,0.7069679883136637,411.06192220745635,503.4459810479505,503.4459810479505,891.6999999999999,168971.9038888889,253457.85583333333,253457.85583333333
1859,3,552.805,2,1101.86,-1.9999999999999987,3.75,1101.86,3.75,0.0,549.055,776.4810274887597,776.4810274887597,1105.61,301461.39302499994,602922.7860499999,602922.7860499999
1079,3,1870.2,1,1870.2,NaN,1870.2,1870.2,1870.2,NaN,0.0,NaN,NaN,1870.2,0.0,NaN,NaN
5645,3,110.3,1,110.3,NaN,110.3,110.3,110.3,NaN,0.0,NaN,NaN,110.3,0.0,NaN,NaN
1951,3,216.95,1,216.95,NaN,216.95,216.95,216.95,NaN,0.0,NaN,NaN,216.95,0.0,NaN,NaN
4612,3,32.65,1,32.65,NaN,32.65,32.65,32.65,NaN,0.0,NaN,NaN,32.65,0.0,NaN,NaN
5767,4,367.63999999999993,6,123.73,-0.7776207614688593,20.95,830.0,20.95,0.41743617870723265,263.3577240181119,288.49393227587996,288.49393227587996,2205.8399999999997,69357.2908,83228.74896,83228.74896
6018,4,372.28625,8,82.53,1.7808282962612925,12.75,1292.31,12.75,1.6743082480040952,373.2931577841168,399.0671717871745,399.0671717871745,2978.29,139347.7816484375,159254.60759821426,159254.60759821426
4273,4,127.88,1,127.88,NaN,127.88,127.88,127.88,NaN,0.0,NaN,NaN,127.88,0.0,NaN,NaN
4204,4,469.76,1,469.76,NaN,469.76,469.76,469.76,NaN,0.0,NaN,NaN,469.76,0.0,NaN,NaN
1592,4,540.92,1,540.92,NaN,540.92,540.92,540.92,NaN,0.0,NaN,NaN,540.92,0.0,NaN,NaN
4963,4,128.9,1,128.9,NaN,128.9,128.9,128.9,NaN,0.0,NaN,NaN,128.9,0.0,NaN,NaN
5484,4,47.75,2,82.75,-2.0,12.75,82.75,12.75,0.0,35.0,49.49747468305833,49.49747468305833,95.5,1225.0,2450.0,2450.0
6149,4,229.825,2,301.0,-2.0000000000000018,158.65,301.0,158.65,0.0,71.175,100.65665030190503,100.65665030190503,459.65,5065.880625,10131.76125,10131.76125
2716,4,159.39499999999998,2,308.89,-2.0,9.9,308.89,9.9,0.0,149.495,211.41785650696585,211.41785650696585,318.78999999999996,22348.755025000002,44697.510050000004,44697.510050000004
5157,4,378.0,1,378.0,NaN,378.0,378.0,378.0,NaN,0.0,NaN,NaN,378.0,0.0,NaN,NaN
1307,4,342.9,1,342.9,NaN,342.9,342.9,342.9,NaN,0.0,NaN,NaN,342.9,0.0,NaN,NaN
3535,1,282.775,4,520.54,-1.1754374426962808,152.64,520.54,152.64,0.6599824555668214,150.75551955069506,174.07747958883135,174.07747958883135,1131.1,22727.226674999998,30302.968899999996,30302.968899999996
4400,1,342.384,5,412.47,-1.3762325805143485,459.86,459.86,229.41,0.14731189477856138,82.79364869360452,92.5661132920682,92.5661132920682,1711.92,6854.7882640000025,8568.485330000003,8568.485330000003
4282,1,82.04,3,206.24,-1.4999999999999998,37.8,206.24,2.08,0.6226897370989345,89.02512604128492,109.03306654405351,109.03306654405351,246.12,7925.473066666666,11888.2096,11888.2096
2509,1,302.59,1,302.59,NaN,302.59,302.59,302.59,NaN,0.0,NaN,NaN,302.59,0.0,NaN,NaN
4420,1,206.73666666666665,3,547.25,-1.5000000000000033,13.3,547.25,13.3,0.6876170648667868,241.52199352347927,295.8028228961538,295.8028228961538,620.2099999999999,58332.87335555556,87499.31003333334,87499.31003333334
1161,1,210.65,2,401.3,-1.9999999999999996,20.0,401.3,20.0,0.0,190.65,269.61981566643055,269.61981566643055,421.3,36347.4225,72694.845,72694.845
5014,1,504.0,1,504.0,NaN,504.0,504.0,504.0,NaN,0.0,NaN,NaN,504.0,0.0,NaN,NaN
3021,1,320.49666666666667,3,317.8,-1.4999999999999996,252.23,391.46,252.23,0.07101754451175701,56.872384823880516,69.6541616368565,69.6541616368565,961.49,3234.468155555555,4851.7022333333325,4851.7022333333325
2781,1,186.1,2,55.5,-1.999999999999999,316.7,316.7,55.5,0.0,130.6,184.6962912459262,184.6962912459262,372.2,17056.359999999997,34112.719999999994,34112.719999999994
5296,1,521.54,1,521.54,NaN,521.54,521.54,521.54,NaN,0.0,NaN,NaN,521.54,0.0,NaN,NaN
2395,1,78.48,1,78.48,NaN,78.48,78.48,78.48,NaN,0.0,NaN,NaN,78.48,0.0,NaN,NaN
5373,1,45.0,1,45.0,NaN,45.0,45.0,45.0,NaN,0.0,NaN,NaN,45.0,0.0,NaN,NaN
5359,2,34.0,1,34.0,NaN,34.0,34.0,34.0,NaN,0.0,NaN,NaN,34.0,0.0,NaN,NaN
5251,2,1.65,1,1.65,NaN,1.65,1.65,1.65,NaN,0.0,NaN,NaN,1.65,0.0,NaN,NaN
2921,4,17.95,1,17.95,NaN,17.95,17.95,17.95,NaN,0.0,NaN,NaN,17.95,0.0,NaN,NaN
6499,1,1145.83,1,1145.83,NaN,1145.83,1145.83,1145.83,NaN,0.0,NaN,NaN,1145.83,0.0,NaN,NaN
2808,1,26.1,2,37.2,-2.0000000000000013,15.0,37.2,15.0,0.0,11.100000000000001,15.697770542341358,15.697770542341358,52.2,123.21000000000004,246.42000000000007,246.42000000000007
5775,1,302.273,10,91.8,0.8012490957005349,23.7,993.88,11.5,1.2424387788921287,284.2773679366685,299.6546566391978,299.6546566391978,3022.73,80813.62192099998,89792.91324555554,89792.91324555554
4937,1,708.71,2,384.72,-1.9999999999999991,1032.7,1032.7,384.72,0.0,323.99,458.1910520732591,458.1910520732591,1417.42,104969.52010000001,209939.04020000002,209939.04020000002
1033,1,258.9,1,258.9,NaN,258.9,258.9,258.9,NaN,0.0,NaN,NaN,258.9,0.0,NaN,NaN
5087,1,233.388,5,204.87,-0.7584331198170773,255.34,335.86,158.15,0.5877858958992668,59.80568581665124,66.8647894635136,66.8647894635136,1166.94,3576.720055999999,4470.900069999999,4470.900069999999
5327,1,336.7966666666666,3,139.68,-1.4999999999999998,327.3,543.41,139.68,0.08616408186674322,164.95881957493376,202.0324682652106,202.0324682652106,1010.3899999999999,27211.41215555555,40817.11823333333,40817.11823333333
4248,1,899.0550000000001,4,2157.64,-1.679343894892664,11.51,2157.64,11.51,0.2454804481646659,918.6581957534586,1060.7751132230305,1060.7751132230305,3596.2200000000003,843932.8806249999,1125243.840833333,1125243.840833333
5572,1,293.67333333333335,3,97.63,-1.499999999999999,9.85,773.54,9.85,0.6721683770689958,341.204088909979,417.8879579903366,417.8879579903366,881.02,116420.23028888887,174630.3454333333,174630.3454333333
1622,1,426.24666666666667,3,710.0,-1.5000000000000013,306.48,710.0,262.26,0.6816401276649537,201.4544079658941,246.73025297545766,246.73025297545766,1278.74,40583.87848888889,60875.81773333334,60875.81773333334
5286,1,134.55,1,134.55,NaN,134.55,134.55,134.55,NaN,0.0,NaN,NaN,134.55,0.0,NaN,NaN
2168,2,171.08,3,215.41,-1.5000000000000022,182.15,215.41,115.68,-0.3814694563262873,41.46023717571652,50.778212847637704,50.778212847637704,513.24,1718.951266666666,2578.426899999999,2578.426899999999
5875,2,367.7,4,393.9,-1.1913632201832531,223.0,540.0,223.0,0.3086491093688208,116.41118932473803,134.42006298664398,134.42006298664398,1470.8,13551.565000000002,18068.753333333338,18068.753333333338
5553,2,246.54333333333338,3,504.25,-1.5,2.95,504.25,2.95,0.10299288380188486,204.89804315534323,250.94782751267908,250.94782751267908,739.6300000000001,41983.208088888896,62974.81213333334,62974.81213333334
6045,2,213.33571428571432,7,387.4,-1.7058805404401935,16.45,432.9,1.9,-0.10314205298998486,169.2470905305649,182.80775128142525,182.80775128142525,1493.3500000000001,28644.577653061227,33418.673928571436,33418.673928571436
5712,2,160.6725,4,23.85,-1.6869953737368926,309.38,309.38,23.85,0.08540073876799767,114.77726307396425,132.5333674652035,132.5333674652035,642.69,13173.820118749998,17565.093491666663,17565.093491666663
1640,2,111.35,1,111.35,NaN,111.35,111.35,111.35,NaN,0.0,NaN,NaN,111.35,0.0,NaN,NaN
5691,2,396.7085714285714,7,115.68,-1.2308781835629754,0.72,1012.01,0.72,0.6608469175647423,372.8297814755442,402.70218973117807,402.70218973117807,2776.96,139002.04595510205,162169.05361428572,162169.05361428572
1998,2,310.0675,4,947.65,-0.7160635253398033,9.75,947.65,9.75,1.080144856604806,372.03325243686214,429.58699688382876,429.58699688382876,1240.27,138408.74091875,184544.98789166668,184544.98789166668
5201,2,425.52,2,464.82,-2.0,386.22,464.82,386.22,0.0,39.29999999999998,55.57859300126261,55.57859300126261,851.04,1544.4899999999986,3088.9799999999973,3088.9799999999973
1677,2,472.05,2,845.1,-2.0000000000000013,99.0,845.1,99.0,0.0,373.05,527.5723694432832,527.5723694432832,944.1,139166.30250000002,278332.60500000004,278332.60500000004
4690,2,163.91500000000002,2,321.23,-1.9999999999999991,6.6,321.23,6.6,0.0,157.315,222.47700656472344,222.47700656472344,327.83000000000004,24748.009224999998,49496.018449999996,49496.018449999996
4643,2,338.34,1,338.34,NaN,338.34,338.34,338.34,NaN,0.0,NaN,NaN,338.34,0.0,NaN,NaN
4783,2,179.29000000000002,2,345.85,-1.9999999999999973,12.73,345.85,12.73,4.03104818255408E-16,166.56,235.5514109488627,235.5514109488627,358.58000000000004,27742.2336,55484.4672,55484.4672
5412,2,248.29,1,248.29,NaN,248.29,248.29,248.29,NaN,0.0,NaN,NaN,248.29,0.0,NaN,NaN
4902,3,115.62333333333332,9,113.1,-0.6935704306894244,4.95,194.3,0.85,-0.7527983698626721,65.8741021444189,69.87003649634084,69.87003649634084,1040.61,4339.397333333334,4881.822000000001,4881.822000000001
6388,3,163.7025,4,22.65,-1.2752565390693795,11.76,418.95,11.76,0.5718877937067274,165.49810503069213,191.1007509796861,191.1007509796861,654.81,27389.62276875,36519.497025,36519.497025
5616,3,124.8,1,124.8,NaN,124.8,124.8,124.8,NaN,0.0,NaN,NaN,124.8,0.0,NaN,NaN
2186,3,896.67,1,896.67,NaN,896.67,896.67,896.67,NaN,0.0,NaN,NaN,896.67,0.0,NaN,NaN
5740,3,175.914,5,31.8,-1.4084313802160071,32.4,407.43,31.8,0.4673392547855517,148.74419821962803,166.30106923889576,166.30106923889576,879.5699999999999,22124.836504,27656.04563,27656.04563
3700,3,296.88,1,296.88,NaN,296.88,296.88,296.88,NaN,0.0,NaN,NaN,296.88,0.0,NaN,NaN
5198,3,93.75,1,93.75,NaN,93.75,93.75,93.75,NaN,0.0,NaN,NaN,93.75,0.0,NaN,NaN
5927,3,345.18777777777774,9,1092.43,-0.1295228595851885,9.95,1092.43,6.25,0.9798081398984958,343.12585963552397,363.9399332231137,363.9399332231137,3106.6899999999996,117735.35555061731,132452.27499444448,132452.27499444448
6695,3,305.26,1,305.26,NaN,305.26,305.26,305.26,NaN,0.0,NaN,NaN,305.26,0.0,NaN,NaN
5430,3,334.54,1,334.54,NaN,334.54,334.54,334.54,NaN,0.0,NaN,NaN,334.54,0.0,NaN,NaN
6176,3,456.87000000000006,3,345.42,-1.4999999999999998,110.95,914.24,110.95,0.45957872562136853,337.277860623354,413.07933003238,413.07933003238,1370.6100000000001,113756.35526666662,170634.53289999993,170634.53289999993
2968,3,398.71000000000004,2,793.47,-2.0,3.95,793.47,3.95,0.0,394.76,558.274945882403,558.274945882403,797.4200000000001,155835.4576,311670.9152,311670.9152
2557,3,298.6,1,298.6,NaN,298.6,298.6,298.6,NaN,0.0,NaN,NaN,298.6,0.0,NaN,NaN
3946,3,2.9,1,2.9,NaN,2.9,2.9,2.9,NaN,0.0,NaN,NaN,2.9,0.0,NaN,NaN
6196,3,249.52999999999997,4,319.37,-1.3489950871780003,2.17,602.8,2.17,0.45707392792499923,235.4529414766356,271.8776382860495,271.8776382860495,998.1199999999999,55438.08764999999,73917.45019999998,73917.45019999998
2616,3,169.79500000000002,2,219.77,-2.0000000000000044,119.82,219.77,119.82,-4.663604783131451E-16,49.97500000000001,70.67532277959543,70.67532277959543,339.59000000000003,2497.500625000001,4995.001250000002,4995.001250000002
3184,3,338.84,1,338.84,NaN,338.84,338.84,338.84,NaN,0.0,NaN,NaN,338.84,0.0,NaN,NaN
6172,4,218.16833333333332,6,65.4,-0.8634462742518774,33.0,629.2,22.6,0.8518289252855062,225.23022520794635,246.7273499567218,246.7273499567218,1309.01,50728.65434722223,60874.38521666668,60874.38521666668
6302,4,145.54,3,112.71,-1.5000000000000018,91.86,232.05,91.86,0.6471468938248491,61.76118360264804,75.6416928684175,75.6416928684175,436.62,3814.443800000001,5721.665700000001,5721.665700000001
6423,4,76.365,2,110.49,-2.0,42.24,110.49,42.24,0.0,34.125,48.26003781598187,48.26003781598187,152.73,1164.515625,2329.03125,2329.03125
6721,4,303.62,3,301.26,-1.5000000000000009,302.74,306.86,301.26,0.505878875955318,2.3693599698371512,2.901861471538581,2.901861471538581,910.86,5.613866666666706,8.420800000000058,8.420800000000058
5948,4,1076.5016666666666,6,78.6,0.7633313569977376,9.95,4351.0,9.95,1.5534738121782188,1511.5596944482727,1655.830683329871,1655.830683329871,6459.009999999999,2284812.7098805555,2741775.251856667,2741775.251856667
1306,4,183.70333333333335,6,267.04,-1.1024452913909613,138.48,358.84,16.5,0.07674767428943577,112.52167460340944,123.26131877708703,123.26131877708703,1102.22,12661.127255555555,15193.352706666667,15193.352706666667
2936,4,377.74,1,377.74,NaN,377.74,377.74,377.74,NaN,0.0,NaN,NaN,377.74,0.0,NaN,NaN
2699,4,443.525,4,416.9,-1.074125940278344,311.3,588.3,311.3,0.18104841158733306,99.18448404362447,114.52837712404146,114.52837712404146,1774.1,9837.561874999996,13116.749166666661,13116.749166666661
1148,4,173.57000000000002,3,281.71,-1.4999999999999996,5.0,281.71,5.0,-0.6252547966082707,120.77788070117253,147.92208996630626,147.92208996630626,520.71,14587.296466666667,21880.9447,21880.9447
2469,4,294.85,2,574.7,-1.999999999999998,15.0,574.7,15.0,3.399493251284367E-16,279.85,395.76766543011064,395.76766543011064,589.7,78316.0225,156632.045,156632.045
6182,4,278.5125,8,462.75,-0.840126050554244,1.65,630.26,1.65,0.48119208644540956,191.22955549221467,204.43299396484065,204.43299396484065,2228.1,36568.74289375001,41792.84902142858,41792.84902142858
6074,4,213.82625,8,375.0,-1.3911501840461822,13.45,473.29,13.45,-0.009705697048126845,165.94952688524756,177.4075066005221,177.4075066005221,1710.61,27539.245473437506,31473.423398214294,31473.423398214294
5345,4,196.86,1,196.86,NaN,196.86,196.86,196.86,NaN,0.0,NaN,NaN,196.86,0.0,NaN,NaN
2059,4,243.1925,4,385.14,-0.8320420649576197,13.45,385.14,13.45,-0.8535467929184978,138.59810160586616,160.03930254263585,160.03930254263585,972.77,19209.433768749997,25612.57835833333,25612.57835833333
5430,4,216.5,2,307.22,-1.9999999999999998,125.78,307.22,125.78,0.0,90.72000000000001,128.2974543784872,128.2974543784872,433.0,8230.118400000003,16460.236800000006,16460.236800000006
5192,4,169.85,1,169.85,NaN,169.85,169.85,169.85,NaN,0.0,NaN,NaN,169.85,0.0,NaN,NaN
3008,4,179.32,2,33.9,-1.9999999999999996,324.74,324.74,33.9,0.0,145.42000000000002,205.65493624029548,205.65493624029548,358.64,21146.976400000003,42293.95280000001,42293.95280000001
6696,4,185.9,1,185.9,NaN,185.9,185.9,185.9,NaN,0.0,NaN,NaN,185.9,0.0,NaN,NaN
1865,4,118.08,2,161.16,-2.0000000000000013,75.0,161.16,75.0,0.0,43.08,60.92432026703293,60.92432026703293,236.16,1855.8863999999999,3711.7727999999997,3711.7727999999997
1161,4,760.2,1,760.2,NaN,760.2,760.2,760.2,NaN,0.0,NaN,NaN,760.2,0.0,NaN,NaN
5300,4,638.66,1,638.66,NaN,638.66,638.66,638.66,NaN,0.0,NaN,NaN,638.66,0.0,NaN,NaN
2269,1,315.03,2,304.62,-2.000000000000002,325.44,325.44,304.62,4.0310481825540837E-16,10.409999999999997,14.721963184303915,14.721963184303915,630.06,108.36809999999993,216.73619999999985,216.73619999999985
3801,1,689.155,4,825.29,-1.9831076701647021,548.91,848.22,534.2,0.005291902279284359,147.9139314770586,170.79629631035132,170.79629631035132,2756.62,21878.531124999994,29171.374833333324,29171.374833333324
5440,1,444.6,2,264.96,-1.9999999999999964,624.24,624.24,264.96,-6.426151828085822E-16,179.64000000000001,254.04932434470282,254.04932434470282,889.2,32270.529600000005,64541.05920000001,64541.05920000001
2174,1,413.59,1,413.59,NaN,413.59,413.59,413.59,NaN,0.0,NaN,NaN,413.59,0.0,NaN,NaN
1017,1,304.69,2,299.06,-2.0000000000000018,310.32,310.32,299.06,0.0,5.6299999999999955,7.962022356160519,7.962022356160519,609.38,31.69689999999995,63.3937999999999,63.3937999999999
4833,1,164.57,1,164.57,NaN,164.57,164.57,164.57,NaN,0.0,NaN,NaN,164.57,0.0,NaN,NaN
6607,1,824.88,1,824.88,NaN,824.88,824.88,824.88,NaN,0.0,NaN,NaN,824.88,0.0,NaN,NaN
3045,1,737.4599999999999,5,406.16,-0.7863387852709307,706.64,1421.67,309.05,0.6784694434464177,393.3680101380894,439.79880542129723,439.79880542129723,3687.2999999999997,154738.39140000002,193422.98925000004,193422.98925000004
6095,1,136.57625000000002,8,38.8,-1.4267640107091115,73.2,309.22,17.7,0.4291693915787362,109.91502626318888,117.50410569574642,117.50410569574642,1092.6100000000001,12081.312998437501,13807.214855357144,13807.214855357144
5669,1,484.43857142857144,7,1867.98,0.4909234977564165,13.44,1867.98,13.44,1.3693802511229063,628.7313744455934,679.107501122578,679.107501122578,3391.07,395303.14121224487,461186.9980809523,461186.9980809523
4189,1,124.55714285714286,7,371.7,-1.0582344181002563,5.9,371.7,5.9,0.7349181653821026,137.5463699177518,148.56705957403946,148.56705957403946,871.9000000000001,18919.003877551015,22072.171190476187,22072.171190476187
1119,1,84.40666666666668,6,57.6,-1.2054432285159504,57.8,214.74,4.95,0.6030269751522429,78.03207709368985,85.47985766639219,85.47985766639219,506.44000000000005,6089.005055555557,7306.806066666669,7306.806066666669
6152,1,710.9877777777779,9,275.3,2.475131956626904,14.85,3528.34,14.85,1.9592712426066805,1066.7720447403494,1131.4826202242102,1131.4826202242102,6398.89,1138002.5954395062,1280252.9198694446,1280252.9198694446
4589,1,109.71,1,109.71,NaN,109.71,109.71,109.71,NaN,0.0,NaN,NaN,109.71,0.0,NaN,NaN
5879,2,305.525,2,203.1,-2.0000000000000004,407.95,407.95,203.1,0.0,102.425,144.85082412606425,144.85082412606425,611.05,10490.880625,20981.76125,20981.76125
5674,2,120.74333333333334,3,311.48,-1.4999999999999998,17.9,311.48,17.9,0.7006094997856397,135.00921606402366,165.3518449650119,165.3518449650119,362.23,18227.48842222222,27341.232633333333,27341.232633333333
1044,2,225.6,1,225.6,NaN,225.6,225.6,225.6,NaN,0.0,NaN,NaN,225.6,0.0,NaN,NaN
1156,2,1715.85,2,1715.85,NaN,1715.85,1715.85,1715.85,NaN,0.0,0.0,0.0,3431.7,0.0,0.0,0.0
5832,2,365.2366666666667,3,556.46,-1.4999999999999998,99.95,556.46,99.95,-0.5178754637239693,193.58784058463542,237.09571491980475,237.09571491980475,1095.71,37476.252022222216,56214.37803333333,56214.37803333333
3914,2,96.975,2,177.5,-1.999999999999999,16.45,177.5,16.45,0.0,80.525,113.87954711009348,113.87954711009348,193.95,6484.275625000001,12968.551250000002,12968.551250000002
5528,2,755.05,1,755.05,NaN,755.05,755.05,755.05,NaN,0.0,NaN,NaN,755.05,0.0,NaN,NaN
4538,2,182.85,1,182.85,NaN,182.85,182.85,182.85,NaN,0.0,NaN,NaN,182.85,0.0,NaN,NaN
5646,2,201.79,2,252.51,-1.999999999999999,151.07,252.51,151.07,0.0,50.72,71.72891188356338,71.72891188356338,403.58,2572.5184,5145.0368,5145.0368
5573,2,364.6566666666667,3,467.52,-1.4999999999999993,18.0,608.45,18.0,-0.5446192164577444,251.78489448116002,308.37225820967313,308.37225820967313,1093.97,63395.63308888889,95093.44963333334,95093.44963333334
1837,2,309.315,2,179.35,-1.9999999999999998,439.28,439.28,179.35,0.0,129.96499999999997,183.79826563381926,183.79826563381926,618.63,16890.901224999994,33781.80244999999,33781.80244999999
5559,2,333.92,1,333.92,NaN,333.92,333.92,333.92,NaN,0.0,NaN,NaN,333.92,0.0,NaN,NaN
1131,2,176.5,1,176.5,NaN,176.5,176.5,176.5,NaN,0.0,NaN,NaN,176.5,0.0,NaN,NaN
2675,2,278.785,2,556.32,-2.0000000000000027,1.25,556.32,1.25,-3.485273285231674E-16,277.535,392.49376103321697,392.49376103321697,557.57,77025.67622500002,154051.35245000003,154051.35245000003
1383,2,312.38,1,312.38,NaN,312.38,312.38,312.38,NaN,0.0,NaN,NaN,312.38,0.0,NaN,NaN
4705,2,164.4,1,164.4,NaN,164.4,164.4,164.4,NaN,0.0,NaN,NaN,164.4,0.0,NaN,NaN
