counterparty_id,acct_last_updated_ts_weekday,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
14796,4,105.97666666666667,3,282.74,-1.500000000000001,11.44,282.74,11.44,0.7019744555920454,125.09154256872135,153.2052252155041,153.2052252155041,317.93,15647.894022222225,23471.841033333338,23471.841033333338
70391,1,171.955,2,127.2,-1.9999999999999978,216.71,216.71,127.2,-6.493150408006415E-16,44.755,63.293127984007874,63.293127984007874,343.91,2003.0100250000003,4006.0200500000005,4006.0200500000005
16807,4,371.23,1,371.23,NaN,371.23,371.23,371.23,NaN,0.0,NaN,NaN,371.23,0.0,NaN,NaN
16684,7,5620.265,4,4666.44,-0.8948738952707358,5500.38,7138.12,4666.44,0.8012901198783047,925.378723266858,1068.5353099609454,1068.5353099609454,22481.06,856325.7814750001,1141767.7086333334,1141767.7086333334
70257,1,121.24000000000001,3,169.05,-1.5000000000000002,85.8,169.05,85.8,0.4849271193414935,35.094190402401374,42.981429710981004,42.981429710981004,363.72,1231.6022000000005,1847.4033000000009,1847.4033000000009
16871,3,357.25,1,357.25,NaN,357.25,357.25,357.25,NaN,0.0,NaN,NaN,357.25,0.0,NaN,NaN
70263,3,119.234,5,91.8,-0.167377015061267,4.15,367.74,4.15,1.1756046094632355,130.1825446978204,145.5485097141156,145.5485097141156,596.17,16947.494944000002,21184.368680000003,21184.368680000003
13802,5,2161.32,1,2161.32,NaN,2161.32,2161.32,2161.32,NaN,0.0,NaN,NaN,2161.32,0.0,NaN,NaN
17071,3,266.41,3,204.78,-1.5000000000000007,302.65,302.65,204.78,-0.6747079899828616,43.80352573328619,53.64814349071176,53.64814349071176,799.23,1918.748866666666,2878.123299999999,2878.123299999999
18230,2,155.74,3,386.22,-1.4999999999999998,74.25,386.22,6.75,0.6196925269323351,165.2872959425497,202.43476801182155,202.43476801182155,467.22,27319.890200000005,40979.835300000006,40979.835300000006
17470,4,306.365,2,304.13,-1.9999999999999993,308.6,308.6,304.13,0.0,2.2350000000000136,3.1607673119038866,3.1607673119038866,612.73,4.995225000000061,9.990450000000122,9.990450000000122
13266,7,297.48249999999996,4,303.95,-0.7354580599706906,301.06,305.9,279.02,-1.0685353920925391,10.797514470932644,12.467895772743683,12.467895772743683,1189.9299999999998,116.58631874999983,155.4484249999998,155.4484249999998
13606,2,180.4,1,180.4,NaN,180.4,180.4,180.4,NaN,0.0,NaN,NaN,180.4,0.0,NaN,NaN
17972,2,136.04,1,136.04,NaN,136.04,136.04,136.04,NaN,0.0,NaN,NaN,136.04,0.0,NaN,NaN
15034,7,791.97,1,791.97,NaN,791.97,791.97,791.97,NaN,0.0,NaN,NaN,791.97,0.0,NaN,NaN
70599,3,128.01,1,128.01,NaN,128.01,128.01,128.01,NaN,0.0,NaN,NaN,128.01,0.0,NaN,NaN
70376,2,107.0,1,107.0,NaN,107.0,107.0,107.0,NaN,0.0,NaN,NaN,107.0,0.0,NaN,NaN
14367,3,692.125,2,785.79,-2.0000000000000004,598.46,785.79,598.46,0.0,93.66499999999996,132.4623133196759,132.4623133196759,1384.25,8773.132224999994,17546.264449999988,17546.264449999988
13408,4,448.77,3,132.8,-1.5000000000000004,1104.31,1104.31,109.2,0.7057329412649787,463.6368972231035,567.8369120619053,567.8369120619053,1346.31,214959.17246666664,322438.75869999995,322438.75869999995
69586,5,139.3425,4,368.2,-1.0427237444242519,4.6,368.2,4.6,0.7483671736457567,141.87277018071507,163.82056410902752,163.82056410902752,557.37,20127.882918749998,26837.177224999996,26837.177224999996
16814,6,600.39,1,600.39,NaN,600.39,600.39,600.39,NaN,0.0,NaN,NaN,600.39,0.0,NaN,NaN
16455,3,188.85,2,188.1,-2.0,189.6,189.6,188.1,0.0,0.75,1.0606601717798212,1.0606601717798212,377.7,0.5625,1.125,1.125
13658,2,543.75,2,933.3,-1.9999999999999991,154.2,933.3,154.2,0.0,389.54999999999995,550.9068932224391,550.9068932224391,1087.5,151749.20249999996,303498.4049999999,303498.4049999999
13488,3,322.025,2,493.27,-1.9999999999999998,150.78,493.27,150.78,0.0,171.245,242.1770014885807,242.1770014885807,644.05,29324.850025000003,58649.70005000001,58649.70005000001
70349,5,392.83,2,173.66,-2.000000000000002,612.0,612.0,173.66,7.076960867919328E-16,219.17000000000002,309.95318646531126,309.95318646531126,785.66,48035.488900000004,96070.97780000001,96070.97780000001
13082,3,245.75,1,245.75,NaN,245.75,245.75,245.75,NaN,0.0,NaN,NaN,245.75,0.0,NaN,NaN
13113,3,65.554,5,187.78,-0.0917001148837775,21.8,187.78,10.95,1.233146806303627,63.4567158305565,70.94676511300568,70.94676511300568,327.77000000000004,4026.7547839999997,5033.44348,5033.44348
70028,3,186.04,3,264.8,-1.5000000000000004,16.5,276.82,16.5,-0.7017880152154045,119.9832732786811,146.94889860084015,146.94889860084015,558.12,14395.98586666667,21593.978800000004,21593.978800000004
14657,6,114.54,1,114.54,NaN,114.54,114.54,114.54,NaN,0.0,NaN,NaN,114.54,0.0,NaN,NaN
18245,1,35.6,1,35.6,NaN,35.6,35.6,35.6,NaN,0.0,NaN,NaN,35.6,0.0,NaN,NaN
17259,4,221.73,1,221.73,NaN,221.73,221.73,221.73,NaN,0.0,NaN,NaN,221.73,0.0,NaN,NaN
14407,7,414.99,2,475.36,-2.0000000000000013,354.62,475.36,354.62,0.0,60.370000000000005,85.37607276046376,85.37607276046376,829.98,3644.5369000000005,7289.073800000001,7289.073800000001
69763,6,970.58,1,970.58,NaN,970.58,970.58,970.58,NaN,0.0,NaN,NaN,970.58,0.0,NaN,NaN
15581,3,208.34,1,208.34,NaN,208.34,208.34,208.34,NaN,0.0,NaN,NaN,208.34,0.0,NaN,NaN
12362,6,484.20500000000004,2,469.25,-2.0,499.16,499.16,469.25,0.0,14.955000000000013,21.149563825289654,21.149563825289654,968.4100000000001,223.65202500000038,447.30405000000076,447.30405000000076
14013,5,199.22,1,199.22,NaN,199.22,199.22,199.22,NaN,0.0,NaN,NaN,199.22,0.0,NaN,NaN
15764,3,789.775,2,1564.7,-2.0000000000000004,14.85,1564.7,14.85,0.0,774.9250000000001,1095.9094448219707,1095.9094448219707,1579.55,600508.7556250001,1201017.5112500002,1201017.5112500002
13236,5,439.23,1,439.23,NaN,439.23,439.23,439.23,NaN,0.0,NaN,NaN,439.23,0.0,NaN,NaN
13018,7,213.75,3,286.86,-1.4999999999999998,282.09,286.86,72.3,-0.7059012625083563,100.0392093131488,122.52250854434868,122.52250854434868,641.25,10007.843399999998,15011.765099999997,15011.765099999997
16426,6,62.67,2,45.78,-2.0000000000000018,79.56,79.56,45.78,0.0,16.89,23.886067068481577,23.886067068481577,125.34,285.2721,570.5442,570.5442
70465,4,115.08,2,21.0,-1.9999999999999973,209.16,209.16,21.0,-5.592142224061501E-16,94.08,133.0492119480608,133.0492119480608,230.16,8851.0464,17702.0928,17702.0928
17846,3,2033.1,1,2033.1,NaN,2033.1,2033.1,2033.1,NaN,0.0,NaN,NaN,2033.1,0.0,NaN,NaN
13356,7,768.24,1,768.24,NaN,768.24,768.24,768.24,NaN,0.0,NaN,NaN,768.24,0.0,NaN,NaN
70372,5,272.04,1,272.04,NaN,272.04,272.04,272.04,NaN,0.0,NaN,NaN,272.04,0.0,NaN,NaN
16627,2,322.8,1,322.8,NaN,322.8,322.8,322.8,NaN,0.0,NaN,NaN,322.8,0.0,NaN,NaN
14947,1,112.32,1,112.32,NaN,112.32,112.32,112.32,NaN,0.0,NaN,NaN,112.32,0.0,NaN,NaN
16693,5,324.45,1,324.45,NaN,324.45,324.45,324.45,NaN,0.0,NaN,NaN,324.45,0.0,NaN,NaN
16682,2,106.92,1,106.92,NaN,106.92,106.92,106.92,NaN,0.0,NaN,NaN,106.92,0.0,NaN,NaN
69304,3,313.86,1,313.86,NaN,313.86,313.86,313.86,NaN,0.0,NaN,NaN,313.86,0.0,NaN,NaN
15286,2,240.55,1,240.55,NaN,240.55,240.55,240.55,NaN,0.0,NaN,NaN,240.55,0.0,NaN,NaN
16987,5,381.65,1,381.65,NaN,381.65,381.65,381.65,NaN,0.0,NaN,NaN,381.65,0.0,NaN,NaN
70488,5,382.56,1,382.56,NaN,382.56,382.56,382.56,NaN,0.0,NaN,NaN,382.56,0.0,NaN,NaN
12670,1,337.68,2,665.46,-2.0,9.9,665.46,9.9,0.0,327.78000000000003,463.55092147465314,463.55092147465314,675.36,107439.72840000002,214879.45680000004,214879.45680000004
13268,4,8.35,2,8.2,-2.000000000000002,8.5,8.5,8.2,5.139921410301614E-16,0.15000000000000036,0.21213203435596475,0.21213203435596475,16.7,0.022500000000000107,0.04500000000000021,0.04500000000000021
15857,6,297.0,1,297.0,NaN,297.0,297.0,297.0,NaN,0.0,NaN,NaN,297.0,0.0,NaN,NaN
15540,6,213.3,1,213.3,NaN,213.3,213.3,213.3,NaN,0.0,NaN,NaN,213.3,0.0,NaN,NaN
70127,3,224.68,1,224.68,NaN,224.68,224.68,224.68,NaN,0.0,NaN,NaN,224.68,0.0,NaN,NaN
70507,1,52.09,1,52.09,NaN,52.09,52.09,52.09,NaN,0.0,NaN,NaN,52.09,0.0,NaN,NaN
17481,6,172.4,1,172.4,NaN,172.4,172.4,172.4,NaN,0.0,NaN,NaN,172.4,0.0,NaN,NaN
15100,3,76.65,1,76.65,NaN,76.65,76.65,76.65,NaN,0.0,NaN,NaN,76.65,0.0,NaN,NaN
70231,2,7.04,1,7.04,NaN,7.04,7.04,7.04,NaN,0.0,NaN,NaN,7.04,0.0,NaN,NaN
14733,2,18.575,2,24.7,-2.0,12.45,24.7,12.45,0.0,6.125,8.662058069535208,8.662058069535208,37.15,37.515625,75.03125,75.03125
15315,7,18.96,1,18.96,NaN,18.96,18.96,18.96,NaN,0.0,NaN,NaN,18.96,0.0,NaN,NaN
15584,6,2.5,1,2.5,NaN,2.5,2.5,2.5,NaN,0.0,NaN,NaN,2.5,0.0,NaN,NaN
15311,5,798.8624999999998,12,449.98,0.7667778824595586,54.75,2764.29,33.55,1.4692783260038582,842.3460690943776,879.8017752686733,879.8017752686733,9586.349999999999,709546.9001187499,774051.163765909,774051.163765909
16456,3,528.31,3,787.4,-1.4999999999999991,457.6,787.4,339.93,0.50797417301371,189.39777946603982,231.9639590539875,231.9639590539875,1584.9299999999998,35871.51886666666,53807.27829999999,53807.27829999999
17884,6,232.865,2,187.51,-1.9999999999999971,278.22,278.22,187.51,-6.238851286081114E-16,45.35500000000002,64.14165612143175,64.14165612143175,465.73,2057.0760250000017,4114.152050000003,4114.152050000003
69940,6,341.53333333333336,3,211.74,-1.4999999999999993,301.17,511.69,211.74,0.4484428117290649,125.73623087859582,153.99480391666899,153.99480391666899,1024.6000000000001,15809.599755555553,23714.39963333333,23714.39963333333
69887,1,741.8425,4,149.5,-0.7143844095908238,2026.63,2026.63,149.5,1.0861937276000837,749.1095453394985,864.9971953085552,864.9971953085552,2967.37,561165.1109187502,748220.1478916669,748220.1478916669
15046,3,727.51,2,511.95,-2.000000000000001,943.07,943.07,511.95,0.0,215.56000000000003,304.84787550514443,304.84787550514443,1455.02,46466.11360000001,92932.22720000002,92932.22720000002
70071,3,363.28200000000004,5,488.46,-1.0197434127372929,341.16,745.84,23.2,0.21194205338275557,244.6813714527528,273.56208969811587,273.56208969811587,1816.41,59868.973536000005,74836.21692,74836.21692
14428,6,203.525,2,203.55,-2.0000000000000004,203.5,203.55,203.5,0.0,0.025000000000005684,0.03535533905933541,0.03535533905933541,407.05,6.250000000002842E-4,0.0012500000000005684,0.0012500000000005684
13742,2,244.54,2,469.18,-1.9999999999999973,19.9,469.18,19.9,6.57247353030837E-16,224.64000000000001,317.6889346514921,317.6889346514921,489.08,50463.12960000001,100926.25920000001,100926.25920000001
17329,2,243.36,1,243.36,NaN,243.36,243.36,243.36,NaN,0.0,NaN,NaN,243.36,0.0,NaN,NaN
70166,3,311.71333333333337,3,654.96,-1.5,50.7,654.96,50.7,0.45252992567236144,253.44858483636395,310.4098544397928,310.4098544397928,935.1400000000001,64236.18515555557,96354.27773333335,96354.27773333335
13576,6,426.16499999999996,2,349.89,-1.9999999999999993,502.44,502.44,349.89,0.0,76.275,107.86913947000782,107.86913947000782,852.3299999999999,5817.875625000001,11635.751250000001,11635.751250000001
70087,1,362.4125,4,335.53,-0.8110990865246799,254.38,563.42,254.38,0.9588109145356445,119.54698184709642,138.04096430045684,138.04096430045684,1449.65,14291.480868749999,19055.307825,19055.307825
18075,5,189.32,2,78.62,-2.0000000000000004,300.02,300.02,78.62,0.0,110.69999999999999,156.55344135470162,156.55344135470162,378.64,12254.489999999998,24508.979999999996,24508.979999999996
70172,6,48.97249999999999,4,10.82,-0.6816227712878531,16.45,166.67,1.95,1.1346807840337851,68.14899719548336,78.69168375163075,78.69168375163075,195.88999999999996,4644.28581875,6192.381091666666,6192.381091666666
14543,1,220.91666666666666,3,388.05,-1.5000000000000004,258.9,388.05,15.8,-0.3542774820268089,154.3255559595436,189.0094331861067,189.0094331861067,662.75,23816.37722222222,35724.565833333334,35724.565833333334
12524,2,525.34,1,525.34,NaN,525.34,525.34,525.34,NaN,0.0,NaN,NaN,525.34,0.0,NaN,NaN
69476,4,187.65,1,187.65,NaN,187.65,187.65,187.65,NaN,0.0,NaN,NaN,187.65,0.0,NaN,NaN
13973,1,264.7,1,264.7,NaN,264.7,264.7,264.7,NaN,0.0,NaN,NaN,264.7,0.0,NaN,NaN
69719,7,335.19875,8,301.91,-0.5144829585599364,5.5,582.35,5.5,-0.573568062856362,170.47226515165892,182.24251718422587,182.24251718422587,2681.59,29060.793185937502,33212.33506964286,33212.33506964286
69974,2,268.875,2,425.5,-2.0,112.25,425.5,112.25,0.0,156.625,221.501199206686,221.501199206686,537.75,24531.390625,49062.78125,49062.78125
70084,3,702.0675,4,345.6,-0.6804245072272042,310.0,1726.6,310.0,1.137496158826075,593.0066329045147,684.7450782773104,684.7450782773104,2808.27,351656.86666874995,468875.82222499995,468875.82222499995
12779,7,317.78,1,317.78,NaN,317.78,317.78,317.78,NaN,0.0,NaN,NaN,317.78,0.0,NaN,NaN
12564,6,456.9,1,456.9,NaN,456.9,456.9,456.9,NaN,0.0,NaN,NaN,456.9,0.0,NaN,NaN
69523,1,1407.86,1,1407.86,NaN,1407.86,1407.86,1407.86,NaN,0.0,NaN,NaN,1407.86,0.0,NaN,NaN
70454,2,687.13,1,687.13,NaN,687.13,687.13,687.13,NaN,0.0,NaN,NaN,687.13,0.0,NaN,NaN
16170,1,320.205,2,316.02,-2.0,324.39,324.39,316.02,0.0,4.185000000000002,5.918483758531406,5.918483758531406,640.41,17.514225000000017,35.028450000000035,35.028450000000035
70203,3,155.045,2,306.89,-2.000000000000002,3.2,306.89,3.2,-5.320208320150047E-16,151.845,214.74125837854262,214.74125837854262,310.09,23056.904025,46113.80805,46113.80805
15367,3,651.6,1,651.6,NaN,651.6,651.6,651.6,NaN,0.0,NaN,NaN,651.6,0.0,NaN,NaN
17811,3,189.41166666666666,6,117.83,0.7423117396917722,168.48,390.93,117.83,1.5346621848779096,93.22912982122176,102.12739483932147,102.12739483932147,1136.47,8691.670647222221,10430.004776666665,10430.004776666665
70075,6,302.86428571428576,7,122.91,-0.7555218651138391,255.84,791.33,5.04,0.8357438973969873,261.5566997179521,282.5135248005626,282.5135248005626,2120.05,68411.90716734694,79813.8916952381,79813.8916952381
69500,1,159.1,1,159.1,NaN,159.1,159.1,159.1,NaN,0.0,NaN,NaN,159.1,0.0,NaN,NaN
69930,2,227.7863636363636,11,450.52,-0.6378162060284387,4.95,495.2,4.95,0.4126819749309516,143.55325519710777,150.5599242343544,150.5599242343544,2505.6499999999996,20607.53707768595,22668.290785454545,22668.290785454545
70068,4,203.28,2,59.8,-1.9999999999999991,346.76,346.76,59.8,0.0,143.48,202.91136192929164,202.91136192929164,406.56,20586.510399999996,41173.02079999999,41173.02079999999
69842,5,248.03666666666666,3,173.12,-1.5,540.99,540.99,30.0,0.47994034985056605,215.2317746575125,263.6040121722986,263.6040121722986,744.11,46324.71682222223,69487.07523333335,69487.07523333335
14224,3,309.6,2,251.02,-2.0000000000000013,368.18,368.18,251.02,0.0,58.58,82.8446304838159,82.8446304838159,619.2,3431.6164,6863.2328,6863.2328
70112,1,104.70666666666666,3,194.63,-1.499999999999998,96.75,194.63,22.74,0.1680899499517781,70.39897931709584,86.22078886981568,86.22078886981568,314.12,4956.016288888888,7434.024433333332,7434.024433333332
14688,2,174.216,5,206.46,-0.3495834668828288,78.16,567.37,1.39,1.1094592182935827,209.38127085295855,234.09537742125536,234.09537742125536,871.08,43840.51658399999,54800.64572999999,54800.64572999999
14194,3,393.6033333333333,3,670.61,-1.4999999999999978,2.08,670.61,2.08,-0.5382959568629747,284.685370697001,348.6669477213654,348.6669477213654,1180.81,81045.76028888888,121568.64043333332,121568.64043333332
16168,2,144.20166666666665,6,143.5,-1.2684430685939538,17.0,257.76,17.0,0.04102119112648171,84.90547301100337,93.00928564754524,93.00928564754524,865.2099999999999,7208.939347222222,8650.727216666666,8650.727216666666
16825,6,318.7,1,318.7,NaN,318.7,318.7,318.7,NaN,0.0,NaN,NaN,318.7,0.0,NaN,NaN
17491,7,135.0,1,135.0,NaN,135.0,135.0,135.0,NaN,0.0,NaN,NaN,135.0,0.0,NaN,NaN
14309,1,184.40333333333334,3,196.68,-1.5,32.85,323.68,32.85,-0.1535891214666311,119.04777649703874,145.80315371532035,145.80315371532035,553.21,14172.37308888889,21258.559633333334,21258.559633333334
13761,3,491.71,1,491.71,NaN,491.71,491.71,491.71,NaN,0.0,NaN,NaN,491.71,0.0,NaN,NaN
70055,4,233.10333333333332,3,342.15,-1.4999999999999993,29.54,342.15,29.54,-0.7017158420655248,144.06318806536092,176.44065073937278,176.44065073937278,699.31,20754.20215555555,31131.30323333333,31131.30323333333
69844,4,780.3399999999998,6,414.1,-1.2723875453003946,343.15,1636.52,315.12,0.6770050863462549,514.6488840300087,563.769605956192,563.769605956192,4682.039999999999,264863.47383333335,317836.16860000003,317836.16860000003
69493,3,1084.24,1,1084.24,NaN,1084.24,1084.24,1084.24,NaN,0.0,NaN,NaN,1084.24,0.0,NaN,NaN
15041,3,180.35,1,180.35,NaN,180.35,180.35,180.35,NaN,0.0,NaN,NaN,180.35,0.0,NaN,NaN
17651,6,218.13666666666666,3,344.1,-1.4999999999999998,7.03,344.1,7.03,-0.6681395507837252,150.2022783523014,183.95947008331302,183.95947008331302,654.41,22560.724422222225,33841.08663333334,33841.08663333334
12720,3,241.38833333333332,6,276.93,-1.2462987625172963,111.34,485.78,76.96,0.44911293275944103,146.81323832414506,160.8258447410324,160.8258447410324,1448.33,21554.12694722222,25864.95233666666,25864.95233666666
16498,1,91.22,1,91.22,NaN,91.22,91.22,91.22,NaN,0.0,NaN,NaN,91.22,0.0,NaN,NaN
16041,7,2064.8,1,2064.8,NaN,2064.8,2064.8,2064.8,NaN,0.0,NaN,NaN,2064.8,0.0,NaN,NaN
69654,7,204.87333333333333,3,115.08,-1.500000000000001,109.54,390.0,109.54,0.7061573265992618,130.92385810929278,160.3483237621564,160.3483237621564,614.62,17141.056622222226,25711.58493333334,25711.58493333334
69727,7,561.53,2,457.6,-2.000000000000001,665.46,665.46,457.6,0.0,103.93,146.97921553743578,146.97921553743578,1123.06,10801.444900000002,21602.889800000004,21602.889800000004
69637,5,441.18,1,441.18,NaN,441.18,441.18,441.18,NaN,0.0,NaN,NaN,441.18,0.0,NaN,NaN
13851,4,1106.96,1,1106.96,NaN,1106.96,1106.96,1106.96,NaN,0.0,NaN,NaN,1106.96,0.0,NaN,NaN
70123,2,241.01,1,241.01,NaN,241.01,241.01,241.01,NaN,0.0,NaN,NaN,241.01,0.0,NaN,NaN
69788,5,339.33,2,57.0,-1.9999999999999993,621.66,621.66,57.0,0.0,282.33,399.2749150647959,399.2749150647959,678.66,79710.22889999999,159420.45779999997,159420.45779999997
69871,1,695.26,1,695.26,NaN,695.26,695.26,695.26,NaN,0.0,NaN,NaN,695.26,0.0,NaN,NaN
69776,4,210.85,1,210.85,NaN,210.85,210.85,210.85,NaN,0.0,NaN,NaN,210.85,0.0,NaN,NaN
70250,2,619.0433333333333,3,110.38,-1.4999999999999991,1324.3,1324.3,110.38,0.5172048465978372,514.7084259612966,630.3865049581354,630.3865049581354,1857.1299999999999,264924.76375555556,397387.1456333333,397387.1456333333
16536,7,548.97,1,548.97,NaN,548.97,548.97,548.97,NaN,0.0,NaN,NaN,548.97,0.0,NaN,NaN
69948,7,84.69,1,84.69,NaN,84.69,84.69,84.69,NaN,0.0,NaN,NaN,84.69,0.0,NaN,NaN
14976,6,58.1,2,109.7,-2.000000000000001,6.5,109.7,6.5,0.0,51.6,72.9734198184517,72.9734198184517,116.2,2662.56,5325.12,5325.12
13784,2,155.52,1,155.52,NaN,155.52,155.52,155.52,NaN,0.0,NaN,NaN,155.52,0.0,NaN,NaN
70243,7,151.74,1,151.74,NaN,151.74,151.74,151.74,NaN,0.0,NaN,NaN,151.74,0.0,NaN,NaN
70262,2,771.245,2,1535.24,-2.000000000000001,7.25,1535.24,7.25,0.0,763.995,1080.4520905852328,1080.4520905852328,1542.49,583688.3600250001,1167376.7200500001,1167376.7200500001
17047,6,351.47,1,351.47,NaN,351.47,351.47,351.47,NaN,0.0,NaN,NaN,351.47,0.0,NaN,NaN
14557,5,788.38,1,788.38,NaN,788.38,788.38,788.38,NaN,0.0,NaN,NaN,788.38,0.0,NaN,NaN
14419,6,203.68,2,233.65,-2.000000000000001,173.71,233.65,173.71,0.0,29.97,42.38398046432166,42.38398046432166,407.36,898.2008999999999,1796.4017999999999,1796.4017999999999
14290,3,728.5,1,728.5,NaN,728.5,728.5,728.5,NaN,0.0,NaN,NaN,728.5,0.0,NaN,NaN
15787,4,430.42,2,492.05,-1.999999999999999,368.79,492.05,368.79,4.973173833116697E-16,61.629999999999995,87.15798184905384,87.15798184905384,860.84,3798.2568999999994,7596.513799999999,7596.513799999999
18272,6,604.25,1,604.25,NaN,604.25,604.25,604.25,NaN,0.0,NaN,NaN,604.25,0.0,NaN,NaN
17024,3,39.6,1,39.6,NaN,39.6,39.6,39.6,NaN,0.0,NaN,NaN,39.6,0.0,NaN,NaN
16971,4,357.21,1,357.21,NaN,357.21,357.21,357.21,NaN,0.0,NaN,NaN,357.21,0.0,NaN,NaN
15965,5,506.4,1,506.4,NaN,506.4,506.4,506.4,NaN,0.0,NaN,NaN,506.4,0.0,NaN,NaN
69600,6,813.75,1,813.75,NaN,813.75,813.75,813.75,NaN,0.0,NaN,NaN,813.75,0.0,NaN,NaN
70478,1,134.18999999999997,3,289.82,-1.4999999999999993,14.65,289.82,14.65,0.4391754276659286,115.19982146976908,141.09039053032635,141.09039053032635,402.56999999999994,13270.998866666667,19906.4983,19906.4983
13894,1,150.6,2,282.45,-1.9999999999999991,18.75,282.45,18.75,0.0,131.85,186.46405819889256,186.46405819889256,301.2,17384.422499999997,34768.844999999994,34768.844999999994
15602,7,53.4,2,46.8,-2.000000000000003,60.0,60.0,46.8,3.9543798077752723E-16,6.600000000000001,9.333809511662428,9.333809511662428,106.8,43.56000000000002,87.12000000000003,87.12000000000003
14641,6,110.46,1,110.46,NaN,110.46,110.46,110.46,NaN,0.0,NaN,NaN,110.46,0.0,NaN,NaN
70617,2,278.4,1,278.4,NaN,278.4,278.4,278.4,NaN,0.0,NaN,NaN,278.4,0.0,NaN,NaN
17453,3,144.72,1,144.72,NaN,144.72,144.72,144.72,NaN,0.0,NaN,NaN,144.72,0.0,NaN,NaN
15872,5,2.1,1,2.1,NaN,2.1,2.1,2.1,NaN,0.0,NaN,NaN,2.1,0.0,NaN,NaN
12488,4,531.21,1,531.21,NaN,531.21,531.21,531.21,NaN,0.0,NaN,NaN,531.21,0.0,NaN,NaN
17131,4,1067.33,1,1067.33,NaN,1067.33,1067.33,1067.33,NaN,0.0,NaN,NaN,1067.33,0.0,NaN,NaN
14547,7,173.425,2,326.05,-2.0,20.8,326.05,20.8,0.0,152.625,215.84434495719364,215.84434495719364,346.85,23294.390625,46588.78125,46588.78125
17232,7,213.48,1,213.48,NaN,213.48,213.48,213.48,NaN,0.0,NaN,NaN,213.48,0.0,NaN,NaN
14719,7,406.42,1,406.42,NaN,406.42,406.42,406.42,NaN,0.0,NaN,NaN,406.42,0.0,NaN,NaN
