customer_country,acct_last_updated_ts_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
GRC,21,349.08986842105276,76,255.0,51.89082619855852,25.0,5683.06,1.7,6.849247637386053,663.9414249478826,668.3530444099006,668.3530444099006,26530.83000000001,440818.21576182486,446695.7919719825,446695.7919719825
BRA,25,315.4462962962964,54,362.5,5.200358774289821,19.9,1711.06,3.18,2.3047493704564834,366.0135314858277,369.45035366065895,369.45035366065895,17034.100000000006,133965.905230727,136493.56381998598,136493.56381998598
AUT,5,343.1733333333333,63,272.01,36.201770650323844,39.9,4390.56,5.9,5.649575343715793,575.0054149807139,579.6240065655467,579.6240065655467,21619.92,330631.22725714295,335963.9889870969,335963.9889870969
SWE,1,402.4256923076922,65,1.9,16.933095525272233,3.3,4037.77,1.9,3.9811246024104863,694.9904519409862,700.3990195193408,700.3990195193408,26157.669999999995,483011.7282891362,490558.7865436539,490558.7865436539
ITA,18,235.5341176470588,17,316.5,-0.623870048779056,7.5,335.55,2.95,-1.109531550284616,128.18063458668388,132.1255738898995,132.1255738898995,4004.0799999999995,16430.27508304498,17457.16727573529,17457.16727573529
GBR,29,239.27,6,369.34,-0.09484584435462518,19.95,369.34,19.95,-0.9017244400338685,111.39130067768608,122.02305618201832,122.02305618201832,1435.6200000000001,12408.021866666668,14889.626240000001,14889.626240000001
TUR,8,432.8976842105264,95,277.35,16.665139824106788,3.8,4287.63,1.65,3.56483949695993,615.5866512940962,618.8523858886801,618.8523858886801,41125.280000000006,378946.92525147914,382978.2755201119,382978.2755201119
USA,25,397.91701149425296,87,2474.74,24.73593158853626,15.3,4379.76,2.1,4.49240011946264,584.2787569777262,587.6659085820529,587.6659085820529,34618.780000000006,341381.66585543676,345351.2201095698,345351.2201095698
ZAF,8,263.5319047619047,42,15.0,0.3086309062043133,16.65,855.76,2.1,0.9447639891088085,215.2430503633165,217.8521522953079,217.8521522953079,11068.339999999997,46329.570729705214,47459.560259698024,47459.560259698024
JPN,29,423.374193548387,31,391.5,3.0341258562454296,8.67,1611.0,8.67,1.734301600358937,361.399880436046,367.37383689074534,367.37383689074534,13124.599999999997,130609.87357918832,134963.53603182794,134963.53603182794
NOR,19,607.1762745098042,51,185.06,7.852551608374661,16.3,4314.02,10.08,2.7129488345995916,835.7875834017121,844.1040825987299,844.1040825987299,30965.990000000013,698540.8845684739,712511.7022598434,712511.7022598434
ITA,22,322.2403703703703,27,112.46,0.46114579817142154,55.3,1183.72,10.9,1.2072059026261577,321.4305371475678,327.5535737564571,327.5535737564571,8700.489999999998,103317.59021097395,107291.3436806268,107291.3436806268
FRA,9,451.46808823529426,68,79.6,45.98444703629716,8322.12,8322.12,1.66,6.576148439441537,1038.1768132251866,1045.8957062189975,1045.8957062189975,30699.83000000001,1077811.0955184042,1093897.8282873356,1093897.8282873356
DEU,27,368.9908695652175,69,307.25,5.899517732423888,98.51,2240.0,2.08,2.330085498945429,439.6194044316823,442.8401024660864,442.8401024660864,25460.370000000006,193265.22075286706,196107.35635217393,196107.35635217393
RUS,26,218.26255813953486,43,376.36,0.37288732298420024,32.05,705.21,0.95,0.6552101149851469,159.80711395366637,161.69838823434768,161.69838823434768,9385.289999999999,25538.31367020011,26146.368757585828,26146.368757585828
DNK,10,232.15166666666664,36,113.92,0.00999664011166157,60.25,662.56,1.45,0.555738556009655,154.7165516624945,156.9112222973779,156.9112222973779,8357.46,23937.21135833333,24621.13168285714,24621.13168285714
ZAF,27,427.32783333333344,60,123.24,2.8514694753755725,16.3,1754.97,7.8,1.5570425527061962,377.3330377446943,380.51733924319075,380.51733924319075,25639.670000000006,142380.2213736389,144793.44546471752,144793.44546471752
AUT,21,381.4661363636364,44,3762.66,20.125432964076314,2.9,3762.66,1.45,4.229770879957638,603.08800415112,610.0603514377516,610.0603514377516,16784.510000000002,363715.14075098134,372173.632396353,372173.632396353
ESP,31,516.1094999999999,20,135.93,3.3516340303501577,13.44,2786.4,5.34,2.1564775135755427,787.3467313482352,807.8007019482948,807.8007019482948,10322.189999999999,619914.8753647499,652541.9740681577,652541.9740681577
DNK,7,373.62300000000005,50,855.86,26.20156030157084,9.15,4345.1,1.65,4.7698997399952745,643.5136510945202,650.0469521072131,650.0469521072131,18681.15,414109.8191449999,422561.03994387743,422561.03994387743
ITA,9,270.96214285714285,14,70.8,0.5860887687040774,114.14,905.52,30.75,1.1400247169360889,247.51162813026357,256.8549553041282,256.8549553041282,3793.4700000000003,61262.00605969388,65974.46806428571,65974.46806428571
DEU,9,424.22061728395056,81,146.61,33.920009814244395,96.15,7630.56,2.55,5.6134646591828,998.1565706450274,1004.3756748676585,1004.3756748676585,34361.869999999995,996316.5395218416,1008770.4962658646,1008770.4962658646
FIN,24,565.6305714285714,70,442.35,24.096413972538063,97.14,8345.2,1.7,4.930856261542342,1351.2533285243908,1361.0097969457374,1361.0097969457374,39594.14,1825885.557848245,1852347.6673822775,1852347.6673822775
GRC,26,309.87511320754714,53,122.15,9.414599346129076,381.95,2232.0,1.45,2.821843180968165,397.277473086728,401.07925801649714,401.07925801649714,16423.380999999998,157829.39062217588,160864.57121106389,160864.57121106389
NLD,30,474.90738461538484,65,291.34,40.872381732886865,15.95,6591.6,0.84,6.039812277329633,837.7247368149169,844.2440937909284,844.2440937909284,30868.980000000014,701782.7346716218,712748.0899008659,712748.0899008659
AUS,19,399.34260869565213,23,812.25,1.0743043545313533,36.6,1414.36,5.0,1.2609353022855847,350.7713507365482,358.6548373273946,358.6548373273946,9184.88,123040.54049754252,128633.2923383399,128633.2923383399
ZAF,14,461.62644067796623,59,842.12,29.002611592742213,9.72,6429.64,0.85,5.134669630003262,913.8927724565656,921.7374894950085,921.7374894950085,27235.960000000006,835199.9995483479,849599.9995405609,849599.9995405609
FRA,21,621.8259999999998,20,70.8,8.597252195485401,40.71,4913.52,5.9,3.0448077345288795,1107.1648479941912,1135.9271662316905,1135.9271662316905,12436.519999999997,1225814.0006340006,1290330.5269831587,1290330.5269831587
USA,16,292.96312500000005,48,118.38,4.669198647890808,16.5,1281.53,5.0,1.7684083375624642,238.02259973368993,240.5414275475689,240.5414275475689,14062.230000000003,56654.75798398437,57860.178366622335,57860.178366622335
JPN,10,266.45571428571424,28,175.53,1.9225013304706629,25.0,801.6,12.75,1.394099404306417,187.7139610157009,191.15854118987534,191.15854118987534,7460.759999999999,35236.531160204075,36541.58786984126,36541.58786984126
ITA,7,890.870454545454,44,159.55,36.76981620727869,9.95,22775.93,4.95,6.153061965577972,3383.9970264359085,3423.119679055156,3423.119679055156,39198.299999999974,1.145143587492707E7,1.1717748337134676E7,1.1717748337134676E7
RUS,15,818.1132631578948,95,204.87,82.7222064705018,19.36,38970.0,1.25,9.049291382886723,4016.606949580164,4037.9153587870815,4037.9153587870815,77720.76000000001,1.613313138741567E7,1.6304760444728604E7,1.6304760444728604E7
NOR,18,661.6547368421053,19,363.53,12.207827396772114,32.62,6155.72,11.9,3.6538814822519385,1332.961050962415,1369.4872946608257,1369.4872946608257,12571.44,1776785.1633828254,1875495.450237427,1875495.450237427
ITA,21,297.4158974358974,156,139.12,8.395367187729002,4.5,1716.62,1.65,2.57304705379609,312.41131761745874,313.41747583461944,313.41747583461944,46396.88,97600.83137547667,98230.51415854426,98230.51415854426
NOR,31,353.46810810810814,37,226.14,3.469793026347614,14.95,1382.88,12.75,1.5484497948729006,285.2309288301071,289.1653343949889,289.1653343949889,13078.320000000002,81356.68276128561,83616.59061576577,83616.59061576577
ZAF,20,302.91075000000006,80,350.06,5.343321871670387,7.5,1636.52,1.45,2.0806216508011337,300.4292307964348,302.32470216001076,302.32470216001076,24232.860000000004,90257.7227169375,91400.22553613923,91400.22553613923
ITA,19,306.87475,40,354.54,1.6242461928041232,76.5,1136.58,4.2,1.4192378104752474,279.2859193012378,282.8438451485155,282.8438451485155,12274.99,78000.6247199375,80000.64073839744,80000.64073839744
GRC,27,384.7872222222223,90,329.65,35.94212801984751,2.08,4008.62,0.5,5.24832984556279,473.08567944466176,475.73604012306293,475.73604012306293,34630.850000000006,223810.0600956173,226324.77987197254,226324.77987197254
USA,18,396.7665116279069,43,35.4,15.376604453373808,9.95,3949.66,2.25,3.9983339631555577,725.6632932635885,734.2513234771986,734.2513234771986,17060.959999999995,526587.2151901568,539125.0060280177,539125.0060280177
AUS,26,288.1119047619048,21,124.14,1.0395679939383369,4.41,1014.64,4.41,0.9913829926780321,251.10352705833066,257.3045478925518,257.3045478925518,6050.35,63052.98130113379,66205.63036619048,66205.63036619048
FRA,19,416.80722891566273,83,201.6,3.5795257436676096,36.6,2238.51,1.45,1.8444808426719228,483.2965062740041,486.2345060176494,486.2345060176494,34595.00000000001,233575.5129766585,236423.9948422275,236423.9948422275
DNK,3,732.74125,16,35.4,2.2099337205526153,13.2,3678.03,8.65,1.9013046406399812,1096.501793180676,1132.4621824200874,1132.4621824200874,11723.86,1202316.182448438,1282470.594611667,1282470.594611667
NLD,5,183.191,10,169.05,-1.6468209027201015,27.25,363.79,8.25,-0.07814967204806386,133.14945388171896,140.35184782459325,140.35184782459325,1831.91,17728.777069000003,19698.641187777783,19698.641187777783
AUT,25,265.16400000000004,55,318.14,7.6860466339344296,9.31,1592.12,3.75,2.593937511191336,305.7412367143764,308.5591878668289,308.5591878668289,14584.020000000002,93477.70382763635,95208.77241703702,95208.77241703702
PRT,29,374.42333333333335,42,783.11,14.090067346769402,80.0,2662.17,1.95,3.3165620176684807,444.3203954712702,449.7062938790956,449.7062938790956,15725.78,197420.61383174598,202235.75075447152,202235.75075447152
ZAF,9,289.6158823529411,17,424.49,-0.5082546692062655,7.83,788.11,5.95,0.494582669277598,227.7829559305453,234.79329675426274,234.79329675426274,4923.469999999999,51885.07501245674,55127.89220073529,55127.89220073529
SWE,15,315.24037037037044,81,42.9,0.8254812874276025,65.4,1133.33,0.85,1.1749993580723295,279.59514286674874,281.337185532967,281.337185532967,25534.470000000005,78173.44391467763,79150.6119636111,79150.6119636111
GRC,7,330.4928571428571,14,736.28,-1.5035335109071133,563.15,736.28,31.85,0.34438117349571634,226.13827980206432,234.6747835238759,234.6747835238759,4626.899999999999,51138.521591836725,55072.25402197801,55072.25402197801
DEU,2,412.7916842105263,95,22.2,7.147491858376217,19.9,2327.0,2.5,2.4855895214015273,440.68122313826484,443.01907096612274,443.01907096612274,39215.21,194199.94042663716,196265.89723968648,196265.89723968648
SWE,5,315.4460526315789,76,440.89,13.076081830794429,48.85,2251.51,2.5,3.08803640799978,343.86481157524895,346.14965273449366,346.14965273449366,23973.899999999994,118243.00863968147,119819.58208821056,119819.58208821056
TUR,27,590.4931304347825,115,211.2,2.3765666971201274,102.45,3376.08,0.85,1.6353576226833415,677.8747907822113,680.8414342373159,680.8414342373159,67906.70999999999,459514.23197802674,463545.05857432523,463545.05857432523
IND,5,335.84517241379314,29,438.1,0.3136673225111366,57.51,1136.68,1.65,0.9631270760661319,282.2582834387644,287.2543931358789,287.2543931358789,9739.51,79669.73856979786,82515.08637586208,82515.08637586208
CAN,3,333.00769230769225,52,142.24,0.09342680206934428,83.16,1145.32,3.16,0.7359596751143204,269.4279070807353,272.05653427482486,272.05653427482486,17316.399999999998,72591.39711390532,74014.75784162896,74014.75784162896
SWE,30,332.9169642857142,56,322.4,0.6016132763197168,37.3,1348.58,1.95,0.9168221418939824,313.78718039756797,316.62694126983195,316.62694126983195,18643.349999999995,98462.39458185587,100252.61993788961,100252.61993788961
ITA,20,321.14468085106375,47,768.38,31.97662971234108,13.0,4114.08,4.95,5.499147200626783,595.9548903886013,602.3978332062014,602.3978332062014,15093.799999999996,355162.2313780897,362883.1494515264,362883.1494515264
SWE,18,405.6118421052633,76,116.9,3.45054932153855,18.24,1983.46,2.55,1.7259353972783344,408.95128509174,411.66859927117923,411.66859927117923,30826.50000000001,167241.1535781856,169471.03562589473,169471.03562589473
GRC,4,275.40285714285716,7,319.77,-0.07380167861733566,61.85,628.28,61.85,0.7199904391256298,174.67479994175997,188.67034749480246,188.67034749480246,1927.82,30511.285734693873,35596.500023809516,35596.500023809516
ITA,26,320.0134920634921,63,315.96,0.85391196167767,81.36,1050.35,1.45,1.0290102982044023,244.82735732703972,246.79387371597747,246.79387371597747,20160.850000000002,59940.43489574199,60907.21610373783,60907.21610373783
GRC,5,516.6356451612903,62,1714.25,0.6111645061469981,98.51,2068.09,1.95,1.1902637851138373,508.1126553573147,512.2605825919518,512.2605825919518,32031.409999999996,258178.47053426123,262410.9044774458,262410.9044774458
ESP,28,241.1173076923077,26,364.92,0.8105287359172948,19.9,709.44,2.9,0.667829166636962,160.36584881398036,163.54171848327124,163.54171848327124,6269.05,25717.205465828403,26745.893684461542,26745.893684461542
JPN,6,362.7784337349398,83,142.25,3.3892863040699215,54.75,1866.43,4.95,1.6865555365304292,389.90479872789564,392.27506249731584,392.27506249731584,30110.610000000004,152025.75207104083,153879.72465727304,153879.72465727304
TUR,20,258.3404,25,120.65,-0.8318200880982451,33.0,688.0,1.25,0.308610987158447,187.65692101236235,191.52654299252276,191.52654299252276,6458.51,35215.120003840006,36682.41667066667,36682.41667066667
AUS,21,439.3457894736841,76,919.8,33.49139407937092,5.9,5028.76,1.45,5.45779287906689,646.256017162791,650.5501243168752,650.5501243168752,33390.27999999999,417646.8397191136,423215.46424870176,423215.46424870176
CAN,30,228.80634146341467,41,328.45,4.22091629204692,15.0,1181.44,2.1,1.6928354998220354,237.63046314276374,240.58250754944862,240.58250754944862,9381.060000000001,56468.23701344439,57879.94293878051,57879.94293878051
ESP,13,257.78325581395353,43,203.1,0.0961663293516426,12.5,755.05,4.5,0.5465154400705525,181.109184872589,183.25256344235652,183.25256344235652,11084.680000000002,32800.53684521362,33581.5020081949,33581.5020081949
BRA,3,297.06180722891565,83,261.48,16.572666476049292,23.14,2176.45,1.7,3.2584999086495503,301.0638319385993,302.89402406615216,302.89402406615216,24656.129999999997,90639.43090155319,91744.78981498677,91744.78981498677
ITA,27,491.6321212121212,66,292.95,24.901111558983807,6.25,7059.54,2.95,4.8420335173279145,1032.2300604377194,1040.1399850042599,1040.1399850042599,32447.72,1065498.897671258,1081891.188404662,1081891.188404662
DEU,18,345.98517241379324,29,406.6,-0.3456873547265378,41.95,983.3,4.95,0.6810173590065791,285.99806254010605,291.06036815680756,291.06036815680756,10033.570000000003,81794.89177669442,84716.13791157636,84716.13791157636
DEU,31,291.30343750000003,32,253.2,6.53426298634211,5.04,1285.62,5.04,2.1050362394245457,242.46815331618,246.34789011725218,246.34789011725218,9321.710000000001,58790.80537255858,60687.282965221755,60687.282965221755
ESP,25,317.68019607843127,51,125.86,2.6920850461746157,8.32,1521.1,3.75,1.842886645143874,373.71903361776594,377.43772255825303,377.43772255825303,16201.689999999995,139665.91608819686,142459.2344099608,142459.2344099608
RUS,27,372.6875,24,440.89,1.065293729069527,77.84,1066.94,10.5,1.1671343109460743,259.7798051756205,265.36710685797874,265.36710685797874,8944.5,67485.54717708332,70419.7014021739,70419.7014021739
DEU,7,285.6776470588235,17,201.75,1.6536504309982094,457.2,1001.32,36.4,1.5609345935691965,253.78962048328907,261.6003529845051,261.6003529845051,4856.5199999999995,64409.171465051906,68434.74468161765,68434.74468161765
ITA,6,356.80333333333334,120,2355.18,27.646955343684063,172.89,4563.84,1.65,4.682078946959881,560.2223242834541,562.5712751486775,562.5712751486775,42816.4,313849.0526255556,316486.439622409,316486.439622409
DEU,24,255.08441176470595,34,180.4,0.7681011614769084,19.8,897.8,5.95,0.9258258187679012,208.75254382657414,211.89185598191756,211.89185598191756,8672.870000000003,43577.624554065755,44898.15863146169,44898.15863146169
SWE,17,590.0099999999999,76,402.32,28.14191537649457,24.0,7480.06,3.75,4.898365627387417,1010.4858901356107,1017.2001559601399,1017.2001559601399,44840.759999999995,1021081.7341631574,1034696.1572853329,1034696.1572853329
IND,29,382.61050000000006,20,219.1,1.9120682800959488,336.0,1129.35,13.35,1.258551978571238,256.22098820110347,262.87718724419784,262.87718724419784,7652.210000000001,65649.19479475,69104.41557342105,69104.41557342105
PRT,21,430.1522900763358,131,123.07,13.625404464912183,33.2,3527.64,1.25,3.386488018689456,571.8569772489825,574.0522136404356,574.0522136404356,56349.94999999999,327020.40242834325,329535.94398548437,329535.94398548437
IND,15,835.5199999999999,40,2355.18,5.8528303323081925,15.85,7271.34,2.55,2.471947677928247,1572.793676783449,1592.830072778863,1592.830072778863,33420.799999999996,2473679.94973,2537107.640748718,2537107.640748718
GRC,19,199.64374999999995,16,396.45,-0.7058999154458054,6.45,567.44,6.45,0.5643475108299262,167.28709748793392,172.77337136163857,172.77337136163857,3194.2999999999993,27984.972985937507,29850.637851666674,29850.637851666674
SWE,11,193.80900000000003,10,397.04,-0.5304599329140358,2.1,703.17,2.1,1.0126439837680288,244.37022091286002,257.588830134383,257.588830134383,1938.0900000000004,59716.80486900001,66352.00541000001,66352.00541000001
USA,2,364.65085714285703,35,192.6,0.3128014109583712,5.83,1329.36,2.08,0.9806318245191773,338.37595190954966,343.31600813734474,343.31600813734474,12762.779999999997,114498.28483069387,117865.88144336134,117865.88144336134
CHE,24,294.13166666666655,72,225.7,3.7169746865672906,38.16,1468.36,4.95,1.6583290739779306,278.4352922783158,280.38924812622315,280.38924812622315,21177.479999999992,77526.21198611113,78618.13046478874,78618.13046478874
RUS,21,278.70656249999996,64,272.65,3.7027330989879257,12.75,1368.4,3.35,1.5473452453717036,252.3148398158709,254.30945456910194,254.30945456910194,17837.219999999998,63662.77839130859,64673.29868323412,64673.29868323412
IND,27,250.42743589743586,117,261.76,11.97675998283337,32.53,1830.72,0.55,2.9527666871910387,270.86079988583236,272.02579794987327,272.02579794987327,29300.009999999995,73365.57291479294,73998.03475026529,73998.03475026529
MEX,10,367.47136538461535,52,122.7,6.922397439413761,9.95,2199.12,3.75,2.588430272677019,463.0506116137277,467.56828553665554,467.56828553665554,19108.511,214415.8689158473,218620.10163968743,218620.10163968743
DEU,5,231.9610606060606,66,346.14,8.373324198310756,39.8,1293.18,4.25,2.5158072669094853,223.2093085799826,224.91974975108027,224.91974975108027,15309.43,49822.39543675389,50588.89382808857,50588.89382808857
CHE,2,213.48250000000007,52,317.06,3.2166292759456123,7.65,932.13,1.65,1.5137833446995785,181.39155646614742,183.16127209535384,183.16127209535384,11101.090000000004,32902.89675721155,33548.051595588244,33548.051595588244
DEU,12,400.3660999999998,100,855.86,63.05771339223922,19.2,7298.76,1.7,7.410705097891021,765.7879674112085,769.6458657187537,769.6458657187537,40036.60999999998,586431.2110317901,592354.7586179698,592354.7586179698
USA,6,210.16937500000003,16,237.95,0.044341227154144125,393.92,393.92,116.09,0.6500113722656838,74.32154536780955,76.75896199304677,76.75896199304677,3362.7100000000005,5523.692105859373,5891.938246249998,5891.938246249998
AUT,28,264.9942105263158,19,129.57,3.080077324494999,18.55,1092.35,1.25,1.696018807275318,256.9454661435869,263.98637158248636,263.98637158248636,5034.889999999999,66020.97257174515,69688.80438128655,69688.80438128655
AUT,30,290.3218421052632,38,287.45,9.915912075741566,259.2,2079.37,2.95,3.1209765766089705,408.20897729791125,413.68853761080805,413.68853761080805,11032.230000000001,166634.56914660663,171138.20615056896,171138.20615056896
CAN,11,376.79347826086956,69,331.26,16.604941174523095,52.5,3221.88,4.95,3.68643828500526,485.0881344538347,488.6419411907505,488.6419411907505,25998.75,235310.49818790163,238770.94669066486,238770.94669066486
JPN,30,412.0884210526316,19,710.0,-0.7508230013964723,222.75,795.8,133.4,0.6394609803017901,186.3263474959758,191.4321242710428,191.4321242710428,7829.68,34717.50777119113,36646.25820292397,36646.25820292397
ITA,1,301.26099999999997,10,327.97,-0.6741514171472671,76.71,679.68,76.71,0.6992025474675967,197.5748967075524,208.26222735612268,208.26222735612268,3012.6099999999997,39035.839809,43373.15534333333,43373.15534333333
ITA,17,297.97052631578947,19,824.88,0.3803055085853386,2.95,824.88,2.95,1.0414571597391502,206.56934875990535,212.22983101329046,212.22983101329046,5661.44,42670.895847091415,45041.50117192983,45041.50117192983
GRC,11,406.85876404494377,89,138.1,39.58649705317752,5.25,5500.38,1.25,5.655642711418633,651.5874167138442,655.2791596661483,655.2791596661483,36210.42999999999,424566.16161982086,429390.7770927734,429390.7770927734
JPN,1,554.7769090909087,110,534.0,0.7693921517274047,15.9,2251.2,3.25,1.187791597364245,522.3371819354471,524.7277536101052,524.7277536101052,61025.459999999955,272836.1316322644,275339.2154087072,275339.2154087072
DEU,25,315.8819230769231,52,101.9,16.1378230195187,19.9,3226.13,1.65,3.6992771963806685,525.7504759024821,530.8798703042605,530.8798703042605,16425.86,276413.56291168643,281833.4366942685,281833.4366942685
GRC,20,252.40800000000002,15,151.5,-0.35314523622339555,64.11,641.1,6.75,0.6185531501425373,175.79704852281603,181.96723292944804,181.96723292944804,3786.1200000000003,30904.602269333333,33112.07386,33112.07386
DNK,24,331.8042857142856,28,485.25,0.2304441332978011,30.0,891.4,15.0,0.6884360918592435,212.80422385088016,216.7092142228856,216.7092142228856,9290.519999999997,45285.63768877551,46962.88352910053,46962.88352910053
DNK,8,267.9999999999999,36,309.54,-0.46318248020475616,44.4,801.6,6.5,0.5881110671064488,205.65542609747334,208.57267004914272,208.57267004914272,9647.999999999996,42294.15428333332,43502.55869142856,43502.55869142856
NOR,5,1115.4629090909086,55,230.7,25.644511057494707,119.6,18841.48,2.1,4.873645748243857,2848.1721516820207,2874.4231411902283,2874.4231411902283,61350.45999999998,8112084.605616991,8262308.394609898,8262308.394609898
IND,13,362.5258536585365,41,295.5,17.357888181965308,5.25,3277.24,5.25,3.8693910000938683,545.141437068984,551.9136400469533,551.9136400469533,14863.559999999998,297179.18640963704,304608.666069878,304608.666069878
RUS,9,362.76390624999993,64,3193.92,11.917268163279047,4.25,3193.92,4.25,3.174977915989802,532.4700789381772,536.6793940774659,536.6793940774659,23216.889999999996,283524.38496442855,288024.77202735597,288024.77202735597
TUR,22,325.2950877192982,57,375.47,28.646720485801083,25.5,3651.6,2.6,4.895964748351799,511.1167204737087,515.6600695610668,515.6600695610668,18541.819999999996,261240.3019477993,265905.30733972427,265905.30733972427
JPN,18,260.2205,20,168.3,6.425677962657559,0.85,1045.44,0.85,2.3887071350670506,213.2841244555019,218.82489453478075,218.82489453478075,5204.410000000001,45490.11774475003,47884.334468157926,47884.334468157926
AUT,29,431.7063513513515,74,259.86,32.116888135533145,12.9,7786.0,1.25,5.576181271205713,1078.5922721013198,1085.954762159257,1085.954762159257,31946.27000000001,1163361.2894366877,1179297.7454563684,1179297.7454563684
CHE,17,411.92092592592587,54,251.4,24.13206599866102,8.3,4117.4,2.55,4.573547835079991,602.8285336191701,608.4890196223866,608.4890196223866,22243.729999999996,363402.24094543897,370258.88700101327,370258.88700101327
PRT,25,496.73469696969715,66,306.4,53.90314964276884,479.8,11134.34,5.9,7.265860820163091,1358.925730442338,1369.3391067150376,1369.3391067150376,32784.49000000001,1846679.1408582414,1875089.5891791373,1875089.5891791373
BRA,9,288.93743589743593,39,379.75,0.9473792032690289,7.62,844.94,7.62,1.0810522170306192,196.38038269197335,198.94755547654884,198.94755547654884,11268.560000000001,38565.254706245905,39580.12983009448,39580.12983009448
ESP,3,412.8560162601626,123,413.1,28.39099367702608,3.77,5162.74,1.65,4.660326382286588,629.3965685922307,631.9707984301378,631.9707984301378,50781.29,396140.0405556745,399387.090068426,399387.090068426
USA,12,347.4242857142857,56,128.03,5.152515498874779,224.69,1761.18,12.75,1.9828758410947493,330.7230620811723,333.71609197507524,333.71609197507524,19455.76,109377.74379234694,111366.4300431169,111366.4300431169
AUS,27,228.16299999999995,20,254.39,0.4245675068912682,138.67,501.8,4.95,0.40867737054607806,108.01856715861399,110.82471152799432,110.82471152799432,4563.259999999999,11668.010851000001,12282.116685263158,12282.116685263158
GBR,11,173.70874999999998,16,263.62,0.09378415945338814,3.95,615.39,1.45,0.9631235813294258,176.1607135144993,181.93800258604577,181.93800258604577,2779.3399999999997,31032.596985937496,33101.436785,33101.436785
CAN,29,225.91689655172414,29,510.0,-1.099002635335694,3.75,558.36,3.3,0.20010343449803863,163.69530031598654,166.5927872110282,166.5927872110282,6551.59,26796.151345541024,27753.156750738915,27753.156750738915
AUT,31,182.1833333333333,3,180.4,-1.5000000000000009,30.12,336.03,30.12,0.021415319849722194,124.8936006722878,152.9627968930136,152.9627968930136,546.55,15598.411488888887,23397.61723333333,23397.61723333333
