"cust_acct_mapping_id","acct_id","cust_id","cust_acct_role","src_sys","data_dump_dt"
74,1073,12435,"Primary","1",2018-04-17T16:18:22.696603Z
75,1074,12436,"Primary","1",2018-04-17T16:18:22.696603Z
76,1075,12437,"Primary","1",2018-04-17T16:18:22.696603Z
77,1076,12438,"Primary","1",2018-04-17T16:18:22.696603Z
78,1077,12441,"Primary","1",2018-04-17T16:18:22.696603Z
79,1078,12442,"Primary","1",2018-04-17T16:18:22.696603Z
80,1079,12444,"Primary","1",2018-04-17T16:18:22.696603Z
81,1080,12445,"Primary","1",2018-04-17T16:18:22.696603Z
82,1081,12446,"Primary","1",2018-04-17T16:18:22.696603Z
83,1082,12447,"Primary","1",2018-04-17T16:18:22.696603Z
84,1083,12448,"Primary","1",2018-04-17T16:18:22.696603Z
85,1084,12449,"Primary","1",2018-04-17T16:18:22.696603Z
86,1085,12450,"Primary","1",2018-04-17T16:18:22.696603Z
87,1086,12451,"Primary","1",2018-04-17T16:18:22.696603Z
88,1087,12452,"Primary","1",2018-04-17T16:18:22.696603Z
89,1088,12453,"Primary","1",2018-04-17T16:18:22.696603Z
90,1089,12454,"Primary","1",2018-04-17T16:18:22.696603Z
91,1090,12455,"Primary","1",2018-04-17T16:18:22.696603Z
92,1091,12456,"Primary","1",2018-04-17T16:18:22.696603Z
93,1092,12457,"Primary","1",2018-04-17T16:18:22.696603Z
94,1093,12458,"Primary","1",2018-04-17T16:18:22.696603Z
95,1094,12461,"Primary","1",2018-04-17T16:18:22.696603Z
96,1095,12462,"Primary","1",2018-04-17T16:18:22.696603Z
97,1096,12463,"Primary","1",2018-04-17T16:18:22.696603Z
98,1097,12464,"Primary","1",2018-04-17T16:18:22.696603Z
99,1098,12465,"Primary","1",2018-04-17T16:18:22.696603Z
100,1099,12468,"Primary","1",2018-04-17T16:18:22.696603Z
101,1100,12471,"Primary","1",2018-04-17T16:18:22.696603Z
102,1101,12472,"Primary","1",2018-04-17T16:18:22.696603Z
103,1102,12473,"Primary","1",2018-04-17T16:18:22.696603Z
104,1103,12474,"Primary","1",2018-04-17T16:18:22.696603Z
105,1104,12475,"Primary","1",2018-04-17T16:18:22.696603Z
106,1105,12476,"Primary","1",2018-04-17T16:18:22.696603Z
107,1106,12477,"Primary","1",2018-04-17T16:18:22.696603Z
108,1107,12478,"Primary","1",2018-04-17T16:18:22.696603Z
109,1108,12479,"Primary","1",2018-04-17T16:18:22.696603Z
110,1109,12480,"Primary","1",2018-04-17T16:18:22.696603Z
111,1110,12481,"Primary","1",2018-04-17T16:18:22.696603Z
112,1111,12483,"Primary","1",2018-04-17T16:18:22.696603Z
113,1112,12484,"Primary","1",2018-04-17T16:18:22.696603Z
114,1113,12488,"Primary","1",2018-04-17T16:18:22.696603Z
115,1114,12489,"Primary","1",2018-04-17T16:18:22.696603Z
116,1115,12490,"Primary","1",2018-04-17T16:18:22.696603Z
117,1116,12491,"Primary","1",2018-04-17T16:18:22.696603Z
118,1117,12492,"Primary","1",2018-04-17T16:18:22.696603Z
119,1118,12493,"Primary","1",2018-04-17T16:18:22.696603Z
120,1119,12494,"Primary","1",2018-04-17T16:18:22.696603Z
121,1120,12497,"Primary","1",2018-04-17T16:18:22.696603Z
122,1121,12498,"Primary","1",2018-04-17T16:18:22.696603Z
123,1122,12500,"Primary","1",2018-04-17T16:18:22.696603Z
124,1123,12501,"Primary","1",2018-04-17T16:18:22.696603Z
125,1124,12502,"Primary","1",2018-04-17T16:18:22.696603Z
126,1125,12503,"Primary","1",2018-04-17T16:18:22.696603Z
127,1126,12504,"Primary","1",2018-04-17T16:18:22.696603Z
128,1127,12505,"Primary","1",2018-04-17T16:18:22.696603Z
129,1128,12506,"Primary","1",2018-04-17T16:18:22.696603Z
130,1129,12507,"Primary","1",2018-04-17T16:18:22.696603Z
131,1130,12508,"Primary","1",2018-04-17T16:18:22.696603Z
132,1131,12509,"Primary","1",2018-04-17T16:18:22.696603Z
133,1132,12510,"Primary","1",2018-04-17T16:18:22.696603Z
134,1133,12512,"Primary","1",2018-04-17T16:18:22.696603Z
135,1134,12513,"Primary","1",2018-04-17T16:18:22.696603Z
136,1135,12514,"Primary","1",2018-04-17T16:18:22.696603Z
137,1136,12515,"Primary","1",2018-04-17T16:18:22.696603Z
138,1137,12516,"Primary","1",2018-04-17T16:18:22.696603Z
139,1138,12517,"Primary","1",2018-04-17T16:18:22.696603Z
140,1139,12518,"Primary","1",2018-04-17T16:18:22.696603Z
141,1140,12519,"Primary","1",2018-04-17T16:18:22.696603Z
142,1141,12520,"Primary","1",2018-04-17T16:18:22.696603Z
143,1142,12521,"Primary","1",2018-04-17T16:18:22.696603Z
144,1143,12522,"Primary","1",2018-04-17T16:18:22.696603Z
145,1144,12523,"Primary","1",2018-04-17T16:18:22.696603Z
146,1145,12524,"Primary","1",2018-04-17T16:18:22.696603Z
147,1146,12526,"Primary","1",2018-04-17T16:18:22.696603Z
148,1147,12527,"Primary","1",2018-04-17T16:18:22.696603Z
149,1148,12528,"Primary","1",2018-04-17T16:18:22.696603Z
150,1149,12530,"Primary","1",2018-04-17T16:18:22.696603Z
151,1150,12531,"Primary","1",2018-04-17T16:18:22.696603Z
152,1151,12532,"Primary","1",2018-04-17T16:18:22.696603Z
153,1152,12534,"Primary","1",2018-04-17T16:18:22.696603Z
154,1153,12535,"Primary","1",2018-04-17T16:18:22.696603Z
155,1154,12536,"Primary","1",2018-04-17T16:18:22.696603Z
156,1155,12538,"Primary","1",2018-04-17T16:18:22.696603Z
157,1156,12539,"Primary","1",2018-04-17T16:18:22.696603Z
158,1157,12540,"Primary","1",2018-04-17T16:18:22.696603Z
159,1158,12541,"Primary","1",2018-04-17T16:18:22.696603Z
160,1159,12544,"Primary","1",2018-04-17T16:18:22.696603Z
161,1160,12545,"Primary","1",2018-04-17T16:18:22.696603Z
162,1161,12546,"Primary","1",2018-04-17T16:18:22.696603Z
163,1162,12547,"Primary","1",2018-04-17T16:18:22.696603Z
164,1163,12548,"Primary","1",2018-04-17T16:18:22.696603Z
165,1164,12550,"Primary","1",2018-04-17T16:18:22.696603Z
166,1165,12551,"Primary","1",2018-04-17T16:18:22.696603Z
167,1166,12552,"Primary","1",2018-04-17T16:18:22.696603Z
168,1167,12553,"Primary","1",2018-04-17T16:18:22.696603Z
169,1168,12556,"Primary","1",2018-04-17T16:18:22.696603Z
170,1169,12557,"Primary","1",2018-04-17T16:18:22.696603Z
171,1170,12558,"Primary","1",2018-04-17T16:18:22.696603Z
172,1171,12559,"Primary","1",2018-04-17T16:18:22.696603Z
173,1172,12560,"Primary","1",2018-04-17T16:18:22.696603Z
174,1173,12561,"Primary","1",2018-04-17T16:18:22.696603Z
175,1174,12562,"Primary","1",2018-04-17T16:18:22.696603Z
176,1175,12564,"Primary","1",2018-04-17T16:18:22.696603Z
177,1176,12565,"Primary","1",2018-04-17T16:18:22.696603Z
178,1177,12566,"Primary","1",2018-04-17T16:18:22.696603Z
179,1178,12567,"Primary","1",2018-04-17T16:18:22.696603Z
180,1179,12569,"Primary","1",2018-04-17T16:18:22.696603Z
181,1180,12571,"Primary","1",2018-04-17T16:18:22.696603Z
182,1181,12572,"Primary","1",2018-04-17T16:18:22.696603Z
183,1182,12573,"Primary","1",2018-04-17T16:18:22.696603Z
184,1183,12574,"Primary","1",2018-04-17T16:18:22.696603Z
185,1184,12576,"Primary","1",2018-04-17T16:18:22.696603Z
186,1185,12577,"Primary","1",2018-04-17T16:18:22.696603Z
187,1186,12578,"Primary","1",2018-04-17T16:18:22.696603Z
188,1187,12579,"Primary","1",2018-04-17T16:18:22.696603Z
189,1188,12580,"Primary","1",2018-04-17T16:18:22.696603Z
190,1189,12581,"Primary","1",2018-04-17T16:18:22.696603Z
191,1190,12582,"Primary","1",2018-04-17T16:18:22.696603Z
192,1191,12583,"Primary","1",2018-04-17T16:18:22.696603Z
193,1192,12584,"Primary","1",2018-04-17T16:18:22.696603Z
194,1193,12585,"Primary","1",2018-04-17T16:18:22.696603Z
195,1194,12586,"Primary","1",2018-04-17T16:18:22.696603Z
196,1195,12587,"Primary","1",2018-04-17T16:18:22.696603Z
197,1196,12588,"Primary","1",2018-04-17T16:18:22.696603Z
198,1197,12589,"Primary","1",2018-04-17T16:18:22.696603Z
199,1198,12590,"Primary","1",2018-04-17T16:18:22.696603Z
200,1199,12591,"Primary","1",2018-04-17T16:18:22.696603Z
201,1200,12592,"Primary","1",2018-04-17T16:18:22.696603Z
202,1201,12593,"Primary","1",2018-04-17T16:18:22.696603Z
203,1202,12594,"Primary","1",2018-04-17T16:18:22.696603Z
204,1203,12596,"Primary","1",2018-04-17T16:18:22.696603Z
205,1204,12597,"Primary","1",2018-04-17T16:18:22.696603Z
206,1205,12598,"Primary","1",2018-04-17T16:18:22.696603Z
207,1206,12599,"Primary","1",2018-04-17T16:18:22.696603Z
208,1207,12600,"Primary","1",2018-04-17T16:18:22.696603Z
209,1208,12601,"Primary","1",2018-04-17T16:18:22.696603Z
210,1209,12602,"Primary","1",2018-04-17T16:18:22.696603Z
211,1210,12603,"Primary","1",2018-04-17T16:18:22.696603Z
212,1211,12604,"Primary","1",2018-04-17T16:18:22.696603Z
213,1212,12605,"Primary","1",2018-04-17T16:18:22.696603Z
214,1213,12607,"Primary","1",2018-04-17T16:18:22.696603Z
215,1214,12609,"Primary","1",2018-04-17T16:18:22.696603Z
216,1215,12610,"Primary","1",2018-04-17T16:18:22.696603Z
217,1216,12611,"Primary","1",2018-04-17T16:18:22.696603Z
218,1217,12612,"Primary","1",2018-04-17T16:18:22.696603Z
219,1218,12613,"Primary","1",2018-04-17T16:18:22.696603Z
220,1219,12614,"Primary","1",2018-04-17T16:18:22.696603Z
221,1220,12615,"Primary","1",2018-04-17T16:18:22.696603Z
222,1221,12616,"Primary","1",2018-04-17T16:18:22.696603Z
223,1222,12617,"Primary","1",2018-04-17T16:18:22.696603Z
224,1223,12618,"Primary","1",2018-04-17T16:18:22.696603Z
225,1224,12619,"Primary","1",2018-04-17T16:18:22.696603Z
226,1225,12620,"Primary","1",2018-04-17T16:18:22.696603Z
227,1226,12621,"Primary","1",2018-04-17T16:18:22.696603Z
228,1227,12622,"Primary","1",2018-04-17T16:18:22.696603Z
229,1228,12623,"Primary","1",2018-04-17T16:18:22.696603Z
230,1229,12624,"Primary","1",2018-04-17T16:18:22.696603Z
231,1230,12625,"Primary","1",2018-04-17T16:18:22.696603Z
232,1231,12626,"Primary","1",2018-04-17T16:18:22.696603Z
233,1232,12627,"Primary","1",2018-04-17T16:18:22.696603Z
234,1233,12628,"Primary","1",2018-04-17T16:18:22.696603Z
235,1234,12630,"Primary","1",2018-04-17T16:18:22.696603Z
236,1235,12631,"Primary","1",2018-04-17T16:18:22.696603Z
237,1236,12633,"Primary","1",2018-04-17T16:18:22.696603Z
238,1237,12635,"Primary","1",2018-04-17T16:18:22.696603Z
239,1238,12637,"Primary","1",2018-04-17T16:18:22.696603Z
240,1239,12638,"Primary","1",2018-04-17T16:18:22.696603Z
241,1240,12639,"Primary","1",2018-04-17T16:18:22.696603Z
242,1241,12640,"Primary","1",2018-04-17T16:18:22.696603Z
243,1242,12642,"Primary","1",2018-04-17T16:18:22.696603Z
244,1243,12643,"Primary","1",2018-04-17T16:18:22.696603Z
245,1244,12644,"Primary","1",2018-04-17T16:18:22.696603Z
246,1245,12645,"Primary","1",2018-04-17T16:18:22.696603Z
247,1246,12646,"Primary","1",2018-04-17T16:18:22.696603Z
248,1247,12647,"Primary","1",2018-04-17T16:18:22.696603Z
249,1248,12648,"Primary","1",2018-04-17T16:18:22.696603Z
250,1249,12649,"Primary","1",2018-04-17T16:18:22.696603Z
251,1250,12650,"Primary","1",2018-04-17T16:18:22.696603Z
252,1251,12651,"Primary","1",2018-04-17T16:18:22.696603Z
253,1252,12652,"Primary","1",2018-04-17T16:18:22.696603Z
254,1253,12653,"Primary","1",2018-04-17T16:18:22.696603Z
255,1254,12654,"Primary","1",2018-04-17T16:18:22.696603Z
256,1255,12656,"Primary","1",2018-04-17T16:18:22.696603Z
257,1256,12657,"Primary","1",2018-04-17T16:18:22.696603Z
258,1257,12658,"Primary","1",2018-04-17T16:18:22.696603Z
259,1258,12659,"Primary","1",2018-04-17T16:18:22.696603Z
260,1259,12660,"Primary","1",2018-04-17T16:18:22.696603Z
261,1260,12662,"Primary","1",2018-04-17T16:18:22.696603Z
262,1261,12664,"Primary","1",2018-04-17T16:18:22.696603Z
263,1262,12665,"Primary","1",2018-04-17T16:18:22.696603Z
264,1263,12666,"Primary","1",2018-04-17T16:18:22.696603Z
265,1264,12667,"Primary","1",2018-04-17T16:18:22.696603Z
266,1265,12668,"Primary","1",2018-04-17T16:18:22.696603Z
267,1266,12669,"Primary","1",2018-04-17T16:18:22.696603Z
268,1267,12670,"Primary","1",2018-04-17T16:18:22.696603Z
269,1268,12672,"Primary","1",2018-04-17T16:18:22.696603Z
270,1269,12673,"Primary","1",2018-04-17T16:18:22.696603Z
271,1270,12674,"Primary","1",2018-04-17T16:18:22.696603Z
272,1271,12676,"Primary","1",2018-04-17T16:18:22.696603Z
273,1272,12678,"Primary","1",2018-04-17T16:18:22.696603Z
274,1273,12679,"Primary","1",2018-04-17T16:18:22.696603Z
275,1274,12680,"Primary","1",2018-04-17T16:18:22.696603Z
276,1275,12681,"Primary","1",2018-04-17T16:18:22.696603Z
277,1276,12682,"Primary","1",2018-04-17T16:18:22.696603Z
278,1277,12683,"Primary","1",2018-04-17T16:18:22.696603Z
279,1278,12684,"Primary","1",2018-04-17T16:18:22.696603Z
280,1279,12685,"Primary","1",2018-04-17T16:18:22.696603Z
281,1280,12686,"Primary","1",2018-04-17T16:18:22.696603Z
282,1281,12688,"Primary","1",2018-04-17T16:18:22.696603Z
283,1282,12689,"Primary","1",2018-04-17T16:18:22.696603Z
284,1283,12690,"Primary","1",2018-04-17T16:18:22.696603Z
285,1284,12691,"Primary","1",2018-04-17T16:18:22.696603Z
286,1285,12693,"Primary","1",2018-04-17T16:18:22.696603Z
287,1286,12694,"Primary","1",2018-04-17T16:18:22.696603Z
288,1287,12695,"Primary","1",2018-04-17T16:18:22.696603Z
289,1288,12697,"Primary","1",2018-04-17T16:18:22.696603Z
290,1289,12700,"Primary","1",2018-04-17T16:18:22.696603Z
291,1290,12701,"Primary","1",2018-04-17T16:18:22.696603Z
292,1291,12702,"Primary","1",2018-04-17T16:18:22.696603Z
293,1292,12703,"Primary","1",2018-04-17T16:18:22.696603Z
294,1293,12704,"Primary","1",2018-04-17T16:18:22.696603Z
295,1294,12705,"Primary","1",2018-04-17T16:18:22.696603Z
296,1295,12707,"Primary","1",2018-04-17T16:18:22.696603Z
297,1296,12708,"Primary","1",2018-04-17T16:18:22.696603Z
298,1297,12709,"Primary","1",2018-04-17T16:18:22.696603Z
299,1298,12710,"Primary","1",2018-04-17T16:18:22.696603Z
300,1299,12712,"Primary","1",2018-04-17T16:18:22.696603Z
301,1300,12713,"Primary","1",2018-04-17T16:18:22.696603Z
302,1301,12714,"Primary","1",2018-04-17T16:18:22.696603Z
303,1302,12715,"Primary","1",2018-04-17T16:18:22.696603Z
304,1303,12716,"Primary","1",2018-04-17T16:18:22.696603Z
305,1304,12718,"Primary","1",2018-04-17T16:18:22.696603Z
306,1305,12719,"Primary","1",2018-04-17T16:18:22.696603Z
307,1306,12720,"Primary","1",2018-04-17T16:18:22.696603Z
308,1307,12721,"Primary","1",2018-04-17T16:18:22.696603Z
309,1308,12722,"Primary","1",2018-04-17T16:18:22.696603Z
310,1309,12723,"Primary","1",2018-04-17T16:18:22.696603Z
311,1310,12724,"Primary","1",2018-04-17T16:18:22.696603Z
312,1311,12725,"Primary","1",2018-04-17T16:18:22.696603Z
313,1312,12726,"Primary","1",2018-04-17T16:18:22.696603Z
314,1313,12727,"Primary","1",2018-04-17T16:18:22.696603Z
315,1314,12728,"Primary","1",2018-04-17T16:18:22.696603Z
316,1315,12729,"Primary","1",2018-04-17T16:18:22.696603Z
317,1316,12731,"Primary","1",2018-04-17T16:18:22.696603Z
318,1317,12733,"Primary","1",2018-04-17T16:18:22.696603Z
319,1318,12734,"Primary","1",2018-04-17T16:18:22.696603Z
320,1319,12735,"Primary","1",2018-04-17T16:18:22.696603Z
321,1320,12736,"Primary","1",2018-04-17T16:18:22.696603Z
322,1321,12738,"Primary","1",2018-04-17T16:18:22.696603Z
323,1322,12739,"Primary","1",2018-04-17T16:18:22.696603Z
324,1323,12740,"Primary","1",2018-04-17T16:18:22.696603Z
325,1324,12743,"Primary","1",2018-04-17T16:18:22.696603Z
326,1325,12744,"Primary","1",2018-04-17T16:18:22.696603Z
327,1326,12747,"Primary","1",2018-04-17T16:18:22.696603Z
328,1327,12748,"Primary","1",2018-04-17T16:18:22.696603Z
329,1328,12749,"Primary","1",2018-04-17T16:18:22.696603Z
330,1329,12750,"Primary","1",2018-04-17T16:18:22.696603Z
331,1330,12752,"Primary","1",2018-04-17T16:18:22.696603Z
332,1331,12753,"Primary","1",2018-04-17T16:18:22.696603Z
333,1332,12754,"Primary","1",2018-04-17T16:18:22.696603Z
334,1333,12755,"Primary","1",2018-04-17T16:18:22.696603Z
335,1334,12756,"Primary","1",2018-04-17T16:18:22.696603Z
336,1335,12757,"Primary","1",2018-04-17T16:18:22.696603Z
337,1336,12758,"Primary","1",2018-04-17T16:18:22.696603Z
338,1337,12759,"Primary","1",2018-04-17T16:18:22.696603Z
339,1338,12762,"Primary","1",2018-04-17T16:18:22.696603Z
340,1339,12763,"Primary","1",2018-04-17T16:18:22.696603Z
341,1340,12764,"Primary","1",2018-04-17T16:18:22.696603Z
342,1341,12766,"Primary","1",2018-04-17T16:18:22.696603Z
343,1342,12769,"Primary","1",2018-04-17T16:18:22.696603Z
344,1343,12770,"Primary","1",2018-04-17T16:18:22.696603Z
345,1344,12772,"Primary","1",2018-04-17T16:18:22.696603Z
346,1345,12775,"Primary","1",2018-04-17T16:18:22.696603Z
347,1346,12778,"Primary","1",2018-04-17T16:18:22.696603Z
348,1347,12779,"Primary","1",2018-04-17T16:18:22.696603Z
349,1348,12781,"Primary","1",2018-04-17T16:18:22.696603Z
350,1349,12782,"Primary","1",2018-04-17T16:18:22.696603Z
351,1350,12783,"Primary","1",2018-04-17T16:18:22.696603Z
352,1351,12784,"Primary","1",2018-04-17T16:18:22.696603Z
353,1352,12785,"Primary","1",2018-04-17T16:18:22.696603Z
354,1353,12787,"Primary","1",2018-04-17T16:18:22.696603Z
355,1354,12789,"Primary","1",2018-04-17T16:18:22.696603Z
356,1355,12790,"Primary","1",2018-04-17T16:18:22.696603Z
357,1356,12791,"Primary","1",2018-04-17T16:18:22.696603Z
358,1357,12792,"Primary","1",2018-04-17T16:18:22.696603Z
359,1358,12793,"Primary","1",2018-04-17T16:18:22.696603Z
360,1359,12794,"Primary","1",2018-04-17T16:18:22.696603Z
361,1360,12795,"Primary","1",2018-04-17T16:18:22.696603Z
362,1361,12797,"Primary","1",2018-04-17T16:18:22.696603Z
363,1362,12802,"Primary","1",2018-04-17T16:18:22.696603Z
364,1363,12808,"Primary","1",2018-04-17T16:18:22.696603Z
365,1364,12811,"Primary","1",2018-04-17T16:18:22.696603Z
366,1365,12812,"Primary","1",2018-04-17T16:18:22.696603Z
367,1366,12814,"Primary","1",2018-04-17T16:18:22.696603Z
368,1367,12815,"Primary","1",2018-04-17T16:18:22.696603Z
369,1368,12816,"Primary","1",2018-04-17T16:18:22.696603Z
370,1369,12817,"Primary","1",2018-04-17T16:18:22.696603Z
371,1370,12818,"Primary","1",2018-04-17T16:18:22.696603Z
372,1371,12820,"Primary","1",2018-04-17T16:18:22.696603Z
373,1372,12821,"Primary","1",2018-04-17T16:18:22.696603Z
374,1373,12823,"Primary","1",2018-04-17T16:18:22.696603Z
375,1374,12824,"Primary","1",2018-04-17T16:18:22.696603Z
376,1375,12826,"Primary","1",2018-04-17T16:18:22.696603Z
377,1376,12827,"Primary","1",2018-04-17T16:18:22.696603Z
378,1377,12828,"Primary","1",2018-04-17T16:18:22.696603Z
379,1378,12829,"Primary","1",2018-04-17T16:18:22.696603Z
380,1379,12830,"Primary","1",2018-04-17T16:18:22.696603Z
381,1380,12831,"Primary","1",2018-04-17T16:18:22.696603Z
382,1381,12832,"Primary","1",2018-04-17T16:18:22.696603Z
383,1382,12833,"Primary","1",2018-04-17T16:18:22.696603Z
384,1383,12834,"Primary","1",2018-04-17T16:18:22.696603Z
385,1384,12836,"Primary","1",2018-04-17T16:18:22.696603Z
386,1385,12837,"Primary","1",2018-04-17T16:18:22.696603Z
387,1386,12838,"Primary","1",2018-04-17T16:18:22.696603Z
388,1387,12839,"Primary","1",2018-04-17T16:18:22.696603Z
389,1388,12840,"Primary","1",2018-04-17T16:18:22.696603Z
390,1389,12841,"Primary","1",2018-04-17T16:18:22.696603Z
391,1390,12842,"Primary","1",2018-04-17T16:18:22.696603Z
392,1391,12843,"Primary","1",2018-04-17T16:18:22.696603Z
393,1392,12844,"Primary","1",2018-04-17T16:18:22.696603Z
394,1393,12845,"Primary","1",2018-04-17T16:18:22.696603Z
395,1394,12847,"Primary","1",2018-04-17T16:18:22.696603Z
396,1395,12849,"Primary","1",2018-04-17T16:18:22.696603Z
397,1396,12851,"Primary","1",2018-04-17T16:18:22.696603Z
398,1397,12852,"Primary","1",2018-04-17T16:18:22.696603Z
399,1398,12853,"Primary","1",2018-04-17T16:18:22.696603Z
400,1399,12854,"Primary","1",2018-04-17T16:18:22.696603Z
401,1400,12855,"Primary","1",2018-04-17T16:18:22.696603Z
402,1401,12856,"Primary","1",2018-04-17T16:18:22.696603Z
403,1402,12857,"Primary","1",2018-04-17T16:18:22.696603Z
404,1403,12863,"Primary","1",2018-04-17T16:18:22.696603Z
405,1404,12864,"Primary","1",2018-04-17T16:18:22.696603Z
406,1405,12865,"Primary","1",2018-04-17T16:18:22.696603Z
407,1406,12866,"Primary","1",2018-04-17T16:18:22.696603Z
408,1407,12867,"Primary","1",2018-04-17T16:18:22.696603Z
409,1408,12868,"Primary","1",2018-04-17T16:18:22.696603Z
410,1409,12870,"Primary","1",2018-04-17T16:18:22.696603Z
411,1410,12871,"Primary","1",2018-04-17T16:18:22.696603Z
412,1411,12872,"Primary","1",2018-04-17T16:18:22.696603Z
413,1412,12873,"Primary","1",2018-04-17T16:18:22.696603Z
414,1413,12875,"Primary","1",2018-04-17T16:18:22.696603Z
415,1414,12876,"Primary","1",2018-04-17T16:18:22.696603Z
416,1415,12877,"Primary","1",2018-04-17T16:18:22.696603Z
417,1416,12878,"Primary","1",2018-04-17T16:18:22.696603Z
418,1417,12879,"Primary","1",2018-04-17T16:18:22.696603Z
419,1418,12881,"Primary","1",2018-04-17T16:18:22.696603Z
420,1419,12882,"Primary","1",2018-04-17T16:18:22.696603Z
421,1420,12883,"Primary","1",2018-04-17T16:18:22.696603Z
